policy,mode,agent_order,seed_set,seed,shortfall_bps,completion_rate
twap,dynamic_duopoly,before,final,90720,100.6622,1.000000
lookahead,dynamic_duopoly,before,final,90721,108.0880,1.000000
twap,dynamic_duopoly,before,final,90721,114.4146,1.000000
lookahead,dynamic_duopoly,before,final,90722,139.2285,1.000000
twap,dynamic_duopoly,before,final,90722,129.2857,1.000000
lookahead,dynamic_duopoly,before,final,90723,71.2923,1.000000
twap,dynamic_duopoly,before,final,90723,105.3036,1.000000
lookahead,dynamic_duopoly,before,final,90724,117.3428,1.000000
twap,dynamic_duopoly,before,final,90724,128.8615,1.000000
lookahead,dynamic_duopoly,before,final,90725,91.5822,1.000000
twap,dynamic_duopoly,before,final,90725,113.0982,1.000000
lookahead,dynamic_duopoly,before,final,90726,126.7140,1.000000
twap,dynamic_duopoly,before,final,90726,120.5670,1.000000
lookahead,dynamic_duopoly,before,final,90727,153.0237,1.000000
twap,dynamic_duopoly,before,final,90727,125.2697,1.000000
lookahead,dynamic_duopoly,before,final,90728,104.5015,1.000000
twap,dynamic_duopoly,before,final,90728,96.2350,1.000000
lookahead,dynamic_duopoly,before,final,90729,42.5884,1.000000
twap,dynamic_duopoly,before,final,90729,81.3904,1.000000
lookahead,dynamic_duopoly,before,final,90730,130.3624,1.000000
twap,dynamic_duopoly,before,final,90730,123.2270,1.000000
lookahead,dynamic_duopoly,before,final,90731,72.9190,1.000000
twap,dynamic_duopoly,before,final,90731,113.5585,1.000000
lookahead,dynamic_duopoly,before,final,90732,127.7833,1.000000
twap,dynamic_duopoly,before,final,90732,114.1499,1.000000
lookahead,dynamic_duopoly,before,final,90733,50.2567,1.000000
twap,dynamic_duopoly,before,final,90733,89.6363,1.000000
lookahead,dynamic_duopoly,before,final,90734,132.7594,1.000000
twap,dynamic_duopoly,before,final,90734,123.9480,1.000000
lookahead,dynamic_duopoly,before,final,90735,100.1171,1.000000
twap,dynamic_duopoly,before,final,90735,107.1223,1.000000
lookahead,dynamic_duopoly,before,final,90736,83.6106,1.000000
twap,dynamic_duopoly,before,final,90736,104.8410,1.000000
lookahead,dynamic_duopoly,before,final,90737,102.4432,1.000000
twap,dynamic_duopoly,before,final,90737,104.6982,1.000000
lookahead,dynamic_duopoly,before,final,90738,124.0141,1.000000
twap,dynamic_duopoly,before,final,90738,106.2547,1.000000
lookahead,dynamic_duopoly,before,final,90739,87.1714,1.000000
twap,dynamic_duopoly,before,final,90739,102.6071,1.000000
lookahead,dynamic_duopoly,before,final,90740,93.5603,1.000000
twap,dynamic_duopoly,before,final,90740,115.4104,1.000000
lookahead,dynamic_duopoly,before,final,90741,109.4152,1.000000
twap,dynamic_duopoly,before,final,90741,99.8146,1.000000
lookahead,dynamic_duopoly,before,final,90742,98.9566,1.000000
twap,dynamic_duopoly,before,final,90742,121.9963,1.000000
lookahead,dynamic_duopoly,before,final,90743,120.7939,1.000000
twap,dynamic_duopoly,before,final,90743,113.9958,1.000000
lookahead,dynamic_duopoly,before,final,90744,95.3949,1.000000
twap,dynamic_duopoly,before,final,90744,97.7974,1.000000
lookahead,dynamic_duopoly,before,final,90745,103.3218,1.000000
twap,dynamic_duopoly,before,final,90745,117.8602,1.000000
lookahead,dynamic_duopoly,before,final,90746,105.6201,1.000000
twap,dynamic_duopoly,before,final,90746,114.9597,1.000000
lookahead,dynamic_duopoly,before,final,90747,119.2567,1.000000
twap,dynamic_duopoly,before,final,90747,120.2501,1.000000
lookahead,dynamic_duopoly,before,final,90748,95.8278,1.000000
twap,dynamic_duopoly,before,final,90748,120.0791,1.000000
lookahead,dynamic_duopoly,before,final,90749,50.4672,1.000000
twap,dynamic_duopoly,before,final,90749,92.8410,1.000000
lookahead,dynamic_duopoly,before,final,90750,164.9718,1.000000
twap,dynamic_duopoly,before,final,90750,143.4295,1.000000
lookahead,dynamic_duopoly,before,final,90751,87.4339,1.000000
twap,dynamic_duopoly,before,final,90751,107.4644,1.000000
lookahead,dynamic_duopoly,before,final,90752,52.0977,1.000000
twap,dynamic_duopoly,before,final,90752,87.9710,1.000000
lookahead,dynamic_duopoly,before,final,90753,108.4102,1.000000
twap,dynamic_duopoly,before,final,90753,114.6603,1.000000
lookahead,dynamic_duopoly,before,final,90754,66.2935,1.000000
twap,dynamic_duopoly,before,final,90754,92.3753,1.000000
lookahead,dynamic_duopoly,before,final,90755,68.6960,1.000000
twap,dynamic_duopoly,before,final,90755,87.8786,1.000000
lookahead,dynamic_duopoly,before,final,90756,103.9079,1.000000
twap,dynamic_duopoly,before,final,90756,91.6079,1.000000
lookahead,dynamic_duopoly,before,final,90757,57.3698,1.000000
twap,dynamic_duopoly,before,final,90757,99.9753,1.000000
lookahead,dynamic_duopoly,before,final,90758,92.5034,1.000000
twap,dynamic_duopoly,before,final,90758,118.8298,1.000000
lookahead,dynamic_duopoly,before,final,90759,117.8982,1.000000
twap,dynamic_duopoly,before,final,90759,117.8072,1.000000
lookahead,dynamic_duopoly,before,final,90760,83.4674,1.000000
twap,dynamic_duopoly,before,final,90760,89.9369,1.000000
lookahead,dynamic_duopoly,before,final,90761,95.0780,1.000000
twap,dynamic_duopoly,before,final,90761,94.5034,1.000000
lookahead,dynamic_duopoly,before,final,90762,147.7934,1.000000
twap,dynamic_duopoly,before,final,90762,144.6459,1.000000
lookahead,dynamic_duopoly,before,final,90763,152.5152,1.000000
twap,dynamic_duopoly,before,final,90763,112.8436,1.000000
lookahead,dynamic_duopoly,before,final,90764,104.4428,1.000000
twap,dynamic_duopoly,before,final,90764,108.2976,1.000000
lookahead,dynamic_duopoly,before,final,90765,89.8242,1.000000
twap,dynamic_duopoly,before,final,90765,98.5154,1.000000
lookahead,dynamic_duopoly,before,final,90766,116.5997,1.000000
twap,dynamic_duopoly,before,final,90766,132.8794,1.000000
lookahead,dynamic_duopoly,before,final,90767,132.3239,1.000000
twap,dynamic_duopoly,before,final,90767,101.1920,1.000000
lookahead,dynamic_duopoly,before,final,90768,139.2193,1.000000
twap,dynamic_duopoly,before,final,90768,120.8434,1.000000
lookahead,dynamic_duopoly,before,final,90769,115.0072,1.000000
twap,dynamic_duopoly,before,final,90769,108.8643,1.000000
lookahead,dynamic_duopoly,before,final,90770,93.8872,1.000000
twap,dynamic_duopoly,before,final,90770,122.8808,1.000000
lookahead,dynamic_duopoly,before,final,90771,98.1539,1.000000
twap,dynamic_duopoly,before,final,90771,117.2616,1.000000
lookahead,dynamic_duopoly,before,final,90772,168.5255,1.000000
twap,dynamic_duopoly,before,final,90772,142.5914,1.000000
lookahead,dynamic_duopoly,before,final,90773,89.9258,1.000000
twap,dynamic_duopoly,before,final,90773,98.9328,1.000000
lookahead,dynamic_duopoly,before,final,90774,78.6716,1.000000
twap,dynamic_duopoly,before,final,90774,103.5967,1.000000
lookahead,dynamic_duopoly,before,final,90775,127.1723,1.000000
twap,dynamic_duopoly,before,final,90775,123.4145,1.000000
lookahead,dynamic_duopoly,before,final,90776,19.5870,1.000000
twap,dynamic_duopoly,before,final,90776,86.4170,1.000000
lookahead,dynamic_duopoly,before,final,90777,122.1930,1.000000
twap,dynamic_duopoly,before,final,90777,113.8910,1.000000
lookahead,dynamic_duopoly,before,final,90778,131.2079,1.000000
twap,dynamic_duopoly,before,final,90778,125.5352,1.000000
lookahead,dynamic_duopoly,before,final,90779,81.3057,1.000000
twap,dynamic_duopoly,before,final,90779,101.8539,1.000000
lookahead,dynamic_duopoly,before,final,90780,67.7586,1.000000
twap,dynamic_duopoly,before,final,90780,88.6444,1.000000
lookahead,dynamic_duopoly,before,final,90781,117.8595,1.000000
twap,dynamic_duopoly,before,final,90781,115.6813,1.000000
lookahead,dynamic_duopoly,before,final,90782,169.8422,1.000000
twap,dynamic_duopoly,before,final,90782,111.6668,1.000000
lookahead,dynamic_duopoly,before,final,90783,105.7682,1.000000
twap,dynamic_duopoly,before,final,90783,102.1938,1.000000
lookahead,dynamic_duopoly,before,final,90784,106.1880,1.000000
twap,dynamic_duopoly,before,final,90784,111.8626,1.000000
lookahead,dynamic_duopoly,before,final,90785,97.6535,1.000000
twap,dynamic_duopoly,before,final,90785,114.3189,1.000000
lookahead,dynamic_duopoly,before,final,90786,25.8252,1.000000
twap,dynamic_duopoly,before,final,90786,83.3136,1.000000
lookahead,dynamic_duopoly,before,final,90787,158.1699,1.000000
twap,dynamic_duopoly,before,final,90787,118.8061,1.000000
lookahead,dynamic_duopoly,before,final,90788,77.5791,1.000000
twap,dynamic_duopoly,before,final,90788,113.3669,1.000000
lookahead,dynamic_duopoly,before,final,90789,94.2882,1.000000
twap,dynamic_duopoly,before,final,90789,113.5958,1.000000
lookahead,dynamic_duopoly,before,final,90790,153.7301,1.000000
twap,dynamic_duopoly,before,final,90790,144.9353,1.000000
lookahead,dynamic_duopoly,before,final,90791,103.5903,1.000000
twap,dynamic_duopoly,before,final,90791,107.5215,1.000000
lookahead,dynamic_duopoly,before,final,90792,73.1005,1.000000
twap,dynamic_duopoly,before,final,90792,105.1185,1.000000
lookahead,dynamic_duopoly,before,final,90793,121.0934,1.000000
twap,dynamic_duopoly,before,final,90793,110.4023,1.000000
lookahead,dynamic_duopoly,before,final,90794,124.7229,1.000000
twap,dynamic_duopoly,before,final,90794,124.4163,1.000000
lookahead,dynamic_duopoly,before,final,90795,86.5938,1.000000
twap,dynamic_duopoly,before,final,90795,102.1330,1.000000
lookahead,dynamic_duopoly,before,final,90796,90.2658,1.000000
twap,dynamic_duopoly,before,final,90796,88.8320,1.000000
lookahead,dynamic_duopoly,before,final,90797,77.8417,1.000000
twap,dynamic_duopoly,before,final,90797,110.9063,1.000000
lookahead,dynamic_duopoly,before,final,90798,80.3830,1.000000
twap,dynamic_duopoly,before,final,90798,121.1912,1.000000
lookahead,dynamic_duopoly,before,final,90799,65.9049,1.000000
twap,dynamic_duopoly,before,final,90799,101.8336,1.000000
lookahead,dynamic_duopoly,before,final,90800,106.9071,1.000000
twap,dynamic_duopoly,before,final,90800,113.8334,1.000000
lookahead,dynamic_duopoly,before,final,90801,79.2450,1.000000
twap,dynamic_duopoly,before,final,90801,113.5427,1.000000
lookahead,dynamic_duopoly,before,final,90802,94.6833,1.000000
twap,dynamic_duopoly,before,final,90802,105.6485,1.000000
lookahead,dynamic_duopoly,before,final,90803,89.9011,1.000000
twap,dynamic_duopoly,before,final,90803,102.2473,1.000000
lookahead,dynamic_duopoly,before,final,90804,105.2448,1.000000
twap,dynamic_duopoly,before,final,90804,110.8856,1.000000
lookahead,dynamic_duopoly,before,final,90805,78.2367,1.000000
twap,dynamic_duopoly,before,final,90805,96.2182,1.000000
lookahead,dynamic_duopoly,before,final,90806,144.9598,1.000000
twap,dynamic_duopoly,before,final,90806,122.1257,1.000000
lookahead,dynamic_duopoly,before,final,90807,103.2961,1.000000
twap,dynamic_duopoly,before,final,90807,114.6117,1.000000
lookahead,dynamic_duopoly,before,final,90808,65.1950,1.000000
twap,dynamic_duopoly,before,final,90808,91.3731,1.000000
lookahead,dynamic_duopoly,before,final,90809,69.9686,1.000000
twap,dynamic_duopoly,before,final,90809,106.2237,1.000000
lookahead,dynamic_duopoly,before,final,90810,104.4414,1.000000
twap,dynamic_duopoly,before,final,90810,109.1706,1.000000
lookahead,dynamic_duopoly,before,final,90811,125.7691,1.000000
twap,dynamic_duopoly,before,final,90811,122.4405,1.000000
lookahead,dynamic_duopoly,before,final,90812,113.8262,1.000000
twap,dynamic_duopoly,before,final,90812,123.7687,1.000000
lookahead,dynamic_duopoly,before,final,90813,130.9168,1.000000
twap,dynamic_duopoly,before,final,90813,139.4625,1.000000
lookahead,dynamic_duopoly,before,final,90814,58.9015,1.000000
twap,dynamic_duopoly,before,final,90814,90.0655,1.000000
lookahead,dynamic_duopoly,before,final,90815,55.0962,1.000000
twap,dynamic_duopoly,before,final,90815,106.1123,1.000000
lookahead,dynamic_duopoly,before,final,90816,129.9370,1.000000
twap,dynamic_duopoly,before,final,90816,118.0187,1.000000
lookahead,dynamic_duopoly,before,final,90817,97.0406,1.000000
twap,dynamic_duopoly,before,final,90817,112.7224,1.000000
lookahead,dynamic_duopoly,before,final,90818,96.5878,1.000000
twap,dynamic_duopoly,before,final,90818,100.6551,1.000000
lookahead,dynamic_duopoly,before,final,90819,92.6171,1.000000
twap,dynamic_duopoly,before,final,90819,114.3814,1.000000
lookahead,dynamic_duopoly,before,final,90820,76.1149,1.000000
twap,dynamic_duopoly,before,final,90820,107.5597,1.000000
lookahead,dynamic_duopoly,before,final,90821,134.8027,1.000000
twap,dynamic_duopoly,before,final,90821,106.2694,1.000000
lookahead,dynamic_duopoly,before,final,90822,111.2284,1.000000
twap,dynamic_duopoly,before,final,90822,116.7858,1.000000
lookahead,dynamic_duopoly,before,final,90823,75.4049,1.000000
twap,dynamic_duopoly,before,final,90823,110.7079,1.000000
lookahead,dynamic_duopoly,before,final,90824,137.8266,1.000000
twap,dynamic_duopoly,before,final,90824,119.5825,1.000000
lookahead,dynamic_duopoly,before,final,90825,81.5727,1.000000
twap,dynamic_duopoly,before,final,90825,96.9351,1.000000
lookahead,dynamic_duopoly,before,final,90826,80.6751,1.000000
twap,dynamic_duopoly,before,final,90826,100.8043,1.000000
lookahead,dynamic_duopoly,before,final,90827,146.0023,1.000000
twap,dynamic_duopoly,before,final,90827,140.5286,1.000000
lookahead,dynamic_duopoly,before,final,90828,109.2900,1.000000
twap,dynamic_duopoly,before,final,90828,123.6463,1.000000
lookahead,dynamic_duopoly,before,final,90829,79.4931,1.000000
twap,dynamic_duopoly,before,final,90829,107.0933,1.000000
lookahead,dynamic_duopoly,before,final,90830,82.3146,1.000000
twap,dynamic_duopoly,before,final,90830,95.9327,1.000000
lookahead,dynamic_duopoly,before,final,90831,69.7187,1.000000
twap,dynamic_duopoly,before,final,90831,98.5539,1.000000
lookahead,dynamic_duopoly,before,final,90832,132.8689,1.000000
twap,dynamic_duopoly,before,final,90832,116.7901,1.000000
lookahead,dynamic_duopoly,before,final,90833,86.7891,1.000000
twap,dynamic_duopoly,before,final,90833,98.1295,1.000000
lookahead,dynamic_duopoly,before,final,90834,111.2245,1.000000
twap,dynamic_duopoly,before,final,90834,114.8473,1.000000
lookahead,dynamic_duopoly,before,final,90835,42.9626,1.000000
twap,dynamic_duopoly,before,final,90835,92.4031,1.000000
lookahead,dynamic_duopoly,before,final,90836,82.3091,1.000000
twap,dynamic_duopoly,before,final,90836,104.1611,1.000000
lookahead,dynamic_duopoly,before,final,90837,101.8157,1.000000
twap,dynamic_duopoly,before,final,90837,107.0074,1.000000
lookahead,dynamic_duopoly,before,final,90838,102.0774,1.000000
twap,dynamic_duopoly,before,final,90838,116.6526,1.000000
lookahead,dynamic_duopoly,before,final,90839,109.2211,1.000000
twap,dynamic_duopoly,before,final,90839,114.3761,1.000000
lookahead,dynamic_duopoly,before,final,90840,59.3048,1.000000
twap,dynamic_duopoly,before,final,90840,86.3540,1.000000
lookahead,dynamic_duopoly,before,final,90841,92.0750,1.000000
twap,dynamic_duopoly,before,final,90841,109.4277,1.000000
lookahead,dynamic_duopoly,before,final,90842,102.5227,1.000000
twap,dynamic_duopoly,before,final,90842,121.1031,1.000000
lookahead,dynamic_duopoly,before,final,90843,85.2996,1.000000
twap,dynamic_duopoly,before,final,90843,116.5328,1.000000
lookahead,dynamic_duopoly,before,final,90844,91.4734,1.000000
twap,dynamic_duopoly,before,final,90844,118.1365,1.000000
lookahead,dynamic_duopoly,before,final,90845,129.5027,1.000000
twap,dynamic_duopoly,before,final,90845,125.2606,1.000000
lookahead,dynamic_duopoly,before,final,90846,120.6587,1.000000
twap,dynamic_duopoly,before,final,90846,129.7561,1.000000
lookahead,dynamic_duopoly,before,final,90847,135.0623,1.000000
twap,dynamic_duopoly,before,final,90847,140.1294,1.000000
lookahead,dynamic_duopoly,before,final,90848,72.4082,1.000000
twap,dynamic_duopoly,before,final,90848,92.6455,1.000000
lookahead,dynamic_duopoly,before,final,90849,73.2067,1.000000
twap,dynamic_duopoly,before,final,90849,104.1860,1.000000
lookahead,dynamic_duopoly,before,final,90850,117.8889,1.000000
twap,dynamic_duopoly,before,final,90850,125.2276,1.000000
lookahead,dynamic_duopoly,before,final,90851,53.1902,1.000000
twap,dynamic_duopoly,before,final,90851,98.5522,1.000000
lookahead,dynamic_duopoly,before,final,90852,168.7161,1.000000
twap,dynamic_duopoly,before,final,90852,150.8201,1.000000
lookahead,dynamic_duopoly,before,final,90853,72.2808,1.000000
twap,dynamic_duopoly,before,final,90853,100.9581,1.000000
lookahead,dynamic_duopoly,before,final,90854,93.5701,1.000000
twap,dynamic_duopoly,before,final,90854,113.0627,1.000000
lookahead,dynamic_duopoly,before,final,90855,132.4284,1.000000
twap,dynamic_duopoly,before,final,90855,120.3853,1.000000
lookahead,dynamic_duopoly,before,final,90856,85.0880,1.000000
twap,dynamic_duopoly,before,final,90856,100.0566,1.000000
lookahead,dynamic_duopoly,before,final,90857,101.8821,1.000000
twap,dynamic_duopoly,before,final,90857,114.9869,1.000000
lookahead,dynamic_duopoly,before,final,90858,109.1022,1.000000
twap,dynamic_duopoly,before,final,90858,113.9892,1.000000
lookahead,dynamic_duopoly,before,final,90859,59.2325,1.000000
twap,dynamic_duopoly,before,final,90859,103.2449,1.000000
lookahead,dynamic_duopoly,before,final,90860,75.8824,1.000000
twap,dynamic_duopoly,before,final,90860,111.1005,1.000000
lookahead,dynamic_duopoly,before,final,90861,98.3348,1.000000
twap,dynamic_duopoly,before,final,90861,108.9816,1.000000
lookahead,dynamic_duopoly,before,final,90862,123.4114,1.000000
twap,dynamic_duopoly,before,final,90862,114.4534,1.000000
lookahead,dynamic_duopoly,before,final,90863,38.9341,1.000000
twap,dynamic_duopoly,before,final,90863,88.7441,1.000000
lookahead,dynamic_duopoly,before,final,90864,99.9054,1.000000
twap,dynamic_duopoly,before,final,90864,106.7221,1.000000
lookahead,dynamic_duopoly,before,final,90865,113.4586,1.000000
twap,dynamic_duopoly,before,final,90865,111.9457,1.000000
lookahead,dynamic_duopoly,before,final,90866,92.0268,1.000000
twap,dynamic_duopoly,before,final,90866,105.1719,1.000000
lookahead,dynamic_duopoly,before,final,90867,94.3069,1.000000
twap,dynamic_duopoly,before,final,90867,106.7881,1.000000
lookahead,dynamic_duopoly,before,final,90868,115.3442,1.000000
twap,dynamic_duopoly,before,final,90868,122.4793,1.000000
lookahead,dynamic_duopoly,before,final,90869,79.3533,1.000000
twap,dynamic_duopoly,before,final,90869,104.1578,1.000000
lookahead,dynamic_duopoly,before,final,90870,87.9362,1.000000
twap,dynamic_duopoly,before,final,90870,102.8906,1.000000
lookahead,dynamic_duopoly,before,final,90871,146.4787,1.000000
twap,dynamic_duopoly,before,final,90871,127.1034,1.000000
lookahead,dynamic_duopoly,before,final,90872,55.1898,1.000000
twap,dynamic_duopoly,before,final,90872,87.4661,1.000000
lookahead,dynamic_duopoly,before,final,90873,107.7154,1.000000
twap,dynamic_duopoly,before,final,90873,101.6518,1.000000
lookahead,dynamic_duopoly,before,final,90874,71.3123,1.000000
twap,dynamic_duopoly,before,final,90874,106.6298,1.000000
lookahead,dynamic_duopoly,before,final,90875,107.9055,1.000000
twap,dynamic_duopoly,before,final,90875,109.4707,1.000000
lookahead,dynamic_duopoly,before,final,90876,100.4488,1.000000
twap,dynamic_duopoly,before,final,90876,112.4118,1.000000
lookahead,dynamic_duopoly,before,final,90877,89.8835,1.000000
twap,dynamic_duopoly,before,final,90877,113.9038,1.000000
lookahead,dynamic_duopoly,before,final,90878,102.7428,1.000000
twap,dynamic_duopoly,before,final,90878,113.6940,1.000000
lookahead,dynamic_duopoly,before,final,90879,128.4031,1.000000
twap,dynamic_duopoly,before,final,90879,118.0397,1.000000
lookahead,dynamic_duopoly,before,final,90880,92.7578,1.000000
twap,dynamic_duopoly,before,final,90880,111.9311,1.000000
lookahead,dynamic_duopoly,before,final,90881,110.6117,1.000000
twap,dynamic_duopoly,before,final,90881,116.4133,1.000000
lookahead,dynamic_duopoly,before,final,90882,106.1121,1.000000
twap,dynamic_duopoly,before,final,90882,113.1011,1.000000
lookahead,dynamic_duopoly,before,final,90883,112.8102,1.000000
twap,dynamic_duopoly,before,final,90883,109.1353,1.000000
lookahead,dynamic_duopoly,before,final,90884,79.4160,1.000000
twap,dynamic_duopoly,before,final,90884,113.7795,1.000000
lookahead,dynamic_duopoly,before,final,90885,87.2843,1.000000
twap,dynamic_duopoly,before,final,90885,99.5062,1.000000
lookahead,dynamic_duopoly,before,final,90886,67.9279,1.000000
twap,dynamic_duopoly,before,final,90886,97.2201,1.000000
lookahead,dynamic_duopoly,before,final,90887,102.8585,1.000000
twap,dynamic_duopoly,before,final,90887,115.7716,1.000000
lookahead,dynamic_duopoly,before,final,90888,128.1234,1.000000
twap,dynamic_duopoly,before,final,90888,128.7137,1.000000
lookahead,dynamic_duopoly,before,final,90889,109.4686,1.000000
twap,dynamic_duopoly,before,final,90889,112.2191,1.000000
lookahead,dynamic_duopoly,before,final,90890,98.7754,1.000000
twap,dynamic_duopoly,before,final,90890,110.1922,1.000000
lookahead,dynamic_duopoly,before,final,90891,80.1521,1.000000
twap,dynamic_duopoly,before,final,90891,114.8546,1.000000
lookahead,dynamic_duopoly,before,final,90892,118.8510,1.000000
twap,dynamic_duopoly,before,final,90892,109.2296,1.000000
lookahead,dynamic_duopoly,before,final,90893,108.4843,1.000000
twap,dynamic_duopoly,before,final,90893,120.7911,1.000000
lookahead,dynamic_duopoly,before,final,90894,80.1172,1.000000
twap,dynamic_duopoly,before,final,90894,107.9033,1.000000
lookahead,dynamic_duopoly,before,final,90895,131.2572,1.000000
twap,dynamic_duopoly,before,final,90895,107.5724,1.000000
lookahead,dynamic_duopoly,before,final,90896,105.0757,1.000000
twap,dynamic_duopoly,before,final,90896,121.0220,1.000000
lookahead,dynamic_duopoly,before,final,90897,87.8331,1.000000
twap,dynamic_duopoly,before,final,90897,104.5114,1.000000
lookahead,dynamic_duopoly,before,final,90898,107.9094,1.000000
twap,dynamic_duopoly,before,final,90898,136.5596,1.000000
lookahead,dynamic_duopoly,before,final,90899,58.8218,1.000000
twap,dynamic_duopoly,before,final,90899,101.6675,1.000000
lookahead,dynamic_duopoly,before,final,90900,122.8347,1.000000
twap,dynamic_duopoly,before,final,90900,116.8976,1.000000
lookahead,dynamic_duopoly,before,final,90901,98.0350,1.000000
twap,dynamic_duopoly,before,final,90901,106.7148,1.000000
lookahead,dynamic_duopoly,before,final,90902,130.7059,1.000000
twap,dynamic_duopoly,before,final,90902,113.8221,1.000000
lookahead,dynamic_duopoly,before,final,90903,72.6147,1.000000
twap,dynamic_duopoly,before,final,90903,99.6833,1.000000
lookahead,dynamic_duopoly,before,final,90904,101.3664,1.000000
twap,dynamic_duopoly,before,final,90904,117.7072,1.000000
lookahead,dynamic_duopoly,before,final,90905,80.6779,1.000000
twap,dynamic_duopoly,before,final,90905,101.2802,1.000000
lookahead,dynamic_duopoly,before,final,90906,83.8431,1.000000
twap,dynamic_duopoly,before,final,90906,114.7963,1.000000
lookahead,dynamic_duopoly,before,final,90907,124.3613,1.000000
twap,dynamic_duopoly,before,final,90907,128.3065,1.000000
lookahead,dynamic_duopoly,before,final,90908,91.0021,1.000000
twap,dynamic_duopoly,before,final,90908,105.5376,1.000000
lookahead,dynamic_duopoly,before,final,90909,110.4014,1.000000
twap,dynamic_duopoly,before,final,90909,123.7999,1.000000
lookahead,dynamic_duopoly,before,final,90910,84.0821,1.000000
twap,dynamic_duopoly,before,final,90910,111.5255,1.000000
lookahead,dynamic_duopoly,before,final,90911,126.7490,1.000000
twap,dynamic_duopoly,before,final,90911,132.0257,1.000000
lookahead,dynamic_duopoly,before,final,90912,107.7030,1.000000
twap,dynamic_duopoly,before,final,90912,114.2015,1.000000
lookahead,dynamic_duopoly,before,final,90913,141.7336,1.000000
twap,dynamic_duopoly,before,final,90913,131.1896,1.000000
lookahead,dynamic_duopoly,before,final,90914,131.5872,1.000000
twap,dynamic_duopoly,before,final,90914,105.5112,1.000000
lookahead,dynamic_duopoly,before,final,90915,122.9368,1.000000
twap,dynamic_duopoly,before,final,90915,116.0050,1.000000
lookahead,dynamic_duopoly,before,final,90916,120.9075,1.000000
twap,dynamic_duopoly,before,final,90916,114.9295,1.000000
lookahead,dynamic_duopoly,before,final,90917,89.5942,1.000000
twap,dynamic_duopoly,before,final,90917,100.0960,1.000000
lookahead,dynamic_duopoly,before,final,90918,139.6652,1.000000
twap,dynamic_duopoly,before,final,90918,131.3604,1.000000
lookahead,dynamic_duopoly,before,final,90919,84.0285,1.000000
twap,dynamic_duopoly,before,final,90919,103.6563,1.000000
lookahead,dynamic_duopoly,before,final,90920,63.6718,1.000000
twap,dynamic_duopoly,before,final,90920,92.2268,1.000000
lookahead,dynamic_duopoly,before,final,90921,82.2470,1.000000
twap,dynamic_duopoly,before,final,90921,93.0900,1.000000
lookahead,dynamic_duopoly,before,final,90922,144.2474,1.000000
twap,dynamic_duopoly,before,final,90922,134.5319,1.000000
lookahead,dynamic_duopoly,before,final,90923,82.4496,1.000000
twap,dynamic_duopoly,before,final,90923,107.0828,1.000000
lookahead,dynamic_duopoly,before,final,90924,109.2390,1.000000
twap,dynamic_duopoly,before,final,90924,125.0712,1.000000
lookahead,dynamic_duopoly,before,final,90925,93.2745,1.000000
twap,dynamic_duopoly,before,final,90925,104.0339,1.000000
lookahead,dynamic_duopoly,before,final,90926,72.8700,1.000000
twap,dynamic_duopoly,before,final,90926,94.1591,1.000000
lookahead,dynamic_duopoly,before,final,90927,128.4408,1.000000
twap,dynamic_duopoly,before,final,90927,123.0911,1.000000
lookahead,dynamic_duopoly,before,final,90928,118.8671,1.000000
twap,dynamic_duopoly,before,final,90928,117.5514,1.000000
lookahead,dynamic_duopoly,before,final,90929,137.7640,1.000000
twap,dynamic_duopoly,before,final,90929,125.1223,1.000000
lookahead,dynamic_duopoly,before,final,90930,130.5342,1.000000
twap,dynamic_duopoly,before,final,90930,134.5846,1.000000
lookahead,dynamic_duopoly,before,final,90931,82.0572,1.000000
twap,dynamic_duopoly,before,final,90931,93.0958,1.000000
lookahead,dynamic_duopoly,before,final,90932,82.9142,1.000000
twap,dynamic_duopoly,before,final,90932,91.3148,1.000000
lookahead,dynamic_duopoly,before,final,90933,59.8075,1.000000
twap,dynamic_duopoly,before,final,90933,105.1311,1.000000
lookahead,dynamic_duopoly,before,final,90934,117.8825,1.000000
twap,dynamic_duopoly,before,final,90934,99.3218,1.000000
lookahead,dynamic_duopoly,before,final,90935,78.7518,1.000000
twap,dynamic_duopoly,before,final,90935,101.6678,1.000000
lookahead,dynamic_duopoly,before,final,90936,95.8063,1.000000
twap,dynamic_duopoly,before,final,90936,109.0767,1.000000
lookahead,dynamic_duopoly,before,final,90937,108.2469,1.000000
twap,dynamic_duopoly,before,final,90937,107.9389,1.000000
lookahead,dynamic_duopoly,before,final,90938,88.7135,1.000000
twap,dynamic_duopoly,before,final,90938,115.9833,1.000000
lookahead,dynamic_duopoly,before,final,90939,139.5190,1.000000
twap,dynamic_duopoly,before,final,90939,119.9745,1.000000
lookahead,dynamic_duopoly,before,final,90940,129.3632,1.000000
twap,dynamic_duopoly,before,final,90940,117.8678,1.000000
lookahead,dynamic_duopoly,before,final,90941,112.9360,1.000000
twap,dynamic_duopoly,before,final,90941,111.0838,1.000000
lookahead,dynamic_duopoly,before,final,90942,100.1626,1.000000
twap,dynamic_duopoly,before,final,90942,101.1229,1.000000
lookahead,dynamic_duopoly,before,final,90943,76.7550,1.000000
twap,dynamic_duopoly,before,final,90943,105.0359,1.000000
lookahead,dynamic_duopoly,before,final,90944,64.2205,1.000000
twap,dynamic_duopoly,before,final,90944,97.3274,1.000000
lookahead,dynamic_duopoly,before,final,90945,90.4864,1.000000
