step,oracle_price,pool_a_mid,pool_b_mid,pool_a_fee_buy,pool_a_fee_sell,pool_b_fee_buy,pool_b_fee_sell,action,agent_qty_a,agent_qty_b,agent_cash_flow_x,agent_fee_paid_x,agent_gas_x,remaining_after,post_trade_gap_a_bps,post_trade_gap_b_bps,noise_buy_a,noise_buy_b,noise_sell_a,noise_sell_b,arb_delta_a,arb_delta_b,reward
0,1000.0,1007.4812657340108,1002.8148317641514,0.006931284561585476,0.0001,0.004562509458585171,0.0014374905414148297,exec_10_A,5.0,0.0,5040.24636724243,15.12073910172694,2.0,45.0,100.75503143860033,0.0,0.008961674574801196,1.4130079391850243,1.2891873093078035,0.008556333837618762,0.0,0.0,-0.0008449273448486019
1,999.68323109656,1000.7829926269193,1002.1234573188824,0.003380072725764111,0.002619927274235889,0.004060330591243679,0.001939669408756321,exec_10_B,0.0,4.5,4553.871438653415,20.777081512036602,2.0,40.5,78.00505595054392,122.34964914104665,1.2378485281517217,0.4454370506171814,0.43908420974172985,2.0428781390925095,-4.127272124354363,-3.246969772467992,-0.0011174287730682953
2,1000.0199530227571,1005.1077348646376,1007.4111381238221,0.005946295910910118,0.0001,0.00711604428046526,0.0001,exec_10_A,4.05,0.0,4083.4620921687156,13.802398844431082,2.0,36.45,89.21928991401803,21.034623256936122,0.12475000200652904,2.7203643715065238,2.0218910302289066,0.09530653137220901,0.0,0.0,-0.0007092418433743115
3,999.2374652230485,1000.3367363619076,1003.5925691529534,0.0031944021226292694,0.0028055978773707307,0.004846797269913849,0.0011532027300861511,wait,0.0,0.0,0.0,0.0,0.0,36.45,58.747493422684144,81.79910366900675,1.2288120096390527,0.21156742867209874,0.6660971852043074,2.1052069496541073,-2.9385146844191468,0.0,-0.0
4,999.9337263670838,1003.689359907365,1005.3576391528775,0.0050311466009062234,0.0009688533990937767,0.005878041941844036,0.00012195805815596412,exec_10_A,3.6450000000000005,0.0,3671.2963748630877,11.7275969326638,2.0,32.805,77.37284978462503,36.59085286744741,0.48047601183499417,1.6144102875926736,2.4542103530618427,0.737766051888184,0.0,0.0,-0.0005659274972617459
5,999.6404303143582,1001.6104844671163,1000.7621217497173,0.004062275326473437,0.0019377246735265633,0.003631527341115898,0.002368472658884102,exec_10_A,3.2805,0.0,3320.164150409093,16.704232579781547,2.0,29.5245,106.82779912014523,57.192653129499206,0.36639946061510736,2.895189750335542,1.2075724057713442,0.1554285265957041,-3.474647470265495,-5.027021320987728,-0.0008332830081818611
6,999.5017595390057,1001.9917117379172,1003.865578467589,0.00471330992177924,0.0012866900782207598,0.005665590703959647,0.00033440929604035274,wait,0.0,0.0,0.0,0.0,0.0,29.5245,21.097761039292486,12.609904871932539,1.0504668438712148,2.00076758271244,0.8603670179950347,0.45440707242974976,0.0,0.0,-0.0
7,998.577678043711,1005.1886718265023,999.9106351333527,0.005948644251483581,0.0001,0.003268426505387537,0.002731573494612463,exec_10_A,2.9524500000000002,0.0,2981.1504473816217,14.051085981960114,2.0,26.57205,93.76278849896534,52.95432233411622,0.4463608412531396,2.143398907054557,1.8088980804050765,0.3814270038287165,0.0,-3.7338610438480373,-0.0006140089476324283
8,999.3506240593218,1003.1688619949334,1007.314984810077,0.004615826722933225,0.0013841732770667745,0.0067199607077546054,0.0001,exec_10_B,0.0,2.6572050000000003,2672.781930947947,8.735791306231022,2.0,23.914845,58.41841318381872,58.98792951923343,0.36949882637608333,1.401574023362062,1.3731070459987953,0.37654552584436085,0.0,0.0,-0.0003515386189589299
9,999.9329575844657,1002.3202754824351,1001.0329938414344,0.004724419864122351,0.0012755801358776495,0.004070431005836152,0.0019295689941638485,exec_10_A,2.3914845000000002,0.0,2415.974706863019,11.151720613869202,2.0,21.5233605,80.59488408724636,73.82522167730156,1.3643312321516528,0.6558657303842057,0.759947284767645,1.0347561412024655,-3.418420971381579,-2.7425605471070185,-0.0005298041372603802
10,998.8987308750447,1004.7283442222927,1004.0503626177326,0.006361806140213307,0.0001,0.006017091935527326,0.0001,exec_10_B,0.0,2.15233605,2168.033975999674,8.824832717615209,2.0,19.37102445,34.25316803028753,64.66694882527283,1.5371931873587839,0.4639897843359432,0.33949489931210086,1.1133729840708626,0.0,0.0,-0.00035395851999347544
11,998.0544399503723,999.1524096312856,999.1524096312856,0.0035861162338831085,0.0024138837661168916,0.0035861162338831085,0.0024138837661168916,exec_10_B,0.0,1.937102445,1960.527615820967,11.796674906534918,2.0,17.433922005,66.86914064780107,99.24375660927365,1.2758024300755924,0.29773411936936317,0.25393965612952635,1.2782321904152636,-3.801748597886217,-3.3997191138075777,-0.0005085034164193393
12,997.9883521772568,999.1016147086966,1002.4731397939978,0.0034342067536493434,0.0025657932463506567,0.005148237891030725,0.0008517621089692753,exec_10_A,1.7433922005,0.0,1751.2355041971607,6.280134070954091,2.0,15.690529804499999,46.64917914594619,11.664038477896524,0.3497633005470305,2.0293023041009612,2.118586256192495,0.37095656953830164,0.0,0.0,-0.00019686607394321526
13,998.2223250680282,1004.7560240806947,999.8138684082004,0.0055167793145919995,0.0004832206854080011,0.0030081590212637666,0.0029918409787362335,wait,0.0,0.0,0.0,0.0,0.0,15.690529804499999,8.808555154368706,42.58384749789968,2.941356869583937,0.22599788569534524,0.12229822817786716,1.553357631714537,0.0,0.0,-0.0
14,999.7731090117553,1001.2567100744785,1003.7760203519288,0.003553574483727525,0.002446425516272475,0.00483189764771888,0.00116810235228112,exec_25_B,0.0,3.9226324511249997,3949.2255461194654,11.879898453564238,2.0,11.767897353374998,49.8404590404003,79.32020187906902,1.7756896481523545,1.442217036575398,0.8894367481507103,1.0951623969374007,-2.6280525962274623,-2.2939282291383734,-0.000571861899889318
15,1000.1424051558265,1005.3432709313306,1001.8397164311058,0.0051119656366550624,0.0008880343633449377,0.0033360229984354633,0.002663977001564537,wait,0.0,0.0,0.0,0.0,0.0,11.767897353374998,11.141462584804579,36.33097824240461,2.2274778459351796,0.3287215499702145,0.19426479499172034,1.2928106722751382,0.0,0.0,-0.0
16,1001.1528536066944,1003.3439095729923,1007.4025628311658,0.004111236974145635,0.0018887630258543659,0.0061685908189018,0.0001,wait,0.0,0.0,0.0,0.0,0.0,11.767897353374998,41.855919498606525,6.860718839654966,0.19952230822927916,2.8479559421290066,1.192725483093599,0.08568875379645578,0.0,0.0,-0.0
17,1001.109919219365,1004.0073611199533,1005.8108971673641,0.004084317803687315,0.0019156821963126846,0.004997893093738409,0.0010021069062615905,exec_10_A,1.1767897353374999,0.0,1186.9982735256865,4.8800311903657985,2.0,10.591107618037498,45.98469909193123,62.85667029158635,1.9585197000374253,0.29432016373548014,0.19000147713614204,1.0823311584655417,-2.6154027493764715,0.0,-0.0002441707637637319
