step,oracle_price,pool_a_mid,pool_b_mid,pool_a_fee_buy,pool_a_fee_sell,pool_b_fee_buy,pool_b_fee_sell,action,agent_qty_a,agent_qty_b,agent_cash_flow_x,agent_fee_paid_x,agent_gas_x,remaining_after,post_trade_gap_a_bps,post_trade_gap_b_bps,noise_buy_a,noise_buy_b,noise_sell_a,noise_sell_b,arb_delta_a,arb_delta_b,reward
10,995.9629826711648,1002.060796019945,1003.1581262802626,0.005679157768745624,0.0003208422312543759,0.006237825322721265,0.0001,exec_25_B,0.0,4.8427561125,4868.896685546336,17.147531241678735,2.0,14.5282683375,41.31168698946035,108.05685024540121,1.1365032116263627,0.08764418702043851,0.14642968624762798,1.8579685246923452,0.0,0.0,-0.0005628114609267141
11,996.7410167563694,998.0579769213623,997.8375415272784,0.0034083746294498404,0.0025916253705501597,0.0032961961800011493,0.002703803819998851,exec_10_A,1.45282683375,0.0,1466.2682999100048,8.327169006499389,2.0,13.07544150375,82.67734498865815,64.3809115508866,0.7867717599381516,1.4870830986680736,0.8878250407554853,0.39807487133009395,-3.353009840037089,-3.7473270103844243,-0.0003088293232000933
12,997.2486213897488,999.3219068239714,997.5814869732151,0.004679090795378823,0.0013209092046211773,0.0037923147835958355,0.0022076852164041646,exec_10_B,0.0,1.307544150375,1310.7434658413172,4.320467605067506,2.0,11.767897353375,8.115885189047452,32.094767463046935,1.2172306640531512,0.3861353269055346,0.5840216512869687,1.8221478853750992,0.0,0.0,-0.00010398630932634205
13,996.0024005577839,1001.5149684860244,1001.0808691283472,0.0058243885046178525,0.00017561149538214763,0.005603197980851517,0.0003968020191484835,exec_25_B,0.0,2.94197433834375,2954.7135870576362,11.20520401749036,2.0,8.82592301503125,33.32829583873038,74.97616668446376,1.3812982744379114,0.2667799238276005,0.28545450546279255,1.4573030125524091,0.0,0.0,-0.0002947849742777271
14,995.919301213376,1000.6345354535063,997.3109555154567,0.005106278494350434,0.0008937215056495657,0.003413656137961407,0.002586343862038593,wait,0.0,0.0,0.0,0.0,0.0,8.82592301503125,56.18595066719665,51.82717022034446,1.2302628251575147,1.714867043119301,1.6697706614088204,1.202081740571256,0.0,-2.400022099742955,-0.0
15,996.4741660750681,998.3628986340949,1002.5444651658017,0.0038184664489193058,0.0021815335510806944,0.005947480194294277,0.0001,exec_50_B,0.0,4.412961507515625,4435.718462589799,15.142017556088831,2.0,4.412961507515625,41.75090052585241,97.19859307530912,2.0381784043843947,0.2964077031115715,0.30919089355547985,2.0923194117069714,-2.865661423035931,0.0,-0.0004951391014834734
16,996.7187213525516,1001.6695266947967,1001.7229816192504,0.00563480842794271,0.0003651915720572904,0.005662031490697255,0.00033796850930274463,exec_25_B,0.0,1.1032403768789063,1113.8955441424562,6.624871687299901,2.0,3.309721130636719,16.495900461387453,80.70809402793796,1.6752415206427758,0.0224481405560423,0.02196487204037121,1.5351192172745871,0.0,0.0,-0.00025310334527099714
17,996.4444375466858,1002.1326046919053,1001.7151138804262,0.006424658742270075,0.0001,0.006211813210755468,0.0001,exec_10_B,0.0,0.3309721130636719,333.54075233797005,1.8885182431684484,2.0,2.978749017573047,52.437335703086696,59.63734147950659,0.8751051054118152,0.6005805403546142,0.6442247899053408,0.935476400819806,0.0,0.0,-0.00009137278548596214
18,995.3509963678925,1000.0107081021438,1000.6147749822203,0.005155270302251642,0.000844729697748358,0.005463125927090109,0.0005368740729098909,wait,0.0,0.0,0.0,0.0,0.0,2.978749017573047,68.13283302834176,63.93842509583831,0.5475674064247334,0.7540492134392219,1.6068132685856593,1.303258788981187,0.0,0.0,-0.0
19,995.7368609037852,997.5752792287931,1000.5918205420257,0.003503763761824705,0.0024962362381752952,0.005039883686618186,0.0009601163133818136,exec_25_B,0.0,0.7446872543932618,749.7967881284217,4.0962342732732395,2.0,2.234061763179785,42.921452104117044,63.97603496657437,2.196813264130042,0.6508380701721009,0.42165542351850127,1.4069921662187816,-2.9950814251894826,0.0,-0.00014219067470319714
20,996.5612393592729,1002.7600477054685,999.1133657870203,0.006192351862905095,0.0001,0.00433518624248555,0.0016648137575144503,exec_25_B,0.0,0.5585154407949463,561.9907406553939,2.8323679658595893,2.0,1.675546322384839,10.17538942385644,51.67310603001839,2.6766691473316944,0.1525622132164458,0.08492586215219548,1.4504687649921266,0.0,0.0,-0.0001095059972089507
21,996.4476387019573,998.594552165704,999.1074141089025,0.004385405599752556,0.0016145944002474444,0.004646757002312707,0.0013532429976872934,exec_50_B,0.0,0.8377731611924195,841.3794174042249,3.6475364750413064,2.0,0.8377731611924195,63.349129029340745,43.566260248469504,0.39461390088419523,2.7467677622592155,2.4752531266804416,0.4205259242616071,0.0,-3.1669948136737958,-0.0001121251242361086
22,995.8464149286954,999.5749366405565,999.3611863059974,0.005374760648810394,0.0006252393511896057,0.005265730873848205,0.0007342691261517948,exec_50_A,0.41888658059620976,0.0,420.3162842549208,1.8432573866386974,2.0,0.41888658059620976,35.996213953039025,32.746005120083005,0.9221410663804706,0.951216166491065,0.8501615881584264,0.8241841920631601,0.0,0.0,-0.00006859407317422097
23,994.8742718612267,997.6559772006415,998.7818367993262,0.003914194618251965,0.0020858053817480347,0.0044879357512288744,0.0015120642487711261,exec_50_A,0.20944329029810488,0.0,210.5296578573991,1.131546520459466,2.0,0.20944329029810488,51.457917622798185,45.100316408590274,0.6749144332295116,0.9824674376019656,1.8458341139762644,1.2725461144156953,0.0,0.0,-0.00006172735118588434
24,995.8386589555741,999.5958312745446,996.8022373730446,0.004711093351427231,0.0012889066485727695,0.0032880030599356422,0.002711996940064358,exec_25_B,0.0,0.05236082257452622,52.53555151798075,0.23577617986806843,2.0,0.15708246772357864,18.249123276388087,30.604519850791558,1.6672988750313884,0.6700552330688359,0.695368666781195,1.715503612086895,0.0,0.0,-0.00004349457886909064
25,996.217393187532,995.610880286949,999.9199107754819,0.0029390161017034374,0.0030609838982965628,0.005135203440003232,0.0008647965599967678,wait,0.0,0.0,0.0,0.0,0.0,0.15708246772357864,33.912659125562946,5.870648209034755,0.21783179947371722,1.831671769503149,2.217496679833966,0.2689925944089847,0.0,0.0,-0.0
26,995.7103268451597,998.7852589477432,994.521463729515,0.0041060102619426475,0.0018939897380573524,0.0019347812782562646,0.004065218721743736,exec_50_A,0.07854123386178932,0.0,78.43315191774747,0.23051629639361693,2.0,0.07854123386178932,0.5686514337351624,42.27719465017478,1.6310893672490563,0.06598864936287129,0.11574451555358994,2.776516785116557,0.0,0.0,-0.00003783836111916287
27,996.6128988713277,996.2793561931392,997.2297763681091,0.0030650693489615946,0.0029349306510384056,0.0035492695153434423,0.002450730484656558,wait,0.0,0.0,0.0,0.0,0.0,0.07854123386178932,21.797430866845545,-20.98543119581683,0.05530950553561353,1.415343926697042,1.3129143181081766,0.05276505083328612,0.0,0.0,-0.0
28,996.1456384430963,996.6233126630339,995.3198457420751,0.0033145357547695077,0.0026854642452304924,0.0026503735217093174,0.0033496264782906827,exec_25_B,0.0,0.01963530846544733,19.651045077060452,0.06974685523664803,2.0,0.05890592539634199,1.3423514080914,11.275927729249846,0.8313164510681873,0.3953729408853746,0.6584186954230508,1.375335209273535,0.0,0.0,-0.00004031473223226243
29,996.0063548387559,993.9468663291932,997.553193467344,0.0016945109209900008,0.004305489079009999,0.0035311382558475745,0.0024688617441524256,wait,0.0,0.0,0.0,0.0,0.0,0.05890592539634199,6.1943161434732055,-6.892617635877484,0.7007635189192005,1.889091604786928,2.048508700599935,0.7664212943934721,0.0,0.0,-0.0
30,996.5178356300498,997.334394293005,994.3872059430335,0.0031805346644473475,0.0028194653355526527,0.0016802970960404693,0.00431970290395953,exec_50_A,0.029452962698170996,0.0,29.325231540817853,0.04969192510647602,2.0,0.029452962698170996,-25.21374683390134,10.389757215329793,1.7918523522982528,0.11911870842003133,0.1164019724449902,1.7117321358915545,0.0,0.0,-0.000037445376852937146
31,996.9908814002652,994.8012737891419,997.7769204886649,0.0016969587317123144,0.004303041268287686,0.003211101757414387,0.002788898242585613,wait,0.0,0.0,0.0,0.0,0.0,0.029452962698170996,3.4454968360125275,-26.11533872380921,0.1990348839506206,1.8650087168110592,1.4731037992369993,0.16013883877229368,0.0,0.0,-0.0
32,997.3727411193743,997.5297202345431,994.5691020684769,0.0029906834101667596,0.0030093165898332406,0.0014844652473428289,0.004515534752657171,exec_50_A,0.014726481349085498,0.0,14.675040526108958,0.024902938159012677,2.0,0.014726481349085498,-25.489398265243164,4.052440503206852,1.5494427631388383,0.1643435187671655,0.19205995730122324,1.7775067985851225,0.0,0.0,-0.000038971183540469203
33,997.5629673508249,993.9486905358041,997.9367212409486,0.0010434520417394425,0.004956547958260558,0.0030718681627518044,0.0029281318372481957,wait,0.0,0.0,0.0,0.0,0.0,0.014726481349085498,-0.3332833853095646,-30.01179254176452,0.20214023487292238,1.9093978655801314,2.004163502553576,0.21607665822130206,0.0,0.0,-0.0
34,997.8138908724112,996.9188980835947,995.3862135911021,0.0023108814014458695,0.0036891185985541306,0.001531691234721495,0.004468308765278505,exec_50_A,0.007363240674542749,0.0,7.326381881018326,0.007644728132310874,2.0,0.007363240674542749,-38.59043454002991,1.2309947742860112,1.556153656414262,0.07627108591149653,0.06818073920657398,1.3579391918884534,0.0,0.0,-0.000039262824129511546
35,998.2955779351165,993.3458224910527,996.6079476429957,0.0001,0.005904771832294686,0.0017523413661352863,0.004247658633864714,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,-13.790303011952718,-29.14331595089478,0.4113576756365508,1.3134222698973341,2.211023252724085,0.6988687834122922,0.0,0.0,-0.0
36,999.104909184027,997.9534975206383,994.4606891535623,0.002629476324262482,0.0033705236757375183,0.0008545159052145684,0.005145484094785432,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,-57.64246216823965,-24.991985507013087,2.4305553978741803,0.2073237649481411,0.11159423913306644,1.2881858800719113,0.0,0.0,-0.0
37,998.7073242396907,993.129272269844,999.697173844025,0.00030465662733055246,0.005695343372669448,0.0036431354390770447,0.0023568645609229554,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,-7.548024338625032,-42.5213171372441,0.2005609236587522,2.8205879821566637,2.6289048596523985,0.1908201740023912,0.0,0.0,-0.0
38,998.452022716876,998.1124591740084,995.9208734633662,0.0030383503176664934,0.0029616496823335068,0.0019239273385081759,0.004076072661491824,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,-53.31002718135869,12.470815811067848,2.5218056337163826,0.01742891188307041,0.013745782025217854,1.9118057186558233,0.0,0.0,-0.0
39,998.0472038406646,994.382127853023,998.7735792202712,0.0006614853749776057,0.005338514625022394,0.002892437444927086,0.003107562555072914,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,0.653830130406361,-21.304907915335654,0.35298466975642023,1.860706365003385,2.2287030349995818,0.4286570900985106,0.0,0.0,-0.0
40,999.0093231746326,998.5226000186243,995.8011728560359,0.0032607345401096163,0.002739265459890384,0.0018768502816232813,0.004123149718376719,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,-46.31783922601864,-2.359777320318231,2.1393653659101863,0.07711524543526464,0.058057944995765186,1.5693883344426793,0.0,0.0,-0.0
41,998.0183040009914,995.629046707459,1000.0831858045259,0.0017217247833334677,0.004278275216666533,0.003986408890737748,0.002013591109262252,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,5.0529736339624804,-22.215335491014052,0.3012013392901355,2.3740806045368035,1.7543491280573742,0.226442200624742,0.0,0.0,-0.0
42,998.1459795010153,999.6918099792648,993.9611527387219,0.004097507216034066,0.0019024927839659343,0.0011820002820313344,0.004817999717968665,wait,0.0,0.0,0.0,0.0,0.0,0.007363240674542749,-25.216079063049847,19.40804595014287,2.1487855970155323,0.07311714805250556,0.11024892943734664,3.1478756500036393,0.0,0.0,-0.0
43,997.5416051069476,995.8574510616468,997.7742359131596,0.00196574691207269,0.00403425308792731,0.0029405762807996057,0.0030594237192003945,exec_25_A,0.0018408101686356872,0.0,1.847817682622046,0.007571446288459294,2.0,0.005522430505907062,21.591929499083264,-35.89276226570835,0.025045194697201494,1.944481882872642,1.9504873996724843,0.02605694399735581,0.0,0.0,-0.00004014015027972718
44,997.9017905353741,997.8040444850694,996.3226545215533,0.002937524939821607,0.003062475060178393,0.0021841544767537075,0.0038158455232462926,wait,0.0,0.0,0.0,0.0,0.0,0.005522430505907062,-20.486379452536138,-1.2782282126784061,1.2175947950400554,0.2844758355279318,0.23965216855951554,1.0134919855784674,0.0,0.0,-0.0
45,997.935492788566,996.8219731544293,998.3207276808745,0.002526958163073077,0.0034730418369269232,0.003289290511995502,0.0027107094880044983,exec_25_A,0.0013806076264767655,0.0,1.3816363646293064,0.0040585912788630996,2.0,0.004141822879430297,-1.2896241665340087,-16.161748716901915,0.4231054549805455,1.3036519165671088,0.9175075836025472,0.3005876358258419,0.0,0.0,-0.00004002057476305081
46,997.7537753801662,998.4559944320739,994.4931890843636,0.003155672367579189,0.0028443276324208113,0.0011408039518174574,0.004859196048182543,wait,0.0,0.0,0.0,0.0,0.0,0.004141822879430297,-9.338999748528506,5.68228669936401,1.6093684568120925,0.5156901364631407,0.7894554482930783,2.4398247700943374,0.0,0.0,-0.0
47,998.1665154024572,994.3597179399537,999.1132022616495,0.0012865914320194796,0.004713408567980521,0.003704489704008975,0.0022955102959910253,wait,0.0,0.0,0.0,0.0,0.0,0.004141822879430297,2.9001075987805836,-36.80073676497267,0.12067211257936424,2.4319518490621723,2.1799013684950364,0.11081608164823403,0.0,0.0,-0.0
48,997.7380721123561,1000.3185546210759,996.4631095472826,0.004310841377774525,0.001689158622225475,0.0023497801230114414,0.0036502198769885587,wait,0.0,0.0,0.0,0.0,0.0,0.004141822879430297,-33.86013089838229,13.78247646080089,3.0308466881005405,0.08226304238138316,0.03948024721186919,1.4117192449136513,0.0,0.0,-0.0
49,997.7349758087855,997.5849949469664,1001.8783319933826,0.002633915352159735,0.003366084647840265,0.00481646761936148,0.0011835323806385198,wait,0.0,0.0,0.0,0.0,0.0,0.004141822879430297,25.894439655140815,-12.747536092657892,0.14917093913320595,2.794171755105149,1.518104236778025,0.08317654638180463,0.0,0.0,-1.656729151772119e-6
