extension,regime,policy,seed,shortfall_bps,completion_rate,fee_bps,gas_bps,slippage_ex_fee_bps,drift_bps,forced_terminal_cost_bps,route_share_A,route_share_B,wait_share,avg_depth_factor,min_depth_factor,jit_event_count
jit,none,lookahead,96422,49.4311,1.000000,38.3093,9.2000,55.7955,-53.8737,0.7818,0.4828,0.5172,0.6200,1.0000,1.0000,0
jit,none,twap,96422,91.8985,1.000000,41.6396,20.8000,49.0631,-19.6042,0.7824,0.5887,0.4113,0.0000,1.0000,1.0000,0
jit,none,lookahead,96423,113.6822,1.000000,38.9639,9.2000,57.0913,8.4270,0.8194,0.5482,0.4518,0.6200,1.0000,1.0000,0
jit,none,twap,96423,113.3892,1.000000,41.6116,20.8000,48.8377,2.1399,0.8268,0.6511,0.3489,0.0000,1.0000,1.0000,0
jit,none,lookahead,96424,89.3516,1.000000,38.7516,9.6000,53.4859,-12.4859,0.7971,0.6142,0.3858,0.5800,1.0000,1.0000,0
jit,none,twap,96424,107.7852,1.000000,40.9167,20.8000,47.5726,-1.5041,0.8026,0.5588,0.4412,0.0000,1.0000,1.0000,0
jit,none,lookahead,96425,99.5060,1.000000,35.8117,9.2000,51.3533,3.1410,0.8147,0.5095,0.4905,0.5800,1.0000,1.0000,0
jit,none,twap,96425,113.3767,1.000000,42.1045,20.8000,49.8413,0.6309,0.8335,0.5630,0.4370,0.0000,1.0000,1.0000,0
jit,none,lookahead,96426,107.4466,1.000000,38.7059,9.2000,56.5719,2.9688,0.8184,0.6235,0.3765,0.6200,1.0000,1.0000,0
jit,none,twap,96426,118.4021,1.000000,41.0159,20.8000,47.7209,8.8654,0.8251,0.5580,0.4420,0.0000,1.0000,1.0000,0
jit,none,lookahead,96427,98.9246,1.000000,37.7748,9.6000,52.1785,-0.6286,0.8207,0.5824,0.4176,0.6000,1.0000,1.0000,0
jit,none,twap,96427,119.5746,1.000000,42.3956,20.8000,50.3917,5.9873,0.8233,0.7054,0.2946,0.0000,1.0000,1.0000,0
jit,none,lookahead,96428,89.7015,1.000000,36.8062,9.6000,49.6302,-6.3349,0.8178,0.6351,0.3649,0.5800,1.0000,1.0000,0
jit,none,twap,96428,86.9015,1.000000,39.1836,20.8000,44.1768,-17.2589,0.8250,0.5595,0.4405,0.0000,1.0000,1.0000,0
jit,none,lookahead,96429,102.0078,1.000000,38.4983,10.0000,51.5409,1.9686,0.8069,0.6412,0.3588,0.5800,1.0000,1.0000,0
jit,none,twap,96429,105.9466,1.000000,42.8095,20.8000,51.2147,-8.8776,0.8129,0.5535,0.4465,0.0000,1.0000,1.0000,0
jit,none,lookahead,96430,52.2856,1.000000,38.4468,9.2000,56.0461,-51.4073,0.7841,0.6435,0.3565,0.6200,1.0000,1.0000,0
jit,none,twap,96430,109.2179,1.000000,42.8529,20.8000,51.3572,-5.7923,0.7892,0.5586,0.4414,0.0000,1.0000,1.0000,0
jit,none,lookahead,96431,108.5939,1.000000,35.3620,9.6000,47.4237,16.2082,0.8154,0.4357,0.5643,0.6000,1.0000,1.0000,0
jit,none,twap,96431,118.6634,1.000000,41.2099,20.8000,48.0956,8.5579,0.8213,0.5122,0.4878,0.0000,1.0000,1.0000,0
jit,none,lookahead,96432,126.1074,1.000000,37.5195,10.0000,49.6146,28.9733,0.8051,0.6014,0.3986,0.5800,1.0000,1.0000,0
jit,none,twap,96432,120.1603,1.000000,40.9460,20.8000,47.5735,10.8408,0.8202,0.4856,0.5144,0.0000,1.0000,1.0000,0
jit,none,lookahead,96433,133.5875,1.000000,35.5078,9.6000,47.6946,40.7850,0.8174,0.5698,0.4302,0.6000,1.0000,1.0000,0
jit,none,twap,96433,136.8498,1.000000,41.3542,20.8000,48.2879,26.4076,0.8182,0.5117,0.4883,0.0000,1.0000,1.0000,0
jit,none,lookahead,96434,114.9145,1.000000,37.6428,10.0000,49.8402,17.4315,0.8186,0.5511,0.4489,0.5800,1.0000,1.0000,0
jit,none,twap,96434,109.1545,1.000000,42.8353,20.8000,51.2953,-5.7761,0.8253,0.5746,0.4254,0.0000,1.0000,1.0000,0
jit,none,lookahead,96435,58.8521,1.000000,37.5177,10.0000,49.7029,-38.3685,0.7950,0.6912,0.3088,0.5800,1.0000,1.0000,0
jit,none,twap,96435,94.6371,1.000000,42.5111,20.8000,50.7400,-19.4141,0.7966,0.4872,0.5128,0.0000,1.0000,1.0000,0
jit,none,lookahead,96436,131.5976,1.000000,34.1547,9.2000,47.6020,40.6410,0.8287,0.5562,0.4438,0.6200,1.0000,1.0000,0
jit,none,twap,96436,132.0588,1.000000,41.3403,20.8000,48.3254,21.5931,0.8360,0.4493,0.5507,0.0000,1.0000,1.0000,0
jit,none,lookahead,96437,105.1567,1.000000,43.1624,8.4000,77.0732,-23.4788,0.8184,0.5029,0.4971,0.6600,1.0000,1.0000,0
jit,none,twap,96437,105.3526,1.000000,41.4684,20.8000,48.6251,-5.5410,0.8303,0.4561,0.5439,0.0000,1.0000,1.0000,0
jit,none,lookahead,96438,85.9533,1.000000,36.3480,9.6000,47.9601,-7.9548,0.8353,0.6127,0.3873,0.5800,1.0000,1.0000,0
jit,none,twap,96438,110.2528,1.000000,42.4114,20.8000,50.4526,-3.4113,0.8458,0.5812,0.4188,0.0000,1.0000,1.0000,0
jit,none,lookahead,96439,129.0016,1.000000,38.8475,8.8000,63.8628,17.4913,0.8115,0.6367,0.3633,0.6400,1.0000,1.0000,0
jit,none,twap,96439,124.0193,1.000000,42.8010,20.8000,51.1635,9.2549,0.8146,0.6900,0.3100,0.0000,1.0000,1.0000,0
jit,none,lookahead,96440,63.8111,1.000000,37.8664,9.2000,58.0374,-41.2927,0.7978,0.5139,0.4861,0.6200,1.0000,1.0000,0
jit,none,twap,96440,85.1426,1.000000,41.7609,20.8000,49.3031,-26.7214,0.7978,0.5299,0.4701,0.0000,1.0000,1.0000,0
jit,none,lookahead,96441,41.0461,1.000000,38.1502,8.8000,57.6038,-63.5079,0.7945,0.5106,0.4894,0.6200,1.0000,1.0000,0
jit,none,twap,96441,82.5931,1.000000,42.1313,20.8000,50.0312,-30.3694,0.7884,0.5226,0.4774,0.0000,1.0000,1.0000,0
jit,none,lookahead,96442,149.5760,1.000000,34.0067,8.8000,54.3695,52.3998,0.8188,0.6624,0.3376,0.6400,1.0000,1.0000,0
jit,none,twap,96442,115.8921,1.000000,40.3712,20.8000,46.4147,8.3061,0.8415,0.5942,0.4058,0.0000,1.0000,1.0000,0
jit,none,lookahead,96443,83.1364,1.000000,40.7807,9.2000,60.6094,-27.4536,0.8010,0.6083,0.3917,0.6200,1.0000,1.0000,0
jit,none,twap,96443,99.6183,1.000000,43.0796,20.8000,51.7918,-16.0532,0.8072,0.5800,0.4200,0.0000,1.0000,1.0000,0
jit,none,lookahead,96444,79.2232,1.000000,38.2575,10.0000,51.1453,-20.1796,0.8035,0.4945,0.5055,0.5800,1.0000,1.0000,0
jit,none,twap,96444,107.9773,1.000000,42.3486,20.8000,50.3497,-5.5209,0.8137,0.4777,0.5223,0.0000,1.0000,1.0000,0
jit,none,lookahead,96445,88.4212,1.000000,35.6849,9.6000,48.0975,-4.9612,0.8065,0.4331,0.5669,0.6000,1.0000,1.0000,0
jit,none,twap,96445,108.1651,1.000000,42.7020,20.8000,51.0739,-6.4108,0.8093,0.5953,0.4047,0.0000,1.0000,1.0000,0
jit,none,lookahead,96446,118.5342,1.000000,36.9868,9.2000,56.3539,15.9936,0.8011,0.5207,0.4793,0.6200,1.0000,1.0000,0
jit,none,twap,96446,122.4583,1.000000,41.4166,20.8000,48.4717,11.7701,0.8076,0.6003,0.3997,0.0000,1.0000,1.0000,0
jit,none,lookahead,96447,112.9037,1.000000,35.5337,9.6000,49.0490,18.7210,0.8067,0.5730,0.4270,0.5800,1.0000,1.0000,0
jit,none,twap,96447,120.6492,1.000000,38.8025,20.8000,43.3997,17.6470,0.8294,0.5679,0.4321,0.0000,1.0000,1.0000,0
jit,none,lookahead,96448,83.3061,1.000000,36.6715,9.6000,48.7951,-11.7604,0.7946,0.6800,0.3200,0.5600,1.0000,1.0000,0
jit,none,twap,96448,94.4619,1.000000,42.3928,20.8000,50.4552,-19.1861,0.7955,0.6217,0.3783,0.0000,1.0000,1.0000,0
jit,none,lookahead,96449,85.2425,1.000000,36.4452,9.6000,48.9353,-9.7379,0.8174,0.4492,0.5508,0.5800,1.0000,1.0000,0
jit,none,twap,96449,98.0000,1.000000,41.8234,20.8000,49.3409,-13.9644,0.8373,0.5465,0.4535,0.0000,1.0000,1.0000,0
jit,none,lookahead,96450,103.9062,1.000000,39.4864,9.6000,55.5428,-0.7229,0.7999,0.5762,0.4238,0.6000,1.0000,1.0000,0
jit,none,twap,96450,103.6297,1.000000,41.9926,20.8000,49.6209,-8.7838,0.8205,0.7213,0.2787,0.0000,1.0000,1.0000,0
jit,none,lookahead,96451,73.9338,1.000000,36.7546,9.6000,50.1879,-22.6087,0.8062,0.6552,0.3448,0.6000,1.0000,1.0000,0
jit,none,twap,96451,105.9157,1.000000,43.1374,20.8000,51.8827,-9.9044,0.8020,0.5187,0.4813,0.0000,1.0000,1.0000,0
jit,none,lookahead,96452,62.7911,1.000000,41.3399,9.6000,58.5896,-46.7384,0.8052,0.6191,0.3809,0.5800,1.0000,1.0000,0
jit,none,twap,96452,93.2119,1.000000,43.9758,20.8000,53.5321,-25.0960,0.7955,0.6742,0.3258,0.0000,1.0000,1.0000,0
jit,none,lookahead,96453,111.4734,1.000000,35.9695,9.2000,54.3570,11.9469,0.8065,0.5049,0.4951,0.6200,1.0000,1.0000,0
jit,none,twap,96453,123.5219,1.000000,42.3744,20.8000,50.3407,10.0067,0.8107,0.5648,0.4352,0.0000,1.0000,1.0000,0
jit,none,lookahead,96454,122.8890,1.000000,35.4404,9.6000,47.5820,30.2666,0.8159,0.6031,0.3969,0.6000,1.0000,1.0000,0
jit,none,twap,96454,135.0328,1.000000,40.7414,20.8000,47.1210,26.3704,0.8242,0.5330,0.4670,0.0000,1.0000,1.0000,0
jit,none,lookahead,96455,149.5936,1.000000,36.2263,9.6000,49.1306,54.6366,0.8286,0.5196,0.4804,0.6000,1.0000,1.0000,0
jit,none,twap,96455,129.5355,1.000000,41.4064,20.8000,48.4174,18.9117,0.8366,0.4802,0.5198,0.0000,1.0000,1.0000,0
jit,none,lookahead,96456,63.1296,1.000000,39.8974,8.4000,70.6080,-55.7758,0.7988,0.5024,0.4976,0.6600,1.0000,1.0000,0
jit,none,twap,96456,91.6691,1.000000,42.6410,20.8000,51.0001,-22.7720,0.7914,0.6162,0.3838,0.0000,1.0000,1.0000,0
jit,none,lookahead,96457,88.9241,1.000000,38.7929,9.2000,55.9692,-15.0381,0.8019,0.6213,0.3787,0.6000,1.0000,1.0000,0
jit,none,twap,96457,122.0491,1.000000,41.9192,20.8000,49.4815,9.8484,0.8028,0.5568,0.4432,0.0000,1.0000,1.0000,0
jit,none,lookahead,96458,56.8322,1.000000,36.5954,10.0000,47.8570,-37.6202,0.8083,0.7014,0.2986,0.5800,1.0000,1.0000,0
jit,none,twap,96458,98.4053,1.000000,42.1091,20.8000,49.8912,-14.3949,0.8133,0.5653,0.4347,0.0000,1.0000,1.0000,0
jit,none,lookahead,96459,117.3973,1.000000,39.1599,7.6000,82.4689,-11.8316,0.7999,0.4899,0.5101,0.7000,1.0000,1.0000,0
jit,none,twap,96459,99.7613,1.000000,41.0936,20.8000,47.9324,-10.0646,0.7971,0.5259,0.4741,0.0000,1.0000,1.0000,0
jit,none,lookahead,96460,78.2452,1.000000,40.3000,9.2000,59.6836,-30.9384,0.8068,0.4775,0.5225,0.6200,1.0000,1.0000,0
jit,none,twap,96460,99.5085,1.000000,42.7229,20.8000,51.1355,-15.1498,0.8116,0.5222,0.4778,0.0000,1.0000,1.0000,0
jit,none,lookahead,96461,78.1118,1.000000,37.2113,10.0000,48.5501,-17.6496,0.8069,0.4394,0.5606,0.5600,1.0000,1.0000,0
jit,none,twap,96461,90.5802,1.000000,40.5189,20.8000,46.7624,-17.5011,0.8146,0.5512,0.4488,0.0000,1.0000,1.0000,0
jit,none,lookahead,96462,108.6203,1.000000,39.0295,9.2000,60.3202,0.0707,0.8029,0.5004,0.4996,0.6200,1.0000,1.0000,0
jit,none,twap,96462,108.2139,1.000000,43.1629,20.8000,51.9177,-7.6667,0.8109,0.5458,0.4542,0.0000,1.0000,1.0000,0
jit,none,lookahead,96463,127.6399,1.000000,38.0045,9.2000,55.1866,25.2488,0.8162,0.5600,0.4400,0.6200,1.0000,1.0000,0
jit,none,twap,96463,122.4536,1.000000,40.8497,20.8000,47.3966,13.4073,0.8136,0.6243,0.3757,0.0000,1.0000,1.0000,0
jit,none,lookahead,96464,109.7301,1.000000,39.9998,8.8000,62.2395,-1.3091,0.8033,0.5337,0.4663,0.6400,1.0000,1.0000,0
jit,none,twap,96464,116.5498,1.000000,42.2776,20.8000,50.1702,3.3021,0.8081,0.6387,0.3613,0.0000,1.0000,1.0000,0
jit,none,lookahead,96465,79.8797,1.000000,38.2779,9.6000,51.7571,-19.7553,0.8020,0.5385,0.4615,0.5800,1.0000,1.0000,0
jit,none,twap,96465,107.8556,1.000000,41.9713,20.8000,49.6168,-4.5325,0.8077,0.5000,0.5000,0.0000,1.0000,1.0000,0
jit,none,lookahead,96466,116.2685,1.000000,41.8444,8.8000,69.7364,-4.1124,0.8095,0.6468,0.3532,0.6400,1.0000,1.0000,0
jit,none,twap,96466,106.5789,1.000000,41.3603,20.8000,48.4295,-4.0109,0.8263,0.5935,0.4065,0.0000,1.0000,1.0000,0
jit,none,lookahead,96467,83.1830,1.000000,36.6933,9.2000,52.6173,-15.3276,0.8059,0.6911,0.3089,0.6200,1.0000,1.0000,0
jit,none,twap,96467,104.9606,1.000000,42.1551,20.8000,49.9940,-7.9885,0.8054,0.5813,0.4187,0.0000,1.0000,1.0000,0
jit,none,lookahead,96468,138.6998,1.000000,43.0151,8.8000,72.0545,14.8302,0.8067,0.6355,0.3645,0.6400,1.0000,1.0000,0
jit,none,twap,96468,127.4621,1.000000,42.3982,20.8000,50.3515,13.9124,0.8097,0.4216,0.5784,0.0000,1.0000,1.0000,0
jit,none,lookahead,96469,138.8600,1.000000,35.4659,10.0000,45.5709,47.8232,0.8274,0.5881,0.4119,0.5800,1.0000,1.0000,0
jit,none,twap,96469,136.3572,1.000000,41.0280,20.8000,47.6603,26.8690,0.8427,0.5341,0.4659,0.0000,1.0000,1.0000,0
jit,none,lookahead,96470,79.6868,1.000000,37.1847,9.2000,53.5789,-20.2768,0.7979,0.5635,0.4365,0.6200,1.0000,1.0000,0
jit,none,twap,96470,95.9025,1.000000,39.8515,20.8000,45.5204,-10.2693,0.8008,0.5034,0.4966,0.0000,1.0000,1.0000,0
jit,none,lookahead,96471,117.0041,1.000000,37.4303,9.2000,57.2090,13.1648,0.8105,0.6803,0.3197,0.6200,1.0000,1.0000,0
jit,none,twap,96471,106.7403,1.000000,42.5490,20.8000,50.7463,-7.3550,0.8236,0.5926,0.4074,0.0000,1.0000,1.0000,0
jit,none,lookahead,96472,87.9891,1.000000,43.8305,9.2000,66.5933,-31.6348,0.8035,0.5213,0.4787,0.6200,1.0000,1.0000,0
jit,none,twap,96472,91.3627,1.000000,42.2838,20.8000,50.2645,-21.9855,0.8124,0.4600,0.5400,0.0000,1.0000,1.0000,0
jit,none,lookahead,96473,80.7867,1.000000,39.1664,9.6000,54.9386,-22.9183,0.8123,0.5242,0.4758,0.6000,1.0000,1.0000,0
jit,none,twap,96473,89.6279,1.000000,42.8271,20.8000,51.3658,-25.3651,0.8150,0.6048,0.3952,0.0000,1.0000,1.0000,0
jit,none,lookahead,96474,78.4903,1.000000,37.7447,8.8000,56.8173,-24.8717,0.8002,0.6453,0.3547,0.6200,1.0000,1.0000,0
jit,none,twap,96474,101.9626,1.000000,42.8640,20.8000,51.3845,-13.0859,0.8128,0.4573,0.5427,0.0000,1.0000,1.0000,0
jit,none,lookahead,96475,120.0538,1.000000,41.4699,8.8000,68.9855,0.7984,0.8108,0.5269,0.4731,0.6400,1.0000,1.0000,0
jit,none,twap,96475,108.1722,1.000000,44.0274,20.8000,53.6264,-10.2816,0.8278,0.5337,0.4663,0.0000,1.0000,1.0000,0
jit,none,lookahead,96476,124.6875,1.000000,39.2407,9.2000,60.7823,15.4644,0.8085,0.5918,0.4082,0.6200,1.0000,1.0000,0
jit,none,twap,96476,129.4517,1.000000,41.7916,20.8000,49.2096,17.6504,0.8195,0.5970,0.4030,0.0000,1.0000,1.0000,0
jit,none,lookahead,96477,93.8953,1.000000,38.5632,9.2000,56.2619,-10.1298,0.8069,0.4812,0.5188,0.6200,1.0000,1.0000,0
jit,none,twap,96477,107.7782,1.000000,41.9738,20.8000,49.6287,-4.6244,0.8111,0.4605,0.5395,0.0000,1.0000,1.0000,0
jit,none,lookahead,96478,72.9292,1.000000,36.8198,10.0000,47.7551,-21.6456,0.8098,0.6004,0.3996,0.5600,1.0000,1.0000,0
jit,none,twap,96478,108.8729,1.000000,41.7786,20.8000,49.2447,-2.9504,0.8144,0.5293,0.4707,0.0000,1.0000,1.0000,0
jit,none,lookahead,96479,81.8977,1.000000,35.1086,9.2000,52.6186,-15.0295,0.8060,0.6927,0.3073,0.6200,1.0000,1.0000,0
jit,none,twap,96479,105.6530,1.000000,41.7050,20.8000,49.1138,-5.9659,0.8041,0.6297,0.3703,0.0000,1.0000,1.0000,0
jit,none,lookahead,96480,87.0236,1.000000,35.7948,10.0000,46.2417,-5.0129,0.8003,0.6103,0.3897,0.5800,1.0000,1.0000,0
jit,none,twap,96480,107.1242,1.000000,41.0479,20.8000,47.8476,-2.5712,0.8052,0.5230,0.4770,0.0000,1.0000,1.0000,0
jit,none,lookahead,96481,53.1940,1.000000,38.0637,9.2000,55.3066,-49.3763,0.8050,0.4819,0.5181,0.6200,1.0000,1.0000,0
jit,none,twap,96481,96.4723,1.000000,42.8160,20.8000,51.3048,-18.4486,0.8091,0.5709,0.4291,0.0000,1.0000,1.0000,0
jit,none,lookahead,96482,73.4225,1.000000,37.6532,9.2000,54.4576,-27.8882,0.8043,0.5436,0.4564,0.6200,1.0000,1.0000,0
jit,none,twap,96482,116.6613,1.000000,42.6762,20.8000,50.9965,2.1886,0.8017,0.5088,0.4912,0.0000,1.0000,1.0000,0
jit,none,lookahead,96483,91.8010,1.000000,36.9696,9.6000,50.6264,-5.3951,0.8092,0.6287,0.3713,0.6000,1.0000,1.0000,0
jit,none,twap,96483,114.3788,1.000000,42.1593,20.8000,49.9460,1.4735,0.8071,0.5191,0.4809,0.0000,1.0000,1.0000,0
jit,none,lookahead,96484,107.5825,1.000000,39.1783,9.6000,54.9225,3.8817,0.7970,0.4885,0.5115,0.6000,1.0000,1.0000,0
jit,none,twap,96484,116.3202,1.000000,41.4475,20.8000,48.5680,5.5047,0.8108,0.5763,0.4237,0.0000,1.0000,1.0000,0
jit,none,lookahead,96485,104.2222,1.000000,35.1819,10.0000,45.0368,14.0035,0.8036,0.4802,0.5198,0.5800,1.0000,1.0000,0
jit,none,twap,96485,119.0579,1.000000,39.8067,20.8000,45.3568,13.0944,0.8119,0.5929,0.4071,0.0000,1.0000,1.0000,0
jit,none,lookahead,96486,115.9937,1.000000,39.2939,8.4000,69.5286,-1.2289,0.8080,0.5010,0.4990,0.6600,1.0000,1.0000,0
jit,none,twap,96486,120.7839,1.000000,44.0947,20.8000,53.6952,2.1939,0.8186,0.5231,0.4769,0.0000,1.0000,1.0000,0
jit,none,lookahead,96487,61.3189,1.000000,42.4156,8.8000,66.9449,-56.8416,0.8071,0.6125,0.3875,0.6400,1.0000,1.0000,0
jit,none,twap,96487,97.5819,1.000000,42.5783,20.8000,50.8849,-16.6814,0.7915,0.5690,0.4310,0.0000,1.0000,1.0000,0
jit,none,lookahead,96488,128.6431,1.000000,39.0937,8.8000,62.3583,18.3910,0.8149,0.5367,0.4633,0.6400,1.0000,1.0000,0
jit,none,twap,96488,119.6127,1.000000,41.0149,20.8000,47.7505,10.0473,0.8226,0.5173,0.4827,0.0000,1.0000,1.0000,0
jit,none,lookahead,96489,149.0023,1.000000,36.5890,8.8000,55.5462,48.0670,0.8408,0.6071,0.3929,0.6400,1.0000,1.0000,0
jit,none,twap,96489,128.4299,1.000000,39.3442,20.8000,44.3650,23.9207,0.8471,0.5620,0.4380,0.0000,1.0000,1.0000,0
jit,none,lookahead,96490,126.5169,1.000000,37.1015,8.4000,65.2362,15.7792,0.8122,0.4148,0.5852,0.6600,1.0000,1.0000,0
jit,none,twap,96490,114.1670,1.000000,40.0242,20.8000,45.6968,7.6461,0.7998,0.5119,0.4881,0.0000,1.0000,1.0000,0
jit,none,lookahead,96491,109.9095,1.000000,38.9359,10.0000,51.3035,9.6701,0.8025,0.5390,0.4610,0.5600,1.0000,1.0000,0
jit,none,twap,96491,105.2551,1.000000,42.1690,20.8000,49.9429,-7.6568,0.7995,0.5222,0.4778,0.0000,1.0000,1.0000,0
jit,none,lookahead,96492,119.2322,1.000000,37.5346,9.6000,50.4682,21.6294,0.8157,0.5159,0.4841,0.5600,1.0000,1.0000,0
jit,none,twap,96492,118.8644,1.000000,40.8631,20.8000,47.4423,9.7590,0.8356,0.4433,0.5567,0.0000,1.0000,1.0000,0
jit,none,lookahead,96493,109.6034,1.000000,35.6980,9.2000,53.7985,10.9069,0.8020,0.5806,0.4194,0.6200,1.0000,1.0000,0
jit,none,twap,96493,112.4884,1.000000,41.2536,20.8000,48.1879,2.2470,0.8004,0.4896,0.5104,0.0000,1.0000,1.0000,0
jit,none,lookahead,96494,124.1928,1.000000,37.7313,10.0000,50.0167,26.4448,0.8190,0.6760,0.3240,0.5800,1.0000,1.0000,0
jit,none,twap,96494,121.2833,1.000000,41.5343,20.8000,48.7304,10.2186,0.8307,0.5925,0.4075,0.0000,1.0000,1.0000,0
jit,none,lookahead,96495,96.1388,1.000000,36.5481,9.2000,53.2923,-2.9016,0.8033,0.6214,0.3786,0.6000,1.0000,1.0000,0
jit,none,twap,96495,104.4712,1.000000,41.4913,20.8000,48.6916,-6.5117,0.8131,0.5711,0.4289,0.0000,1.0000,1.0000,0
jit,none,lookahead,96496,119.1721,1.000000,37.2275,9.2000,53.6858,19.0588,0.8111,0.5661,0.4339,0.6200,1.0000,1.0000,0
jit,none,twap,96496,118.6417,1.000000,42.1245,20.8000,49.8766,5.8406,0.8149,0.4860,0.5140,0.0000,1.0000,1.0000,0
jit,none,lookahead,96497,64.2932,1.000000,40.1134,9.6000,58.0046,-43.4248,0.8062,0.6210,0.3790,0.6000,1.0000,1.0000,0
jit,none,twap,96497,102.2914,1.000000,44.0291,20.8000,53.6243,-16.1620,0.8073,0.5416,0.4584,0.0000,1.0000,1.0000,0
jit,none,lookahead,96498,101.9112,1.000000,37.9381,8.8000,58.1848,-3.0116,0.8392,0.5262,0.4738,0.6400,1.0000,1.0000,0
jit,none,twap,96498,108.8070,1.000000,39.9532,20.8000,45.6435,2.4104,0.8290,0.5834,0.4166,0.0000,1.0000,1.0000,0
jit,none,lookahead,96499,27.0424,1.000000,40.0639,9.6000,56.1059,-78.7275,0.7947,0.4835,0.5165,0.5800,1.0000,1.0000,0
jit,none,twap,96499,87.5156,1.000000,46.0578,20.8000,57.6492,-36.9914,0.7891,0.5445,0.4555,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96000,116.5320,1.000000,40.2331,8.8000,69.6355,-2.1366,0.8230,0.4940,0.5060,0.6400,1.0000,1.0000,2
jit,weak,twap,96000,120.7838,1.000000,42.9727,20.8000,54.0602,2.9509,0.8202,0.5299,0.4701,0.0000,1.0000,1.0000,1
jit,weak,lookahead,96001,73.5221,1.000000,37.9457,9.6000,56.5162,-30.5398,0.8086,0.4882,0.5118,0.5800,1.0000,1.0000,2
jit,weak,twap,96001,104.0389,1.000000,42.5890,20.8000,53.3268,-12.6769,0.8125,0.5494,0.4506,0.0000,1.0000,1.0000,1
jit,weak,lookahead,96002,115.7515,1.000000,36.9503,10.0000,50.4902,18.3110,0.8125,0.4011,0.5989,0.5600,1.0000,1.0000,1
jit,weak,twap,96002,134.9860,1.000000,42.9503,20.8000,53.9616,17.2741,0.8277,0.6523,0.3477,0.0000,1.0000,1.0000,1
jit,weak,lookahead,96003,121.2221,1.000000,39.4005,9.2000,57.9275,14.6942,0.8171,0.4827,0.5173,0.6200,1.0000,1.0000,0
jit,weak,twap,96003,122.4503,1.000000,42.7738,20.8000,51.1110,7.7655,0.8226,0.7600,0.2400,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96004,87.2749,1.000000,38.2057,10.0000,50.4668,-11.3976,0.8014,0.4434,0.5566,0.5600,1.0000,1.0000,0
jit,weak,twap,96004,117.1824,1.000000,42.8202,20.8000,51.2463,2.3159,0.8189,0.6330,0.3670,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96005,146.7460,1.000000,38.0081,9.6000,51.3464,47.7915,0.8185,0.5413,0.4587,0.5600,1.0000,1.0000,0
jit,weak,twap,96005,123.4284,1.000000,41.9340,20.8000,49.4727,11.2218,0.8449,0.4911,0.5089,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96006,132.2898,1.000000,36.7584,9.6000,50.1659,35.7654,0.8316,0.6013,0.3987,0.6000,1.0000,1.0000,0
jit,weak,twap,96006,127.4013,1.000000,41.4160,20.8000,48.4712,16.7141,0.8436,0.5235,0.4765,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96007,111.2725,1.000000,40.9589,10.0000,56.3434,3.9701,0.7987,0.6035,0.3965,0.5800,1.0000,1.0000,0
jit,weak,twap,96007,109.5267,1.000000,42.4615,20.8000,50.6006,-4.3354,0.7951,0.5086,0.4914,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96008,115.5593,1.000000,32.8952,9.6000,44.7190,28.3451,0.8039,0.6202,0.3798,0.6000,1.0000,1.0000,0
jit,weak,twap,96008,118.9135,1.000000,40.0043,20.8000,45.7422,12.3670,0.8106,0.5245,0.4755,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96009,96.1214,1.000000,39.9765,9.2000,66.5889,-19.6439,0.7930,0.5751,0.4249,0.6200,1.0000,1.0000,1
jit,weak,twap,96009,112.3325,1.000000,42.2040,20.8000,50.0748,-0.7463,0.7922,0.5934,0.4066,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96010,131.8845,1.000000,35.3683,10.0000,49.3152,37.2010,0.8173,0.4684,0.5316,0.5800,1.0000,1.0000,1
jit,weak,twap,96010,120.8254,1.000000,41.3243,20.8000,48.2576,10.4436,0.8391,0.5889,0.4111,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96011,140.5306,1.000000,38.9667,9.6000,60.3513,31.6126,0.8220,0.5941,0.4059,0.6000,1.0000,1.0000,2
jit,weak,twap,96011,126.0932,1.000000,40.1876,20.8000,46.0676,19.0380,0.8308,0.5282,0.4718,0.0000,1.0000,1.0000,0
jit,weak,lookahead,96012,72.2016,1.000000,38.5290,9.6000,56.1822,-32.1096,0.8138,0.6141,0.3859,0.6000,1.0000,1.0000,1
jit,weak,twap,96012,111.1330,1.000000,42.3422,20.8000,52.8651,-4.8744,0.8303,0.5037,0.4963,0.0000,1.0000,1.0000,1
jit,weak,lookahead,96013,144.8323,1.000000,37.6462,9.6000,53.0286,44.5575,0.8187,0.4640,0.5360,0.5800,1.0000,1.0000,1
jit,weak,twap,96013,138.8367,1.000000,41.4121,20.8000,50.9398,25.6847,0.8234,0.5315,0.4685,0.0000,1.0000,1.0000,1
jit,weak,lookahead,96014,104.7716,1.000000,37.6473,9.2000,54.4518,3.4724,0.8276,0.4660,0.5340,0.6200,1.0000,1.0000,0
