extension,regime,policy,seed,shortfall_bps,completion_rate,fee_bps,gas_bps,slippage_ex_fee_bps,drift_bps,forced_terminal_cost_bps,route_share_A,route_share_B,wait_share,avg_depth_factor,min_depth_factor,jit_event_count
jit,none,lookahead,96000,109.4970,1.000000,40.2061,8.8000,62.6275,-2.1366,0.8230,0.4940,0.5060,0.6400,1.0000,1.0000,0
jit,none,twap,96000,118.2525,1.000000,42.9651,20.8000,51.5366,2.9509,0.8202,0.5299,0.4701,0.0000,1.0000,1.0000,0
jit,none,lookahead,96001,68.0773,1.000000,37.9296,9.6000,51.0875,-30.5398,0.8086,0.4882,0.5118,0.5800,1.0000,1.0000,0
jit,none,twap,96001,101.5077,1.000000,42.5814,20.8000,50.8032,-12.6769,0.8125,0.5494,0.4506,0.0000,1.0000,1.0000,0
jit,none,lookahead,96002,113.2233,1.000000,36.9453,10.0000,47.9670,18.3110,0.8125,0.4011,0.5989,0.5600,1.0000,1.0000,0
jit,none,twap,96002,132.4548,1.000000,42.9427,20.8000,51.4379,17.2741,0.8277,0.6523,0.3477,0.0000,1.0000,1.0000,0
jit,none,lookahead,96003,121.2221,1.000000,39.4005,9.2000,57.9275,14.6942,0.8171,0.4827,0.5173,0.6200,1.0000,1.0000,0
jit,none,twap,96003,122.4503,1.000000,42.7738,20.8000,51.1110,7.7655,0.8226,0.7600,0.2400,0.0000,1.0000,1.0000,0
jit,none,lookahead,96004,87.2749,1.000000,38.2057,10.0000,50.4668,-11.3976,0.8014,0.4434,0.5566,0.5600,1.0000,1.0000,0
jit,none,twap,96004,117.1824,1.000000,42.8202,20.8000,51.2463,2.3159,0.8189,0.6330,0.3670,0.0000,1.0000,1.0000,0
jit,none,lookahead,96005,146.7460,1.000000,38.0081,9.6000,51.3464,47.7915,0.8185,0.5413,0.4587,0.5600,1.0000,1.0000,0
jit,none,twap,96005,123.4284,1.000000,41.9340,20.8000,49.4727,11.2218,0.8449,0.4911,0.5089,0.0000,1.0000,1.0000,0
jit,none,lookahead,96006,132.2898,1.000000,36.7584,9.6000,50.1659,35.7654,0.8316,0.6013,0.3987,0.6000,1.0000,1.0000,0
jit,none,twap,96006,127.4013,1.000000,41.4160,20.8000,48.4712,16.7141,0.8436,0.5235,0.4765,0.0000,1.0000,1.0000,0
jit,none,lookahead,96007,111.2725,1.000000,40.9589,10.0000,56.3434,3.9701,0.7987,0.6035,0.3965,0.5800,1.0000,1.0000,0
jit,none,twap,96007,109.5267,1.000000,42.4615,20.8000,50.6006,-4.3354,0.7951,0.5086,0.4914,0.0000,1.0000,1.0000,0
jit,none,lookahead,96008,115.5593,1.000000,32.8952,9.6000,44.7190,28.3451,0.8039,0.6202,0.3798,0.6000,1.0000,1.0000,0
jit,none,twap,96008,118.9135,1.000000,40.0043,20.8000,45.7422,12.3670,0.8106,0.5245,0.4755,0.0000,1.0000,1.0000,0
jit,none,lookahead,96009,91.6431,1.000000,39.9592,9.2000,62.1278,-19.6439,0.7930,0.5751,0.4249,0.6200,1.0000,1.0000,0
jit,none,twap,96009,112.3325,1.000000,42.2040,20.8000,50.0748,-0.7463,0.7922,0.5934,0.4066,0.0000,1.0000,1.0000,0
jit,none,lookahead,96010,128.9205,1.000000,35.3585,10.0000,46.3610,37.2010,0.8173,0.4684,0.5316,0.5800,1.0000,1.0000,0
jit,none,twap,96010,120.8254,1.000000,41.3243,20.8000,48.2576,10.4436,0.8391,0.5889,0.4111,0.0000,1.0000,1.0000,0
jit,none,lookahead,96011,134.5992,1.000000,38.9403,9.6000,54.4463,31.6126,0.8220,0.5941,0.4059,0.6000,1.0000,1.0000,0
jit,none,twap,96011,126.0932,1.000000,40.1876,20.8000,46.0676,19.0380,0.8308,0.5282,0.4718,0.0000,1.0000,1.0000,0
jit,none,lookahead,96012,69.6749,1.000000,38.5227,9.6000,53.6617,-32.1096,0.8138,0.6141,0.3859,0.6000,1.0000,1.0000,0
jit,none,twap,96012,108.6018,1.000000,42.3346,20.8000,50.3415,-4.8744,0.8303,0.5037,0.4963,0.0000,1.0000,1.0000,0
jit,none,lookahead,96013,142.2984,1.000000,37.6409,9.6000,50.5000,44.5575,0.8187,0.4640,0.5360,0.5800,1.0000,1.0000,0
jit,none,twap,96013,136.3055,1.000000,41.4045,20.8000,48.4162,25.6847,0.8234,0.5315,0.4685,0.0000,1.0000,1.0000,0
jit,none,lookahead,96014,104.7716,1.000000,37.6473,9.2000,54.4518,3.4724,0.8276,0.4660,0.5340,0.6200,1.0000,1.0000,0
jit,none,twap,96014,118.3932,1.000000,41.8854,20.8000,49.4334,6.2744,0.8368,0.5627,0.4373,0.0000,1.0000,1.0000,0
jit,none,lookahead,96015,92.9488,1.000000,42.2191,8.8000,70.4246,-28.4949,0.8053,0.4703,0.5297,0.6400,1.0000,1.0000,0
jit,none,twap,96015,103.1021,1.000000,44.0834,20.8000,53.7332,-15.5145,0.7964,0.4566,0.5434,0.0000,1.0000,1.0000,0
jit,none,lookahead,96016,93.3613,1.000000,41.0729,9.2000,61.2068,-18.1184,0.8052,0.5654,0.4346,0.6200,1.0000,1.0000,0
jit,none,twap,96016,117.5666,1.000000,41.9413,20.8000,49.5413,5.2839,0.8126,0.5413,0.4587,0.0000,1.0000,1.0000,0
jit,none,lookahead,96017,61.7157,1.000000,39.4553,10.4000,51.8221,-39.9616,0.7988,0.4405,0.5595,0.5600,1.0000,1.0000,0
jit,none,twap,96017,104.1313,1.000000,43.6077,20.8000,52.8523,-13.1286,0.7992,0.5240,0.4760,0.0000,1.0000,1.0000,0
jit,none,lookahead,96018,86.3152,1.000000,36.8598,10.0000,47.2204,-7.7650,0.8020,0.6797,0.3203,0.5600,1.0000,1.0000,0
jit,none,twap,96018,111.6332,1.000000,42.8050,20.8000,51.2254,-3.1972,0.8051,0.5893,0.4107,0.0000,1.0000,1.0000,0
jit,none,lookahead,96019,128.6037,1.000000,39.0809,10.0000,52.6298,26.8931,0.8187,0.4740,0.5260,0.5800,1.0000,1.0000,0
jit,none,twap,96019,107.9203,1.000000,39.3430,20.8000,44.4535,3.3239,0.8330,0.5289,0.4711,0.0000,1.0000,1.0000,0
jit,none,lookahead,96020,71.9943,1.000000,37.0127,9.6000,50.9022,-25.5206,0.7930,0.5943,0.4057,0.5800,1.0000,1.0000,0
jit,none,twap,96020,98.4633,1.000000,43.0471,20.8000,51.7784,-17.1622,0.7910,0.5316,0.4684,0.0000,1.0000,1.0000,0
jit,none,lookahead,96021,103.4159,1.000000,37.3169,10.0000,47.5933,8.5057,0.8261,0.5601,0.4399,0.5600,1.0000,1.0000,0
jit,none,twap,96021,113.4423,1.000000,42.7388,20.8000,51.0690,-1.1654,0.8272,0.6138,0.3862,0.0000,1.0000,1.0000,0
jit,none,lookahead,96022,55.1301,1.000000,38.3953,9.6000,52.7652,-45.6304,0.8088,0.6208,0.3792,0.5800,1.0000,1.0000,0
jit,none,twap,96022,97.9767,1.000000,42.6358,20.8000,50.9720,-16.4311,0.8075,0.6236,0.3764,0.0000,1.0000,1.0000,0
jit,none,lookahead,96023,56.8804,1.000000,41.5819,9.2000,65.2821,-59.1836,0.8037,0.5921,0.4079,0.6200,1.0000,1.0000,0
jit,none,twap,96023,88.5266,1.000000,42.5423,20.8000,50.7925,-25.6082,0.8042,0.6534,0.3466,0.0000,1.0000,1.0000,0
jit,none,lookahead,96024,136.2237,1.000000,37.2956,9.2000,52.2394,37.4887,0.8016,0.4751,0.5249,0.5800,1.0000,1.0000,0
jit,none,twap,96024,122.1201,1.000000,40.9374,20.8000,47.5343,12.8484,0.7945,0.5817,0.4183,0.0000,1.0000,1.0000,0
jit,none,lookahead,96025,106.5631,1.000000,39.4532,9.2000,57.9992,-0.0893,0.8121,0.5404,0.4596,0.6200,1.0000,1.0000,0
jit,none,twap,96025,115.2196,1.000000,43.2006,20.8000,51.9861,-0.7672,0.8140,0.5122,0.4878,0.0000,1.0000,1.0000,0
jit,none,lookahead,96026,93.3274,1.000000,36.7294,9.2000,52.6875,-5.2894,0.8107,0.5507,0.4493,0.6200,1.0000,1.0000,0
jit,none,twap,96026,106.0571,1.000000,40.5651,20.8000,46.8404,-2.1484,0.8108,0.5214,0.4786,0.0000,1.0000,1.0000,0
jit,none,lookahead,96027,136.7071,1.000000,38.2811,9.6000,52.5063,36.3198,0.8104,0.5346,0.4654,0.5800,1.0000,1.0000,0
jit,none,twap,96027,135.3141,1.000000,42.4356,20.8000,50.3957,21.6828,0.8140,0.6779,0.3221,0.0000,1.0000,1.0000,0
jit,none,lookahead,96028,132.4827,1.000000,36.8696,10.0000,48.3160,37.2971,0.8228,0.5993,0.4007,0.5800,1.0000,1.0000,0
jit,none,twap,96028,129.8693,1.000000,41.1365,20.8000,47.8268,20.1060,0.8357,0.5902,0.4098,0.0000,1.0000,1.0000,0
jit,none,lookahead,96029,113.5769,1.000000,35.3819,10.0000,45.4768,22.7182,0.8122,0.6150,0.3850,0.5600,1.0000,1.0000,0
jit,none,twap,96029,129.5728,1.000000,41.9072,20.8000,49.3956,17.4700,0.8299,0.5570,0.4430,0.0000,1.0000,1.0000,0
jit,none,lookahead,96030,137.0200,1.000000,35.6743,8.8000,51.4983,41.0474,0.8178,0.3958,0.6042,0.6200,1.0000,1.0000,0
jit,none,twap,96030,123.5454,1.000000,41.6193,20.8000,48.7507,12.3753,0.8204,0.5952,0.4048,0.0000,1.0000,1.0000,0
jit,none,lookahead,96031,126.7390,1.000000,35.1453,8.8000,51.9476,30.8460,0.8220,0.6196,0.3804,0.6000,1.0000,1.0000,0
jit,none,twap,96031,119.5231,1.000000,41.8756,20.8000,49.3765,7.4710,0.8385,0.4968,0.5032,0.0000,1.0000,1.0000,0
jit,none,lookahead,96032,130.4316,1.000000,34.7876,9.2000,45.7987,40.6453,0.8177,0.4682,0.5318,0.5800,1.0000,1.0000,0
jit,none,twap,96032,123.8322,1.000000,40.8631,20.8000,47.3732,14.7960,0.8339,0.5065,0.4935,0.0000,1.0000,1.0000,0
jit,none,lookahead,96033,96.3041,1.000000,35.4679,10.0000,43.6339,7.2024,0.8094,0.6470,0.3530,0.5400,1.0000,1.0000,0
jit,none,twap,96033,115.1692,1.000000,42.9957,20.8000,51.6322,-0.2587,0.8174,0.5442,0.4558,0.0000,1.0000,1.0000,0
jit,none,lookahead,96034,107.6453,1.000000,39.3104,9.6000,54.5533,4.1816,0.8126,0.4958,0.5042,0.5800,1.0000,1.0000,0
jit,none,twap,96034,97.5030,1.000000,43.5176,20.8000,52.6291,-19.4437,0.8334,0.6242,0.3758,0.0000,1.0000,1.0000,0
jit,none,lookahead,96035,74.1229,1.000000,36.5807,9.6000,49.2197,-21.2775,0.8019,0.4898,0.5102,0.5800,1.0000,1.0000,0
jit,none,twap,96035,94.0879,1.000000,40.7805,20.8000,47.3846,-14.8773,0.8043,0.5641,0.4359,0.0000,1.0000,1.0000,0
jit,none,lookahead,96036,117.8748,1.000000,39.5622,9.6000,57.1007,11.6118,0.8085,0.5757,0.4243,0.5800,1.0000,1.0000,0
jit,none,twap,96036,112.2459,1.000000,41.3707,20.8000,48.4242,1.6510,0.8234,0.5973,0.4027,0.0000,1.0000,1.0000,0
jit,none,lookahead,96037,127.6653,1.000000,39.3585,9.2000,60.9856,18.1212,0.8121,0.5965,0.4035,0.6200,1.0000,1.0000,0
jit,none,twap,96037,108.1516,1.000000,42.5178,20.8000,50.6670,-5.8333,0.8253,0.5284,0.4716,0.0000,1.0000,1.0000,0
jit,none,lookahead,96038,140.0442,1.000000,38.0995,10.4000,49.0747,42.4701,0.8145,0.5488,0.4512,0.5600,1.0000,1.0000,0
jit,none,twap,96038,130.8058,1.000000,42.2558,20.8000,50.0988,17.6511,0.8270,0.5855,0.4145,0.0000,1.0000,1.0000,0
jit,none,lookahead,96039,112.8486,1.000000,38.7256,9.6000,54.8508,9.6722,0.8035,0.5707,0.4293,0.5800,1.0000,1.0000,0
jit,none,twap,96039,112.1816,1.000000,40.4620,20.8000,46.6411,4.2786,0.8143,0.5287,0.4713,0.0000,1.0000,1.0000,0
jit,none,lookahead,96040,93.9775,1.000000,38.2704,9.6000,53.1931,-7.0860,0.7998,0.4503,0.5497,0.6000,1.0000,1.0000,0
jit,none,twap,96040,108.8008,1.000000,42.5437,20.8000,50.7509,-5.2937,0.8014,0.5463,0.4537,0.0000,1.0000,1.0000,0
jit,none,lookahead,96041,92.8074,1.000000,39.8429,9.2000,58.7796,-15.0151,0.8168,0.4683,0.5317,0.6200,1.0000,1.0000,0
jit,none,twap,96041,104.9474,1.000000,43.5596,20.8000,52.7390,-12.1512,0.8203,0.5450,0.4550,0.0000,1.0000,1.0000,0
jit,none,lookahead,96042,126.5893,1.000000,36.9601,10.0000,48.4995,31.1298,0.8120,0.4068,0.5932,0.5800,1.0000,1.0000,0
jit,none,twap,96042,120.8794,1.000000,43.5507,20.8000,52.5977,3.9311,0.8194,0.6072,0.3928,0.0000,1.0000,1.0000,0
jit,none,lookahead,96043,135.0130,1.000000,36.6467,9.2000,55.6654,33.5009,0.8152,0.7267,0.2733,0.6200,1.0000,1.0000,0
jit,none,twap,96043,140.0764,1.000000,41.5563,20.8000,48.7048,29.0153,0.8180,0.6046,0.3954,0.0000,1.0000,1.0000,0
jit,none,lookahead,96044,136.0601,1.000000,35.8141,9.2000,50.8566,40.1894,0.8250,0.5009,0.4991,0.6200,1.0000,1.0000,0
jit,none,twap,96044,125.1152,1.000000,41.0031,20.8000,47.6385,15.6736,0.8386,0.6881,0.3119,0.0000,1.0000,1.0000,0
jit,none,lookahead,96045,126.8105,1.000000,36.3676,10.0000,46.5306,33.9123,0.8051,0.5424,0.4576,0.5600,1.0000,1.0000,0
jit,none,twap,96045,123.8556,1.000000,40.3089,20.8000,46.2884,16.4583,0.8151,0.5369,0.4631,0.0000,1.0000,1.0000,0
jit,none,lookahead,96046,144.3680,1.000000,36.0554,10.0000,46.6771,51.6355,0.8168,0.5822,0.4178,0.5800,1.0000,1.0000,0
jit,none,twap,96046,129.1882,1.000000,40.9682,20.8000,47.6025,19.8175,0.8292,0.5402,0.4598,0.0000,1.0000,1.0000,0
jit,none,lookahead,96047,116.1981,1.000000,36.2568,9.6000,49.1678,21.1735,0.8010,0.6755,0.3245,0.6000,1.0000,1.0000,0
jit,none,twap,96047,129.9415,1.000000,42.7825,20.8000,51.1292,15.2299,0.8175,0.5133,0.4867,0.0000,1.0000,1.0000,0
jit,none,lookahead,96048,58.1018,1.000000,39.7273,8.8000,65.5298,-55.9553,0.7969,0.5500,0.4500,0.6400,1.0000,1.0000,0
jit,none,twap,96048,87.6058,1.000000,42.9517,20.8000,51.6227,-27.7686,0.7974,0.5676,0.4324,0.0000,1.0000,1.0000,0
jit,none,lookahead,96049,108.9338,1.000000,38.0551,9.2000,58.4090,3.2696,0.8119,0.6726,0.3274,0.6200,1.0000,1.0000,0
jit,none,twap,96049,102.2335,1.000000,42.4110,20.8000,50.4721,-11.4496,0.8300,0.4842,0.5158,0.0000,1.0000,1.0000,0
jit,none,lookahead,96050,107.5882,1.000000,37.0492,10.4000,47.0383,13.1007,0.8077,0.6535,0.3465,0.5600,1.0000,1.0000,0
jit,none,twap,96050,114.9860,1.000000,41.0837,20.8000,47.8756,5.2267,0.8193,0.5363,0.4637,0.0000,1.0000,1.0000,0
jit,none,lookahead,96051,66.8734,1.000000,39.7006,9.2000,57.7402,-39.7674,0.7851,0.5708,0.4292,0.6000,1.0000,1.0000,0
jit,none,twap,96051,103.0410,1.000000,44.1168,20.8000,53.8084,-15.6842,0.7835,0.6661,0.3339,0.0000,1.0000,1.0000,0
jit,none,lookahead,96052,88.6933,1.000000,34.4822,9.2000,48.2628,-3.2517,0.8072,0.4983,0.5017,0.6200,1.0000,1.0000,0
jit,none,twap,96052,105.7853,1.000000,39.5710,20.8000,44.9171,0.4973,0.8145,0.5321,0.4679,0.0000,1.0000,1.0000,0
jit,none,lookahead,96053,64.2076,1.000000,34.0438,9.6000,43.4983,-22.9345,0.7935,0.5008,0.4992,0.5800,1.0000,1.0000,0
jit,none,twap,96053,99.2396,1.000000,39.4397,20.8000,44.7259,-5.7260,0.7953,0.5859,0.4141,0.0000,1.0000,1.0000,0
jit,none,lookahead,96054,111.6823,1.000000,38.5930,9.2000,55.5142,8.3752,0.8060,0.4214,0.5786,0.6000,1.0000,1.0000,0
jit,none,twap,96054,112.7360,1.000000,40.2311,20.8000,46.1817,5.5232,0.8025,0.6255,0.3745,0.0000,1.0000,1.0000,0
jit,none,lookahead,96055,131.5666,1.000000,35.1994,9.6000,47.9076,38.8596,0.8078,0.6217,0.3783,0.5800,1.0000,1.0000,0
jit,none,twap,96055,130.9929,1.000000,40.5888,20.8000,46.8569,22.7472,0.8207,0.6522,0.3478,0.0000,1.0000,1.0000,0
jit,none,lookahead,96056,128.0019,1.000000,34.4517,10.4000,41.8632,41.2871,0.8080,0.4132,0.5868,0.5600,1.0000,1.0000,0
jit,none,twap,96056,128.9499,1.000000,40.8283,20.8000,47.3067,20.0149,0.8184,0.5452,0.4548,0.0000,1.0000,1.0000,0
jit,none,lookahead,96057,86.0957,1.000000,38.4932,8.4000,67.8616,-28.6591,0.8073,0.5974,0.4026,0.6600,1.0000,1.0000,0
jit,none,twap,96057,92.7187,1.000000,40.6990,20.8000,47.1617,-15.9420,0.8137,0.5813,0.4187,0.0000,1.0000,1.0000,0
jit,none,lookahead,96058,122.9168,1.000000,36.5338,10.0000,46.5203,29.8627,0.8156,0.6318,0.3682,0.5600,1.0000,1.0000,0
jit,none,twap,96058,130.2595,1.000000,41.5120,20.8000,48.5897,19.3578,0.8204,0.5936,0.4064,0.0000,1.0000,1.0000,0
jit,none,lookahead,96059,123.4756,1.000000,38.7018,9.6000,53.9935,21.1803,0.8139,0.5272,0.4728,0.6000,1.0000,1.0000,0
jit,none,twap,96059,121.6142,1.000000,41.0027,20.8000,47.6336,12.1779,0.8194,0.5572,0.4428,0.0000,1.0000,1.0000,0
jit,none,lookahead,96060,107.3266,1.000000,39.7314,9.2000,61.6866,-3.2914,0.8107,0.6785,0.3215,0.6200,1.0000,1.0000,0
jit,none,twap,96060,117.0926,1.000000,41.7532,20.8000,49.1639,5.3754,0.8184,0.5661,0.4339,0.0000,1.0000,1.0000,0
jit,none,lookahead,96061,66.1366,1.000000,39.1503,8.4000,69.1678,-50.5814,0.8042,0.5071,0.4929,0.6600,1.0000,1.0000,0
jit,none,twap,96061,84.6738,1.000000,40.8151,20.8000,47.4856,-24.4268,0.8099,0.5441,0.4559,0.0000,1.0000,1.0000,0
jit,none,lookahead,96062,96.7974,1.000000,38.8482,9.6000,53.6529,-5.3036,0.8063,0.5206,0.4794,0.5800,1.0000,1.0000,0
jit,none,twap,96062,113.0746,1.000000,43.0495,20.8000,51.6735,-2.4484,0.8178,0.5548,0.4452,0.0000,1.0000,1.0000,0
jit,none,lookahead,96063,111.9619,1.000000,38.0297,10.0000,49.4530,14.4792,0.8018,0.5019,0.4981,0.5600,1.0000,1.0000,0
jit,none,twap,96063,125.1642,1.000000,43.5725,20.8000,52.6915,8.1002,0.7949,0.5988,0.4012,0.0000,1.0000,1.0000,0
jit,none,lookahead,96064,86.7742,1.000000,37.9056,9.2000,54.9963,-15.3277,0.8074,0.5840,0.4160,0.6200,1.0000,1.0000,0
jit,none,twap,96064,106.6866,1.000000,40.6630,20.8000,47.1088,-1.8852,0.8040,0.5660,0.4340,0.0000,1.0000,1.0000,0
jit,none,lookahead,96065,115.3801,1.000000,39.2024,10.0000,51.7145,14.4633,0.8168,0.4977,0.5023,0.5600,1.0000,1.0000,0
jit,none,twap,96065,111.0494,1.000000,40.4248,20.8000,46.5942,3.2304,0.8266,0.5166,0.4834,0.0000,1.0000,1.0000,0
jit,none,lookahead,96066,142.2053,1.000000,36.3329,10.4000,44.9289,50.5435,0.8219,0.5177,0.4823,0.5400,1.0000,1.0000,0
jit,none,twap,96066,136.7278,1.000000,41.7869,20.8000,49.1684,24.9724,0.8385,0.4898,0.5102,0.0000,1.0000,1.0000,0
jit,none,lookahead,96067,92.4239,1.000000,37.5545,9.2000,53.5333,-7.8638,0.8128,0.4627,0.5373,0.6000,1.0000,1.0000,0
jit,none,twap,96067,107.8427,1.000000,41.0841,20.8000,47.8796,-1.9210,0.8266,0.5531,0.4469,0.0000,1.0000,1.0000,0
jit,none,lookahead,96068,85.2026,1.000000,39.1188,8.8000,68.7012,-31.4174,0.8059,0.4960,0.5040,0.6600,1.0000,1.0000,0
jit,none,twap,96068,111.0820,1.000000,42.3956,20.8000,50.4276,-2.5412,0.8037,0.5473,0.4527,0.0000,1.0000,1.0000,0
jit,none,lookahead,96069,162.7252,1.000000,37.1393,9.6000,50.9165,65.0694,0.8246,0.5346,0.4654,0.6000,1.0000,1.0000,0
jit,none,twap,96069,114.6183,1.000000,39.0372,20.8000,43.7478,11.0333,0.8368,0.4890,0.5110,0.0000,1.0000,1.0000,0
jit,none,lookahead,96070,47.6485,1.000000,39.4896,9.6000,55.6010,-57.0421,0.7954,0.5048,0.4952,0.6000,1.0000,1.0000,0
jit,none,twap,96070,102.1050,1.000000,43.2525,20.8000,52.1436,-14.0911,0.7860,0.5785,0.4215,0.0000,1.0000,1.0000,0
jit,none,lookahead,96071,169.8507,1.000000,41.4928,9.2000,62.0224,57.1356,0.8366,0.5554,0.4446,0.6200,1.0000,1.0000,0
jit,none,twap,96071,116.1286,1.000000,40.7175,20.8000,47.0159,7.5952,0.8483,0.5335,0.4665,0.0000,1.0000,1.0000,0
jit,none,lookahead,96072,125.9314,1.000000,39.6021,10.0000,53.1199,23.2094,0.8091,0.6650,0.3350,0.5600,1.0000,1.0000,0
jit,none,twap,96072,114.9810,1.000000,39.6422,20.8000,44.9970,9.5418,0.8213,0.5554,0.4446,0.0000,1.0000,1.0000,0
jit,none,lookahead,96073,115.9050,1.000000,36.4226,9.2000,50.4212,19.8612,0.8030,0.5479,0.4521,0.5800,1.0000,1.0000,0
jit,none,twap,96073,116.4405,1.000000,41.6882,20.8000,49.0450,4.9072,0.8085,0.5176,0.4824,0.0000,1.0000,1.0000,0
jit,none,lookahead,96074,92.3935,1.000000,38.6732,9.2000,55.6658,-11.1455,0.8073,0.5732,0.4268,0.6000,1.0000,1.0000,0
jit,none,twap,96074,101.1999,1.000000,39.8578,20.8000,45.4843,-4.9422,0.8113,0.5699,0.4301,0.0000,1.0000,1.0000,0
jit,none,lookahead,96075,134.5540,1.000000,36.3043,9.6000,47.8904,40.7593,0.8170,0.6039,0.3961,0.5800,1.0000,1.0000,0
jit,none,twap,96075,117.3523,1.000000,40.4181,20.8000,46.5724,9.5619,0.8359,0.5657,0.4343,0.0000,1.0000,1.0000,0
jit,none,lookahead,96076,101.9916,1.000000,35.3568,9.6000,44.9919,12.0428,0.8250,0.5656,0.4344,0.5600,1.0000,1.0000,0
jit,none,twap,96076,115.9301,1.000000,42.4776,20.8000,50.5765,2.0760,0.8374,0.5563,0.4437,0.0000,1.0000,1.0000,0
jit,none,lookahead,96077,98.2182,1.000000,37.7881,8.8000,61.7188,-10.0888,0.8152,0.6510,0.3490,0.6400,1.0000,1.0000,0
jit,none,twap,96077,108.2700,1.000000,41.8417,20.8000,49.3421,-3.7137,0.8343,0.5481,0.4519,0.0000,1.0000,1.0000,0
jit,none,lookahead,96078,85.0490,1.000000,36.4209,10.0000,47.4950,-8.8670,0.8065,0.5379,0.4621,0.5800,1.0000,1.0000,0
jit,none,twap,96078,114.9757,1.000000,42.4225,20.8000,50.5051,1.2481,0.8136,0.5310,0.4690,0.0000,1.0000,1.0000,0
jit,none,lookahead,96079,130.1493,1.000000,38.4910,9.2000,56.1559,26.3024,0.8166,0.5124,0.4876,0.6200,1.0000,1.0000,0
jit,none,twap,96079,103.1957,1.000000,42.8258,20.8000,51.2364,-11.6664,0.8167,0.5054,0.4946,0.0000,1.0000,1.0000,0
jit,none,lookahead,96080,60.5907,1.000000,36.3658,9.2000,55.0916,-40.0668,0.7996,0.5111,0.4889,0.6200,1.0000,1.0000,0
jit,none,twap,96080,90.1544,1.000000,41.8871,20.8000,49.5579,-22.0906,0.8041,0.5416,0.4584,0.0000,1.0000,1.0000,0
jit,none,lookahead,96081,108.7918,1.000000,35.4050,9.6000,46.1960,17.5908,0.7932,0.6204,0.3796,0.5600,1.0000,1.0000,0
jit,none,twap,96081,117.1269,1.000000,40.4012,20.8000,46.5468,9.3788,0.7862,0.5089,0.4911,0.0000,1.0000,1.0000,0
jit,none,lookahead,96082,141.7141,1.000000,36.9081,10.0000,48.3936,46.4124,0.8121,0.4646,0.5354,0.5800,1.0000,1.0000,0
jit,none,twap,96082,127.3630,1.000000,39.3715,20.8000,44.4974,22.6942,0.8228,0.5236,0.4764,0.0000,1.0000,1.0000,0
jit,none,lookahead,96083,98.5367,1.000000,38.0460,9.6000,52.0827,-1.1920,0.8151,0.6164,0.3836,0.5800,1.0000,1.0000,0
jit,none,twap,96083,107.5893,1.000000,41.0041,20.8000,47.7377,-1.9525,0.8237,0.5053,0.4947,0.0000,1.0000,1.0000,0
jit,none,lookahead,96084,26.4885,1.000000,40.9023,9.2000,60.0591,-83.6729,0.7830,0.6880,0.3120,0.6000,1.0000,1.0000,0
jit,none,twap,96084,87.2757,1.000000,43.5312,20.8000,52.7542,-29.8097,0.7580,0.6168,0.3832,0.0000,1.0000,1.0000,0
jit,none,lookahead,96085,88.1301,1.000000,38.3430,10.4000,49.6053,-10.2183,0.8072,0.5979,0.4021,0.5600,1.0000,1.0000,0
jit,none,twap,96085,110.1694,1.000000,42.4785,20.8000,50.5661,-3.6752,0.8094,0.5508,0.4492,0.0000,1.0000,1.0000,0
jit,none,lookahead,96086,105.2751,1.000000,41.1643,8.8000,68.4000,-13.0892,0.8105,0.5661,0.4339,0.6400,1.0000,1.0000,0
jit,none,twap,96086,101.2443,1.000000,42.3590,20.8000,50.2852,-12.1999,0.8151,0.5319,0.4681,0.0000,1.0000,1.0000,0
jit,none,lookahead,96087,102.7636,1.000000,37.1160,9.2000,53.4311,3.0165,0.8088,0.6182,0.3818,0.6200,1.0000,1.0000,0
jit,none,twap,96087,105.9659,1.000000,41.1699,20.8000,48.0355,-4.0395,0.8093,0.5965,0.4035,0.0000,1.0000,1.0000,0
jit,none,lookahead,96088,114.7595,1.000000,34.9092,9.6000,44.0804,26.1699,0.8209,0.5142,0.4858,0.5600,1.0000,1.0000,0
jit,none,twap,96088,126.0890,1.000000,39.2838,20.8000,44.2796,21.7257,0.8268,0.5826,0.4174,0.0000,1.0000,1.0000,0
jit,none,lookahead,96089,100.5606,1.000000,38.9263,9.2000,60.0869,-7.6526,0.8080,0.6737,0.3263,0.6200,1.0000,1.0000,0
jit,none,twap,96089,114.4682,1.000000,41.6035,20.8000,48.8693,3.1953,0.8143,0.5123,0.4877,0.0000,1.0000,1.0000,0
jit,none,lookahead,96090,92.5639,1.000000,38.5283,9.6000,53.0275,-8.5919,0.8007,0.5211,0.4789,0.5800,1.0000,1.0000,0
jit,none,twap,96090,103.3064,1.000000,41.7428,20.8000,49.1593,-8.3957,0.8095,0.6203,0.3797,0.0000,1.0000,1.0000,0
jit,none,lookahead,96091,142.6679,1.000000,37.7477,8.8000,61.7485,34.3717,0.8058,0.6434,0.3566,0.6400,1.0000,1.0000,0
jit,none,twap,96091,129.3161,1.000000,42.3947,20.8000,50.3761,15.7453,0.8129,0.5422,0.4578,0.0000,1.0000,1.0000,0
jit,none,lookahead,96092,131.1668,1.000000,35.1152,9.6000,46.9063,39.5453,0.8077,0.6040,0.3960,0.6000,1.0000,1.0000,0
jit,none,twap,96092,119.2076,1.000000,38.9999,20.8000,43.7773,15.6304,0.8145,0.5026,0.4974,0.0000,1.0000,1.0000,0
