policy,seed_set,arb_profit_x,arb_trade_count,avg_depth_factor,avg_fee_a,avg_fee_b,avg_oracle_gap_a_bps,avg_oracle_gap_b_bps,avg_slippage_bps,completion_rate,drift_bps,fee_paid_bps,fees_paid_x,filled_qty,forced_terminal_cost_bps,gas_paid_bps,gas_paid_x,jit_event_count,mean_post_trade_gap_bps,min_depth_factor,mode,n_steps,route_concentration,route_share_a,route_share_b,seed,shortfall_bps,slippage_ex_fee_bps,terminal_penalty_bps,total_reward,wait_share
rl,test,88.9852417276461,14,1.0,0.004505352953324728,0.004498486693967924,29.956961068426395,29.82168775594638,82.88150831078433,0.97232078125,14.71522353888265,31.2893546087083,156.4467730435415,48.6160390625,0.0,4.8,24.0,0,88.46769429447599,1.0,DynamicDuopoly,50,0.5697466477976382,0.3132559936736414,0.6867440063263587,30000,105.63848020080268,49.29805830321188,5.53584375,-0.010563848020080268,0.8
rl,fresh,114.14284877375485,9,1.0,0.004320735498333296,0.004279188308066829,26.279583750201265,25.460816553290943,93.65523935081049,0.9261887499999999,28.523830020110665,31.81187490705197,159.05937453525985,46.309437499999994,0.0,4.0,20.0,0,97.5992454331716,1.0,DynamicDuopoly,50,0.5210640048660046,0.39737445526087417,0.6026255447391258,40000,134.02850908538844,54.930554158226,14.76225,-0.013402850908538863,0.84
