mode,policy,seed,shortfall_bps,completion_rate,filled_qty,avg_slippage_bps,fees_paid_x,gas_paid_x,route_concentration,mean_post_trade_gap_bps,arb_trade_count,arb_profit_x,n_steps,total_reward
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,2,169.7808,0.9997,49.9852,170.7391,345.4360,100.0000,0.5033,86.3294,8,381.1320,50,-0.016978
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,3,198.6046,0.9997,49.9852,182.2943,365.2973,100.0000,0.5001,85.7579,5,225.6099,50,-0.019860
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,4,212.5068,0.9997,49.9852,179.2212,360.1084,100.0000,0.5202,101.0504,8,342.5637,50,-0.021251
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,5,198.5676,0.9997,49.9852,169.3493,342.8233,100.0000,0.5000,120.4457,9,279.5024,50,-0.019857
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,6,248.7594,0.9997,49.9852,209.0386,411.7381,100.0000,0.5346,101.1945,4,386.3921,50,-0.024876
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,7,253.4092,0.9997,49.9852,253.8877,490.3960,100.0000,0.5683,118.5885,3,589.2419,50,-0.025341
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,8,147.2175,0.9997,49.9852,138.1010,288.8976,100.0000,0.5036,87.5221,11,209.5737,50,-0.014722
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,9,149.0243,0.9997,49.9852,111.1253,242.9989,100.0000,0.5010,76.2265,10,144.5388,50,-0.014902
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,10,154.5796,0.9997,49.9852,155.6993,319.1204,100.0000,0.5092,83.5011,8,254.3733,50,-0.015458
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,11,203.2901,0.9997,49.9852,156.1703,320.5083,100.0000,0.5435,72.3781,7,324.3058,50,-0.020329
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,12,183.9669,0.9997,49.9852,152.3226,313.2172,100.0000,0.5043,88.4870,9,155.1253,50,-0.018397
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,13,157.8004,0.9997,49.9852,137.8895,288.5554,100.0000,0.5014,99.0233,12,309.0852,50,-0.015780
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,14,201.0577,0.9997,49.9852,172.9707,349.7903,100.0000,0.5208,83.4955,8,395.6259,50,-0.020106
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,15,223.2735,0.9997,49.9852,191.6247,381.2467,100.0000,0.5868,103.7875,9,394.9094,50,-0.022327
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,16,141.0738,0.9997,49.9852,131.7433,277.9519,100.0000,0.5081,80.5161,14,248.8284,50,-0.014107
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,17,174.3967,0.9997,49.9852,150.2593,310.2121,100.0000,0.5070,82.9388,7,374.6908,50,-0.017440
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,18,167.7114,0.9997,49.9852,144.6856,300.2339,100.0000,0.5031,101.4245,11,286.9435,50,-0.016771
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,19,177.4268,0.9997,49.9852,158.4290,323.9098,100.0000,0.5095,85.5781,6,296.6275,50,-0.017743
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,20,223.8111,0.9997,49.9852,209.5376,412.3980,100.0000,0.5300,125.2617,7,389.7882,50,-0.022381
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,21,218.4025,0.9997,49.9852,196.7947,390.9851,100.0000,0.6215,87.0846,6,281.7091,50,-0.021840
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,22,198.4205,0.9997,49.9852,189.0073,376.8992,100.0000,0.5372,100.7830,9,390.6197,50,-0.019842
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,23,131.9691,0.9997,49.9852,127.9277,271.3277,100.0000,0.5368,83.1997,8,208.2550,50,-0.013197
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,24,228.9820,0.9997,49.9852,222.5137,434.9727,100.0000,0.5245,113.6353,6,463.1861,50,-0.022898
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,25,169.8499,0.9997,49.9852,134.6775,283.3604,100.0000,0.5050,83.0390,10,262.0735,50,-0.016985
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,26,175.1577,0.9997,49.9852,160.4109,327.0010,100.0000,0.5370,91.7825,9,234.4758,50,-0.017516
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,27,161.0303,0.9997,49.9852,146.8364,303.9736,100.0000,0.5117,99.3450,11,282.4028,50,-0.016103
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,28,229.8907,0.9997,49.9852,218.0884,426.9186,100.0000,0.5498,121.1282,11,322.1154,50,-0.022989
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,29,192.8422,0.9997,49.9852,174.8373,352.2499,100.0000,0.5529,95.2868,10,282.2446,50,-0.019284
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,30,236.6321,0.9997,49.9852,228.1979,444.3242,100.0000,0.5903,138.3549,7,455.2486,50,-0.023663
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,31,114.3722,0.9997,49.9852,115.0444,249.3098,100.0000,0.5011,81.2481,9,201.4374,50,-0.011437
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,32,184.1188,0.9997,49.9852,185.1174,369.7474,100.0000,0.5017,100.9759,7,362.4464,50,-0.018412
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,33,159.4874,0.9997,49.9852,156.6015,320.6227,100.0000,0.5058,95.4439,10,343.0370,50,-0.015949
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,34,132.0354,0.9997,49.9852,135.9063,285.0322,100.0000,0.5006,90.5253,11,280.4493,50,-0.013204
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,35,163.5539,0.9997,49.9852,125.3129,267.2036,100.0000,0.5014,76.4554,13,126.3483,50,-0.016355
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,36,147.0335,0.9997,49.9852,108.7832,239.1141,100.0000,0.5316,56.0150,9,164.7018,50,-0.014703
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,37,164.3907,0.9997,49.9852,131.3662,277.5959,100.0000,0.5011,81.7597,7,238.3523,50,-0.016439
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,38,208.5655,0.9997,49.9852,194.3302,385.5375,100.0000,0.5623,112.0757,6,381.0716,50,-0.020857
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,39,222.9968,0.9997,49.9852,207.7495,409.3063,100.0000,0.5039,114.0039,8,475.0007,50,-0.022300
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,40,145.5837,0.9997,49.9852,143.5023,298.2691,100.0000,0.5348,75.6401,7,242.4716,50,-0.014558
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,41,202.5764,0.9997,49.9852,165.7225,336.6645,100.0000,0.5220,99.0515,10,364.0787,50,-0.020258
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,42,134.0377,0.9997,49.9852,120.6699,259.2042,100.0000,0.5302,80.6891,11,161.9985,50,-0.013404
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,43,262.8274,0.9997,49.9852,256.2991,494.8512,100.0000,0.5067,121.3956,11,686.6312,50,-0.026283
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,44,159.0391,0.9997,49.9852,129.4684,274.3902,100.0000,0.5523,75.2611,9,221.3868,50,-0.015904
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,45,106.7210,0.9997,49.9852,112.8072,245.7046,100.0000,0.5013,74.1361,11,212.7605,50,-0.010672
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,46,248.9640,0.9997,49.9852,244.0759,473.1673,100.0000,0.5005,127.2801,8,505.0383,50,-0.024896
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,47,204.7302,0.9997,49.9852,189.0713,377.0710,100.0000,0.5001,95.7079,4,379.9104,50,-0.020473
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,48,151.7014,0.9997,49.9852,136.0186,285.5137,100.0000,0.5001,68.7661,7,294.3565,50,-0.015170
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.2,49,153.5030,0.9997,49.9852,114.4823,248.8283,100.0000,0.5399,70.2300,9,147.9502,50,-0.015350
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,0,123.3862,0.9997,49.9852,102.0543,227.5683,100.0000,0.5009,63.3805,11,161.0385,50,-0.012339
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,1,123.9604,0.9997,49.9852,94.2207,214.0886,100.0000,0.5165,64.6443,13,111.8173,50,-0.012396
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,2,117.1320,0.9997,49.9852,118.0747,254.8458,100.0000,0.5120,55.5494,11,205.4015,50,-0.011713
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,3,107.4205,0.9997,49.9852,91.0831,208.7955,100.0000,0.5084,48.0308,10,65.6814,50,-0.010742
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,4,123.8803,0.9997,49.9852,90.5685,207.9505,100.0000,0.5042,59.5371,14,111.9500,50,-0.012388
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,5,126.3733,0.9997,49.9852,97.1336,219.2382,100.0000,0.5023,59.5631,12,156.7685,50,-0.012637
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,6,141.7921,0.9997,49.9852,102.0397,227.7296,100.0000,0.5049,57.1674,9,135.1038,50,-0.014179
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,7,108.1119,0.9997,49.9852,108.5474,238.2901,100.0000,0.5106,73.1854,10,137.1206,50,-0.010811
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,8,116.5264,0.9997,49.9852,107.4007,236.5193,100.0000,0.5210,60.5904,12,189.7138,50,-0.011653
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,9,139.9408,0.9997,49.9852,102.0392,227.5700,100.0000,0.5049,60.2156,13,104.3231,50,-0.013994
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,10,104.9352,0.9997,49.9852,106.0402,234.2848,100.0000,0.5000,59.6377,12,130.1358,50,-0.010494
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,11,170.2595,0.9997,49.9852,123.1299,263.7553,100.0000,0.5831,55.8716,9,225.6204,50,-0.017026
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,12,130.4600,0.9997,49.9852,98.7999,221.9753,100.0000,0.6246,58.9811,12,72.9138,50,-0.013046
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,13,126.0655,0.9997,49.9852,106.1452,234.4132,100.0000,0.5159,68.5471,17,170.8753,50,-0.012607
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,14,123.8887,0.9997,49.9852,95.7788,217.0366,100.0000,0.5349,54.5132,12,152.2852,50,-0.012389
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,15,130.8453,0.9997,49.9852,99.1691,222.6618,100.0000,0.5563,62.4805,16,144.3961,50,-0.013085
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,16,108.4611,0.9997,49.9852,99.1208,222.3528,100.0000,0.5412,68.0734,19,131.2064,50,-0.010846
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,17,124.9725,0.9997,49.9852,100.8205,225.4769,100.0000,0.5023,56.8211,10,176.1692,50,-0.012497
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,18,123.1591,0.9997,49.9852,100.1202,224.1800,100.0000,0.5316,72.9333,13,188.9965,50,-0.012316
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,19,106.2018,0.9997,49.9852,87.1829,202.2480,100.0000,0.5300,51.6429,13,91.7853,50,-0.010620
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,20,111.3160,0.9997,49.9852,97.0092,218.7313,100.0000,0.5317,70.6008,14,92.8299,50,-0.011132
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,21,123.3665,0.9997,49.9852,101.7306,227.0798,100.0000,0.5678,60.6854,8,127.9885,50,-0.012337
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,22,115.5084,0.9997,49.9852,106.0707,234.1714,100.0000,0.5015,65.0253,15,141.3818,50,-0.011551
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,23,116.0572,0.9997,49.9852,112.0111,244.2820,100.0000,0.5000,71.9430,11,143.4659,50,-0.011606
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,24,133.0627,0.9997,49.9852,126.5660,269.5188,100.0000,0.5189,67.4282,10,249.4809,50,-0.013306
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,25,135.3813,0.9997,49.9852,100.1988,224.5627,100.0000,0.5183,62.1323,15,130.2292,50,-0.013538
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,26,139.8007,0.9997,49.9852,125.0434,266.7968,100.0000,0.5948,65.6462,11,197.2423,50,-0.013980
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,27,115.7303,0.9997,49.9852,101.5230,226.5961,100.0000,0.5112,62.8028,15,159.6932,50,-0.011573
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,28,114.9795,0.9997,49.9852,103.1433,229.3119,100.0000,0.5109,61.4189,14,143.4717,50,-0.011498
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,29,150.9142,0.9997,49.9852,132.8969,280.1344,100.0000,0.5145,75.0454,12,179.5147,50,-0.015091
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,30,126.5323,0.9997,49.9852,118.0655,254.7946,100.0000,0.5555,68.5223,14,148.3516,50,-0.012653
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,31,96.2869,0.9997,49.9852,96.9537,218.7180,100.0000,0.5164,55.7115,13,113.0777,50,-0.009629
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,32,91.3934,0.9997,49.9852,92.3645,210.8246,100.0000,0.5019,57.0549,13,105.7021,50,-0.009139
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,33,117.2675,0.9997,49.9852,114.3692,248.2200,100.0000,0.5081,75.7065,13,176.7055,50,-0.011727
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,34,96.3916,0.9997,49.9852,100.2520,224.2884,100.0000,0.5016,62.2212,17,157.4479,50,-0.009639
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,35,142.7187,0.9997,49.9852,104.4715,231.6414,100.0000,0.5036,68.7434,14,124.4831,50,-0.014272
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,36,130.1457,0.9997,49.9852,91.8905,210.4375,100.0000,0.5008,57.7357,11,99.5013,50,-0.013015
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,37,135.1021,0.9997,49.9852,102.0689,227.6175,100.0000,0.5157,52.3660,11,149.3168,50,-0.013510
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,38,117.6710,0.9997,49.9852,103.4088,229.6666,100.0000,0.5054,61.3797,12,130.9068,50,-0.011767
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,39,106.3814,0.9997,49.9852,91.0997,208.8344,100.0000,0.5210,56.7609,17,99.8516,50,-0.010638
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,40,92.8919,0.9997,49.9852,90.7949,208.2346,100.0000,0.5009,51.9341,11,102.2502,50,-0.009289
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,41,139.6353,0.9997,49.9852,102.7628,228.7888,100.0000,0.5074,61.3621,16,156.5781,50,-0.013964
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,42,105.0517,0.9997,49.9852,91.6753,209.8402,100.0000,0.5096,57.2371,14,108.8794,50,-0.010505
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,43,106.6679,0.9997,49.9852,100.0935,224.0797,100.0000,0.5127,63.2441,18,153.2379,50,-0.010667
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,44,155.4481,0.9997,49.9852,125.8764,268.1813,100.0000,0.5317,69.3882,11,187.7702,50,-0.015545
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,45,101.4427,0.9997,49.9852,107.5274,236.8079,100.0000,0.5034,58.1697,15,158.2137,50,-0.010144
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,46,108.3593,0.9997,49.9852,103.4295,229.5866,100.0000,0.5043,65.3469,14,124.1607,50,-0.010836
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,47,124.8965,0.9997,49.9852,109.2140,239.7352,100.0000,0.5241,57.9768,12,126.5879,50,-0.012490
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,48,118.5228,0.9997,49.9852,102.8301,228.6839,100.0000,0.5050,61.4658,12,143.4259,50,-0.011852
DynamicDuopoly,twap|sigma=0.5|arb_speed=0.5,49,129.5785,0.9997,49.9852,90.5508,208.1341,100.0000,0.5016,54.0716,12,65.1026,50,-0.012958
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,0,102.9159,0.9997,49.9852,81.5779,193.0604,100.0000,0.5118,43.7280,14,110.2613,50,-0.010292
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,1,123.5265,0.9997,49.9852,93.7867,213.6016,100.0000,0.5677,55.9427,15,89.4045,50,-0.012353
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,2,94.4066,0.9997,49.9852,95.3426,216.0245,100.0000,0.5114,59.0002,14,84.9881,50,-0.009441
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,3,106.0541,0.9997,49.9852,89.7163,206.6759,100.0000,0.5634,43.6172,10,75.7601,50,-0.010605
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,4,125.3349,0.9997,49.9852,92.0235,210.6925,100.0000,0.5463,50.1927,15,85.0278,50,-0.012533
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,5,123.6735,0.9997,49.9852,94.4331,214.8392,100.0000,0.5104,55.9710,15,100.2528,50,-0.012367
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,6,125.2098,0.9997,49.9852,85.4525,199.6988,100.0000,0.5080,44.4635,13,86.0787,50,-0.012521
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,7,94.3801,0.9997,49.9852,94.8115,215.1652,100.0000,0.5065,52.8557,13,85.5275,50,-0.009438
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,8,98.7101,0.9997,49.9852,89.5792,206.3304,100.0000,0.5113,37.4735,18,77.9737,50,-0.009871
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,9,130.4817,0.9997,49.9852,92.5772,211.6296,100.0000,0.5098,52.8529,14,70.7498,50,-0.013048
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,10,89.9633,0.9997,49.9852,91.0639,208.8836,100.0000,0.5147,50.2184,15,66.0090,50,-0.008996
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,11,138.1867,0.9997,49.9852,91.0477,209.1337,100.0000,0.5042,45.3389,12,105.2772,50,-0.013819
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,12,124.3492,0.9997,49.9852,92.6872,211.7734,100.0000,0.5004,46.2984,13,67.9568,50,-0.012435
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,13,111.2889,0.9997,49.9852,91.3643,209.4172,100.0000,0.5100,52.8807,20,93.4842,50,-0.011129
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,14,118.2057,0.9997,49.9852,90.0941,207.3528,100.0000,0.5017,45.1083,15,79.1275,50,-0.011821
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,15,126.1567,0.9997,49.9852,94.4791,214.8431,100.0000,0.5014,54.7121,17,128.2315,50,-0.012616
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,16,106.6951,0.9997,49.9852,97.3544,219.5054,100.0000,0.5002,61.2883,21,91.2301,50,-0.010670
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,17,116.9198,0.9997,49.9852,92.7654,211.8624,100.0000,0.5008,55.2133,13,119.5340,50,-0.011692
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,18,114.0552,0.9997,49.9852,91.0136,208.8065,100.0000,0.5283,51.5322,19,85.1124,50,-0.011406
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,19,112.6838,0.9997,49.9852,93.6669,213.3670,100.0000,0.5136,47.8974,13,83.4556,50,-0.011268
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,20,106.5202,0.9997,49.9852,92.2120,210.7873,100.0000,0.5031,51.3517,16,56.7552,50,-0.010652
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,21,102.2956,0.9997,49.9852,80.6535,191.2764,100.0000,0.5003,49.9833,13,55.4171,50,-0.010230
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,22,103.3151,0.9997,49.9852,93.8738,213.6707,100.0000,0.5034,50.5074,17,112.2481,50,-0.010332
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,23,92.7746,0.9997,49.9852,88.7215,204.8038,100.0000,0.5052,47.7784,15,67.3538,50,-0.009277
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,24,97.6521,0.9997,49.9852,91.1449,209.0191,100.0000,0.5078,46.5243,15,77.8612,50,-0.009765
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,25,125.5288,0.9997,49.9852,90.3433,207.8143,100.0000,0.5029,54.9082,16,90.9546,50,-0.012553
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,26,107.7385,0.9997,49.9852,92.9717,212.0486,100.0000,0.5010,55.5624,16,79.7047,50,-0.010774
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,27,106.5143,0.9997,49.9852,92.3042,210.9505,100.0000,0.5327,53.6038,17,104.4747,50,-0.010651
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,28,103.5417,0.9997,49.9852,91.7021,209.9045,100.0000,0.5014,49.6732,18,68.4675,50,-0.010354
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,29,111.1616,0.9997,49.9852,93.1325,212.4136,100.0000,0.5087,53.1963,16,76.5101,50,-0.011116
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,30,99.2249,0.9997,49.9852,90.7500,208.2414,100.0000,0.5091,52.9460,18,74.5237,50,-0.009922
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,31,88.1588,0.9997,49.9852,88.8232,204.9417,100.0000,0.5022,50.1839,15,76.5695,50,-0.008816
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,32,95.5100,0.9997,49.9852,96.4823,217.9823,100.0000,0.5018,53.9077,16,81.5102,50,-0.009551
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,33,101.3011,0.9997,49.9852,98.3980,221.2364,100.0000,0.5092,57.6303,17,100.1878,50,-0.010130
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,34,94.0373,0.9997,49.9852,97.8970,220.3638,100.0000,0.5068,55.7984,19,119.4162,50,-0.009404
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,35,133.1898,0.9997,49.9852,94.9398,215.5502,100.0000,0.5040,55.3742,15,98.8394,50,-0.013319
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,36,126.5818,0.9997,49.9852,88.3255,204.3557,100.0000,0.5043,56.6145,14,51.9387,50,-0.012658
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,37,125.5490,0.9997,49.9852,92.5131,211.4323,100.0000,0.5013,53.3850,14,74.6870,50,-0.012555
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,38,106.1588,0.9997,49.9852,91.8931,210.2580,100.0000,0.5145,52.5325,15,74.3134,50,-0.010616
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,39,106.2818,0.9997,49.9852,91.0001,208.7628,100.0000,0.5128,53.5359,18,89.4871,50,-0.010628
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,40,85.2879,0.9997,49.9852,83.1887,195.4447,100.0000,0.5049,44.6459,12,82.4147,50,-0.008529
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,41,129.7548,0.9997,49.9852,92.8793,212.0883,100.0000,0.5144,54.6272,17,102.8987,50,-0.012975
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,42,106.9879,0.9997,49.9852,93.6121,213.1676,100.0000,0.5005,56.7580,15,89.9402,50,-0.010699
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,43,102.8560,0.9997,49.9852,96.2804,217.6546,100.0000,0.5001,53.2377,19,133.5696,50,-0.010286
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,44,119.3035,0.9997,49.9852,89.7211,206.7709,100.0000,0.5382,55.3183,17,85.0353,50,-0.011930
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,45,87.3012,0.9997,49.9852,93.3817,212.6316,100.0000,0.5004,59.9278,17,84.7789,50,-0.008730
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,46,97.1601,0.9997,49.9852,92.2271,210.7734,100.0000,0.5120,55.6542,16,86.2227,50,-0.009716
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,47,110.3478,0.9997,49.9852,94.6609,215.1157,100.0000,0.5029,44.9967,13,90.8134,50,-0.011035
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,48,109.0814,0.9997,49.9852,93.3860,212.7987,100.0000,0.5038,43.2977,16,78.5418,50,-0.010908
DynamicDuopoly,twap|sigma=0.5|arb_speed=1,49,128.7817,0.9997,49.9852,89.7538,206.8314,100.0000,0.5129,50.4876,12,69.5910,50,-0.012878
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,0,197.4607,0.9997,49.9852,174.8731,353.3207,100.0000,0.5132,85.6602,6,453.2865,50,-0.019746
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,1,185.5609,0.9997,49.9852,146.1525,302.9938,100.0000,0.5002,92.9363,10,266.1911,50,-0.018556
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,2,159.3069,0.9997,49.9852,181.2224,363.7855,100.0000,0.5026,79.2879,8,463.2781,50,-0.015931
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,3,197.1579,0.9997,49.9852,184.5535,369.5427,100.0000,0.5001,92.9004,4,232.6175,50,-0.019716
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,4,219.7245,0.9997,49.9852,173.1674,349.6055,100.0000,0.5055,102.6699,7,307.3710,50,-0.021972
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,5,187.2657,0.9997,49.9852,148.8440,307.4673,100.0000,0.5000,101.3377,9,273.9510,50,-0.018727
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,6,256.3844,0.9997,49.9852,196.9061,390.9552,100.0000,0.5213,98.0295,5,324.7554,50,-0.025638
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,7,246.1636,0.9997,49.9852,267.0906,513.9334,100.0000,0.5620,119.8335,3,739.6108,50,-0.024616
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,8,138.3182,0.9997,49.9852,140.0893,292.3368,100.0000,0.5016,85.9271,10,280.4038,50,-0.013832
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,9,161.3466,0.9997,49.9852,105.5410,233.7802,100.0000,0.5001,63.1610,9,147.4120,50,-0.016135
DynamicDuopoly,twap|sigma=1|arb_speed=0.2,10,141.4949,0.9997,49.9852,163.7283,332.8356,100.0000,0.5028,90.1661,8,312.2029,50,-0.014149
