mode,policy,seed,shortfall_bps,completion_rate,filled_qty,avg_slippage_bps,fees_paid_x,gas_paid_x,route_concentration,mean_post_trade_gap_bps,arb_trade_count,arb_profit_x,n_steps,total_reward
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,23,116.0002,0.9997,49.9852,159.7723,325.6676,100.0000,0.5157,116.9303,8,407.0130,50,-0.011600
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,24,213.4395,0.9997,49.9852,247.6083,480.6428,100.0000,0.5295,130.5310,7,680.7907,50,-0.021344
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,25,189.6474,0.9997,49.9852,109.0233,240.6488,100.0000,0.5058,82.8883,10,203.4588,50,-0.018965
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,26,169.3343,0.9997,49.9852,170.5576,345.0178,100.0000,0.5066,109.9561,14,387.4051,50,-0.016933
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,27,173.3250,0.9997,49.9852,176.7190,356.1539,100.0000,0.5013,151.3549,10,584.8533,50,-0.017332
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,28,225.4629,0.9997,49.9852,238.2293,461.8672,100.0000,0.5446,148.1784,15,474.5256,50,-0.022546
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,29,187.3215,0.9997,49.9852,175.5218,353.4249,100.0000,0.5282,98.6309,12,332.3115,50,-0.018732
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,30,215.1305,0.9997,49.9852,241.4391,468.0005,100.0000,0.5720,147.2824,7,653.3739,50,-0.021513
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,31,67.8974,0.9997,49.9852,130.5183,276.0102,100.0000,0.5002,97.4158,10,328.0158,50,-0.006790
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,32,152.1258,0.9997,49.9852,215.9765,423.2433,100.0000,0.5024,122.9113,10,637.4501,50,-0.015213
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,33,126.3512,0.9997,49.9852,174.7062,351.8963,100.0000,0.5009,107.3157,11,733.0417,50,-0.012635
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,34,99.0851,0.9997,49.9852,174.1565,350.4481,100.0000,0.5231,133.7571,11,616.0176,50,-0.009909
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,35,193.9746,0.9997,49.9852,101.0319,226.1802,100.0000,0.5069,70.5009,14,106.7281,50,-0.019397
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,36,172.9582,0.9997,49.9852,79.9900,190.8818,100.0000,0.5230,56.2797,6,215.5258,50,-0.017296
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,37,180.5304,0.9997,49.9852,108.4609,239.5031,100.0000,0.5010,68.2856,8,212.7629,50,-0.018053
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,38,219.3545,0.9997,49.9852,222.5617,435.4011,100.0000,0.5058,133.6927,6,552.3883,50,-0.021935
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,39,228.5701,0.9997,49.9852,227.7751,444.7841,100.0000,0.5062,123.8582,8,681.3627,50,-0.022857
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,40,118.5055,0.9997,49.9852,170.2132,345.1897,100.0000,0.5653,104.6898,11,366.1100,50,-0.011851
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,41,239.7781,0.9997,49.9852,152.3557,313.9000,100.0000,0.5227,98.3373,11,253.3338,50,-0.023978
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,42,128.9785,0.9997,49.9852,135.7279,285.2246,100.0000,0.5004,89.1469,12,269.8050,50,-0.012898
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,43,245.2154,0.9997,49.9852,279.0922,535.7680,100.0000,0.5051,143.4393,11,1099.4840,50,-0.024522
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,44,191.4864,0.9997,49.9852,133.4008,282.2413,100.0000,0.5002,95.6675,12,235.0683,50,-0.019149
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,45,52.1622,0.9997,49.9852,136.2773,286.0396,100.0000,0.5156,100.3796,11,595.3065,50,-0.005216
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,46,266.0624,0.9997,49.9852,306.4844,584.6690,100.0000,0.5478,159.2522,8,817.1064,50,-0.026606
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,47,189.8907,0.9997,49.9852,187.2950,378.7123,100.0000,0.5272,95.6581,6,564.6831,50,-0.018989
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,48,127.3152,0.9997,49.9852,124.7989,267.8386,100.0000,0.5076,78.7082,11,429.5626,50,-0.012732
DynamicDuopoly,twap|sigma=2|arb_speed=0.2,49,161.6588,0.9997,49.9852,65.4086,175.7755,100.0000,0.5081,71.4496,11,179.7819,50,-0.016166
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,0,111.1300,0.9997,49.9852,86.0390,202.5569,100.0000,0.5020,62.8643,16,258.6616,50,-0.011113
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,1,147.1333,0.9997,49.9852,88.4126,204.6814,100.0000,0.5000,67.1616,15,130.3933,50,-0.014713
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,2,62.7611,0.9997,49.9852,126.5295,270.1591,100.0000,0.5258,70.1142,15,445.2485,50,-0.006276
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,3,72.7090,0.9997,49.9852,67.5115,171.8412,100.0000,0.5198,56.1497,16,153.9783,50,-0.007271
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,4,154.4045,0.9997,49.9852,81.3104,194.1981,100.0000,0.5008,64.9574,15,134.4385,50,-0.015440
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,5,135.5852,0.9997,49.9852,78.7836,191.9225,100.0000,0.5554,65.1008,19,231.3575,50,-0.013559
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,6,189.7925,0.9997,49.9852,90.6831,211.0135,100.0000,0.5212,70.4428,16,194.4095,50,-0.018979
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,7,48.9096,0.9997,49.9852,110.6257,242.0756,100.0000,0.5085,67.5107,14,285.0147,50,-0.004891
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,8,78.1055,0.9997,49.9852,101.5959,228.6135,100.0000,0.5120,76.5340,20,391.5961,50,-0.007811
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,9,171.3591,0.9997,49.9852,79.6392,191.1594,100.0000,0.5001,62.6395,14,120.4011,50,-0.017136
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,10,40.1554,0.9997,49.9852,104.5286,232.8504,100.0000,0.5157,69.8915,18,305.9335,50,-0.004016
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,11,215.1447,0.9997,49.9852,85.9091,203.7963,100.0000,0.5952,61.3663,11,186.4750,50,-0.021514
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,12,149.0283,0.9997,49.9852,82.5321,194.7944,100.0000,0.5614,53.9993,17,120.5812,50,-0.014903
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,13,119.2087,0.9997,49.9852,99.8017,223.9194,100.0000,0.5256,70.8418,15,289.5199,50,-0.011921
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,14,132.0294,0.9997,49.9852,79.8120,194.1756,100.0000,0.5000,59.7408,15,188.8488,50,-0.013203
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,15,140.1690,0.9997,49.9852,73.4404,183.2884,100.0000,0.5947,58.8476,13,218.7986,50,-0.014017
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,16,87.2921,0.9997,49.9852,110.1105,241.1327,100.0000,0.5226,75.3036,19,283.5220,50,-0.008729
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,17,118.0117,0.9997,49.9852,81.6846,194.2429,100.0000,0.5253,61.0556,18,211.5215,50,-0.011801
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,18,129.1901,0.9997,49.9852,97.3394,219.5846,100.0000,0.5016,63.1938,13,233.4182,50,-0.012919
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,19,87.0284,0.9997,49.9852,71.1736,176.6442,100.0000,0.5170,53.3548,13,161.4182,50,-0.008703
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,20,91.0837,0.9997,49.9852,94.1220,214.2918,100.0000,0.5022,68.8288,14,218.1486,50,-0.009108
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,21,106.7485,0.9997,49.9852,80.4493,192.3552,100.0000,0.5520,54.5227,14,188.1596,50,-0.010675
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,22,76.2810,0.9997,49.9852,98.7312,222.6772,100.0000,0.5112,64.9674,12,264.6787,50,-0.007628
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,23,72.1369,0.9997,49.9852,115.8960,250.8669,100.0000,0.5002,80.1946,14,299.8391,50,-0.007214
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,24,99.3795,0.9997,49.9852,133.5145,281.9587,100.0000,0.5692,61.4640,10,371.0091,50,-0.009938
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,25,156.7204,0.9997,49.9852,76.0866,185.1671,100.0000,0.5056,60.7054,16,170.3416,50,-0.015672
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,26,114.5357,0.9997,49.9852,115.7429,251.0760,100.0000,0.5109,74.8892,18,270.1220,50,-0.011454
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,27,84.3264,0.9997,49.9852,87.6940,204.0461,100.0000,0.5006,68.5236,21,246.0170,50,-0.008433
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,28,84.2429,0.9997,49.9852,96.9675,219.5269,100.0000,0.5554,72.6778,17,408.9962,50,-0.008424
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,29,145.8533,0.9997,49.9852,134.0413,282.2917,100.0000,0.5036,75.2357,15,227.2135,50,-0.014585
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,30,106.8067,0.9997,49.9852,133.0832,280.6365,100.0000,0.5049,74.1071,18,296.1748,50,-0.010681
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,31,40.6236,0.9997,49.9852,103.2364,230.3410,100.0000,0.5156,69.8270,16,247.5158,50,-0.004062
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,32,35.8858,0.9997,49.9852,99.7021,223.1272,100.0000,0.5023,64.4166,16,232.6000,50,-0.003589
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,33,74.0734,0.9997,49.9852,122.4130,261.6260,100.0000,0.5009,79.9348,18,330.2116,50,-0.007407
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,34,23.9347,0.9997,49.9852,98.9839,221.8553,100.0000,0.5036,64.5739,22,333.6928,50,-0.002393
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,35,179.3644,0.9997,49.9852,86.4174,201.4939,100.0000,0.5012,60.1110,16,138.9901,50,-0.017936
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,36,166.3444,0.9997,49.9852,73.3742,179.6729,100.0000,0.5468,54.3651,10,179.5981,50,-0.016634
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,37,149.5703,0.9997,49.9852,77.4916,187.3347,100.0000,0.5000,56.9245,13,118.0044,50,-0.014957
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,38,101.4610,0.9997,49.9852,104.6333,231.8983,100.0000,0.5000,67.0325,13,164.9035,50,-0.010146
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,39,86.8461,0.9997,49.9852,86.0092,200.9794,100.0000,0.5161,62.8978,23,183.0217,50,-0.008685
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,40,32.1112,0.9997,49.9852,83.7933,197.3512,100.0000,0.5001,58.8043,15,238.2648,50,-0.003211
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,41,186.2571,0.9997,49.9852,98.8189,222.8786,100.0000,0.5088,71.0428,19,232.7346,50,-0.018626
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,42,78.9314,0.9997,49.9852,85.6660,199.8425,100.0000,0.5001,61.3167,15,211.3205,50,-0.007893
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,43,71.9033,0.9997,49.9852,105.7288,233.4909,100.0000,0.5005,64.6042,22,294.8956,50,-0.007190
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,44,183.2158,0.9997,49.9852,125.1277,267.5662,100.0000,0.5028,83.6578,14,279.0949,50,-0.018322
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,45,27.3870,0.9997,49.9852,111.4948,243.9601,100.0000,0.5000,66.3207,18,398.4125,50,-0.002739
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,46,64.9579,0.9997,49.9852,105.3204,233.6503,100.0000,0.5082,79.4171,18,322.5804,50,-0.006496
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,47,92.9600,0.9997,49.9852,90.3356,210.9460,100.0000,0.5029,54.2091,16,237.9437,50,-0.009296
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,48,89.0234,0.9997,49.9852,86.4957,201.3417,100.0000,0.5033,61.0068,20,184.3831,50,-0.008902
DynamicDuopoly,twap|sigma=2|arb_speed=0.5,49,153.5871,0.9997,49.9852,57.3345,159.2720,100.0000,0.5072,53.9144,14,118.3785,50,-0.015359
DynamicDuopoly,twap|sigma=2|arb_speed=1,0,101.5432,0.9997,49.9852,76.4494,185.6588,100.0000,0.5358,48.7966,19,226.3868,50,-0.010154
DynamicDuopoly,twap|sigma=2|arb_speed=1,1,134.1975,0.9997,49.9852,75.4731,182.7939,100.0000,0.5090,44.3440,17,94.5109,50,-0.013420
DynamicDuopoly,twap|sigma=2|arb_speed=1,2,30.3880,0.9997,49.9852,94.1469,214.6846,100.0000,0.5423,49.9002,21,175.9442,50,-0.003039
DynamicDuopoly,twap|sigma=2|arb_speed=1,3,78.2119,0.9997,49.9852,73.0159,180.7038,100.0000,0.5685,47.3495,19,152.0159,50,-0.007821
DynamicDuopoly,twap|sigma=2|arb_speed=1,4,152.7010,0.9997,49.9852,79.6064,191.7791,100.0000,0.5118,49.9057,24,197.2817,50,-0.015270
DynamicDuopoly,twap|sigma=2|arb_speed=1,5,139.6426,0.9997,49.9852,82.8423,195.9732,100.0000,0.5046,59.2616,23,224.6141,50,-0.013964
DynamicDuopoly,twap|sigma=2|arb_speed=1,6,172.4666,0.9997,49.9852,73.3520,180.1443,100.0000,0.5505,47.0625,16,159.4489,50,-0.017247
DynamicDuopoly,twap|sigma=2|arb_speed=1,7,25.3792,0.9997,49.9852,87.0883,202.2392,100.0000,0.5025,49.3945,18,195.6091,50,-0.002538
DynamicDuopoly,twap|sigma=2|arb_speed=1,8,59.3010,0.9997,49.9852,82.7858,195.1388,100.0000,0.6268,52.2421,27,224.8323,50,-0.005930
DynamicDuopoly,twap|sigma=2|arb_speed=1,9,161.3656,0.9997,49.9852,69.6427,173.7696,100.0000,0.5188,46.0891,18,82.5713,50,-0.016137
DynamicDuopoly,twap|sigma=2|arb_speed=1,10,21.4074,0.9997,49.9852,85.7751,200.2829,100.0000,0.5253,50.3019,25,224.9926,50,-0.002141
DynamicDuopoly,twap|sigma=2|arb_speed=1,11,177.6309,0.9997,49.9852,48.3843,140.9176,100.0000,0.5006,42.9315,18,166.2028,50,-0.017763
DynamicDuopoly,twap|sigma=2|arb_speed=1,12,137.0503,0.9997,49.9852,70.5506,176.1047,100.0000,0.5068,45.5694,19,98.0481,50,-0.013705
DynamicDuopoly,twap|sigma=2|arb_speed=1,13,101.0174,0.9997,49.9852,81.6050,193.2893,100.0000,0.5080,52.9150,25,160.5094,50,-0.010102
DynamicDuopoly,twap|sigma=2|arb_speed=1,14,128.5241,0.9997,49.9852,76.3057,185.7498,100.0000,0.5172,47.7969,23,179.4048,50,-0.012852
DynamicDuopoly,twap|sigma=2|arb_speed=1,15,135.8885,0.9997,49.9852,69.1586,175.8659,100.0000,0.5922,53.2876,17,155.3791,50,-0.013589
DynamicDuopoly,twap|sigma=2|arb_speed=1,16,69.2388,0.9997,49.9852,92.0519,210.5176,100.0000,0.5026,50.2973,22,203.7949,50,-0.006924
DynamicDuopoly,twap|sigma=2|arb_speed=1,17,106.9748,0.9997,49.9852,70.6445,175.1241,100.0000,0.5025,52.8175,25,160.5462,50,-0.010697
DynamicDuopoly,twap|sigma=2|arb_speed=1,18,122.5790,0.9997,49.9852,90.7264,208.4989,100.0000,0.5031,52.3860,15,135.4309,50,-0.012258
DynamicDuopoly,twap|sigma=2|arb_speed=1,19,90.8947,0.9997,49.9852,75.0410,183.2669,100.0000,0.5113,49.2286,14,162.4385,50,-0.009089
DynamicDuopoly,twap|sigma=2|arb_speed=1,20,71.7014,0.9997,49.9852,74.7340,181.7162,100.0000,0.5503,48.0229,21,154.7372,50,-0.007170
DynamicDuopoly,twap|sigma=2|arb_speed=1,21,101.0045,0.9997,49.9852,74.7037,182.6347,100.0000,0.5108,50.6307,20,145.6762,50,-0.010100
DynamicDuopoly,twap|sigma=2|arb_speed=1,22,63.3029,0.9997,49.9852,85.7493,200.5402,100.0000,0.5572,52.1438,24,220.3493,50,-0.006330
DynamicDuopoly,twap|sigma=2|arb_speed=1,23,41.8596,0.9997,49.9852,85.6097,199.5907,100.0000,0.5309,46.3459,22,175.2646,50,-0.004186
DynamicDuopoly,twap|sigma=2|arb_speed=1,24,50.4425,0.9997,49.9852,84.5631,198.2441,100.0000,0.5000,51.2355,18,98.8790,50,-0.005044
DynamicDuopoly,twap|sigma=2|arb_speed=1,25,150.2623,0.9997,49.9852,69.6265,173.7416,100.0000,0.5023,45.4837,14,175.2218,50,-0.015026
DynamicDuopoly,twap|sigma=2|arb_speed=1,26,82.7450,0.9997,49.9852,83.9428,197.6167,100.0000,0.5003,53.2467,19,227.2291,50,-0.008275
DynamicDuopoly,twap|sigma=2|arb_speed=1,27,77.4589,0.9997,49.9852,80.8245,191.9958,100.0000,0.5027,47.1065,22,246.6716,50,-0.007746
DynamicDuopoly,twap|sigma=2|arb_speed=1,28,66.0313,0.9997,49.9852,78.7505,188.1613,100.0000,0.5456,54.4453,31,217.8573,50,-0.006603
DynamicDuopoly,twap|sigma=2|arb_speed=1,29,99.5261,0.9997,49.9852,87.7004,203.5548,100.0000,0.5322,49.3620,22,162.6266,50,-0.009953
DynamicDuopoly,twap|sigma=2|arb_speed=1,30,60.4218,0.9997,49.9852,86.6846,201.4657,100.0000,0.5469,47.9524,23,181.6666,50,-0.006042
DynamicDuopoly,twap|sigma=2|arb_speed=1,31,35.8686,0.9997,49.9852,98.4799,221.3452,100.0000,0.5022,54.2125,23,248.2626,50,-0.003587
DynamicDuopoly,twap|sigma=2|arb_speed=1,32,29.7068,0.9997,49.9852,93.5212,212.7712,100.0000,0.5008,51.9512,25,156.4490,50,-0.002971
DynamicDuopoly,twap|sigma=2|arb_speed=1,33,49.8866,0.9997,49.9852,98.2191,220.8266,100.0000,0.5433,56.5741,21,222.7616,50,-0.004989
DynamicDuopoly,twap|sigma=2|arb_speed=1,34,24.8379,0.9997,49.9852,99.8874,223.5084,100.0000,0.5037,54.8239,27,238.0540,50,-0.002484
DynamicDuopoly,twap|sigma=2|arb_speed=1,35,176.2151,0.9997,49.9852,83.2672,196.2073,100.0000,0.5073,50.5825,17,112.7791,50,-0.017622
DynamicDuopoly,twap|sigma=2|arb_speed=1,36,156.8113,0.9997,49.9852,63.8383,163.6202,100.0000,0.5034,47.6141,15,162.0492,50,-0.015681
DynamicDuopoly,twap|sigma=2|arb_speed=1,37,141.4344,0.9997,49.9852,69.3533,173.8626,100.0000,0.5003,50.0510,15,123.0709,50,-0.014143
DynamicDuopoly,twap|sigma=2|arb_speed=1,38,70.6122,0.9997,49.9852,73.7753,180.5326,100.0000,0.5011,48.4182,25,168.6362,50,-0.007061
DynamicDuopoly,twap|sigma=2|arb_speed=1,39,82.2606,0.9997,49.9852,81.4224,193.0986,100.0000,0.5001,49.5886,21,192.7243,50,-0.008226
DynamicDuopoly,twap|sigma=2|arb_speed=1,40,29.5233,0.9997,49.9852,81.2046,192.3554,100.0000,0.5198,45.3575,24,190.9768,50,-0.002952
DynamicDuopoly,twap|sigma=2|arb_speed=1,41,146.1293,0.9997,49.9852,58.6792,158.0970,100.0000,0.5000,49.7308,21,168.1691,50,-0.014613
DynamicDuopoly,twap|sigma=2|arb_speed=1,42,74.4363,0.9997,49.9852,81.1695,192.1487,100.0000,0.5064,54.0962,20,146.6108,50,-0.007444
DynamicDuopoly,twap|sigma=2|arb_speed=1,43,57.9796,0.9997,49.9852,91.8010,209.9755,100.0000,0.5065,51.4221,25,224.3457,50,-0.005798
DynamicDuopoly,twap|sigma=2|arb_speed=1,44,138.0914,0.9997,49.9852,79.9900,190.6878,100.0000,0.5066,49.7962,20,166.0977,50,-0.013809
DynamicDuopoly,twap|sigma=2|arb_speed=1,45,2.7044,0.9997,49.9852,86.8048,201.8402,100.0000,0.5409,47.6781,22,257.6039,50,-0.000270
DynamicDuopoly,twap|sigma=2|arb_speed=1,46,51.4796,0.9997,49.9852,91.8381,210.2309,100.0000,0.5069,52.1570,21,203.6746,50,-0.005148
DynamicDuopoly,twap|sigma=2|arb_speed=1,47,78.4289,0.9997,49.9852,75.8002,185.5103,100.0000,0.5737,48.8817,24,150.1769,50,-0.007843
DynamicDuopoly,twap|sigma=2|arb_speed=1,48,78.3085,0.9997,49.9852,75.7777,183.3460,100.0000,0.5142,49.2641,28,167.8820,50,-0.007831
DynamicDuopoly,twap|sigma=2|arb_speed=1,49,164.6450,0.9997,49.9852,68.3957,174.0476,100.0000,0.5204,51.6104,16,128.7352,50,-0.016464
