policy,seed_set,arb_profit_x,arb_trade_count,avg_depth_factor,avg_fee_a,avg_fee_b,avg_oracle_gap_a_bps,avg_oracle_gap_b_bps,avg_slippage_bps,completion_rate,drift_bps,fee_paid_bps,fees_paid_x,filled_qty,forced_terminal_cost_bps,gas_paid_bps,gas_paid_x,jit_event_count,mean_post_trade_gap_bps,min_depth_factor,mode,n_steps,route_concentration,route_share_a,route_share_b,seed,shortfall_bps,slippage_ex_fee_bps,terminal_penalty_bps,total_reward,wait_share
rl,test,76.41633630251499,14,1.0,0.0041336559800095735,0.004112617822007821,22.558568580996294,22.144136828476476,80.54455619309522,0.8411333857294376,13.423284621127461,29.6745322916116,148.37266145805802,42.05666928647188,0.0,5.6,28.0,0,73.98249155726694,1.0,DynamicDuopoly,50,0.5460344357896862,0.34828573602049434,0.6517142639795057,30000,118.54532272801154,38.074182961161526,31.773322854112504,-0.011854532272801307,0.72
rl,fresh,53.23274501323249,13,1.0,0.004177200678717178,0.0041756661773896045,23.42686554821955,23.373348342495024,71.63841100792695,0.9735222309549064,26.868515586511247,31.73876012667379,158.69380063336894,48.67611154774532,0.0,6.800000000000001,34.0,0,68.41787096798114,1.0,DynamicDuopoly,50,0.6177217625868098,0.2573873843069887,0.7426126156930114,40000,108.7056551020316,38.00282557982778,5.295553809018751,-0.010870565510203161,0.68
