step,oracle_price,pool_a_mid,pool_b_mid,pool_a_fee_buy,pool_a_fee_sell,pool_b_fee_buy,pool_b_fee_sell,action,agent_qty_a,agent_qty_b,agent_cash_flow_x,agent_fee_paid_x,agent_gas_x,remaining_after,post_trade_gap_a_bps,post_trade_gap_b_bps,noise_buy_a,noise_buy_b,noise_sell_a,noise_sell_b,arb_delta_a,arb_delta_b,reward
0,1000.0,1000.688882167812,1000.688882167812,0.003967330809316089,0.0020326691906839118,0.003967330809316089,0.0020326691906839118,wait,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.5176876806294692,1.5176876806294692,1.173424454114489,1.173424454114489,0.0,0.0,-0.0
1,998.7662116207642,1002.3325721587871,1002.3325721587871,0.005213493520654862,0.0007865064793451384,0.005213493520654862,0.0007865064793451384,wait,0.0,0.0,0.0,0.0,0.0,50.0,19.250456459953284,19.250456459953284,1.5052255104407426,1.5052255104407426,0.6852390344448069,0.6852390344448069,0.0,0.0,-0.0
2,997.9366508402536,1000.4324599578586,1000.4324599578586,0.004046922944105263,0.001953077055894737,0.004046922944105263,0.001953077055894737,wait,0.0,0.0,0.0,0.0,0.0,50.0,44.05010393026635,44.05010393026635,0.6569988971514368,0.6569988971514368,1.6050887285734463,1.6050887285734463,0.0,0.0,-0.0
3,998.3524529913625,1001.6173244615001,1001.6173244615001,0.005183353355598016,0.0008166466444019839,0.005183353355598016,0.0008166466444019839,wait,0.0,0.0,0.0,0.0,0.0,50.0,20.83439531063138,20.83439531063138,1.5261900179533476,1.5261900179533476,0.9346672400349176,0.9346672400349176,0.0,0.0,-0.0
4,997.284096476412,1000.9720843715858,1000.9720843715858,0.004602246844881813,0.0013977531551181877,0.004602246844881813,0.0013977531551181877,wait,0.0,0.0,0.0,0.0,0.0,50.0,43.45028663746074,43.45028663746074,0.8475165847814521,0.8475165847814521,1.1695111166964671,1.1695111166964671,0.0,0.0,-0.0
5,997.7905531751945,1001.8152084899956,1001.8152084899956,0.005506108645082194,0.0004938913549178059,0.005506108645082194,0.0004938913549178059,wait,0.0,0.0,0.0,0.0,0.0,50.0,31.885761859208667,31.885761859208667,1.1949750116693532,1.1949750116693532,0.7742926358386654,0.7742926358386654,0.0,0.0,-0.0
6,996.843607892419,1001.7664558979519,1001.7664558979519,0.005977548436527424,0.0001,0.005977548436527424,0.0001,wait,0.0,0.0,0.0,0.0,0.0,50.0,49.87342606417338,49.87342606417338,0.7373377344848223,0.7373377344848223,0.7616486960079067,0.7616486960079067,0.0,0.0,-0.0
7,995.8653990984137,996.9609605935714,996.9609605935714,0.0034238739159477005,0.0025761260840522996,0.0034238739159477005,0.0025761260840522996,wait,0.0,0.0,0.0,0.0,0.0,50.0,59.255566112454524,59.255566112454524,0.7419798334929212,0.7419798334929212,0.6074026014947794,0.6074026014947794,-2.5396286713929612,-2.5396286713929612,-0.0
8,996.1207009560001,996.5776003052256,996.5776003052256,0.004262468787966249,0.001737531212033751,0.004262468787966249,0.001737531212033751,wait,0.0,0.0,0.0,0.0,0.0,50.0,8.435319502595327,8.435319502595327,1.1517699799996548,1.1517699799996548,1.3443827912566986,1.3443827912566986,0.0,0.0,-0.0
9,994.0800820764713,997.9044518764999,997.9044518764999,0.005312840148736344,0.0006871598512636565,0.005312840148736344,0.0006871598512636565,wait,0.0,0.0,0.0,0.0,0.0,50.0,25.12391379512799,25.12391379512799,1.2997555955315467,1.2997555955315467,0.6335745647347903,0.6335745647347903,0.0,0.0,-0.0
