policy,seed_set,arb_profit_x,arb_trade_count,avg_fee_a,avg_fee_b,avg_oracle_gap_a_bps,avg_oracle_gap_b_bps,avg_slippage_bps,completion_rate,drift_bps,fee_paid_bps,fees_paid_x,filled_qty,gas_paid_bps,gas_paid_x,mean_post_trade_gap_bps,mode,n_steps,route_concentration,route_share_a,route_share_b,seed,shortfall_bps,slippage_ex_fee_bps,terminal_penalty_bps,total_reward,wait_share
rl,test,74.5081745058178,20,0.004664225748686438,0.004619950817458885,33.11505172573372,32.24243819431699,76.8542565223577,0.984677216987793,-21.45554738804979,33.505635109922764,167.52817554961382,49.23386084938965,6.4,32.0,73.91652512417586,DynamicDuopoly,50,0.8633410764697376,0.9262282701028508,0.07377172989714917,30229,63.68564464049308,42.17100031617836,3.064556602441406,-0.006368564464049263,0.68
rl,test,62.45656796159892,17,0.004473878760837737,0.00449832992164489,29.33372640389431,29.815410256985288,62.87266333445298,0.984677216987793,-12.873230868348502,27.869381051532287,139.34690525766143,49.23386084938965,6.4,32.0,66.63018186400909,DynamicDuopoly,50,0.8031750169026333,0.8893424051542763,0.11065759484572374,30230,58.5006048908694,34.03989810524733,3.064556602441406,-0.005850060489087257,0.68
rl,test,51.7013399938578,17,0.004665165976875891,0.004863686504645535,33.157409884923375,37.0693222548563,79.62866931052518,0.9880850039297079,-32.60276920246633,35.191259733474816,175.95629866737409,49.40425019648539,7.2,36.0,69.56382147916216,DynamicDuopoly,50,1.0,1.0,0.0,30231,55.660124040198504,43.488634295132876,2.3829992140584375,-0.0055660124040199715,0.64
rl,test,75.3475364013675,15,0.004486751511709451,0.004522305742761231,29.590890604994637,30.291495754818193,89.57114856592166,0.9795696226503907,23.941987157197087,37.3283673651883,186.64183682594148,48.97848113251953,6.4,32.0,79.1845224078227,DynamicDuopoly,50,0.639534526070362,0.7641349333866708,0.23586506661332918,30232,122.16923882820173,50.41280883589365,4.086075469921875,-0.012216923882820063,0.7
rl,test,47.868329712771356,11,0.00403181668893196,0.004083330865287918,20.539018130046962,21.553930420363635,69.18507788631872,0.9877417735902343,1.0750004031559546,31.5150893804361,157.5754469021805,49.38708867951171,6.800000000000001,34.0,61.785239342488154,DynamicDuopoly,50,0.7951732034343302,0.8841700166816315,0.11582998331836843,30233,78.66363722252137,36.82190215697485,2.4516452819531254,-0.007866363722251976,0.68
rl,test,65.89864779496475,16,0.004448972160189747,0.004512297818396104,28.841753840490437,30.089650730486614,86.78242443234315,0.9779351924624221,32.33306503813922,36.03608855882921,180.18044279414607,48.896759623121106,6.4,32.0,79.42973758673136,DynamicDuopoly,50,0.6251139047746822,0.7501138788379027,0.24988612116209738,30234,128.01361348525072,48.83149838076988,4.412961507515625,-0.01280136134852538,0.68
rl,test,48.346739968151724,12,0.004389532763983706,0.004362992766594349,27.65015724458122,27.12709506433563,73.30909623681052,0.8570200471564938,40.33638290556678,28.93099286666543,144.65496433332714,42.85100235782469,5.999999999999999,30.0,68.69047110017146,DynamicDuopoly,50,0.6213984764085801,0.7463721538735457,0.2536278461264542,30235,137.75973858813873,33.89637224720586,28.59599056870125,-0.013775973858813913,0.7
rl,test,41.933108379628266,15,0.004534062007979671,0.0045494973258681185,30.530467650668005,30.834614628864994,76.65388118917977,0.9744620283129883,3.463911539663973,30.35627299593334,151.7813649796667,48.72310141564942,5.999999999999999,30.0,78.67788458457485,DynamicDuopoly,50,0.6898968629001092,0.8081370335582119,0.19186296644178816,30236,89.26780241873414,44.340023545737616,5.107594337402343,-0.008926780241873728,0.7
rl,test,104.93233726113704,17,0.004501107458639173,0.004402105591828812,29.86350538402236,27.912524700233888,99.80854206592953,0.9148734277099609,-89.47453409478605,36.51769181522341,182.58845907611703,45.74367138549805,5.199999999999999,26.0,97.82538346724293,DynamicDuopoly,50,0.5461806753735514,0.6519550515342472,0.34804494846575285,30237,24.062963357811565,54.79449117936738,17.025314458007813,-0.0024062963357812427,0.74
rl,test,43.32761433033784,14,0.004540772693581483,0.0044709404173885435,30.65565695743531,29.279585468594703,77.8968071795553,0.9834513943468163,24.84736173958701,33.60469671293422,168.0234835646711,49.172569717340814,6.800000000000001,34.0,72.95013502354448,DynamicDuopoly,50,0.5709624461479316,0.6883646014355292,0.31163539856447076,30238,111.56480650612703,43.00302692296452,3.3097211306367176,-0.011156480650612255,0.66
rl,test,54.70553171786787,16,0.00434018277491854,0.004364787761269855,26.673097984988807,27.15778262336793,72.01321903418243,0.9875885457601123,-9.882540318527498,32.82609560469787,164.13047802348933,49.379427288005616,7.2,36.0,67.20321511336903,DynamicDuopoly,50,0.7338128446514744,0.8419158117515732,0.1580841882484268,30239,70.91918079092106,38.293334656774796,2.482290847977539,-0.0070919180790922545,0.64
rl,test,61.87934765275941,17,0.004578333970501634,0.004717890743822849,31.423576894302702,34.17365124716873,85.18466394343616,0.9844856822001404,-11.791298951317806,37.064434210618195,185.32217105309098,49.22428411000702,7.2,36.0,74.68686553319759,DynamicDuopoly,50,0.7799053563316786,0.874102496871966,0.125897503128034,30240,82.37464660399816,46.79864778472524,3.102863559971924,-0.00823746466039975,0.64
rl,test,59.740804065364046,18,0.004584486943314408,0.004770739482738411,31.55064820977636,35.22081213401642,73.97252069963986,0.9741428036669006,-10.808715369372889,32.50085241234338,162.50426206171687,48.70714018334503,6.800000000000001,34.0,67.36584111168611,DynamicDuopoly,50,0.794121730400144,0.8834851564273016,0.1165148435726984,30241,73.22252260590352,39.55894629631164,5.171439266619872,-0.007322252260590181,0.66
rl,test,65.65194145426767,17,0.004402659556844605,0.0044245859328332585,27.91610031760674,28.348085147894334,83.28369850042068,0.9727594968671874,-4.663686857871187,34.32760422928636,171.6380211464318,48.63797484335937,5.999999999999999,30.0,80.86969584810065,DynamicDuopoly,50,0.5846938302536266,0.7057836609811705,0.29421633901882954,30242,87.79942241919996,46.687404421221395,5.448100626562501,-0.00877994224191988,0.72
rl,test,67.6254199296236,15,0.0045128809973733,0.004714456523491189,30.12711054447138,34.09919678005097,82.50144188545221,0.9846772169877929,9.729764066402193,35.61962830438419,178.09814152192098,49.23386084938964,6.800000000000001,34.0,73.3604386749263,DynamicDuopoly,50,0.8420451439142016,0.9135487540267784,0.08645124597322168,30243,100.83161086209188,45.61766188886302,3.064556602441406,-0.010083161086209063,0.68
rl,test,57.0801199978614,23,0.004876074248823939,0.004802476518235324,37.328111043799375,35.87775711263264,87.604552439712,0.9816126603853518,-39.848917202928334,36.721541635785435,183.60770817892717,49.08063301926759,6.4,32.0,82.57222774130096,DynamicDuopoly,50,0.6990051363675832,0.8154402767304638,0.18455972326953624,30244,56.22228850221222,49.272196146428314,3.677467922929688,-0.005622228850221517,0.68
rl,test,106.06155069257647,17,0.0044859302930742246,0.00437326707289168,29.560039967860202,27.34012471493807,77.55986243257426,0.9829746855419923,31.540496918827788,31.40565352041897,157.02826760209484,49.148734277099614,5.999999999999999,30.0,80.42503138072162,DynamicDuopoly,50,0.5373677133080281,0.6366889046485267,0.36331109535147343,30245,117.18494119576978,44.83372786492089,3.405062891601562,-0.011718494119576891,0.7
rl,test,60.43339127270201,19,0.004746146084304366,0.004743983386208472,34.749403591440625,34.706716385107846,80.46904296084307,0.9908063301926756,-56.834775393688204,34.611496587598346,173.05748293799172,49.54031650963378,6.800000000000001,34.0,75.82895264369994,DynamicDuopoly,50,0.8236039484549573,0.9022461612339869,0.09775383876601315,30246,31.533195717924922,45.11774056255133,1.838733961464844,-0.00315331957179261,0.66
rl,test,56.290288137846346,17,0.004558682169774785,0.004472717174950989,31.010602474621887,29.316406571744487,74.1566279955916,0.9517442659153166,38.102399236641425,33.14738520329051,165.73692601645257,47.58721329576583,7.6000000000000005,38.0,64.2534619193238,DynamicDuopoly,50,0.6495861293688332,0.7734832073170428,0.2265167926829572,30247,125.9316915279982,37.43076027112902,9.651146816936672,-0.012593169152799729,0.64
rl,test,49.465908540644705,19,0.00465885696349371,0.004738260410149596,33.02024273513456,34.58488201345549,79.97054636953732,0.9867611154774529,-35.37595785107843,34.61150764695746,173.05753823478733,49.33805577387265,6.800000000000001,34.0,74.33150025723572,DynamicDuopoly,50,0.8083762652989517,0.8926679674349257,0.10733203256507425,30248,52.983644594377985,44.300317893988534,2.647776904509375,-0.00529836445943768,0.66
rl,test,65.95219179600508,16,0.0046743992783726505,0.004704097489827178,33.324708125981886,33.90984921814206,83.14407806054356,0.9886497903613283,-11.99845070729177,34.671108004783584,173.3555400239179,49.43248951806641,5.999999999999999,30.0,81.48564411404784,DynamicDuopoly,50,0.6692386127228992,0.7908939778707177,0.20910602212928237,30249,78.47196656478462,47.529267339558714,2.2700419277343746,-0.007847196656478508,0.7
rl,test,99.45832291768465,16,0.004524723027142373,0.004548219088543365,30.34539527080916,30.80832524589914,88.22857281262749,0.9836556981203125,27.607479072624848,37.60418382467749,188.02091912338744,49.18278490601563,6.800000000000001,34.0,72.43754270027392,DynamicDuopoly,50,0.7012638521607371,0.8172253553554137,0.1827746446445862,30250,124.46287783272518,49.182354559486434,3.2688603759375,-0.012446287783272593,0.7
rl,test,45.39102912989574,12,0.004766506353370215,0.004856341240643994,35.163530991831976,36.93373065542577,86.28120877460294,0.9846772169877929,-8.467888939246503,36.88814707216102,184.4407353608051,49.23386084938964,6.800000000000001,34.0,75.3247895300417,DynamicDuopoly,50,0.8420451439142016,0.9135487540267784,0.08645124597322168,30251,86.35580819771316,48.07099346235775,3.064556602441406,-0.008635580819771354,0.68
rl,test,72.18353572182014,17,0.004755604636198019,0.004797026620459364,34.94189017100362,35.75806529590161,89.01315280232738,0.9834513943468163,-53.21219776803596,37.84651161290299,189.23255806451493,49.172569717340814,6.800000000000001,34.0,80.34523568307816,DynamicDuopoly,50,0.6782577500638924,0.7985445947123248,0.2014554052876752,30252,44.43763260125761,49.69359762575209,3.3097211306367176,-0.0044437632601255755,0.66
rl,test,22.202063178808658,7,0.004470497823725066,0.004468272531750163,29.263796101499057,29.219920828046714,57.38443456321093,0.8676111547745313,54.44500612534018,23.986771505060734,119.93385752530367,43.380557738726566,5.6,28.0,64.51686982014218,DynamicDuopoly,50,0.5577860093044218,0.6699794242024925,0.33002057579750754,30253,136.31015070790457,25.80060403241023,26.477769045093755,-0.013631015070790484,0.72
rl,test,63.132573739209874,16,0.00465433032197826,0.004567587398693961,32.913938894437685,31.20457140145126,83.9348537818447,0.9863797484335938,-14.029555655044305,34.90539003895772,174.52695019478858,49.31898742167969,5.999999999999999,30.0,80.96363380502291,DynamicDuopoly,50,0.7235131230478034,0.8343001069756061,0.16569989302439384,30254,77.48613461638196,47.886249919188735,2.7240503132812504,-0.0077486134616383115,0.7
rl,test,49.47605648485751,16,0.0044987135918114485,0.004470571105267642,29.822775867601855,29.26811572123847,82.15127704282386,0.9816126603853516,8.480963906732814,35.82395584003016,179.1197792001508,49.08063301926758,6.800000000000001,34.0,73.0908206122289,DynamicDuopoly,50,0.6175795615931869,0.7424660405017443,0.25753395949825575,30255,99.59916544172235,44.81677777203024,3.677467922929688,-0.009959916544172281,0.68
rl,test,65.54842750763146,16,0.004583612325213541,0.004786777593076012,31.53490097691109,35.538326626002885,76.02913281915254,0.9863797484335938,4.858546761988906,32.9870266315977,164.9351331579885,49.31898742167969,6.4,32.0,74.34301915779747,DynamicDuopoly,50,0.7034678046000674,0.8189575242881624,0.18104247571183776,30256,88.97619397904963,42.00657027218226,2.7240503132812504,-0.00889761939790501,0.7
rl,test,80.51600611146114,17,0.004748535716119377,0.004801590603384167,34.80234476905989,35.84774748122284,87.67094462615289,0.9863797484335938,-20.399357714672224,37.14610701845684,185.73053509228419,49.31898742167969,6.4,32.0,79.50198511619284,DynamicDuopoly,50,0.7402273149553331,0.8465741731255613,0.1534258268744387,30257,75.20153690388723,49.33073728682339,2.7240503132812504,-0.007520153690388899,0.7
rl,test,81.8448185966513,20,0.00457127145961551,0.0046032475571426215,31.272541117620104,31.9026602101669,89.48854732328977,0.9877417735902343,-30.525179887683755,37.545021177616924,187.7251058880846,49.38708867951171,6.4,32.0,82.63838326363347,DynamicDuopoly,50,0.5790275792371603,0.6987807576667826,0.30121924233321734,30258,66.71804184339128,50.846555271502915,2.4516452819531254,-0.00667180418433889,0.68
rl,test,75.18225455419679,17,0.004718556074961479,0.0047158081958609925,34.20024948002887,34.14607536786542,89.3711711068865,0.9848663871484377,6.051393574016909,36.35141882872417,181.75709414362086,49.24331935742188,5.999999999999999,30.0,82.8460550806956,DynamicDuopoly,50,0.5832517373928694,0.704024186547661,0.2959758134523389,30259,103.09677854759087,51.66724357453995,3.0267225703125,-0.010309677854759357,0.72
rl,test,34.5044415028342,12,0.004065945526072403,0.004032522386123625,21.20969543137848,20.55133740577567,66.1063389927869,0.9091983228906251,39.992816215916065,24.077527252529215,120.38763626264608,45.459916144531256,4.8,24.0,76.31992362452384,DynamicDuopoly,50,0.5027234334142797,0.5369014458678766,0.46309855413212353,30260,123.05692418247192,36.02624529215177,18.160335421874997,-0.012305692418247197,0.76
rl,test,58.81996363297458,16,0.004572612466096482,0.004594872703703509,31.298389339844913,31.736876139263494,75.30802730440888,0.9863797484335938,-6.049140300765329,33.03460367916121,165.17301839580603,49.31898742167969,6.4,32.0,72.29693091715053,DynamicDuopoly,50,0.8034725466770709,0.8895334046504041,0.11046659534959588,30261,77.35722304006812,41.247709348391844,2.7240503132812504,-0.007735722304006898,0.7
rl,test,30.342051817424363,11,0.004589591884891667,0.004494383242792856,31.624826915301426,29.748509031523273,72.04253460448187,0.9007083660808984,43.60399708657273,28.483253406404813,142.41626703202405,45.035418304044924,5.999999999999999,30.0,72.81322911675903,DynamicDuopoly,50,0.5996725427503591,0.7232403892112258,0.27675961078877415,30262,134.35163750232059,36.406060225524655,19.858326783820313,-0.013435163750232272,0.7
rl,test,37.54694080064564,17,0.004771700949133187,0.004740896795801275,35.25523007241528,34.64806058169327,74.92858495955639,0.9885079127408448,5.241808788283154,33.013723676580796,165.068618382904,49.42539563704224,6.800000000000001,34.0,73.37666293465011,DynamicDuopoly,50,0.7846870004842563,0.8772843758256207,0.12271562417437931,30263,88.40772536310716,41.05377544641535,2.2984174518310545,-0.008840772536311024,0.66
rl,test,100.69429580440146,15,0.004667569149696757,0.004683810401033937,33.187372656705136,33.50745983520784,97.27548358755884,0.9775798328125,-13.726533287502084,37.53813053261192,187.6906526630596,48.878991640625,5.199999999999999,26.0,92.35584069083012,DynamicDuopoly,50,0.558605049531052,0.6711798024462173,0.32882019755378256,30264,91.05205113227751,57.55642044966894,4.4840334375,-0.009105205113227856,0.76
rl,test,78.6236249921808,14,0.004685862800886328,0.00474794125352011,33.55604000494008,34.77918722698846,74.64170175035458,0.9818396645781249,-5.51698738123651,32.66321851456892,163.31609257284458,49.091983228906244,6.4,32.0,71.26895343209796,DynamicDuopoly,50,0.7478504308123952,0.8520301342302923,0.14796986576970772,30265,77.8012631132471,40.62296489553967,3.632067084375,-0.007780126311324696,0.72
rl,test,32.928501542041886,16,0.004782260450985399,0.004675867944986141,35.45791034853785,33.361319714605564,85.45520722734571,0.9886497903613283,-14.72943468355841,35.44423426708924,177.22117133544623,49.43248951806641,5.999999999999999,30.0,81.57799738367324,DynamicDuopoly,50,0.537702985524799,0.6373007383898553,0.3626992616101447,30266,78.02587995477496,49.041038443509954,2.2700419277343746,-0.007802587995477533,0.7
rl,test,85.35472182964713,15,0.004690363736267502,0.004732797972006448,33.643609251047835,34.47976046229966,90.27206435811048,0.9795696226503907,-25.768682292000772,37.92268731971153,189.61343659855766,48.97848113251953,6.4,32.0,81.63162662090524,DynamicDuopoly,50,0.6635160767385433,0.7859336258107319,0.2140663741892682,30267,73.1451651970672,50.50508469943454,4.086075469921875,-0.00731451651970668,0.7
rl,test,56.048057386266464,21,0.004721099532559319,0.00469865442510709,34.248935879918506,33.80663181566855,85.48937528485618,0.9816126603853518,-14.925784838415632,36.02221981319883,180.11109906599415,49.08063301926759,6.4,32.0,77.73994519025447,DynamicDuopoly,50,0.6233812010639448,0.7483759258301264,0.25162407416987354,30268,79.06913619256306,47.89523329485058,3.677467922929688,-0.007906913619256321,0.68
rl,test,54.961176878271544,16,0.004674043663715627,0.004710855015811429,33.31829419189191,34.04364632656936,85.80773372834521,0.9877417735902343,-15.905962209397785,36.317901322381,181.589506611905,49.38708867951171,6.4,32.0,78.00294691269276,DynamicDuopoly,50,0.7951732034343302,0.8841700166816315,0.11582998331836843,30269,77.70156617315081,48.43798177821327,2.4516452819531254,-0.007770156617314934,0.68
rl,test,38.3772835143468,13,0.004497081025009598,0.004567097774420307,29.799838084932336,31.179480593163284,68.90131977850947,0.9586284858670412,22.025174995790696,30.404189575785768,152.02094787892884,47.93142429335206,6.4,32.0,67.50426382106828,DynamicDuopoly,50,0.725618251241225,0.8358706977701575,0.16412930222984243,30270,102.75024567589418,35.64657827772758,8.274302826591796,-0.010275024567589547,0.68
rl,test,66.9881221785422,17,0.004882380670147166,0.004799168921673185,37.4526684192744,35.8128364275174,85.83176653035025,0.9772995807226563,1.3164161003124966,35.73479457160179,178.67397285800894,48.864979036132816,5.999999999999999,30.0,82.10190963040085,DynamicDuopoly,50,0.6763855879984821,0.7969727159172052,0.20302728408279483,30271,95.73984939857726,48.148554871194435,4.540083855468749,-0.009573984939857732,0.72
rl,test,24.505169509342977,12,0.004645260900242554,0.004652133110835775,32.74261025769182,32.87795282203275,73.33435188094334,0.9602833464323594,22.668522428107348,31.598009228335286,157.99004614167643,48.01416732161797,6.4,32.0,70.60912167128508,DynamicDuopoly,50,0.5587103960844172,0.6713335870231187,0.3286664129768812,30272,107.43360997431517,38.82374760434518,7.943330713528126,-0.010743360997431577,0.68
rl,test,54.09566964231226,13,0.004327047490741188,0.00441307520870334,26.41768856846479,28.112825878884745,74.3280044832571,0.9836556981203125,-38.49308467946031,31.1451655302641,155.72582765132051,49.18278490601563,5.999999999999999,30.0,73.49067423130644,DynamicDuopoly,50,0.7228999365552229,0.8338412321412851,0.16615876785871475,30273,43.88894083634614,41.967999609603886,3.2688603759375,-0.004388894083634499,0.7
rl,test,52.72811609283144,16,0.004392254654885669,0.004411823105736147,27.70878873598011,28.094421706560006,74.47789187991611,0.9751770915202246,28.51648957163014,32.43191196651319,162.15955983256595,48.75885457601123,6.800000000000001,34.0,71.71268599502646,DynamicDuopoly,50,0.6503725777240822,0.7742011831886235,0.22579881681137653,30274,112.9102052536001,40.19722201950117,4.964581695955078,-0.011291020525359926,0.66
rl,test,61.68333885869242,13,0.004545749018836958,0.004466222209276693,30.75376460973228,29.186650117908183,82.21447960953505,0.9829746855419923,10.324204796898378,34.92089724576988,174.6044862288494,49.148734277099614,6.4,32.0,77.08290144112847,DynamicDuopoly,50,0.575306291198065,0.6940441846565687,0.3059558153434312,30275,100.9440199296795,45.89385499541135,3.405062891601562,-0.010094401992968108,0.7
rl,test,36.80559496037495,14,0.004192724151100511,0.0043500522244104434,23.751471016815728,26.851670880474106,57.20033411367932,0.9862094952890138,15.323388829273194,27.397701523801697,136.9885076190085,49.31047476445069,6.800000000000001,34.0,61.95026671844327,DynamicDuopoly,50,0.6704928673130457,0.7919699190953117,0.20803008090468827,30276,81.29300240808318,29.013811112812938,2.758100942197266,-0.008129300240808464,0.66
rl,test,55.31334572670676,14,0.00456167674019272,0.004689661843228607,31.09109398907408,33.61292764259325,70.35653417897248,0.984677216987793,-19.230590264963205,31.114635419528444,155.5731770976422,49.23386084938965,6.4,32.0,70.37205231223955,DynamicDuopoly,50,0.7649677916440172,0.8639833730021312,0.13601662699786873,30277,59.512442609730755,38.16384085272873,3.064556602441406,-0.005951244260973522,0.68
rl,test,69.03692500045508,19,0.004500301957327258,0.004651190411739893,29.871859439307826,32.84512375579796,78.50593351731887,0.9761700078594155,-6.179616581762461,34.80768667076561,174.03843335382805,48.80850039297078,7.2,36.0,70.9133906953848,DynamicDuopoly,50,0.7735102073514839,0.8698041423182574,0.13019585768174255,30278,82.42151958496675,41.8274510678463,4.765998428116875,-0.008242151958496646,0.66
rl,test,63.02020622505961,17,0.004664092095297118,0.004706917966327272,33.120842304796696,33.96467863111066,80.74808081725139,0.9779351924624217,-15.909286416703672,35.4301573096212,177.150786548106,48.896759623121085,6.800000000000001,34.0,75.10105610404676,DynamicDuopoly,50,0.844879296530876,0.915258531839429,0.08474146816057108,30279,74.27006504580325,43.53623264536873,4.412961507515624,-0.007427006504580207,0.68
rl,test,58.33437981047837,17,0.0048447139791254965,0.004796355612264246,36.70655229833808,35.753417288257594,78.65262044512832,0.9834513943468163,-4.797665337857142,35.09605110287712,175.4802555143856,49.172569717340814,7.2,36.0,70.96561709659578,DynamicDuopoly,50,0.7403514505330067,0.846663706301227,0.15333629369877302,30280,83.06308503857491,42.25497814291523,3.3097211306367176,-0.008306308503857187,0.66
rl,test,57.08663706310335,16,0.004760665462711361,0.004895399388955907,35.05167841114255,37.706692876655296,79.72632770972805,0.9877417735902343,-22.570299711504312,34.2698819198132,171.349409599066,49.38708867951171,6.4,32.0,77.61885142034387,DynamicDuopoly,50,0.7581091212977857,0.8592416465958435,0.14075835340415646,30281,65.03036990429247,44.479142414029816,2.4516452819531254,-0.006503036990429182,0.68
rl,test,50.88032771257531,19,0.004668620969894383,0.004650902541736794,33.20509283809581,32.85582583837016,76.33517151533614,0.987588545760112,-40.22758549681274,34.21811259568148,171.09056297840743,49.3794272880056,7.2,36.0,67.61703887447294,DynamicDuopoly,50,0.6672400583235252,0.7891712799739327,0.21082872002606742,30282,44.842446378347496,41.16962843149806,2.4822908479775387,-0.004484244637834413,0.64
rl,test,69.17461904906258,17,0.004846576570478221,0.004816725930309063,36.74531366664332,36.15709304060333,83.69576305429077,0.9896571214667602,-3.4373956063784705,36.71806062207204,183.5903031103602,49.48285607333801,7.2,36.0,73.96762489120981,DynamicDuopoly,50,0.691173304192691,0.8091709108185074,0.19082908918149244,30283,88.66128804354301,46.11204732120139,2.068575706647949,-0.00886612880435427,0.64
rl,test,41.82516431797558,17,0.004752848915079474,0.004666008483740024,34.87454283862259,33.163188591488016,81.21241031899191,0.9834513943468162,-20.441754792315106,35.60601260800608,178.03006304003043,49.17256971734081,6.800000000000001,34.0,75.07212652667098,DynamicDuopoly,50,0.6383840469806813,0.7630437672524111,0.23695623274758904,30284,69.53642450480166,44.26244555847227,3.3097211306367176,-0.006953642450479978,0.66
rl,test,68.79672721555107,15,0.0043449441084304225,0.004482978425823071,26.778854240595475,29.49880784778394,75.38594009406614,0.9816126603853516,-2.539490554465265,33.108009647314795,165.54004823657397,49.08063301926758,6.4,32.0,68.97866501944044,DynamicDuopoly,50,0.7566631127771768,0.8582339408662842,0.1417660591337157,30285,81.53777057985357,40.89178356407221,3.677467922929688,-0.008153777057985114,0.68
rl,test,55.22854225845231,14,0.004851732703607725,0.00481588616158968,36.84738289459191,36.14089757092927,84.1677379459537,0.9818396645781249,-21.71247759113383,35.36419828777359,176.82099143886796,49.091983228906244,5.999999999999999,30.0,79.24716180181248,DynamicDuopoly,50,0.6470931789938916,0.7711947445968409,0.22880525540315913,30286,70.55881308639654,47.27502530538111,3.632067084375,-0.007055881308639577,0.72
rl,test,43.00067143388924,15,0.004568582425573345,0.0045946015258175885,31.218484476257267,31.731122110993894,80.87887730631925,0.9827618691112672,-3.378619631939592,35.08785484554257,175.43927422771287,49.13809345556336,6.800000000000001,34.0,72.81186333649102,DynamicDuopoly,50,0.725210249100575,0.8355668704599539,0.16443312954004613,30287,86.353683178988,44.396821787636576,3.4476261777465815,-0.008635368317898596,0.66
rl,test,38.64275296864844,15,0.004457169243513445,0.0044909313013330055,29.002066985423422,29.66722103084372,70.90226756811356,0.9776593823682022,40.36200282275803,32.72041163108306,163.6020581554153,48.88296911841011,7.6000000000000005,38.0,65.15452843414954,DynamicDuopoly,50,0.583906651910069,0.7048251106554918,0.29517488934450825,30288,121.74839346826397,36.59785548806385,4.46812352635957,-0.012174839346826435,0.64
rl,test,34.54248467956404,15,0.004463425295286887,0.004447810062511892,29.121697186709916,28.81396979132076,67.39568406164852,0.9693544339755858,7.429779997500802,28.96738968906825,144.83694844534125,48.46772169877929,5.999999999999999,30.0,68.03351041755433,DynamicDuopoly,50,0.5708352123177318,0.6881956592455465,0.3118043407544536,30289,84.88919837835935,36.36291548690847,6.129113204882812,-0.00848891983783604,0.7
rl,test,28.59540432470294,19,0.004721294306474186,0.004950957934375297,34.277481083408894,38.80301718518388,77.89761585970905,0.9888296911841011,-31.06864649975212,35.31109635695509,176.55548178477545,49.44148455920506,7.6000000000000005,38.0,68.88284576308621,DynamicDuopoly,50,1.0,1.0,0.0,30290,55.79289069796098,41.71637907757875,2.234061763179785,-0.00557928906979614,0.62
rl,test,50.49333134518383,17,0.00431559099547323,0.004419975483145886,26.191413163239403,28.248360250381587,83.93185821502865,0.9801416732161797,16.524498388214663,36.41367823033049,182.06839115165246,49.00708366080899,6.800000000000001,34.0,75.66739420273612,DynamicDuopoly,50,0.7864275838673492,0.8784359812883477,0.1215640187116523,30291,109.5612756920007,45.85143371669085,3.971665356764063,-0.010956127569199984,0.66
rl,test,26.895923304207372,18,0.004525247448705303,0.004610846646132347,30.36195873673996,32.048613966106,74.57442897612934,0.9816126603853514,-4.4531017650946785,32.2405519940088,161.20275997004399,49.08063301926757,6.4,32.0,70.96172479019077,DynamicDuopoly,50,0.6970765706998423,0.8139080842379202,0.18609191576207978,30292,78.82756978181209,40.962651629967965,3.677467922929688,-0.007882756978181147,0.68
rl,test,73.2855368015471,15,0.004324792718052319,0.0043032007735595255,26.362240849677097,25.936702943057472,86.73609264169241,0.9873886559570313,-21.19506194506733,33.79607501195317,168.98037505976583,49.369432797851566,5.6,28.0,82.96055726339812,DynamicDuopoly,50,0.6050686179338134,0.7292036408238461,0.27079635917615386,30293,72.56944079997189,51.84615892449206,2.52226880859375,-0.007256944079997156,0.72
rl,test,64.89595075413808,16,0.00478083990906946,0.0047462673139015135,35.43672328040901,34.755305432295685,73.4472340161403,0.9813828186401682,-14.47235158930288,33.3193644826159,166.5968224130795,49.06914093200841,7.2,36.0,68.33860935199345,DynamicDuopoly,50,0.7550934247062269,0.8571368258148597,0.1428631741851403,30294,68.53093822275066,38.76048905746791,3.723436271966308,-0.006853093822274729,0.64
rl,test,57.20863519906516,13,0.004497104156978752,0.004496552426049685,29.793383780996606,29.782539019988022,75.7363896047466,0.9669027886936326,29.38982934308946,33.08458385322242,165.4229192661121,48.34513943468163,6.4,32.0,72.31048382803532,DynamicDuopoly,50,0.5021970405095081,0.5331439323972597,0.46685606760274023,30295,115.6389979187832,40.14514246119452,6.619442261273435,-0.011563899791877967,0.68
rl,test,23.672952026561234,8,0.004291269599226032,0.004360126976797402,25.703929231681094,27.06081788070211,69.16717444500271,0.9329781471046065,39.90118600779257,30.269637971691736,151.34818985845868,46.64890735523032,6.800000000000001,34.0,66.56206776900473,DynamicDuopoly,50,0.6380085324150763,0.7626866311930208,0.23731336880697915,30296,124.63701884103243,34.26182428246798,13.404370579078707,-0.012463701884103107,0.66
rl,test,65.73578059612873,16,0.004797200890497135,0.004735888256542624,35.75960697460941,34.55135779602571,93.21283691635871,0.9886497903613283,-24.36274860892836,37.75006238013316,188.7503119006658,49.43248951806641,5.999999999999999,30.0,87.45139836653708,DynamicDuopoly,50,0.547302963499448,0.6537903825007403,0.3462096174992597,30297,76.0621449951488,54.40478929620956,2.2700419277343746,-0.007606214499514851,0.7
rl,test,70.93152070553924,14,0.004753551963153395,0.004732858404690812,34.89499094522362,34.48713597632849,81.29306131542324,0.9877417735902343,-11.383738703717997,34.616046460954635,173.08023230477318,49.38708867951171,6.4,32.0,76.42722525799391,DynamicDuopoly,50,0.5648147768791472,0.6800205222733607,0.3199794777266392,30298,77.76445914251383,45.68050610332118,2.4516452819531254,-0.007776445914251056,0.68
