policy,seed_set,seed,shortfall_bps,completion_rate
lookahead,final,90226,94.8440,1.0000
twap,final,90226,115.5322,1.0000
stochastic_planner,final,90227,49.7028,1.0000
lookahead,final,90227,39.9716,1.0000
twap,final,90227,94.7910,1.0000
stochastic_planner,final,90228,139.8521,1.0000
lookahead,final,90228,132.4595,1.0000
twap,final,90228,112.6745,1.0000
stochastic_planner,final,90229,102.9581,1.0000
lookahead,final,90229,104.4893,1.0000
twap,final,90229,108.3823,1.0000
stochastic_planner,final,90230,113.8504,1.0000
lookahead,final,90230,117.5745,1.0000
twap,final,90230,117.2595,1.0000
stochastic_planner,final,90231,135.6873,1.0000
lookahead,final,90231,130.8747,1.0000
twap,final,90231,124.5255,1.0000
stochastic_planner,final,90232,101.4159,1.0000
lookahead,final,90232,102.0004,1.0000
twap,final,90232,111.8265,1.0000
stochastic_planner,final,90233,125.8205,1.0000
lookahead,final,90233,126.8915,1.0000
twap,final,90233,90.6554,1.0000
stochastic_planner,final,90234,104.6451,1.0000
lookahead,final,90234,99.8173,1.0000
twap,final,90234,115.0241,1.0000
stochastic_planner,final,90235,83.4348,1.0000
lookahead,final,90235,76.3532,1.0000
twap,final,90235,103.3742,1.0000
stochastic_planner,final,90236,93.9029,1.0000
lookahead,final,90236,88.9531,1.0000
twap,final,90236,109.9433,1.0000
stochastic_planner,final,90237,114.2821,1.0000
lookahead,final,90237,119.8010,1.0000
twap,final,90237,121.7196,1.0000
stochastic_planner,final,90238,129.2336,1.0000
lookahead,final,90238,130.7724,1.0000
twap,final,90238,139.1931,1.0000
stochastic_planner,final,90239,94.7139,1.0000
lookahead,final,90239,110.1994,1.0000
twap,final,90239,115.8240,1.0000
stochastic_planner,final,90240,134.3669,1.0000
lookahead,final,90240,142.3888,1.0000
twap,final,90240,128.9880,1.0000
stochastic_planner,final,90241,105.9700,1.0000
lookahead,final,90241,95.5034,1.0000
twap,final,90241,112.3047,1.0000
stochastic_planner,final,90242,57.4924,1.0000
lookahead,final,90242,61.8195,1.0000
twap,final,90242,91.3758,1.0000
stochastic_planner,final,90243,126.8402,1.0000
lookahead,final,90243,123.1780,1.0000
twap,final,90243,128.5979,1.0000
stochastic_planner,final,90244,127.7159,1.0000
lookahead,final,90244,129.7649,1.0000
twap,final,90244,115.9437,1.0000
stochastic_planner,final,90245,99.6863,1.0000
lookahead,final,90245,110.9205,1.0000
twap,final,90245,122.7448,1.0000
stochastic_planner,final,90246,71.7036,1.0000
lookahead,final,90246,70.2612,1.0000
twap,final,90246,101.1066,1.0000
stochastic_planner,final,90247,112.2198,1.0000
lookahead,final,90247,139.1122,1.0000
twap,final,90247,118.1326,1.0000
stochastic_planner,final,90248,77.0919,1.0000
lookahead,final,90248,77.2027,1.0000
twap,final,90248,112.4694,1.0000
stochastic_planner,final,90249,114.5125,1.0000
lookahead,final,90249,105.6906,1.0000
twap,final,90249,115.0994,1.0000
stochastic_planner,final,90250,52.3803,1.0000
lookahead,final,90250,87.6982,1.0000
twap,final,90250,93.8358,1.0000
stochastic_planner,final,90251,115.2441,1.0000
lookahead,final,90251,106.8172,1.0000
twap,final,90251,117.8506,1.0000
stochastic_planner,final,90252,67.7819,1.0000
lookahead,final,90252,80.6636,1.0000
twap,final,90252,104.3847,1.0000
stochastic_planner,final,90253,73.6712,1.0000
lookahead,final,90253,97.6910,1.0000
twap,final,90253,100.7110,1.0000
stochastic_planner,final,90254,144.4447,1.0000
lookahead,final,90254,139.7148,1.0000
twap,final,90254,146.2680,1.0000
stochastic_planner,final,90255,64.1243,1.0000
lookahead,final,90255,73.8138,1.0000
twap,final,90255,81.6062,1.0000
stochastic_planner,final,90256,68.3795,1.0000
lookahead,final,90256,60.5633,1.0000
twap,final,90256,96.6344,1.0000
stochastic_planner,final,90257,112.7997,1.0000
lookahead,final,90257,118.8609,1.0000
twap,final,90257,121.6574,1.0000
stochastic_planner,final,90258,81.0927,1.0000
lookahead,final,90258,87.7040,1.0000
twap,final,90258,97.2699,1.0000
stochastic_planner,final,90259,66.9626,1.0000
lookahead,final,90259,57.3868,1.0000
twap,final,90259,103.1535,1.0000
stochastic_planner,final,90260,75.9588,1.0000
lookahead,final,90260,76.3139,1.0000
twap,final,90260,93.3259,1.0000
stochastic_planner,final,90261,136.1592,1.0000
lookahead,final,90261,135.9914,1.0000
twap,final,90261,129.5025,1.0000
stochastic_planner,final,90262,152.4647,1.0000
lookahead,final,90262,161.8660,1.0000
twap,final,90262,126.7792,1.0000
stochastic_planner,final,90263,112.3124,1.0000
lookahead,final,90263,130.4033,1.0000
twap,final,90263,111.9438,1.0000
stochastic_planner,final,90264,47.9316,1.0000
lookahead,final,90264,32.9924,1.0000
twap,final,90264,86.1092,1.0000
stochastic_planner,final,90265,80.9325,1.0000
lookahead,final,90265,87.4522,1.0000
twap,final,90265,97.9350,1.0000
stochastic_planner,final,90266,130.8776,1.0000
lookahead,final,90266,146.1266,1.0000
twap,final,90266,124.2516,1.0000
stochastic_planner,final,90267,82.0521,1.0000
lookahead,final,90267,85.7973,1.0000
twap,final,90267,96.3511,1.0000
stochastic_planner,final,90268,123.3321,1.0000
lookahead,final,90268,138.9290,1.0000
twap,final,90268,107.8444,1.0000
stochastic_planner,final,90269,123.1027,1.0000
lookahead,final,90269,123.6000,1.0000
twap,final,90269,98.5925,1.0000
stochastic_planner,final,90270,98.0383,1.0000
lookahead,final,90270,95.7174,1.0000
twap,final,90270,112.0474,1.0000
stochastic_planner,final,90271,133.5046,1.0000
lookahead,final,90271,121.7881,1.0000
twap,final,90271,119.1404,1.0000
stochastic_planner,final,90272,77.6368,1.0000
lookahead,final,90272,70.3334,1.0000
twap,final,90272,101.6154,1.0000
stochastic_planner,final,90273,140.9996,1.0000
lookahead,final,90273,148.8384,1.0000
twap,final,90273,141.2231,1.0000
stochastic_planner,final,90274,40.4613,1.0000
lookahead,final,90274,31.7567,1.0000
twap,final,90274,80.4445,1.0000
stochastic_planner,final,90275,78.2977,1.0000
lookahead,final,90275,78.8188,1.0000
twap,final,90275,103.5600,1.0000
stochastic_planner,final,90276,113.0463,1.0000
lookahead,final,90276,106.2878,1.0000
twap,final,90276,108.0303,1.0000
stochastic_planner,final,90277,97.1887,1.0000
lookahead,final,90277,93.9285,1.0000
twap,final,90277,104.2555,1.0000
stochastic_planner,final,90278,118.8053,1.0000
lookahead,final,90278,120.4591,1.0000
twap,final,90278,132.7154,1.0000
stochastic_planner,final,90279,72.8795,1.0000
lookahead,final,90279,76.2489,1.0000
twap,final,90279,107.3352,1.0000
stochastic_planner,final,90280,92.5462,1.0000
lookahead,final,90280,93.6613,1.0000
twap,final,90280,108.9008,1.0000
stochastic_planner,final,90281,131.3334,1.0000
lookahead,final,90281,135.1058,1.0000
twap,final,90281,108.1514,1.0000
stochastic_planner,final,90282,79.7662,1.0000
lookahead,final,90282,80.7942,1.0000
twap,final,90282,103.7509,1.0000
stochastic_planner,final,90283,137.5683,1.0000
lookahead,final,90283,140.5375,1.0000
twap,final,90283,116.1125,1.0000
stochastic_planner,final,90284,104.0363,1.0000
lookahead,final,90284,119.5806,1.0000
twap,final,90284,114.8684,1.0000
stochastic_planner,final,90285,105.9734,1.0000
lookahead,final,90285,104.1295,1.0000
twap,final,90285,119.2999,1.0000
stochastic_planner,final,90286,127.3362,1.0000
lookahead,final,90286,126.2192,1.0000
twap,final,90286,138.0652,1.0000
stochastic_planner,final,90287,94.2298,1.0000
lookahead,final,90287,102.5994,1.0000
twap,final,90287,119.9447,1.0000
stochastic_planner,final,90288,117.1503,1.0000
lookahead,final,90288,117.2841,1.0000
twap,final,90288,116.3614,1.0000
stochastic_planner,final,90289,110.9349,1.0000
lookahead,final,90289,111.0399,1.0000
twap,final,90289,121.8968,1.0000
stochastic_planner,final,90290,107.4175,1.0000
lookahead,final,90290,119.3115,1.0000
twap,final,90290,102.0092,1.0000
stochastic_planner,final,90291,96.6948,1.0000
lookahead,final,90291,96.7634,1.0000
twap,final,90291,116.1923,1.0000
stochastic_planner,final,90292,125.4820,1.0000
lookahead,final,90292,114.7964,1.0000
twap,final,90292,114.8280,1.0000
stochastic_planner,final,90293,119.5774,1.0000
lookahead,final,90293,127.0029,1.0000
twap,final,90293,121.5054,1.0000
stochastic_planner,final,90294,101.7143,1.0000
lookahead,final,90294,98.3504,1.0000
twap,final,90294,115.4886,1.0000
stochastic_planner,final,90295,91.8939,1.0000
lookahead,final,90295,93.0103,1.0000
twap,final,90295,112.9440,1.0000
stochastic_planner,final,90296,109.9261,1.0000
lookahead,final,90296,109.4197,1.0000
twap,final,90296,115.0957,1.0000
stochastic_planner,final,90297,94.2334,1.0000
lookahead,final,90297,100.9875,1.0000
twap,final,90297,108.6040,1.0000
stochastic_planner,final,90298,110.5475,1.0000
lookahead,final,90298,105.3950,1.0000
twap,final,90298,110.5570,1.0000
stochastic_planner,final,90299,84.0084,1.0000
lookahead,final,90299,80.6762,1.0000
twap,final,90299,106.2125,1.0000
stochastic_planner,final,90300,109.0191,1.0000
lookahead,final,90300,116.8333,1.0000
twap,final,90300,119.2217,1.0000
stochastic_planner,final,90301,107.5418,1.0000
lookahead,final,90301,110.0138,1.0000
twap,final,90301,115.1406,1.0000
stochastic_planner,final,90302,62.9615,1.0000
lookahead,final,90302,66.3546,1.0000
twap,final,90302,100.9275,1.0000
stochastic_planner,final,90303,104.2366,1.0000
lookahead,final,90303,133.7500,1.0000
twap,final,90303,107.5167,1.0000
stochastic_planner,final,90304,64.0904,1.0000
lookahead,final,90304,73.5300,1.0000
twap,final,90304,111.6720,1.0000
stochastic_planner,final,90305,121.4822,1.0000
lookahead,final,90305,111.8080,1.0000
twap,final,90305,126.3180,1.0000
stochastic_planner,final,90306,89.3461,1.0000
lookahead,final,90306,93.1803,1.0000
twap,final,90306,109.7241,1.0000
stochastic_planner,final,90307,43.7738,1.0000
lookahead,final,90307,45.7797,1.0000
twap,final,90307,86.0257,1.0000
stochastic_planner,final,90308,152.5502,1.0000
lookahead,final,90308,150.6395,1.0000
twap,final,90308,139.6459,1.0000
stochastic_planner,final,90309,92.1355,1.0000
lookahead,final,90309,84.3052,1.0000
twap,final,90309,104.2060,1.0000
stochastic_planner,final,90310,102.3932,1.0000
lookahead,final,90310,109.8554,1.0000
twap,final,90310,99.6544,1.0000
stochastic_planner,final,90311,112.1076,1.0000
lookahead,final,90311,113.5275,1.0000
twap,final,90311,100.0445,1.0000
stochastic_planner,final,90312,64.9540,1.0000
lookahead,final,90312,71.9102,1.0000
twap,final,90312,102.1739,1.0000
stochastic_planner,final,90313,113.2639,1.0000
lookahead,final,90313,108.6444,1.0000
twap,final,90313,118.4853,1.0000
stochastic_planner,final,90314,34.5109,1.0000
lookahead,final,90314,28.5554,1.0000
twap,final,90314,78.2613,1.0000
stochastic_planner,final,90315,95.9064,1.0000
lookahead,final,90315,100.8422,1.0000
twap,final,90315,99.0021,1.0000
stochastic_planner,final,90316,62.4236,1.0000
lookahead,final,90316,64.9816,1.0000
twap,final,90316,110.5651,1.0000
stochastic_planner,final,90317,131.2921,1.0000
lookahead,final,90317,126.4737,1.0000
twap,final,90317,124.7675,1.0000
stochastic_planner,final,90318,85.1881,1.0000
lookahead,final,90318,87.8479,1.0000
twap,final,90318,100.1917,1.0000
stochastic_planner,final,90319,96.4925,1.0000
lookahead,final,90319,96.1353,1.0000
twap,final,90319,116.6538,1.0000
stochastic_planner,final,90320,119.5197,1.0000
lookahead,final,90320,156.4990,1.0000
twap,final,90320,111.5357,1.0000
stochastic_planner,final,90321,123.5390,1.0000
lookahead,final,90321,137.0422,1.0000
twap,final,90321,132.7808,1.0000
stochastic_planner,final,90322,127.6266,1.0000
lookahead,final,90322,135.9678,1.0000
twap,final,90322,117.7152,1.0000
stochastic_planner,final,90323,52.9619,1.0000
lookahead,final,90323,57.8315,1.0000
twap,final,90323,88.5570,1.0000
stochastic_planner,final,90324,114.5574,1.0000
lookahead,final,90324,105.8796,1.0000
twap,final,90324,109.4867,1.0000
stochastic_planner,final,90325,156.4952,1.0000
lookahead,final,90325,153.1892,1.0000
twap,final,90325,135.9339,1.0000
stochastic_planner,final,90326,87.6406,1.0000
lookahead,final,90326,99.1004,1.0000
twap,final,90326,99.1994,1.0000
stochastic_planner,final,90327,124.8447,1.0000
lookahead,final,90327,120.4819,1.0000
twap,final,90327,118.3705,1.0000
stochastic_planner,final,90328,92.6638,1.0000
lookahead,final,90328,82.8543,1.0000
twap,final,90328,97.5292,1.0000
stochastic_planner,final,90329,136.7910,1.0000
lookahead,final,90329,112.6006,1.0000
twap,final,90329,113.4994,1.0000
stochastic_planner,final,90330,106.9344,1.0000
lookahead,final,90330,110.7572,1.0000
twap,final,90330,113.2642,1.0000
stochastic_planner,final,90331,100.2241,1.0000
lookahead,final,90331,98.2123,1.0000
twap,final,90331,112.2151,1.0000
stochastic_planner,final,90332,96.3977,1.0000
lookahead,final,90332,99.6848,1.0000
twap,final,90332,104.0418,1.0000
stochastic_planner,final,90333,75.3906,1.0000
lookahead,final,90333,74.5468,1.0000
twap,final,90333,100.9719,1.0000
stochastic_planner,final,90334,76.6719,1.0000
lookahead,final,90334,79.0803,1.0000
twap,final,90334,86.8048,1.0000
stochastic_planner,final,90335,142.8780,1.0000
lookahead,final,90335,134.8450,1.0000
twap,final,90335,135.5967,1.0000
stochastic_planner,final,90336,94.2057,1.0000
lookahead,final,90336,95.0118,1.0000
twap,final,90336,106.4662,1.0000
stochastic_planner,final,90337,100.9027,1.0000
lookahead,final,90337,92.0871,1.0000
twap,final,90337,120.4903,1.0000
stochastic_planner,final,90338,117.5478,1.0000
lookahead,final,90338,123.5636,1.0000
twap,final,90338,123.3615,1.0000
stochastic_planner,final,90339,53.5041,1.0000
lookahead,final,90339,56.9824,1.0000
twap,final,90339,90.5970,1.0000
stochastic_planner,final,90340,66.7304,1.0000
lookahead,final,90340,63.4650,1.0000
twap,final,90340,95.1956,1.0000
stochastic_planner,final,90341,133.1522,1.0000
lookahead,final,90341,136.6959,1.0000
twap,final,90341,96.1105,1.0000
stochastic_planner,final,90342,115.1671,1.0000
lookahead,final,90342,117.9180,1.0000
twap,final,90342,105.9695,1.0000
stochastic_planner,final,90343,69.4655,1.0000
lookahead,final,90343,66.4988,1.0000
twap,final,90343,102.1835,1.0000
stochastic_planner,final,90344,120.4909,1.0000
lookahead,final,90344,122.3802,1.0000
twap,final,90344,98.7819,1.0000
stochastic_planner,final,90345,91.1188,1.0000
lookahead,final,90345,95.3457,1.0000
twap,final,90345,107.0534,1.0000
stochastic_planner,final,90346,144.2282,1.0000
lookahead,final,90346,141.8151,1.0000
twap,final,90346,103.0775,1.0000
stochastic_planner,final,90347,81.0668,1.0000
lookahead,final,90347,95.6344,1.0000
twap,final,90347,100.0661,1.0000
stochastic_planner,final,90348,119.5873,1.0000
lookahead,final,90348,121.8826,1.0000
twap,final,90348,134.1427,1.0000
stochastic_planner,final,90349,135.9103,1.0000
lookahead,final,90349,141.5785,1.0000
twap,final,90349,137.5923,1.0000
stochastic_planner,final,90350,73.6259,1.0000
lookahead,final,90350,71.3224,1.0000
twap,final,90350,100.3819,1.0000
stochastic_planner,final,90351,89.0910,1.0000
lookahead,final,90351,96.6994,1.0000
twap,final,90351,112.1642,1.0000
stochastic_planner,final,90352,154.1557,1.0000
lookahead,final,90352,155.5606,1.0000
twap,final,90352,121.7258,1.0000
stochastic_planner,final,90353,123.0988,1.0000
lookahead,final,90353,123.5897,1.0000
twap,final,90353,127.6386,1.0000
stochastic_planner,final,90354,143.6731,1.0000
lookahead,final,90354,138.1132,1.0000
twap,final,90354,135.2816,1.0000
stochastic_planner,final,90355,81.8993,1.0000
lookahead,final,90355,86.6565,1.0000
twap,final,90355,110.4087,1.0000
stochastic_planner,final,90356,124.4565,1.0000
lookahead,final,90356,124.8060,1.0000
twap,final,90356,108.1313,1.0000
stochastic_planner,final,90357,96.8836,1.0000
lookahead,final,90357,99.9565,1.0000
twap,final,90357,109.5898,1.0000
stochastic_planner,final,90358,117.8169,1.0000
lookahead,final,90358,117.2376,1.0000
twap,final,90358,124.8168,1.0000
stochastic_planner,final,90359,122.3644,1.0000
lookahead,final,90359,117.0382,1.0000
twap,final,90359,124.3115,1.0000
stochastic_planner,final,90360,101.3221,1.0000
lookahead,final,90360,101.0508,1.0000
twap,final,90360,106.6205,1.0000
stochastic_planner,final,90361,114.9505,1.0000
lookahead,final,90361,115.8443,1.0000
twap,final,90361,116.0245,1.0000
stochastic_planner,final,90362,66.1728,1.0000
lookahead,final,90362,62.8284,1.0000
twap,final,90362,101.4000,1.0000
stochastic_planner,final,90363,113.5782,1.0000
lookahead,final,90363,119.8348,1.0000
twap,final,90363,98.6562,1.0000
stochastic_planner,final,90364,89.7954,1.0000
lookahead,final,90364,92.6576,1.0000
twap,final,90364,106.8159,1.0000
stochastic_planner,final,90365,96.4048,1.0000
lookahead,final,90365,97.2532,1.0000
twap,final,90365,104.7096,1.0000
stochastic_planner,final,90366,60.7384,1.0000
lookahead,final,90366,72.8202,1.0000
twap,final,90366,88.3331,1.0000
stochastic_planner,final,90367,105.8789,1.0000
lookahead,final,90367,105.4554,1.0000
twap,final,90367,106.2774,1.0000
stochastic_planner,final,90368,85.6263,1.0000
lookahead,final,90368,60.2125,1.0000
twap,final,90368,107.2650,1.0000
stochastic_planner,final,90369,118.0769,1.0000
lookahead,final,90369,113.9314,1.0000
twap,final,90369,113.5040,1.0000
stochastic_planner,final,90370,108.6265,1.0000
lookahead,final,90370,122.2632,1.0000
twap,final,90370,99.5884,1.0000
stochastic_planner,final,90371,67.9173,1.0000
lookahead,final,90371,77.5459,1.0000
twap,final,90371,97.9363,1.0000
stochastic_planner,final,90372,122.1516,1.0000
lookahead,final,90372,116.4367,1.0000
twap,final,90372,119.0384,1.0000
stochastic_planner,final,90373,127.6577,1.0000
lookahead,final,90373,124.8869,1.0000
twap,final,90373,115.4016,1.0000
stochastic_planner,final,90374,70.5698,1.0000
lookahead,final,90374,58.8822,1.0000
twap,final,90374,91.9587,1.0000
stochastic_planner,final,90375,116.0488,1.0000
lookahead,final,90375,112.4164,1.0000
twap,final,90375,126.1501,1.0000
stochastic_planner,final,90376,104.8481,1.0000
lookahead,final,90376,99.9930,1.0000
twap,final,90376,116.6678,1.0000
stochastic_planner,final,90377,108.5220,1.0000
lookahead,final,90377,107.6166,1.0000
twap,final,90377,120.5963,1.0000
stochastic_planner,final,90378,94.9392,1.0000
lookahead,final,90378,95.4610,1.0000
twap,final,90378,119.2006,1.0000
stochastic_planner,final,90379,112.2727,1.0000
lookahead,final,90379,110.9915,1.0000
twap,final,90379,117.4878,1.0000
stochastic_planner,final,90380,113.4336,1.0000
lookahead,final,90380,115.2223,1.0000
twap,final,90380,135.7435,1.0000
stochastic_planner,final,90381,78.7725,1.0000
lookahead,final,90381,86.1894,1.0000
twap,final,90381,95.5255,1.0000
stochastic_planner,final,90382,70.9748,1.0000
lookahead,final,90382,80.4270,1.0000
twap,final,90382,103.7548,1.0000
stochastic_planner,final,90383,71.5839,1.0000
lookahead,final,90383,65.7814,1.0000
twap,final,90383,111.2742,1.0000
stochastic_planner,final,90384,79.7177,1.0000
lookahead,final,90384,82.9762,1.0000
twap,final,90384,103.4298,1.0000
stochastic_planner,final,90385,88.9573,1.0000
lookahead,final,90385,83.4687,1.0000
twap,final,90385,101.8808,1.0000
stochastic_planner,final,90386,123.4627,1.0000
lookahead,final,90386,118.3512,1.0000
twap,final,90386,113.4112,1.0000
stochastic_planner,final,90387,93.9935,1.0000
lookahead,final,90387,96.4446,1.0000
twap,final,90387,116.5646,1.0000
stochastic_planner,final,90388,129.7196,1.0000
lookahead,final,90388,134.8304,1.0000
twap,final,90388,128.1701,1.0000
stochastic_planner,final,90389,140.2807,1.0000
lookahead,final,90389,137.2354,1.0000
twap,final,90389,141.2096,1.0000
stochastic_planner,final,90390,99.5572,1.0000
lookahead,final,90390,93.0245,1.0000
twap,final,90390,99.6417,1.0000
stochastic_planner,final,90391,110.9575,1.0000
lookahead,final,90391,111.0330,1.0000
twap,final,90391,97.9302,1.0000
stochastic_planner,final,90392,79.6366,1.0000
lookahead,final,90392,66.1904,1.0000
twap,final,90392,107.3085,1.0000
stochastic_planner,final,90393,123.5064,1.0000
lookahead,final,90393,118.4451,1.0000
twap,final,90393,129.9718,1.0000
stochastic_planner,final,90394,102.0912,1.0000
lookahead,final,90394,105.3096,1.0000
twap,final,90394,109.1541,1.0000
stochastic_planner,final,90395,154.3268,1.0000
lookahead,final,90395,144.3302,1.0000
twap,final,90395,139.8441,1.0000
stochastic_planner,final,90396,63.3551,1.0000
lookahead,final,90396,62.9641,1.0000
twap,final,90396,101.7683,1.0000
stochastic_planner,final,90397,73.1553,1.0000
lookahead,final,90397,77.9519,1.0000
twap,final,90397,113.6674,1.0000
stochastic_planner,final,90398,132.7822,1.0000
lookahead,final,90398,131.0132,1.0000
twap,final,90398,130.1549,1.0000
stochastic_planner,final,90399,124.3655,1.0000
lookahead,final,90399,103.3965,1.0000
twap,final,90399,128.5675,1.0000
stochastic_planner,final,90400,107.6761,1.0000
lookahead,final,90400,109.6881,1.0000
twap,final,90400,129.7468,1.0000
stochastic_planner,final,90401,101.3867,1.0000
lookahead,final,90401,96.8106,1.0000
twap,final,90401,114.5791,1.0000
stochastic_planner,final,90402,82.8705,1.0000
lookahead,final,90402,85.0095,1.0000
twap,final,90402,108.9721,1.0000
stochastic_planner,final,90403,72.3895,1.0000
lookahead,final,90403,61.5744,1.0000
twap,final,90403,101.0090,1.0000
stochastic_planner,final,90404,68.2827,1.0000
lookahead,final,90404,61.8940,1.0000
twap,final,90404,88.4900,1.0000
stochastic_planner,final,90405,80.3296,1.0000
lookahead,final,90405,100.0013,1.0000
twap,final,90405,100.3688,1.0000
stochastic_planner,final,90406,65.1764,1.0000
lookahead,final,90406,68.6744,1.0000
twap,final,90406,104.5956,1.0000
stochastic_planner,final,90407,96.6109,1.0000
lookahead,final,90407,103.5191,1.0000
twap,final,90407,120.6828,1.0000
stochastic_planner,final,90408,65.0942,1.0000
lookahead,final,90408,55.4500,1.0000
twap,final,90408,94.0921,1.0000
stochastic_planner,final,90409,82.1445,1.0000
lookahead,final,90409,77.5079,1.0000
twap,final,90409,103.9284,1.0000
stochastic_planner,final,90410,64.7037,1.0000
lookahead,final,90410,55.4865,1.0000
twap,final,90410,95.6337,1.0000
stochastic_planner,final,90411,113.8746,1.0000
lookahead,final,90411,106.9150,1.0000
twap,final,90411,120.8197,1.0000
stochastic_planner,final,90412,113.6877,1.0000
lookahead,final,90412,116.4908,1.0000
twap,final,90412,126.2455,1.0000
stochastic_planner,final,90413,115.3823,1.0000
lookahead,final,90413,124.2956,1.0000
twap,final,90413,130.1949,1.0000
stochastic_planner,final,90414,120.8774,1.0000
lookahead,final,90414,127.2872,1.0000
twap,final,90414,125.7127,1.0000
stochastic_planner,final,90415,93.3225,1.0000
lookahead,final,90415,83.0939,1.0000
twap,final,90415,105.5972,1.0000
stochastic_planner,final,90416,120.4047,1.0000
lookahead,final,90416,116.5078,1.0000
twap,final,90416,112.4351,1.0000
stochastic_planner,final,90417,49.0208,1.0000
lookahead,final,90417,53.6367,1.0000
twap,final,90417,84.9755,1.0000
stochastic_planner,final,90418,94.0089,1.0000
lookahead,final,90418,84.5186,1.0000
twap,final,90418,103.8293,1.0000
stochastic_planner,final,90419,114.7729,1.0000
lookahead,final,90419,111.9567,1.0000
twap,final,90419,114.3816,1.0000
stochastic_planner,final,90420,102.5985,1.0000
lookahead,final,90420,92.6894,1.0000
twap,final,90420,105.6013,1.0000
stochastic_planner,final,90421,108.9621,1.0000
lookahead,final,90421,114.9863,1.0000
twap,final,90421,122.3402,1.0000
stochastic_planner,final,90422,51.9464,1.0000
lookahead,final,90422,52.9236,1.0000
twap,final,90422,94.0884,1.0000
stochastic_planner,final,90423,96.9699,1.0000
lookahead,final,90423,93.7604,1.0000
twap,final,90423,108.5118,1.0000
stochastic_planner,final,90424,119.2868,1.0000
lookahead,final,90424,126.6677,1.0000
twap,final,90424,105.4293,1.0000
stochastic_planner,final,90425,87.3538,1.0000
lookahead,final,90425,100.9627,1.0000
twap,final,90425,109.9874,1.0000
stochastic_planner,final,90426,89.9163,1.0000
lookahead,final,90426,88.4527,1.0000
twap,final,90426,117.4692,1.0000
stochastic_planner,final,90427,129.7309,1.0000
lookahead,final,90427,124.0882,1.0000
twap,final,90427,114.0902,1.0000
stochastic_planner,final,90428,153.8646,1.0000
lookahead,final,90428,148.9516,1.0000
twap,final,90428,121.7930,1.0000
stochastic_planner,final,90429,130.0459,1.0000
lookahead,final,90429,140.6341,1.0000
twap,final,90429,114.4424,1.0000
stochastic_planner,final,90430,74.8564,1.0000
lookahead,final,90430,85.0474,1.0000
twap,final,90430,94.8657,1.0000
stochastic_planner,final,90431,117.5032,1.0000
lookahead,final,90431,120.2021,1.0000
twap,final,90431,129.2598,1.0000
stochastic_planner,final,90432,76.4581,1.0000
lookahead,final,90432,84.4901,1.0000
twap,final,90432,102.3687,1.0000
stochastic_planner,final,90433,54.8513,1.0000
lookahead,final,90433,42.7951,1.0000
twap,final,90433,87.7966,1.0000
stochastic_planner,final,90434,93.5738,1.0000
lookahead,final,90434,77.6790,1.0000
twap,final,90434,89.7772,1.0000
stochastic_planner,final,90435,34.1996,1.0000
lookahead,final,90435,30.1443,1.0000
twap,final,90435,87.8923,1.0000
stochastic_planner,final,90436,124.7212,1.0000
lookahead,final,90436,117.7535,1.0000
twap,final,90436,114.5896,1.0000
stochastic_planner,final,90437,146.4051,1.0000
lookahead,final,90437,126.7221,1.0000
twap,final,90437,124.1920,1.0000
stochastic_planner,final,90438,47.6706,1.0000
lookahead,final,90438,38.2176,1.0000
twap,final,90438,79.7624,1.0000
stochastic_planner,final,90439,128.0500,1.0000
lookahead,final,90439,121.1745,1.0000
twap,final,90439,121.1785,1.0000
stochastic_planner,final,90440,70.0316,1.0000
lookahead,final,90440,69.7823,1.0000
twap,final,90440,105.4856,1.0000
stochastic_planner,final,90441,140.9939,1.0000
lookahead,final,90441,133.2910,1.0000
twap,final,90441,119.5418,1.0000
stochastic_planner,final,90442,77.3491,1.0000
lookahead,final,90442,66.3641,1.0000
twap,final,90442,96.9418,1.0000
stochastic_planner,final,90443,108.4188,1.0000
lookahead,final,90443,105.5815,1.0000
twap,final,90443,123.0685,1.0000
stochastic_planner,final,90444,111.0057,1.0000
lookahead,final,90444,104.2705,1.0000
twap,final,90444,120.8788,1.0000
stochastic_planner,final,90445,122.8529,1.0000
lookahead,final,90445,123.7107,1.0000
twap,final,90445,106.0548,1.0000
stochastic_planner,final,90446,89.8160,1.0000
lookahead,final,90446,93.3188,1.0000
twap,final,90446,95.7585,1.0000
stochastic_planner,final,90447,93.3831,1.0000
lookahead,final,90447,90.1999,1.0000
twap,final,90447,106.3358,1.0000
stochastic_planner,final,90448,71.4633,1.0000
lookahead,final,90448,62.3517,1.0000
twap,final,90448,103.5315,1.0000
stochastic_planner,final,90449,82.6702,1.0000
lookahead,final,90449,90.9216,1.0000
twap,final,90449,109.5204,1.0000
stochastic_planner,final,90450,90.8645,1.0000
lookahead,final,90450,109.5173,1.0000
twap,final,90450,107.6188,1.0000
stochastic_planner,final,90451,116.2048,1.0000
lookahead,final,90451,129.8173,1.0000
twap,final,90451,114.9516,1.0000
stochastic_planner,final,90452,80.9545,1.0000
lookahead,final,90452,108.3231,1.0000
twap,final,90452,102.0333,1.0000
stochastic_planner,final,90453,133.1037,1.0000
lookahead,final,90453,127.2037,1.0000
twap,final,90453,130.6576,1.0000
stochastic_planner,final,90454,111.7943,1.0000
lookahead,final,90454,111.4781,1.0000
twap,final,90454,110.4679,1.0000
stochastic_planner,final,90455,115.0173,1.0000
