step,oracle_price,pool_a_mid,pool_b_mid,pool_a_fee_buy,pool_a_fee_sell,pool_b_fee_buy,pool_b_fee_sell,action,agent_qty_a,agent_qty_b,agent_cash_flow_x,agent_fee_paid_x,agent_gas_x,remaining_after,post_trade_gap_a_bps,post_trade_gap_b_bps,noise_buy_a,noise_buy_b,noise_sell_a,noise_sell_b,arb_delta_a,arb_delta_b,reward
18,997.6647937554451,1002.8865898701359,1003.255448797869,0.006173783566122492,0.0001,0.006361601989306426,0.0001,exec_10_A,1.412147682405,0.0,1419.399172319202,5.698776104806029,2.0,12.709329141645,48.615767198642025,32.8464025529036,1.067881839284621,1.7074103328725199,0.8828458704097186,0.5541989284353828,0.0,0.0,-0.00018502979828404024
19,996.590216933291,997.6865758078051,997.6865758078051,0.0035178031603543707,0.0024821968396456294,0.0035178031603543707,0.0024821968396456294,exec_25_A,3.17733228541125,0.0,3216.53367240528,19.85818272657525,2.0,9.53199685623375,127.52647252731308,66.88036618589601,0.09766166124098677,1.8845024616282378,1.4147282239265468,0.0685282998673305,-4.459166452182444,-4.598458028988944,-0.0008240277398806029
20,996.6595612947264,1000.5486881311434,997.0988963352354,0.0052742632610394136,0.000725736738960587,0.003516636513661027,0.002483363486338973,exec_10_B,0.0,0.9531996856233751,955.2612528864219,3.360421054367862,2.0,8.578797170610375,10.304566904917381,29.393375433187423,2.2483400963522846,0.8615215102071406,0.8153859287754797,2.1097138814196525,0.0,0.0,-0.00008123134526093509
21,996.0576988787227,995.1239904772253,999.8682226634265,0.002627907522106735,0.003372092477893265,0.005045609124915187,0.0009543908750848126,wait,0.0,0.0,0.0,0.0,0.0,8.578797170610375,45.08764158418025,10.453184164780644,0.114892015627771,1.5970534279100985,2.8360801811980765,0.20923297588954123,0.0,0.0,-0.0
22,995.8378258062708,1001.0203471788725,997.8654363185753,0.006086664513615399,0.0001,0.00447748685623483,0.0015225131437651704,exec_25_A,2.144699292652594,0.0,2144.453066418221,5.635424344045077,2.0,6.4340978779577815,35.728034873563026,40.47242184130339,1.1079570930514555,0.25665548392187176,0.29591593483295614,1.259753824462852,0.0,0.0,-0.00003507547531254204
23,994.9244408581344,997.80611140895,1001.1354002866146,0.00465491361648408,0.00134508638351592,0.006353722902349018,0.0001,wait,0.0,0.0,0.0,0.0,0.0,6.4340978779577815,61.270042933916685,29.559988072102247,0.1623250408485054,1.8145350368693285,1.7708610782176213,0.1783243402762618,0.0,0.0,-0.0
24,994.5143088814641,996.8496721107138,996.443256195584,0.004202826589093568,0.0017971734109064324,0.003995430522256735,0.0020045694777432654,wait,0.0,0.0,0.0,0.0,0.0,6.4340978779577815,33.09959945360832,66.57613013730608,2.708804168911846,0.21159315628288833,0.25811029712445566,2.561940248126446,-2.930836794230231,0.0,-0.0
25,994.4712249216873,995.4740425505711,996.2155135364605,0.004023400467349588,0.001976599532650412,0.004402165613135036,0.001597834386864964,wait,0.0,0.0,0.0,0.0,0.0,6.4340978779577815,23.916701955994476,19.829948061614616,0.6270512438275799,0.8552565784296533,1.318845210664073,0.9697577647268454,0.0,0.0,-0.0
26,993.4470801978778,995.692438803829,994.2377422109626,0.004591361992165406,0.0014086380078345943,0.003847593522895339,0.0021524064771046613,wait,0.0,0.0,0.0,0.0,0.0,6.4340978779577815,20.403324878559015,27.866943229943928,1.0021241211093452,0.5684510164987208,0.8921985260579733,1.5644602564769376,0.0,0.0,-0.0
27,992.556317741852,997.8024116909183,998.3052871513311,0.0060926112419175445,0.0001,0.006349933152023121,0.0001,exec_50_B,0.0,3.2170489389788908,3221.198432716907,12.393862225681914,2.0,3.2170489389788908,31.596404213232823,81.51490469724823,1.2190845791748781,0.14447890967066787,0.1589292534379905,1.3163224725960412,0.0,0.0,-0.0001229898747603238
28,991.6964858846679,992.7874611166641,992.787461116664,0.003899279100760931,0.002100720899239069,0.003899279100760873,0.002100720899239127,wait,0.0,0.0,0.0,0.0,0.0,3.2170489389788908,61.570509658542,66.64137022495937,1.5280469329579562,1.0379360218184945,0.5512409175747431,0.71003213083863,-3.5020927208403236,-3.1053641298376533,-0.0
29,991.0139246492125,995.4956601414353,992.9907442345992,0.00531839563522081,0.0006816043647791901,0.004035586120542635,0.0019644138794573654,exec_50_B,0.0,1.6085244694894454,1605.7477006920742,6.261258450403375,2.0,1.6085244694894454,17.896181106429207,50.08517388339057,1.7383150747923266,0.34464043344334006,0.37222687436154583,1.8504294821218013,0.0,0.0,0.000015535375947424653
30,990.9361244107155,993.6038868211521,996.4636114338841,0.004898054600528763,0.0011019453994712373,0.006364132490733112,0.0001,exec_50_B,0.0,0.8042622347447227,802.5040916808919,3.238574374066161,2.0,0.8042622347447227,46.012408049321024,36.81546656834782,0.46552064476759114,1.4174776865768837,1.4191938088232856,0.47147804947626537,0.0,0.0,-4.83713872338285e-6
31,989.8508108677208,995.4475764172279,993.9959984949716,0.00562092543318367,0.00037907456681632963,0.004877075095886125,0.0011229249041138744,wait,0.0,0.0,0.0,0.0,0.0,0.8042622347447227,37.915571844015645,66.80603272291496,1.125044572074555,0.12454985087362054,0.1955775055237491,1.367238695366155,0.0,0.0,-0.0
32,990.2895746860208,992.7330890614057,994.9345930691263,0.00406473722854236,0.00193526277145764,0.0051925222046721765,0.0008074777953278236,wait,0.0,0.0,0.0,0.0,0.0,0.8042622347447227,52.08579251015969,37.427676749256584,0.3407339690301895,1.0399196655462293,1.7101000231132277,0.5666990500227868,0.0,0.0,-0.0
33,990.6231489132633,997.2530084809437,991.6436980669049,0.006486300769107884,0.0001,0.003612181917682237,0.002387818082317763,wait,0.0,0.0,0.0,0.0,0.0,0.8042622347447227,21.299120159437695,43.52254599130613,2.681861645601651,0.49506667642468766,0.4048144773525315,2.157220606808305,0.0,0.0,-0.0
34,990.4093122296346,994.1886547670578,996.1427470590553,0.005140659454014713,0.0008593405459852875,0.006142339740197731,0.0001,exec_50_B,0.0,0.40213111737236135,400.37677278618435,1.446233738918238,2.0,0.40213111737236135,69.09967592996874,20.487140604309108,0.0384723485263185,1.9125836337802684,1.5805390207767527,0.04441854421334279,0.0,0.0,-4.913108276459752e-6
35,989.9616836190934,996.1168897948369,992.0540701773574,0.005931915823085682,0.0001,0.0038500772191145736,0.0021499227808854265,wait,0.0,0.0,0.0,0.0,0.0,0.40213111737236135,42.69833083348694,62.43740078267715,1.5872227359845859,0.3528312650647373,0.6160519916629114,2.4154068616064337,0.0,0.0,-0.0
36,990.3585402206876,992.8222748906336,995.3453009339343,0.004442067777212562,0.0015579322227874382,0.005735398810249587,0.0002646011897504126,exec_25_A,0.10053277934309034,0.0,100.75008956840149,0.5976410504881073,2.0,0.301598338029271,60.16280951242545,17.120364876057824,0.06928134952387752,1.7378605395241566,1.8308849598063552,0.07656708862902228,0.0,0.0,-0.000044346204506223044
37,989.9687550121798,996.1550589869778,992.9994855408614,0.006132652133820398,0.0001,0.004515130521825562,0.001484869478174438,wait,0.0,0.0,0.0,0.0,0.0,0.301598338029271,28.82434282906898,54.31025872819873,1.893669949770079,0.27229111499129827,0.21340337101065943,1.4555279063342703,0.0,0.0,-0.0
38,989.9988062569581,992.3382889313011,992.4624823114325,0.003624455669402772,0.0023755443305972282,0.0036880481849448335,0.0023119518150551666,wait,0.0,0.0,0.0,0.0,0.0,0.301598338029271,62.18444599237015,30.309928304342538,0.20898625797372783,2.366028521778594,2.133964302290123,0.2171761533698972,0.0,-2.4203084379048505,-0.0
39,991.1060227279621,991.6621516094766,991.7183922140915,0.0031368336943637326,0.0028631663056362675,0.003165623499528723,0.0028343765004712773,exec_50_A,0.1507991690146355,0.0,150.2107043136584,0.5444320388546089,2.0,0.1507991690146355,15.442063797160914,13.68632166856181,0.8026514228212075,0.8489946972937852,1.2956169378649887,1.225497897579788,0.0,0.0,-0.00002823070598045774
40,991.3919098803894,991.2157097028002,991.0867062923238,0.0030694620868234497,0.0029305379131765504,0.003003403641986203,0.0029965963580137972,wait,0.0,0.0,0.0,0.0,0.0,0.1507991690146355,2.725881928164667,3.2931712519367258,0.9808132584968154,0.9395307334651675,1.20693171899657,1.2594910980069256,0.0,0.0,-0.0
41,991.0793515370887,990.4562554421508,990.8955724769484,0.0024635266761767515,0.0035364733238232486,0.002688391367316563,0.003311608632683437,wait,0.0,0.0,0.0,0.0,0.0,0.1507991690146355,1.3758551774892498,0.07420954965663387,1.281608542064558,1.4144776765395524,1.6666158849329902,1.511350705448153,0.0,0.0,-0.0
42,991.5126125353116,990.4260345263448,989.6792288582162,0.003082638493759119,0.002917361506240881,0.0026999082518893093,0.003300091748110691,exec_50_A,0.07539958450731775,0.0,74.87003879753836,0.18444433782413228,2.0,0.07539958450731775,-9.15464719132609,-6.223219458454418,0.9544215579501623,0.7357544117841472,1.0451508763139048,1.3528955645070548,0.0,0.0,-0.00002940908580441203
43,990.2668966587743,988.7992015207763,989.8784848295936,0.00230192081781178,0.00369807918218822,0.0028551020065775167,0.0031448979934224834,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,1.6070199671164302,-5.934438508859393,0.4738367491596796,0.839008540094015,1.3000940813639188,0.7378333349007167,0.0,0.0,-0.0
44,990.1693782073321,991.9705399604072,988.9762641062166,0.004586680777472239,0.0014133192225277615,0.003050008346073904,0.0029499916539260963,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,-13.83780105416418,-2.9378143188505494,2.2448687136485415,0.983494249259799,0.6360493094866392,1.441854529582244,0.0,0.0,-0.0
45,988.8629806509376,989.7925989776547,991.1797598333394,0.0032376063995403414,0.0027623936004596587,0.0039491793482653486,0.0020508206517346516,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,31.42558039157239,1.1455930446946612,0.12496892889523263,1.244403814214196,1.2290063997555867,0.12605204358251984,0.0,0.0,-0.0
46,989.3179077106281,990.5571868133597,987.3964876282562,0.0031744111989199684,0.0028255888010800317,0.0015544985528383134,0.004445501447161687,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,4.798167134415946,18.81955343373692,1.2025576636315927,0.4150581174467536,0.8145595948162722,2.3375051960155497,0.0,0.0,-0.0
47,990.2292356737282,985.4580195350326,992.3052464836702,0.0007613446038134755,0.005238655396186525,0.0042720530684064095,0.0017279469315935909,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,3.311870906420904,-28.606992637868448,0.2456871256102428,2.751098618578419,2.8418422641596743,0.2588651774292425,0.0,0.0,-0.0
48,989.8336166325099,991.8371029748897,988.1584680540168,0.0042712204288419845,0.0017287795711580158,0.0023842395796459387,0.0036157604203540614,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,-44.2053798128564,24.970154676792674,3.256436809503664,0.017312163714117697,0.011779287149110779,2.121462103182585,0.0,0.0,-0.0
49,989.3525212317345,986.3208911513794,992.8287766346729,0.0018717301938280001,0.004128269806172,0.005212825286607216,0.0007871747133927839,wait,0.0,0.0,0.0,0.0,0.0,0.07539958450731775,25.11320979969745,-12.06903658800122,0.15205060234164558,2.5495967509186763,2.9559768117129654,0.1807358252453711,0.0,0.0,-0.0000301598338029271
