episode,val_shortfall_bps,eps
500,199.10626149655647,0.9341597222222222
1000,199.01253072942438,0.8681875
1500,192.9342239021461,0.8022152777777778
2000,200.0,0.7362430555555556
2500,200.0,0.6702708333333334
3000,183.4361450849625,0.6042986111111112
3500,192.24302459046427,0.538326388888889
4000,198.91203045871407,0.47235416666666674
4500,198.54383641422734,0.4063819444444444
5000,194.272719469942,0.3404097222222222
5500,197.6010989839933,0.2744375
6000,200.0,0.2084652777777778
6500,200.0,0.1424930555555557
7000,151.4671855091972,0.07652083333333348
7500,98.40822837799794,0.05
8000,95.69897136639207,0.05
8500,101.53288172319346,0.05
9000,86.60839302912461,0.05
9500,87.592055924821,0.05
10000,99.66550118747496,0.05
10500,89.45981313967779,0.05
11000,87.41776221437559,0.05
11500,91.50495153856978,0.05
12000,143.3735709733692,0.05
