policy,seed_set,arb_profit_x,arb_trade_count,avg_depth_factor,avg_fee_a,avg_fee_b,avg_oracle_gap_a_bps,avg_oracle_gap_b_bps,avg_slippage_bps,completion_rate,drift_bps,fee_paid_bps,fees_paid_x,filled_qty,forced_terminal_cost_bps,gas_paid_bps,gas_paid_x,jit_event_count,mean_post_trade_gap_bps,min_depth_factor,mode,n_steps,route_concentration,route_share_a,route_share_b,seed,shortfall_bps,slippage_ex_fee_bps,terminal_penalty_bps,total_reward,wait_share
rl,test,92.30123842986768,15,1.0,0.004472796001564863,0.004510705552221073,29.313416329839107,30.060440334817248,74.02176700025967,0.984677216987793,15.184378878686136,31.864945214058682,159.32472607029342,49.23386084938965,0.0,6.800000000000001,34.0,0,73.01786617210219,1.0,DynamicDuopoly,50,0.5214185438915067,0.6034856122644753,0.3965143877355247,30000,97.93648300746175,41.02260231227587,3.064556602441406,-0.009793648300746187,0.68
rl,fresh,53.01690231823795,14,1.0,0.004655078934904313,0.004732661849415189,32.94487254290471,34.47366232697241,77.80154388583426,0.9892261681945418,27.962669450922732,32.65638275018376,163.2819137509188,49.46130840972709,0.0,7.6000000000000005,38.0,0,75.33858827697978,1.0,DynamicDuopoly,50,0.5219323040997534,0.6047193967222726,0.39528060327772735,40000,114.68075894981666,44.306940387619555,2.154766361091614,-0.01146807589498178,0.64
