step,oracle_price,pool_a_mid,pool_b_mid,pool_a_fee_buy,pool_a_fee_sell,pool_b_fee_buy,pool_b_fee_sell,action,agent_qty_a,agent_qty_b,agent_cash_flow_x,agent_fee_paid_x,agent_gas_x,remaining_after,post_trade_gap_a_bps,post_trade_gap_b_bps,noise_buy_a,noise_buy_b,noise_sell_a,noise_sell_b,arb_delta_a,arb_delta_b,reward
0,1000.0,1006.9668618495973,1003.1586609572734,0.0064869179586773225,0.0001,0.004554487870218529,0.001445512129781472,exec_10_A,5.0,0.0,5040.24636724243,15.12073910172694,2.0,45.0,100.75503143860033,0.0,0.010057892792984451,1.5858511988284445,1.5447233722606564,0.010252326224752431,0.0,0.0,-0.0008449273448486019
1,1000.0461343757798,1001.1462951396695,1002.4952996258135,0.003512703357262504,0.002487296642737496,0.00419722437139096,0.0018027756286090404,exec_10_B,0.0,4.5,4555.399623442012,20.74751232896415,2.0,40.5,69.2040820510478,122.16142425075948,1.1331679626981368,0.2113464194090909,0.23489936573571268,1.6731850508210626,-3.7909478246419894,-3.3684405286227275,-0.0011479924688402388
2,1000.1191656816783,1006.3372941708898,1002.9273378092281,0.006063214385770574,0.0001,0.00433321691049258,0.0016667830895074202,exec_10_A,4.05,0.0,4085.4911785552654,14.351118578977548,2.0,36.45,91.8955407132423,23.758508242521383,0.1225830457229013,2.661697654886689,1.59157264258213,0.07533436340865902,0.0,-2.371219770310745,-0.0007498235711053075
3,1000.2565803649939,1001.356972642623,1002.9285012111625,0.003154410788131612,0.002845589211868388,0.003951118766698217,0.002048881233301783,exec_10_B,0.0,3.6450000000000005,3685.03148372263,15.968040740964625,2.0,32.805,60.791540143400724,100.30505465285464,1.997199704044547,0.6601678145197118,0.4898447775209929,1.5974123882984663,-3.983224036821639,-2.7071762706960953,-0.0008406296744525935
4,1001.0415572321441,1005.9655372791867,1004.9678411919922,0.0050980536930685175,0.0009019463069314831,0.0045926538577912325,0.0014073461422087674,exec_10_A,3.2805,0.0,3306.199769772714,10.429112221489504,2.0,29.5245,69.15087125262133,18.849806637755762,0.13752370442157621,1.1508419753795711,1.1263310145624263,0.13718041312305357,0.0,0.0,-0.0005539953954542761
5,1001.7877440383841,1003.8691602958056,1005.68233155844,0.004289298102616144,0.0017107018973838556,0.005208248884390183,0.0007917511156098176,wait,0.0,0.0,0.0,0.0,0.0,29.5245,41.70337744362126,31.744220994245698,0.5094072364113031,1.0865302064953466,1.5499122247535018,0.7321196605895703,0.0,0.0,-0.0
6,1001.2910743974452,1008.4254434598411,1003.0865603750727,0.0067440925522954795,0.0001,0.004037487919738036,0.001962512080261964,exec_10_A,2.9524500000000002,0.0,2985.4726984659683,12.805582380942269,2.0,26.57205,85.3273111118005,43.85595031531995,0.4297787319525922,2.170121304594433,1.1249262851847097,0.22578721261457083,0.0,-3.2337318080926707,-0.0007004539693193601
7,1000.9934101479926,1004.3377744408427,1003.9646964029881,0.004697541588679499,0.0013024584113205016,0.004508394623480001,0.0014916053765199992,exec_10_B,0.0,2.6572050000000003,2683.353010945546,10.834005366085421,2.0,23.914845,74.24657581661508,74.4617602514046,0.27585043237153684,1.0841987281154633,2.300280643524727,0.9107598385201807,0.0,-2.3938876182149897,-0.0005629602189109119
8,1000.9581672170476,1003.2926603035668,1003.9679656970097,0.004548880441573382,0.0014511195584266184,0.004891509949371469,0.0011084900506285313,wait,0.0,0.0,0.0,0.0,0.0,23.914845,33.76372094741384,30.036511858427872,0.6886541750944178,0.9142407635207,1.208235027090815,0.9126157938415306,0.0,0.0,-0.0
9,1000.206303356483,1006.0552770156207,1005.9972825816748,0.006039811708760867,0.0001,0.006010382318624226,0.0001,exec_10_A,2.3914845000000002,0.0,2416.1107139190053,10.990598771222267,2.0,21.5233605,79.08662931833393,37.608864570273184,0.17522943655497672,1.1865817519810882,1.1950319747601374,0.17945920140660102,0.0,0.0,-0.0005325242783801059
