policy,agent_order,seed,shortfall_bps,completion_rate,forced_terminal_cost_bps,wait_share
dqn_order_random,random,90446,78.7429,1.0,1.5683,0.74
dqn_order_random,random,90447,101.6978,1.0,3.3752,0.72
dqn_order_random,random,90448,74.9278,1.0,2.4092,0.76
dqn_order_random,random,90449,50.3524,1.0,2.3279,0.76
dqn_order_random,random,90450,103.9743,1.0,2.839,0.7
dqn_order_random,random,90451,172.1997,1.0,65.4629,0.84
dqn_order_random,random,90452,96.6803,1.0,3.1598,0.74
dqn_order_random,random,90453,102.4395,1.0,3.2435,0.76
dqn_order_random,random,90454,104.1035,1.0,3.1075,0.74
dqn_order_random,random,90455,104.2854,1.0,1.3295,0.72
dqn_order_random,random,90456,97.3798,1.0,2.7128,0.72
dqn_order_random,random,90457,45.5962,1.0,0.2947,0.66
dqn_order_random,random,90458,119.0316,1.0,3.134,0.76
dqn_order_random,random,90459,146.522,1.0,46.1918,0.78
dqn_order_random,random,90460,51.7582,1.0,2.8391,0.78
dqn_order_random,random,90461,47.6152,1.0,0.6076,0.68
dqn_order_random,random,90462,131.7415,1.0,4.3415,0.74
dqn_order_random,random,90463,67.6397,1.0,2.4602,0.72
dqn_order_random,random,90464,36.4288,1.0,0.074,0.76
dqn_order_random,random,90465,102.192,1.0,3.4914,0.74
dqn_order_random,random,90466,140.4253,1.0,3.1684,0.72
dqn_order_random,random,90467,81.6179,1.0,1.4053,0.7
dqn_order_random,random,90468,122.4808,1.0,2.9231,0.74
dqn_order_random,random,90469,126.4832,1.0,6.3779,0.74
dqn_order_random,random,90470,126.9799,1.0,5.6051,0.78
dqn_order_random,random,90471,50.484,1.0,1.8402,0.7
dqn_order_random,random,90472,2.8479,1.0,0.2586,0.58
dqn_order_random,random,90473,115.0892,1.0,2.5192,0.74
dqn_order_random,random,90474,69.6721,1.0,3.8259,0.74
dqn_order_random,random,90475,36.9666,1.0,0.8345,0.7
dqn_order_random,random,90476,101.266,1.0,2.9721,0.74
dqn_order_random,random,90477,101.4288,1.0,2.2897,0.74
dqn_order_random,random,90478,68.4303,1.0,1.1066,0.72
dqn_order_random,random,90479,54.794,1.0,2.1228,0.78
dqn_order_random,random,90480,100.7028,1.0,1.8915,0.72
dqn_order_random,random,90481,91.1547,1.0,4.256,0.74
dqn_order_random,random,90482,92.5831,1.0,3.796,0.76
dqn_order_random,random,90483,86.2274,1.0,1.2961,0.76
dqn_order_random,random,90484,78.0845,1.0,2.222,0.72
dqn_order_random,random,90485,123.9654,1.0,4.1107,0.74
dqn_order_random,random,90486,109.7544,1.0,2.9214,0.74
dqn_order_random,random,90487,150.595,1.0,4.5922,0.76
dqn_order_random,random,90488,73.0973,1.0,2.9278,0.74
dqn_order_random,random,90489,47.1372,1.0,1.2291,0.68
dqn_order_random,random,90490,140.3309,1.0,2.9615,0.74
dqn_order_random,random,90491,112.7184,1.0,5.2061,0.74
dqn_order_random,random,90492,108.6308,1.0,1.9815,0.7
dqn_order_random,random,90493,107.8872,1.0,4.0214,0.74
dqn_order_random,random,90494,114.5018,1.0,3.9932,0.72
dqn_order_random,random,90495,75.5912,1.0,0.3645,0.7
dqn_order_random,random,90496,127.6767,1.0,4.8169,0.76
dqn_order_random,random,90497,29.5669,1.0,1.3966,0.78
dqn_order_random,random,90498,66.6368,1.0,1.3525,0.72
dqn_order_random,random,90499,100.7849,1.0,1.7599,0.74
dqn_order_random,random,90500,48.3701,1.0,1.2218,0.68
dqn_order_random,random,90501,109.1753,1.0,1.9652,0.72
dqn_order_random,random,90502,37.6963,1.0,1.7269,0.7
dqn_order_random,random,90503,107.3881,1.0,3.0263,0.74
dqn_order_random,random,90504,63.2138,1.0,3.0387,0.76
dqn_order_random,random,90505,91.7065,1.0,4.742,0.74
dqn_order_random,random,90506,99.0084,1.0,2.0916,0.74
dqn_order_random,random,90507,101.1755,1.0,3.023,0.76
dqn_order_random,random,90508,83.7554,1.0,1.7676,0.68
dqn_order_random,random,90509,118.2115,1.0,8.5642,0.74
dqn_order_random,random,90510,42.1855,1.0,0.6081,0.76
dqn_order_random,random,90511,62.0052,1.0,1.8508,0.76
dqn_order_random,random,90512,153.214,1.0,19.0932,0.78
dqn_order_random,random,90513,90.5524,1.0,2.3976,0.72
dqn_order_random,random,90514,120.5502,1.0,2.7406,0.72
dqn_order_random,random,90515,32.1237,1.0,0.7684,0.62
dqn_order_random,random,90516,103.7646,1.0,2.0003,0.72
dqn_order_random,random,90517,130.7644,1.0,26.7266,0.8
dqn_order_random,random,90518,89.8937,1.0,2.0958,0.74
dqn_order_random,random,90519,104.3773,1.0,3.1623,0.74
dqn_order_random,random,90520,46.0648,1.0,-1.4725,0.82
dqn_order_random,random,90521,115.0907,1.0,3.6904,0.76
dqn_order_random,random,90522,55.2085,1.0,2.0799,0.7
dqn_order_random,random,90523,102.466,1.0,3.2071,0.74
dqn_order_random,random,90524,88.793,1.0,3.0582,0.76
dqn_order_random,random,90525,116.1562,1.0,4.9206,0.72
dqn_order_random,random,90526,95.1936,1.0,4.7049,0.74
dqn_order_random,random,90527,88.977,1.0,3.7754,0.68
dqn_order_random,random,90528,101.4568,1.0,5.538,0.74
dqn_order_random,random,90529,70.6798,1.0,1.1739,0.74
dqn_order_random,random,90530,69.6952,1.0,0.7822,0.72
dqn_order_random,random,90531,55.4094,1.0,3.4475,0.68
dqn_order_random,random,90532,88.5169,1.0,2.1282,0.74
dqn_order_random,random,90533,144.269,1.0,8.6873,0.76
dqn_order_random,random,90534,225.3222,1.0,169.5736,0.86
dqn_order_random,random,90535,86.1842,1.0,3.3174,0.74
dqn_order_random,random,90536,98.1615,1.0,6.557,0.74
dqn_order_random,random,90537,84.2846,1.0,1.9234,0.7
dqn_order_random,random,90538,30.906,1.0,3.1099,0.78
dqn_order_random,random,90539,57.5629,1.0,1.6866,0.72
dqn_order_random,random,90540,87.6777,1.0,1.9352,0.74
dqn_order_random,random,90541,135.1804,1.0,3.8345,0.74
dqn_order_random,random,90542,88.7542,1.0,5.0475,0.8
dqn_order_random,random,90543,184.2364,1.0,66.9281,0.84
dqn_order_random,random,90544,119.1694,1.0,7.9429,0.76
dqn_order_random,random,90545,49.7737,1.0,1.7119,0.7
dqn_order_random,random,90546,66.152,1.0,1.0802,0.74
dqn_order_random,random,90547,77.1927,1.0,3.6774,0.74
dqn_order_random,random,90548,45.3124,1.0,1.5178,0.72
dqn_order_random,random,90549,90.9325,1.0,3.2662,0.76
dqn_order_random,random,90550,84.0778,1.0,5.0535,0.74
dqn_order_random,random,90551,154.4506,1.0,103.2491,0.82
dqn_order_random,random,90552,93.0412,1.0,3.0646,0.74
dqn_order_random,random,90553,103.6646,1.0,4.2889,0.72
dqn_order_random,random,90554,83.1866,1.0,3.5967,0.76
dqn_order_random,random,90555,79.3092,1.0,3.3244,0.72
dqn_order_random,random,90556,125.4071,1.0,4.3134,0.74
dqn_order_random,random,90557,93.3768,1.0,2.1632,0.72
dqn_order_random,random,90558,72.2891,1.0,3.5179,0.74
dqn_order_random,random,90559,93.9841,1.0,3.4416,0.74
dqn_order_random,random,90560,77.9675,1.0,3.3732,0.76
dqn_order_random,random,90561,82.0196,1.0,3.2755,0.76
dqn_order_random,random,90562,79.4913,1.0,1.3432,0.72
dqn_order_random,random,90563,70.4403,1.0,2.516,0.78
dqn_order_random,random,90564,80.5851,1.0,1.8298,0.74
dqn_order_random,random,90565,96.9432,1.0,4.0885,0.72
dqn_order_random,random,90566,107.5091,1.0,3.2286,0.74
dqn_order_random,random,90567,73.7742,1.0,2.0466,0.68
dqn_order_random,random,90568,60.3787,1.0,3.0438,0.76
dqn_order_random,random,90569,59.2771,1.0,1.0879,0.68
dqn_order_random,random,90570,76.041,1.0,1.4487,0.72
dqn_order_random,random,90571,90.476,1.0,4.5415,0.72
dqn_order_random,random,90572,124.3003,1.0,3.5222,0.76
dqn_order_random,random,90573,27.7689,1.0,0.9072,0.7
dqn_order_random,random,90574,134.4666,1.0,7.9009,0.76
dqn_order_random,random,90575,132.3704,1.0,5.3586,0.72
dqn_order_random,random,90576,56.7262,1.0,0.6475,0.72
dqn_order_random,random,90577,162.2309,1.0,34.301,0.76
dqn_order_random,random,90578,78.7843,1.0,3.4144,0.74
dqn_order_random,random,90579,101.0404,1.0,3.629,0.74
dqn_order_random,random,90580,134.6174,1.0,3.767,0.74
dqn_order_random,random,90581,87.5086,1.0,3.6993,0.74
dqn_order_random,random,90582,122.5751,1.0,9.6292,0.72
dqn_order_random,random,90583,92.2594,1.0,2.5541,0.74
dqn_order_random,random,90584,61.5577,1.0,0.9813,0.68
dqn_order_random,random,90585,114.5001,1.0,2.1903,0.72
dqn_order_random,random,90586,46.6971,1.0,1.367,0.66
dqn_order_random,random,90587,113.7402,1.0,5.1026,0.76
dqn_order_random,random,90588,91.5972,1.0,1.6391,0.74
dqn_order_random,random,90589,86.0235,1.0,2.3819,0.76
dqn_order_random,random,90590,71.7222,1.0,2.0779,0.74
dqn_order_random,random,90591,85.7177,1.0,1.9238,0.74
dqn_order_random,random,90592,74.2316,1.0,1.2405,0.74
dqn_order_random,random,90593,149.6149,1.0,50.9376,0.8
dqn_order_random,random,90594,100.6874,1.0,3.5964,0.76
dqn_order_random,random,90595,48.3779,1.0,1.8828,0.7
dqn_order_random,random,90596,159.0906,1.0,55.9673,0.8
dqn_order_random,random,90597,40.6873,1.0,1.2943,0.66
dqn_order_random,random,90598,55.2101,1.0,1.6433,0.7
dqn_order_random,random,90599,142.3198,1.0,5.9019,0.78
dqn_order_random,random,90600,96.9944,1.0,4.4547,0.74
dqn_order_random,random,90601,126.8738,1.0,4.5193,0.76
dqn_order_random,random,90602,104.2208,1.0,3.6163,0.72
dqn_order_random,random,90603,194.5793,1.0,61.0474,0.8
dqn_order_random,random,90604,102.3481,1.0,3.1445,0.74
dqn_order_random,random,90605,36.9295,1.0,1.0282,0.74
dqn_order_random,random,90606,69.1029,1.0,2.2391,0.74
dqn_order_random,random,90607,110.571,1.0,3.9318,0.74
dqn_order_random,random,90608,122.6755,1.0,4.467,0.72
dqn_order_random,random,90609,105.3587,1.0,3.5886,0.76
dqn_order_random,random,90610,135.5588,1.0,8.0448,0.74
dqn_order_random,random,90611,137.0555,1.0,55.7866,0.82
dqn_order_random,random,90612,102.2602,1.0,2.6579,0.72
dqn_order_random,random,90613,109.6476,1.0,4.0741,0.74
dqn_order_random,random,90614,111.9017,1.0,4.3757,0.74
dqn_order_random,random,90615,139.7508,1.0,36.4245,0.82
dqn_order_random,random,90616,110.4786,1.0,4.1539,0.74
dqn_order_random,random,90617,186.6267,1.0,116.3533,0.8
dqn_order_random,random,90618,30.8173,1.0,0.6067,0.78
dqn_order_random,random,90619,192.175,1.0,77.8685,0.84
dqn_order_random,random,90620,79.8568,1.0,1.8576,0.72
dqn_order_random,random,90621,229.4332,1.0,91.4577,0.84
dqn_order_random,random,90622,76.1868,1.0,1.9995,0.72
dqn_order_random,random,90623,92.9091,1.0,3.8759,0.74
dqn_order_random,random,90624,119.815,1.0,6.6554,0.74
dqn_order_random,random,90625,104.5179,1.0,4.2209,0.76
dqn_order_random,random,90626,108.955,1.0,4.4227,0.76
dqn_order_random,random,90627,17.612,1.0,0.2782,0.62
dqn_order_random,random,90628,91.0507,1.0,2.9351,0.74
dqn_order_random,random,90629,89.9337,1.0,2.6617,0.74
dqn_order_random,random,90630,87.0626,1.0,2.4226,0.7
dqn_order_random,random,90631,42.0315,1.0,1.1228,0.74
dqn_order_random,random,90632,94.1725,1.0,2.5632,0.76
dqn_order_random,random,90633,39.7262,1.0,2.6357,0.74
dqn_order_random,random,90634,123.2576,1.0,9.6531,0.72
dqn_order_random,random,90635,41.6557,1.0,1.007,0.68
dqn_order_random,random,90636,81.5481,1.0,1.7987,0.76
dqn_order_random,random,90637,100.0107,1.0,2.846,0.74
dqn_order_random,random,90638,96.8522,1.0,4.8837,0.76
dqn_order_random,random,90639,81.4398,1.0,1.8807,0.7
dqn_order_random,random,90640,106.8955,1.0,5.7535,0.74
dqn_order_random,random,90641,95.006,1.0,6.1203,0.74
dqn_order_random,random,90642,72.7627,1.0,2.3997,0.72
dqn_order_random,random,90643,274.11,1.0,230.8398,0.9
dqn_order_random,random,90644,60.5677,1.0,1.2246,0.8
dqn_order_random,random,90645,0.7108,1.0,-0.3442,0.62
dqn_order_random,random,90646,149.5623,1.0,16.2865,0.84
dqn_order_random,random,90647,80.6808,1.0,2.8367,0.74
dqn_order_random,random,90648,80.4793,1.0,2.4505,0.68
dqn_order_random,random,90649,61.278,1.0,1.0462,0.72
dqn_order_random,random,90650,53.0606,1.0,2.4456,0.74
dqn_order_random,random,90651,145.7922,1.0,3.0362,0.76
dqn_order_random,random,90652,90.9392,1.0,3.6812,0.72
dqn_order_random,random,90653,50.7321,1.0,0.4686,0.68
dqn_order_random,random,90654,109.9272,1.0,4.1272,0.76
dqn_order_random,random,90655,64.4954,1.0,5.057,0.74
dqn_order_random,random,90656,75.9455,1.0,1.8387,0.72
dqn_order_random,random,90657,57.8932,1.0,3.8474,0.74
dqn_order_random,random,90658,98.6165,1.0,2.6775,0.72
dqn_order_random,random,90659,68.7707,1.0,1.4384,0.7
dqn_order_random,random,90660,76.1849,1.0,3.7736,0.74
dqn_order_random,random,90661,79.4993,1.0,1.8839,0.72
dqn_order_random,random,90662,82.1301,1.0,2.0701,0.74
dqn_order_random,random,90663,155.022,1.0,58.8785,0.82
dqn_order_random,random,90664,68.0621,1.0,2.7415,0.76
dqn_order_random,random,90665,136.1197,1.0,10.9321,0.82
dqn_order_random,random,90666,74.9006,1.0,2.5449,0.74
dqn_order_random,random,90667,67.4743,1.0,3.1796,0.7
dqn_order_random,random,90668,147.3837,1.0,11.0399,0.76
dqn_order_random,random,90669,124.027,1.0,2.3723,0.72
dqn_order_random,random,90670,80.7756,1.0,2.2135,0.76
dqn_order_random,random,90671,114.6501,1.0,2.7673,0.72
dqn_order_random,random,90672,98.7336,1.0,2.5328,0.74
dqn_order_random,random,90673,88.5417,1.0,2.053,0.72
dqn_order_random,random,90674,68.5475,1.0,1.5328,0.76
dqn_order_random,random,90675,120.1558,1.0,3.7348,0.74
dqn_order_random,random,90676,50.9546,1.0,1.3234,0.7
dqn_order_random,random,90677,91.4515,1.0,2.5792,0.78
dqn_order_random,random,90678,140.9439,1.0,2.5041,0.74
dqn_order_random,random,90679,121.7367,1.0,3.5488,0.76
dqn_order_random,random,90680,121.3234,1.0,3.2925,0.74
dqn_order_random,random,90681,184.8749,1.0,67.7219,0.82
dqn_order_random,random,90682,116.113,1.0,3.0486,0.72
dqn_order_random,random,90683,120.6228,1.0,3.1006,0.74
dqn_order_random,random,90684,121.1187,1.0,3.3508,0.78
dqn_order_random,random,90685,88.4557,1.0,3.1108,0.74
dqn_order_random,random,90686,69.4658,1.0,0.9641,0.7
dqn_order_random,random,90687,91.2536,1.0,3.3057,0.76
dqn_order_random,random,90688,61.9787,1.0,2.0698,0.68
dqn_order_random,random,90689,100.6878,1.0,3.8843,0.8
dqn_order_random,random,90690,79.0537,1.0,3.5666,0.76
dqn_order_random,random,90691,137.8826,1.0,4.1394,0.76
dqn_order_random,random,90692,79.6407,1.0,2.2439,0.7
dqn_order_random,random,90693,87.6876,1.0,4.4483,0.72
dqn_order_random,random,90694,96.3368,1.0,3.2985,0.72
dqn_order_random,random,90695,65.923,1.0,1.8817,0.76
dqn_order_random,random,90696,96.1854,1.0,5.1104,0.72
dqn_order_random,random,90697,138.084,1.0,5.446,0.74
dqn_order_random,random,90698,83.0205,1.0,3.2208,0.76
dqn_order_random,random,90699,160.6082,1.0,5.4198,0.74
dqn_order_random,random,90700,46.3226,1.0,0.59,0.76
dqn_order_random,random,90701,63.5971,1.0,1.4579,0.74
dqn_order_random,random,90702,81.609,1.0,2.9176,0.76
dqn_order_random,random,90703,76.5035,1.0,2.1698,0.76
dqn_order_random,random,90704,67.0637,1.0,0.9382,0.7
dqn_order_random,random,90705,75.2215,1.0,1.3613,0.7
dqn_order_random,random,90706,98.8675,1.0,2.8955,0.76
dqn_order_random,random,90707,28.6033,1.0,-0.083,0.62
dqn_order_random,random,90708,81.2124,1.0,2.9785,0.74
dqn_order_random,random,90709,104.0846,1.0,3.5139,0.72
dqn_order_random,random,90710,81.2116,1.0,1.9218,0.74
dqn_order_random,random,90711,48.7763,1.0,0.8926,0.76
dqn_order_random,random,90712,132.453,1.0,21.8204,0.8
dqn_order_random,random,90713,100.7973,1.0,3.0175,0.74
dqn_order_random,random,90714,112.001,1.0,2.9545,0.72
dqn_order_random,random,90715,58.3661,1.0,1.4005,0.66
dqn_order_random,random,90716,120.4635,1.0,6.2504,0.74
dqn_order_random,random,90717,48.0301,1.0,1.0116,0.62
dqn_order_random,random,90718,91.8368,1.0,2.5427,0.74
dqn_order_random,random,90719,121.0161,1.0,2.6024,0.7
dqn_order_random,random,90720,73.9509,1.0,2.081,0.72
dqn_order_random,random,90721,84.9283,1.0,2.4993,0.72
dqn_order_random,random,90722,129.1968,1.0,4.7219,0.72
dqn_order_random,random,90723,51.8809,1.0,0.4026,0.72
dqn_order_random,random,90724,124.0469,1.0,5.2549,0.74
dqn_order_random,random,90725,93.6621,1.0,2.8212,0.7
dqn_order_random,random,90726,140.1924,1.0,10.3091,0.78
dqn_order_random,random,90727,145.0929,1.0,3.9212,0.78
dqn_order_random,random,90728,95.6098,1.0,1.9863,0.74
dqn_order_random,random,90729,14.3982,1.0,0.7148,0.62
dqn_order_random,random,90730,138.8725,1.0,3.5155,0.76
dqn_order_random,random,90731,71.9479,1.0,3.5115,0.68
dqn_order_random,random,90732,117.9252,1.0,3.0765,0.74
dqn_order_random,random,90733,46.6755,1.0,1.4705,0.68
dqn_order_random,random,90734,159.3569,1.0,17.8039,0.8
dqn_order_random,random,90735,83.4083,1.0,2.1136,0.74
dqn_order_random,random,90736,71.7018,1.0,3.1892,0.74
dqn_order_random,random,90737,95.4775,1.0,2.4928,0.76
dqn_order_random,random,90738,82.4013,1.0,2.1928,0.72
dqn_order_random,random,90739,74.768,1.0,2.9869,0.74
dqn_order_random,random,90740,72.8148,1.0,1.3544,0.78
dqn_order_random,random,90741,88.1918,1.0,3.5714,0.74
dqn_order_random,random,90742,101.245,1.0,2.3053,0.74
dqn_order_random,random,90743,129.308,1.0,7.4237,0.74
dqn_order_random,random,90744,97.8548,1.0,2.5141,0.74
dqn_order_random,random,90745,85.4923,1.0,2.8224,0.76
dqn_order_random,random,90746,102.973,1.0,5.7089,0.74
dqn_order_random,random,90747,116.2492,1.0,5.4221,0.76
dqn_order_random,random,90748,59.1872,1.0,0.9007,0.74
dqn_order_random,random,90749,62.6547,1.0,3.0967,0.7
dqn_order_random,random,90750,211.4329,1.0,121.9887,0.82
dqn_order_random,random,90751,59.875,1.0,2.3668,0.72
dqn_order_random,random,90752,50.6921,1.0,1.2827,0.72
dqn_order_random,random,90753,80.3951,1.0,1.3021,0.74
dqn_order_random,random,90754,44.9658,1.0,2.8301,0.78
dqn_order_random,random,90755,38.0627,1.0,0.7666,0.64
dqn_order_random,random,90756,48.2812,1.0,0.6907,0.68
dqn_order_random,random,90757,48.9024,1.0,0.9229,0.76
dqn_order_random,random,90758,79.2057,1.0,3.0768,0.74
dqn_order_random,random,90759,114.6585,1.0,2.7154,0.74
dqn_order_random,random,90760,45.9865,1.0,0.3159,0.8
dqn_order_random,random,90761,72.3861,1.0,2.3866,0.72
dqn_order_random,random,90762,157.6051,1.0,10.0173,0.86
dqn_order_random,random,90763,162.8605,1.0,4.5067,0.72
dqn_order_random,random,90764,93.1229,1.0,3.4457,0.72
dqn_order_random,random,90765,99.0316,1.0,2.4347,0.74
dqn_order_random,random,90766,130.2242,1.0,17.9654,0.74
dqn_order_random,random,90767,141.2784,1.0,6.4302,0.74
dqn_order_random,random,90768,160.2664,1.0,27.4371,0.82
dqn_order_random,random,90769,92.3028,1.0,2.5404,0.74
dqn_order_random,random,90770,78.0637,1.0,2.9563,0.76
dqn_order_random,random,90771,98.629,1.0,1.4445,0.72
dqn_order_random,random,90772,207.6421,1.0,144.4836,0.84
dqn_order_random,random,90773,86.657,1.0,2.163,0.76
dqn_order_random,random,90774,77.483,1.0,1.7645,0.74
dqn_order_random,random,90775,156.5689,1.0,3.8412,0.74
dqn_order_random,random,90776,27.6592,1.0,0.7648,0.58
dqn_order_random,random,90777,104.2788,1.0,2.5668,0.76
dqn_order_random,random,90778,130.3003,1.0,9.9767,0.74
dqn_order_random,random,90779,61.3679,1.0,1.049,0.7
dqn_order_random,random,90780,61.7061,1.0,1.5189,0.7
dqn_order_random,random,90781,108.8496,1.0,1.4989,0.72
dqn_order_random,random,90782,141.7982,1.0,24.0511,0.76
dqn_order_random,random,90783,90.2989,1.0,3.8225,0.74
dqn_order_random,random,90784,96.3649,1.0,1.977,0.74
dqn_order_random,random,90785,98.3315,1.0,1.5828,0.74
dqn_order_random,random,90786,20.2232,1.0,0.9797,0.68
dqn_order_random,random,90787,160.6098,1.0,12.4173,0.8
dqn_order_random,random,90788,66.5454,1.0,2.8134,0.72
dqn_order_random,random,90789,86.0813,1.0,3.051,0.74
dqn_order_random,random,90790,185.9374,1.0,81.9891,0.86
dqn_order_random,random,90791,112.7792,1.0,4.1907,0.74
dqn_order_random,random,90792,49.5021,1.0,2.9057,0.78
dqn_order_random,random,90793,100.6047,1.0,3.643,0.8
dqn_order_random,random,90794,117.0248,1.0,14.5467,0.76
dqn_order_random,random,90795,101.4966,1.0,2.6717,0.72
dqn_order_random,random,90796,79.1188,1.0,2.4612,0.7
dqn_order_random,random,90797,45.5779,1.0,1.1752,0.64
dqn_order_random,random,90798,63.3037,1.0,1.8958,0.76
dqn_order_random,random,90799,49.3139,1.0,1.7446,0.78
dqn_order_random,random,90800,119.423,1.0,3.7903,0.74
dqn_order_random,random,90801,52.3622,1.0,1.3726,0.72
dqn_order_random,random,90802,84.0384,1.0,2.1739,0.74
dqn_order_random,random,90803,67.1894,1.0,2.4698,0.68
dqn_order_random,random,90804,81.7002,1.0,2.5115,0.72
dqn_order_random,random,90805,87.1921,1.0,3.3426,0.74
dqn_order_random,random,90806,173.5368,1.0,55.3847,0.82
dqn_order_random,random,90807,112.3363,1.0,4.3369,0.74
dqn_order_random,random,90808,44.8909,1.0,0.4281,0.68
dqn_order_random,random,90809,61.8123,1.0,1.6738,0.74
dqn_order_random,random,90810,116.2791,1.0,2.4645,0.74
dqn_order_random,random,90811,134.573,1.0,4.2346,0.78
dqn_order_random,random,90812,124.3937,1.0,5.3724,0.74
dqn_order_random,random,90813,102.2338,1.0,2.2867,0.74
dqn_order_random,random,90814,60.175,1.0,1.4745,0.74
dqn_order_random,random,90815,40.819,1.0,1.1244,0.74
dqn_order_random,random,90816,106.2721,1.0,2.8873,0.74
dqn_order_random,random,90817,90.8661,1.0,3.128,0.74
dqn_order_random,random,90818,107.1353,1.0,3.1405,0.74
dqn_order_random,random,90819,71.6819,1.0,2.5205,0.7
dqn_order_random,random,90820,64.0628,1.0,2.5743,0.76
dqn_order_random,random,90821,201.4112,1.0,84.5346,0.84
dqn_order_random,random,90822,106.2665,1.0,3.4654,0.76
dqn_order_random,random,90823,60.2886,1.0,1.8102,0.7
dqn_order_random,random,90824,151.4401,1.0,5.1718,0.76
dqn_order_random,random,90825,85.8906,1.0,2.928,0.74
dqn_order_random,random,90826,87.0409,1.0,1.9712,0.7
dqn_order_random,random,90827,204.2103,1.0,101.473,0.82
dqn_order_random,random,90828,114.3253,1.0,5.4003,0.78
dqn_order_random,random,90829,86.1446,1.0,2.1452,0.74
dqn_order_random,random,90830,63.3165,1.0,1.827,0.74
dqn_order_random,random,90831,64.5206,1.0,0.8044,0.72
dqn_order_random,random,90832,111.1176,1.0,6.14,0.76
dqn_order_random,random,90833,71.0409,1.0,1.7564,0.76
dqn_order_random,random,90834,112.3041,1.0,2.7892,0.74
dqn_order_random,random,90835,24.9056,1.0,1.4591,0.72
dqn_order_random,random,90836,76.7906,1.0,2.69,0.72
dqn_order_random,random,90837,69.2911,1.0,2.3945,0.7
dqn_order_random,random,90838,69.4165,1.0,3.5015,0.74
dqn_order_random,random,90839,98.9294,1.0,5.2851,0.74
dqn_order_random,random,90840,58.5583,1.0,3.5968,0.76
dqn_order_random,random,90841,58.5236,1.0,1.2731,0.68
dqn_order_random,random,90842,100.8005,1.0,5.2579,0.78
dqn_order_random,random,90843,85.4864,1.0,3.1804,0.76
dqn_order_random,random,90844,89.7575,1.0,2.2253,0.72
dqn_order_random,random,90845,132.8053,1.0,4.2428,0.72
dqn_order_random,random,90846,131.9113,1.0,3.3686,0.74
dqn_order_random,random,90847,152.6608,1.0,20.1727,0.78
dqn_order_random,random,90848,53.6348,1.0,1.5999,0.7
dqn_order_random,random,90849,55.8803,1.0,1.2599,0.74
dqn_order_random,random,90850,167.5577,1.0,66.8837,0.84
dqn_order_random,random,90851,60.7976,1.0,1.9575,0.72
dqn_order_random,random,90852,155.0632,1.0,18.5037,0.76
dqn_order_random,random,90853,64.4878,1.0,1.7475,0.74
dqn_order_random,random,90854,91.4497,1.0,1.3675,0.72
dqn_order_random,random,90855,201.0674,1.0,112.3841,0.82
dqn_order_random,random,90856,96.6896,1.0,4.6013,0.76
dqn_order_random,random,90857,108.4742,1.0,2.5653,0.72
dqn_order_random,random,90858,105.1399,1.0,3.6154,0.74
dqn_order_random,random,90859,43.8133,1.0,0.9274,0.72
dqn_order_random,random,90860,76.0998,1.0,3.1343,0.74
dqn_order_random,random,90861,91.8287,1.0,3.7509,0.76
dqn_order_random,random,90862,120.4507,1.0,8.6928,0.76
dqn_order_random,random,90863,39.2559,1.0,1.3308,0.74
dqn_order_random,random,90864,90.4626,1.0,1.2069,0.74
dqn_order_random,random,90865,119.6053,1.0,3.7605,0.74
dqn_order_random,random,90866,96.0107,1.0,2.8213,0.72
dqn_order_random,random,90867,98.3362,1.0,3.3054,0.74
dqn_order_random,random,90868,109.0082,1.0,2.5016,0.7
dqn_order_random,random,90869,54.3305,1.0,2.9304,0.78
dqn_order_random,random,90870,80.7306,1.0,0.9996,0.72
dqn_order_random,random,90871,214.5986,1.0,162.2358,0.86
dqn_order_random,random,90872,67.6027,1.0,2.0997,0.74
dqn_order_random,random,90873,90.8655,1.0,5.5852,0.74
dqn_order_random,random,90874,46.1007,1.0,1.0674,0.72
dqn_order_random,random,90875,90.8642,1.0,3.1104,0.74
dqn_order_random,random,90876,95.0821,1.0,2.2888,0.72
dqn_order_random,random,90877,65.7142,1.0,1.1915,0.62
dqn_order_random,random,90878,87.9387,1.0,2.1736,0.74
dqn_order_random,random,90879,140.4273,1.0,4.612,0.78
dqn_order_random,random,90880,82.5399,1.0,4.2836,0.74
dqn_order_random,random,90881,134.625,1.0,4.6993,0.76
dqn_order_random,random,90882,108.2362,1.0,3.6756,0.72
dqn_order_random,random,90883,125.5481,1.0,3.7996,0.74
dqn_order_random,random,90884,58.1785,1.0,0.8637,0.72
dqn_order_random,random,90885,88.1393,1.0,2.3262,0.74
dqn_order_random,random,90886,76.6405,1.0,2.1741,0.74
dqn_order_random,random,90887,92.673,1.0,2.7376,0.7
dqn_order_random,random,90888,107.9037,1.0,3.2118,0.72
dqn_order_random,random,90889,69.9393,1.0,0.6016,0.74
dqn_order_random,random,90890,90.1193,1.0,4.7082,0.72
dqn_order_random,random,90891,116.2117,1.0,2.8414,0.72
dqn_order_random,random,90892,101.9162,1.0,2.0372,0.74
dqn_order_random,random,90893,224.0806,1.0,81.338,0.84
dqn_order_random,random,90894,56.0853,1.0,1.1353,0.68
dqn_order_random,random,90895,146.4358,1.0,6.5096,0.78
dqn_order_random,random,90896,105.3568,1.0,3.066,0.74
dqn_order_random,random,90897,85.6422,1.0,2.8139,0.7
