policy,seed,shortfall_bps,completion_rate
q_learner,90204,115.1398,1.0000
q_learner_fine,90204,112.1837,1.0000
clairvoyant,90204,106.3978,1.0000
twap,90205,133.6479,1.0000
lookahead,90205,128.5671,1.0000
two_step,90205,137.8520,1.0000
three_step,90205,129.0855,1.0000
q_learner,90205,129.2875,1.0000
q_learner_fine,90205,128.3088,1.0000
clairvoyant,90205,103.5844,1.0000
twap,90206,107.1239,1.0000
lookahead,90206,96.9097,1.0000
two_step,90206,109.4894,1.0000
three_step,90206,99.0274,1.0000
q_learner,90206,113.7938,1.0000
q_learner_fine,90206,95.4122,1.0000
clairvoyant,90206,60.3910,1.0000
twap,90207,121.2750,1.0000
lookahead,90207,118.0192,1.0000
two_step,90207,129.2814,1.0000
three_step,90207,116.7614,1.0000
q_learner,90207,118.9532,1.0000
q_learner_fine,90207,114.2485,1.0000
clairvoyant,90207,102.7079,1.0000
twap,90208,127.3725,1.0000
lookahead,90208,102.4493,1.0000
two_step,90208,97.6233,1.0000
three_step,90208,96.6242,1.0000
q_learner,90208,132.3516,1.0000
q_learner_fine,90208,119.4371,1.0000
clairvoyant,90208,79.7647,1.0000
twap,90209,85.6682,1.0000
lookahead,90209,57.4782,1.0000
two_step,90209,78.9243,1.0000
three_step,90209,56.8117,1.0000
q_learner,90209,83.4295,1.0000
q_learner_fine,90209,76.6788,1.0000
clairvoyant,90209,14.9282,1.0000
twap,90210,114.0340,1.0000
lookahead,90210,135.1229,1.0000
two_step,90210,120.0895,1.0000
three_step,90210,103.4163,1.0000
q_learner,90210,108.4005,1.0000
q_learner_fine,90210,104.4553,1.0000
clairvoyant,90210,96.9976,1.0000
twap,90211,124.0117,1.0000
lookahead,90211,134.8163,1.0000
two_step,90211,171.2153,1.0000
three_step,90211,164.6660,1.0000
q_learner,90211,122.7307,1.0000
q_learner_fine,90211,111.7589,1.0000
clairvoyant,90211,110.6306,1.0000
twap,90212,91.8689,1.0000
lookahead,90212,63.7606,1.0000
two_step,90212,65.2883,1.0000
three_step,90212,60.2308,1.0000
q_learner,90212,100.5934,1.0000
q_learner_fine,90212,87.7223,1.0000
clairvoyant,90212,21.6109,1.0000
twap,90213,123.1426,1.0000
lookahead,90213,124.1719,1.0000
two_step,90213,124.5209,1.0000
three_step,90213,120.2910,1.0000
q_learner,90213,111.4236,1.0000
q_learner_fine,90213,111.8286,1.0000
clairvoyant,90213,95.3164,1.0000
twap,90214,116.4503,1.0000
lookahead,90214,104.9464,1.0000
two_step,90214,109.1572,1.0000
three_step,90214,106.0198,1.0000
q_learner,90214,106.2491,1.0000
q_learner_fine,90214,101.2756,1.0000
clairvoyant,90214,87.0365,1.0000
twap,90215,101.1987,1.0000
lookahead,90215,97.4092,1.0000
two_step,90215,98.0474,1.0000
three_step,90215,87.2318,1.0000
q_learner,90215,100.0242,1.0000
q_learner_fine,90215,89.5700,1.0000
clairvoyant,90215,61.4725,1.0000
twap,90216,108.6010,1.0000
lookahead,90216,82.6007,1.0000
two_step,90216,95.7979,1.0000
three_step,90216,75.7568,1.0000
q_learner,90216,102.3943,1.0000
q_learner_fine,90216,100.8837,1.0000
clairvoyant,90216,65.1757,1.0000
twap,90217,103.4417,1.0000
lookahead,90217,98.9601,1.0000
two_step,90217,114.2693,1.0000
three_step,90217,99.4212,1.0000
q_learner,90217,101.1264,1.0000
q_learner_fine,90217,89.3052,1.0000
clairvoyant,90217,75.7644,1.0000
twap,90218,116.8796,1.0000
lookahead,90218,115.8670,1.0000
two_step,90218,129.5783,1.0000
three_step,90218,128.9691,1.0000
q_learner,90218,111.5292,1.0000
q_learner_fine,90218,104.7087,1.0000
clairvoyant,90218,98.3574,1.0000
twap,90219,110.0383,1.0000
lookahead,90219,104.8311,1.0000
two_step,90219,128.2470,1.0000
three_step,90219,128.1577,1.0000
q_learner,90219,117.0980,1.0000
q_learner_fine,90219,101.6125,1.0000
clairvoyant,90219,85.4019,1.0000
twap,90220,140.9822,1.0000
lookahead,90220,172.6815,1.0000
two_step,90220,149.0628,1.0000
three_step,90220,168.0767,1.0000
q_learner,90220,137.9737,1.0000
q_learner_fine,90220,127.1992,1.0000
clairvoyant,90220,130.3551,1.0000
twap,90221,120.9990,1.0000
lookahead,90221,128.7274,1.0000
two_step,90221,120.9774,1.0000
three_step,90221,115.4784,1.0000
q_learner,90221,117.9764,1.0000
q_learner_fine,90221,115.4119,1.0000
clairvoyant,90221,101.2812,1.0000
twap,90222,135.5500,1.0000
lookahead,90222,134.7963,1.0000
two_step,90222,127.0962,1.0000
three_step,90222,134.1793,1.0000
q_learner,90222,130.7592,1.0000
q_learner_fine,90222,129.5302,1.0000
clairvoyant,90222,108.9592,1.0000
twap,90223,113.5583,1.0000
lookahead,90223,108.3905,1.0000
two_step,90223,115.1348,1.0000
three_step,90223,113.8005,1.0000
q_learner,90223,119.4757,1.0000
q_learner_fine,90223,100.7346,1.0000
clairvoyant,90223,95.7665,1.0000
twap,90224,97.2699,1.0000
lookahead,90224,83.5658,1.0000
two_step,90224,98.7287,1.0000
three_step,90224,101.9450,1.0000
q_learner,90224,91.8148,1.0000
q_learner_fine,90224,95.4265,1.0000
clairvoyant,90224,64.0333,1.0000
twap,90225,104.1271,1.0000
lookahead,90225,121.5286,1.0000
two_step,90225,126.6335,1.0000
three_step,90225,120.2682,1.0000
q_learner,90225,98.3084,1.0000
q_learner_fine,90225,87.4869,1.0000
clairvoyant,90225,79.3936,1.0000
twap,90226,115.5322,1.0000
lookahead,90226,94.8440,1.0000
two_step,90226,100.1238,1.0000
three_step,90226,98.0082,1.0000
q_learner,90226,115.1669,1.0000
q_learner_fine,90226,106.7627,1.0000
clairvoyant,90226,79.7730,1.0000
twap,90227,94.7910,1.0000
lookahead,90227,39.9716,1.0000
two_step,90227,43.8558,1.0000
three_step,90227,44.7489,1.0000
q_learner,90227,93.8172,1.0000
q_learner_fine,90227,77.1016,1.0000
clairvoyant,90227,30.2064,1.0000
twap,90228,112.6745,1.0000
lookahead,90228,132.4595,1.0000
two_step,90228,143.4554,1.0000
three_step,90228,131.5265,1.0000
q_learner,90228,111.6956,1.0000
q_learner_fine,90228,103.6787,1.0000
clairvoyant,90228,85.3714,1.0000
twap,90229,108.3823,1.0000
lookahead,90229,104.4893,1.0000
two_step,90229,105.0144,1.0000
three_step,90229,101.2238,1.0000
q_learner,90229,109.6605,1.0000
q_learner_fine,90229,101.5986,1.0000
clairvoyant,90229,72.4162,1.0000
twap,90230,117.2595,1.0000
lookahead,90230,117.5745,1.0000
two_step,90230,133.4887,1.0000
three_step,90230,123.8842,1.0000
q_learner,90230,103.3477,1.0000
q_learner_fine,90230,106.1879,1.0000
clairvoyant,90230,80.5652,1.0000
twap,90231,124.5255,1.0000
lookahead,90231,130.8747,1.0000
two_step,90231,156.8794,1.0000
three_step,90231,155.2844,1.0000
q_learner,90231,123.0350,1.0000
q_learner_fine,90231,119.0424,1.0000
clairvoyant,90231,92.8434,1.0000
twap,90232,111.8265,1.0000
lookahead,90232,102.0004,1.0000
two_step,90232,112.9815,1.0000
three_step,90232,102.7361,1.0000
q_learner,90232,129.4337,1.0000
q_learner_fine,90232,100.5705,1.0000
clairvoyant,90232,63.9555,1.0000
twap,90233,90.6554,1.0000
lookahead,90233,126.8915,1.0000
two_step,90233,133.3212,1.0000
three_step,90233,127.4241,1.0000
q_learner,90233,83.1105,1.0000
q_learner_fine,90233,76.5780,1.0000
clairvoyant,90233,60.0055,1.0000
twap,90234,115.0241,1.0000
lookahead,90234,99.8173,1.0000
two_step,90234,131.6081,1.0000
three_step,90234,98.6298,1.0000
q_learner,90234,112.9995,1.0000
q_learner_fine,90234,105.5275,1.0000
clairvoyant,90234,81.9196,1.0000
twap,90235,103.3742,1.0000
lookahead,90235,76.3532,1.0000
two_step,90235,82.6071,1.0000
three_step,90235,80.0277,1.0000
q_learner,90235,109.0596,1.0000
q_learner_fine,90235,93.2649,1.0000
clairvoyant,90235,61.5775,1.0000
twap,90236,109.9433,1.0000
lookahead,90236,88.9531,1.0000
two_step,90236,107.1292,1.0000
three_step,90236,79.5447,1.0000
q_learner,90236,108.3058,1.0000
q_learner_fine,90236,96.8005,1.0000
clairvoyant,90236,81.3770,1.0000
twap,90237,121.7196,1.0000
lookahead,90237,119.8010,1.0000
two_step,90237,124.3402,1.0000
three_step,90237,115.7575,1.0000
q_learner,90237,129.9490,1.0000
q_learner_fine,90237,117.4899,1.0000
clairvoyant,90237,91.1397,1.0000
twap,90238,139.1931,1.0000
lookahead,90238,130.7724,1.0000
two_step,90238,118.1803,1.0000
three_step,90238,128.1040,1.0000
q_learner,90238,136.7699,1.0000
q_learner_fine,90238,126.1240,1.0000
clairvoyant,90238,103.1172,1.0000
twap,90239,115.8240,1.0000
lookahead,90239,110.1994,1.0000
two_step,90239,103.5840,1.0000
three_step,90239,93.7304,1.0000
q_learner,90239,112.9821,1.0000
q_learner_fine,90239,112.0341,1.0000
clairvoyant,90239,77.8105,1.0000
twap,90240,128.9880,1.0000
lookahead,90240,142.3888,1.0000
two_step,90240,140.2672,1.0000
three_step,90240,129.8773,1.0000
q_learner,90240,124.8232,1.0000
q_learner_fine,90240,121.3221,1.0000
clairvoyant,90240,111.8887,1.0000
twap,90241,112.3047,1.0000
lookahead,90241,95.5034,1.0000
two_step,90241,92.8756,1.0000
three_step,90241,96.6370,1.0000
q_learner,90241,102.5338,1.0000
q_learner_fine,90241,97.9216,1.0000
clairvoyant,90241,84.3839,1.0000
twap,90242,91.3758,1.0000
lookahead,90242,61.8195,1.0000
two_step,90242,62.2712,1.0000
three_step,90242,55.6443,1.0000
q_learner,90242,87.8422,1.0000
q_learner_fine,90242,75.7212,1.0000
clairvoyant,90242,41.2498,1.0000
twap,90243,128.5979,1.0000
lookahead,90243,123.1780,1.0000
two_step,90243,123.8751,1.0000
three_step,90243,116.2241,1.0000
q_learner,90243,123.5643,1.0000
q_learner_fine,90243,122.7522,1.0000
clairvoyant,90243,108.5714,1.0000
twap,90244,115.9437,1.0000
lookahead,90244,129.7649,1.0000
two_step,90244,150.5839,1.0000
three_step,90244,143.6344,1.0000
q_learner,90244,112.2573,1.0000
q_learner_fine,90244,101.3470,1.0000
clairvoyant,90244,97.1797,1.0000
twap,90245,122.7448,1.0000
lookahead,90245,110.9205,1.0000
two_step,90245,102.0670,1.0000
three_step,90245,100.3934,1.0000
q_learner,90245,132.6688,1.0000
q_learner_fine,90245,110.5448,1.0000
clairvoyant,90245,94.6473,1.0000
twap,90246,101.1066,1.0000
lookahead,90246,70.2612,1.0000
two_step,90246,91.8028,1.0000
three_step,90246,66.1168,1.0000
q_learner,90246,89.2045,1.0000
q_learner_fine,90246,84.5269,1.0000
clairvoyant,90246,44.8487,1.0000
twap,90247,118.1326,1.0000
lookahead,90247,139.1122,1.0000
two_step,90247,146.7595,1.0000
three_step,90247,129.9252,1.0000
q_learner,90247,107.0757,1.0000
q_learner_fine,90247,109.2600,1.0000
clairvoyant,90247,121.8065,1.0000
twap,90248,112.4694,1.0000
lookahead,90248,77.2027,1.0000
two_step,90248,111.4274,1.0000
three_step,90248,113.6124,1.0000
q_learner,90248,108.2934,1.0000
q_learner_fine,90248,99.4771,1.0000
clairvoyant,90248,72.7572,1.0000
twap,90249,115.0994,1.0000
lookahead,90249,105.6906,1.0000
two_step,90249,128.8232,1.0000
three_step,90249,108.8287,1.0000
q_learner,90249,119.0823,1.0000
q_learner_fine,90249,100.3446,1.0000
clairvoyant,90249,92.6020,1.0000
twap,90250,93.8358,1.0000
lookahead,90250,87.6982,1.0000
two_step,90250,83.8933,1.0000
three_step,90250,65.6485,1.0000
q_learner,90250,95.5279,1.0000
q_learner_fine,90250,83.5751,1.0000
clairvoyant,90250,54.4491,1.0000
twap,90251,117.8506,1.0000
lookahead,90251,106.8172,1.0000
two_step,90251,122.1541,1.0000
three_step,90251,119.8805,1.0000
q_learner,90251,108.7334,1.0000
q_learner_fine,90251,114.3120,1.0000
clairvoyant,90251,91.2954,1.0000
twap,90252,104.3847,1.0000
lookahead,90252,80.6636,1.0000
two_step,90252,93.8827,1.0000
three_step,90252,70.0987,1.0000
q_learner,90252,103.2613,1.0000
q_learner_fine,90252,87.2383,1.0000
clairvoyant,90252,75.1049,1.0000
twap,90253,100.7110,1.0000
lookahead,90253,97.6910,1.0000
two_step,90253,97.3185,1.0000
three_step,90253,96.1977,1.0000
q_learner,90253,83.4953,1.0000
q_learner_fine,90253,81.3823,1.0000
clairvoyant,90253,58.2839,1.0000
twap,90254,146.2680,1.0000
lookahead,90254,139.7148,1.0000
two_step,90254,162.0432,1.0000
three_step,90254,150.3274,1.0000
q_learner,90254,147.5026,1.0000
q_learner_fine,90254,136.3397,1.0000
clairvoyant,90254,130.8863,1.0000
twap,90255,81.6062,1.0000
lookahead,90255,73.8138,1.0000
two_step,90255,72.3654,1.0000
three_step,90255,57.0067,1.0000
q_learner,90255,82.6925,1.0000
q_learner_fine,90255,67.7770,1.0000
clairvoyant,90255,49.2236,1.0000
twap,90256,96.6344,1.0000
lookahead,90256,60.5633,1.0000
two_step,90256,79.0669,1.0000
three_step,90256,63.9024,1.0000
q_learner,90256,89.4572,1.0000
q_learner_fine,90256,82.9919,1.0000
clairvoyant,90256,39.8902,1.0000
twap,90257,121.6574,1.0000
lookahead,90257,118.8609,1.0000
two_step,90257,133.7103,1.0000
three_step,90257,132.2999,1.0000
q_learner,90257,117.0343,1.0000
q_learner_fine,90257,115.2057,1.0000
clairvoyant,90257,103.6825,1.0000
twap,90258,97.2699,1.0000
lookahead,90258,87.7040,1.0000
two_step,90258,105.5565,1.0000
three_step,90258,98.4962,1.0000
q_learner,90258,87.5447,1.0000
q_learner_fine,90258,96.8075,1.0000
clairvoyant,90258,79.3240,1.0000
twap,90259,103.1535,1.0000
lookahead,90259,57.3868,1.0000
two_step,90259,53.5723,1.0000
three_step,90259,66.9343,1.0000
q_learner,90259,106.1333,1.0000
q_learner_fine,90259,89.5018,1.0000
clairvoyant,90259,45.7649,1.0000
twap,90260,93.3259,1.0000
lookahead,90260,76.3139,1.0000
two_step,90260,104.4342,1.0000
three_step,90260,104.9059,1.0000
q_learner,90260,86.8859,1.0000
q_learner_fine,90260,84.2564,1.0000
clairvoyant,90260,50.6340,1.0000
twap,90261,129.5025,1.0000
lookahead,90261,135.9914,1.0000
two_step,90261,149.3736,1.0000
three_step,90261,138.4094,1.0000
q_learner,90261,129.8680,1.0000
q_learner_fine,90261,124.2592,1.0000
clairvoyant,90261,118.3622,1.0000
twap,90262,126.7792,1.0000
lookahead,90262,161.8660,1.0000
two_step,90262,160.6690,1.0000
three_step,90262,159.9441,1.0000
q_learner,90262,123.1526,1.0000
q_learner_fine,90262,110.6449,1.0000
clairvoyant,90262,112.7629,1.0000
twap,90263,111.9438,1.0000
lookahead,90263,130.4033,1.0000
two_step,90263,116.2865,1.0000
three_step,90263,112.0573,1.0000
q_learner,90263,108.5639,1.0000
q_learner_fine,90263,98.6671,1.0000
clairvoyant,90263,102.7492,1.0000
twap,90264,86.1092,1.0000
lookahead,90264,32.9924,1.0000
two_step,90264,24.6181,1.0000
three_step,90264,37.9265,1.0000
q_learner,90264,75.3616,1.0000
q_learner_fine,90264,66.3705,1.0000
clairvoyant,90264,16.4050,1.0000
twap,90265,97.9350,1.0000
lookahead,90265,87.4522,1.0000
two_step,90265,84.4088,1.0000
three_step,90265,86.1284,1.0000
q_learner,90265,105.3347,1.0000
q_learner_fine,90265,94.1016,1.0000
clairvoyant,90265,43.5198,1.0000
twap,90266,124.2516,1.0000
lookahead,90266,146.1266,1.0000
two_step,90266,187.5283,1.0000
three_step,90266,138.5447,1.0000
q_learner,90266,131.5057,1.0000
q_learner_fine,90266,123.9156,1.0000
clairvoyant,90266,121.1423,1.0000
twap,90267,96.3511,1.0000
lookahead,90267,85.7973,1.0000
two_step,90267,77.2658,1.0000
three_step,90267,89.6871,1.0000
q_learner,90267,97.7143,1.0000
q_learner_fine,90267,90.6336,1.0000
clairvoyant,90267,40.7568,1.0000
twap,90268,107.8444,1.0000
lookahead,90268,138.9290,1.0000
two_step,90268,125.7190,1.0000
three_step,90268,129.8372,1.0000
q_learner,90268,106.3060,1.0000
q_learner_fine,90268,96.4986,1.0000
clairvoyant,90268,81.8559,1.0000
twap,90269,98.5925,1.0000
lookahead,90269,123.6000,1.0000
two_step,90269,129.0326,1.0000
three_step,90269,121.6307,1.0000
q_learner,90269,92.2363,1.0000
q_learner_fine,90269,101.6150,1.0000
clairvoyant,90269,79.7583,1.0000
twap,90270,112.0474,1.0000
lookahead,90270,95.7174,1.0000
two_step,90270,95.6312,1.0000
three_step,90270,93.2079,1.0000
q_learner,90270,116.9528,1.0000
q_learner_fine,90270,103.3335,1.0000
clairvoyant,90270,74.0644,1.0000
twap,90271,119.1404,1.0000
lookahead,90271,121.7881,1.0000
two_step,90271,159.3051,1.0000
three_step,90271,130.2312,1.0000
q_learner,90271,125.6697,1.0000
q_learner_fine,90271,116.8674,1.0000
clairvoyant,90271,92.2755,1.0000
twap,90272,101.6154,1.0000
lookahead,90272,70.3334,1.0000
two_step,90272,78.6382,1.0000
three_step,90272,76.0527,1.0000
q_learner,90272,90.9624,1.0000
q_learner_fine,90272,83.2452,1.0000
clairvoyant,90272,62.5743,1.0000
twap,90273,141.2231,1.0000
lookahead,90273,148.8384,1.0000
two_step,90273,145.2470,1.0000
three_step,90273,144.0435,1.0000
q_learner,90273,138.5678,1.0000
q_learner_fine,90273,135.6418,1.0000
clairvoyant,90273,141.4742,1.0000
twap,90274,80.4445,1.0000
lookahead,90274,31.7567,1.0000
two_step,90274,48.3519,1.0000
three_step,90274,38.4885,1.0000
q_learner,90274,77.2138,1.0000
q_learner_fine,90274,69.3492,1.0000
clairvoyant,90274,5.1199,1.0000
twap,90275,103.5600,1.0000
lookahead,90275,78.8188,1.0000
two_step,90275,119.8122,1.0000
three_step,90275,85.3198,1.0000
q_learner,90275,98.5968,1.0000
q_learner_fine,90275,93.8861,1.0000
clairvoyant,90275,57.6170,1.0000
twap,90276,108.0303,1.0000
lookahead,90276,106.2878,1.0000
two_step,90276,110.8866,1.0000
three_step,90276,115.0218,1.0000
q_learner,90276,105.0541,1.0000
q_learner_fine,90276,92.6769,1.0000
clairvoyant,90276,74.8790,1.0000
twap,90277,104.2555,1.0000
lookahead,90277,93.9285,1.0000
two_step,90277,105.1790,1.0000
three_step,90277,101.3187,1.0000
q_learner,90277,102.9155,1.0000
q_learner_fine,90277,96.0718,1.0000
clairvoyant,90277,87.7889,1.0000
twap,90278,132.7154,1.0000
lookahead,90278,120.4591,1.0000
two_step,90278,117.9969,1.0000
three_step,90278,111.3065,1.0000
q_learner,90278,132.9315,1.0000
q_learner_fine,90278,122.5173,1.0000
clairvoyant,90278,97.7206,1.0000
twap,90279,107.3352,1.0000
lookahead,90279,76.2489,1.0000
two_step,90279,110.0012,1.0000
three_step,90279,105.6475,1.0000
q_learner,90279,92.9890,1.0000
q_learner_fine,90279,85.3887,1.0000
clairvoyant,90279,63.0992,1.0000
twap,90280,108.9008,1.0000
lookahead,90280,93.6613,1.0000
two_step,90280,87.6424,1.0000
three_step,90280,89.3533,1.0000
q_learner,90280,101.9109,1.0000
q_learner_fine,90280,92.5230,1.0000
clairvoyant,90280,71.7430,1.0000
twap,90281,108.1514,1.0000
lookahead,90281,135.1058,1.0000
two_step,90281,126.6255,1.0000
three_step,90281,125.3704,1.0000
q_learner,90281,113.6610,1.0000
q_learner_fine,90281,102.6106,1.0000
clairvoyant,90281,88.4407,1.0000
twap,90282,103.7509,1.0000
lookahead,90282,80.7942,1.0000
two_step,90282,83.9159,1.0000
three_step,90282,83.1245,1.0000
q_learner,90282,110.3051,1.0000
q_learner_fine,90282,99.0329,1.0000
clairvoyant,90282,40.2930,1.0000
twap,90283,116.1125,1.0000
lookahead,90283,140.5375,1.0000
two_step,90283,137.5320,1.0000
three_step,90283,138.2525,1.0000
q_learner,90283,112.2348,1.0000
q_learner_fine,90283,107.7845,1.0000
clairvoyant,90283,90.9188,1.0000
twap,90284,114.8684,1.0000
lookahead,90284,119.5806,1.0000
two_step,90284,138.2856,1.0000
three_step,90284,109.7648,1.0000
q_learner,90284,104.7405,1.0000
q_learner_fine,90284,121.1815,1.0000
clairvoyant,90284,83.9475,1.0000
twap,90285,119.2999,1.0000
lookahead,90285,104.1295,1.0000
two_step,90285,111.8168,1.0000
three_step,90285,102.5767,1.0000
q_learner,90285,120.9003,1.0000
q_learner_fine,90285,111.0775,1.0000
clairvoyant,90285,87.1696,1.0000
twap,90286,138.0652,1.0000
lookahead,90286,126.2192,1.0000
two_step,90286,125.9003,1.0000
three_step,90286,123.4230,1.0000
q_learner,90286,136.8949,1.0000
q_learner_fine,90286,124.7588,1.0000
clairvoyant,90286,112.0191,1.0000
twap,90287,119.9447,1.0000
lookahead,90287,102.5994,1.0000
two_step,90287,116.9374,1.0000
three_step,90287,106.6289,1.0000
q_learner,90287,115.1986,1.0000
q_learner_fine,90287,102.8360,1.0000
clairvoyant,90287,81.6457,1.0000
twap,90288,116.3614,1.0000
lookahead,90288,117.2841,1.0000
two_step,90288,129.1236,1.0000
three_step,90288,117.7715,1.0000
q_learner,90288,114.9617,1.0000
q_learner_fine,90288,110.0845,1.0000
clairvoyant,90288,92.4554,1.0000
twap,90289,121.8968,1.0000
lookahead,90289,111.0399,1.0000
two_step,90289,111.0906,1.0000
three_step,90289,102.7559,1.0000
q_learner,90289,121.3267,1.0000
q_learner_fine,90289,104.6909,1.0000
clairvoyant,90289,78.2859,1.0000
twap,90290,102.0092,1.0000
lookahead,90290,119.3115,1.0000
two_step,90290,118.0819,1.0000
three_step,90290,119.3260,1.0000
q_learner,90290,100.0638,1.0000
q_learner_fine,90290,96.6174,1.0000
clairvoyant,90290,91.0329,1.0000
twap,90291,116.1923,1.0000
lookahead,90291,96.7634,1.0000
two_step,90291,100.9983,1.0000
three_step,90291,88.9020,1.0000
q_learner,90291,113.8240,1.0000
q_learner_fine,90291,106.0770,1.0000
clairvoyant,90291,80.5844,1.0000
twap,90292,114.8280,1.0000
lookahead,90292,114.7964,1.0000
two_step,90292,146.1507,1.0000
three_step,90292,132.1553,1.0000
q_learner,90292,113.9613,1.0000
q_learner_fine,90292,113.9877,1.0000
clairvoyant,90292,99.6242,1.0000
twap,90293,121.5054,1.0000
lookahead,90293,127.0029,1.0000
two_step,90293,144.0451,1.0000
three_step,90293,131.3944,1.0000
q_learner,90293,120.7512,1.0000
q_learner_fine,90293,110.5590,1.0000
clairvoyant,90293,108.9850,1.0000
twap,90294,115.4886,1.0000
lookahead,90294,98.3504,1.0000
two_step,90294,100.6260,1.0000
three_step,90294,92.5214,1.0000
q_learner,90294,119.4276,1.0000
q_learner_fine,90294,101.5715,1.0000
clairvoyant,90294,83.9581,1.0000
twap,90295,112.9440,1.0000
lookahead,90295,93.0103,1.0000
two_step,90295,103.0146,1.0000
three_step,90295,99.8787,1.0000
q_learner,90295,98.2514,1.0000
q_learner_fine,90295,92.5008,1.0000
clairvoyant,90295,82.0894,1.0000
twap,90296,115.0957,1.0000
lookahead,90296,109.4197,1.0000
two_step,90296,139.8460,1.0000
three_step,90296,107.9679,1.0000
q_learner,90296,109.9766,1.0000
q_learner_fine,90296,98.6891,1.0000
clairvoyant,90296,93.8020,1.0000
twap,90297,108.6040,1.0000
lookahead,90297,100.9875,1.0000
two_step,90297,101.2177,1.0000
three_step,90297,92.5678,1.0000
q_learner,90297,105.3007,1.0000
q_learner_fine,90297,93.8164,1.0000
clairvoyant,90297,78.8416,1.0000
twap,90298,110.5570,1.0000
lookahead,90298,105.3950,1.0000
two_step,90298,105.3178,1.0000
three_step,90298,102.4364,1.0000
q_learner,90298,116.6020,1.0000
q_learner_fine,90298,99.8285,1.0000
clairvoyant,90298,87.0907,1.0000
twap,90299,106.2125,1.0000
lookahead,90299,80.6762,1.0000
two_step,90299,104.5618,1.0000
three_step,90299,90.0930,1.0000
q_learner,90299,107.3996,1.0000
q_learner_fine,90299,95.5131,1.0000
clairvoyant,90299,64.6519,1.0000
twap,90300,119.2217,1.0000
lookahead,90300,116.8333,1.0000
two_step,90300,125.5353,1.0000
three_step,90300,112.2156,1.0000
q_learner,90300,113.6915,1.0000
q_learner_fine,90300,109.5469,1.0000
clairvoyant,90300,93.3708,1.0000
twap,90301,115.1406,1.0000
lookahead,90301,110.0138,1.0000
two_step,90301,116.9881,1.0000
three_step,90301,117.1618,1.0000
q_learner,90301,113.2206,1.0000
q_learner_fine,90301,103.2907,1.0000
clairvoyant,90301,85.9458,1.0000
twap,90302,100.9275,1.0000
lookahead,90302,66.3546,1.0000
two_step,90302,77.7618,1.0000
three_step,90302,77.6331,1.0000
q_learner,90302,94.4230,1.0000
q_learner_fine,90302,89.1187,1.0000
clairvoyant,90302,60.6731,1.0000
twap,90303,107.5167,1.0000
lookahead,90303,133.7500,1.0000
two_step,90303,170.3423,1.0000
three_step,90303,142.1204,1.0000
q_learner,90303,100.1551,1.0000
q_learner_fine,90303,99.3418,1.0000
clairvoyant,90303,86.4352,1.0000
twap,90304,111.6720,1.0000
lookahead,90304,73.5300,1.0000
two_step,90304,96.3328,1.0000
three_step,90304,57.9434,1.0000
q_learner,90304,108.7226,1.0000
q_learner_fine,90304,95.9009,1.0000
clairvoyant,90304,55.6236,1.0000
twap,90305,126.3180,1.0000
lookahead,90305,111.8080,1.0000
two_step,90305,133.0438,1.0000
three_step,90305,110.9930,1.0000
q_learner,90305,131.8463,1.0000
q_learner_fine,90305,118.6298,1.0000
clairvoyant,90305,87.8824,1.0000
twap,90306,109.7241,1.0000
lookahead,90306,93.1803,1.0000
two_step,90306,84.5531,1.0000
three_step,90306,96.5116,1.0000
q_learner,90306,107.1398,1.0000
q_learner_fine,90306,97.6910,1.0000
clairvoyant,90306,69.4797,1.0000
twap,90307,86.0257,1.0000
lookahead,90307,45.7797,1.0000
two_step,90307,59.9106,1.0000
three_step,90307,43.0282,1.0000
q_learner,90307,74.0022,1.0000
q_learner_fine,90307,79.1835,1.0000
clairvoyant,90307,40.5921,1.0000
twap,90308,139.6459,1.0000
lookahead,90308,150.6395,1.0000
two_step,90308,192.2502,1.0000
three_step,90308,171.2908,1.0000
q_learner,90308,139.8757,1.0000
q_learner_fine,90308,126.2604,1.0000
clairvoyant,90308,133.9972,1.0000
twap,90309,104.2060,1.0000
lookahead,90309,84.3052,1.0000
two_step,90309,113.0616,1.0000
three_step,90309,93.1649,1.0000
q_learner,90309,100.7893,1.0000
q_learner_fine,90309,89.3308,1.0000
clairvoyant,90309,73.6537,1.0000
twap,90310,99.6544,1.0000
lookahead,90310,109.8554,1.0000
two_step,90310,129.4110,1.0000
three_step,90310,119.4420,1.0000
q_learner,90310,98.7237,1.0000
q_learner_fine,90310,93.7258,1.0000
clairvoyant,90310,86.7571,1.0000
twap,90311,100.0445,1.0000
lookahead,90311,113.5275,1.0000
two_step,90311,119.2590,1.0000
three_step,90311,109.7183,1.0000
q_learner,90311,91.3223,1.0000
q_learner_fine,90311,91.6572,1.0000
clairvoyant,90311,81.2724,1.0000
twap,90312,102.1739,1.0000
lookahead,90312,71.9102,1.0000
two_step,90312,87.1482,1.0000
three_step,90312,72.6806,1.0000
q_learner,90312,91.6783,1.0000
q_learner_fine,90312,82.1710,1.0000
clairvoyant,90312,27.2634,1.0000
twap,90313,118.4853,1.0000
lookahead,90313,108.6444,1.0000
two_step,90313,119.6041,1.0000
three_step,90313,115.2382,1.0000
q_learner,90313,123.4880,1.0000
q_learner_fine,90313,110.0722,1.0000
clairvoyant,90313,96.6527,1.0000
twap,90314,78.2613,1.0000
lookahead,90314,28.5554,1.0000
two_step,90314,53.5090,1.0000
three_step,90314,28.4285,1.0000
