episode,val_shortfall_bps,eps
500,200.0,0.9341597222222222
1000,200.0,0.8681875
1500,200.0,0.8022152777777778
2000,200.0,0.7362430555555556
2500,188.8420895425796,0.6702708333333334
3000,196.29802236055872,0.6042986111111112
3500,195.40024778358773,0.538326388888889
4000,191.4934531529832,0.47235416666666674
4500,192.78764350287904,0.4063819444444444
5000,193.42973235589994,0.3404097222222222
5500,197.22517001152588,0.2744375
6000,187.78433519793091,0.2084652777777778
6500,197.62246354757588,0.1424930555555557
7000,169.01064773719608,0.07652083333333348
7500,97.46322328393812,0.05
8000,121.83995192311433,0.05
8500,101.59847861204338,0.05
9000,99.00210042010279,0.05
9500,90.96793328118578,0.05
10000,85.53244897136065,0.05
10500,90.0686708101991,0.05
11000,93.82373576474181,0.05
11500,91.15401454037544,0.05
12000,95.70304046903428,0.05
