policy,seed_set,arb_profit_x,arb_trade_count,avg_depth_factor,avg_fee_a,avg_fee_b,avg_oracle_gap_a_bps,avg_oracle_gap_b_bps,avg_slippage_bps,completion_rate,drift_bps,fee_paid_bps,fees_paid_x,filled_qty,forced_terminal_cost_bps,gas_paid_bps,gas_paid_x,jit_event_count,mean_post_trade_gap_bps,min_depth_factor,mode,n_steps,route_concentration,route_share_a,route_share_b,seed,shortfall_bps,slippage_ex_fee_bps,terminal_penalty_bps,total_reward,wait_share
rl,test,45.86923499410068,17,1.0,0.003823085491502789,0.00397764105197848,16.395181840534242,19.440697100926062,77.81443322218041,0.9591392453007813,22.045991997853193,32.37705908520129,161.88529542600645,47.95696226503907,0.0,5.6,28.0,0,80.71385940665765,1.0,DynamicDuopoly,50,0.6400218361791568,0.7645957635518347,0.23540423644816535,30000,110.4530196919262,42.257817669028874,8.17215093984375,-0.011045301969192695,0.72
rl,fresh,40.199283240278874,13,1.0,0.0041285050752823535,0.004022903242494445,22.44777459475656,20.366845978801063,71.62273347160176,0.9470444619098124,30.125368575907455,31.26360749166515,156.31803745832576,47.35222309549062,0.0,6.4,32.0,0,70.37893352397019,1.0,DynamicDuopoly,50,0.5022243851874181,0.46665044837319214,0.5333495516268077,40000,114.9463892750704,36.566305589457855,10.591107618037501,-0.011494638927506793,0.7
