"lb","ub","method","Delta","Mbar"
-0.471841568037245,0.631017036772701,"C-LF","DeltaRM",0
-2.30235945849499,2.47290460356869,"C-LF","DeltaRM",0.5
-4.54218569712962,4.70136116586508,"C-LF","DeltaRM",1
-5.67915333095431,5.67915333095431,"C-LF","DeltaRM",1.5
-5.67915333095431,5.67915333095431,"C-LF","DeltaRM",2
