"lb","ub","method","Delta","Mbar"
-1.02276533919268,0.274074371940521,"C-LF","DeltaRM",0
-3.97742076352707,2.2527576425355,"C-LF","DeltaRM",0.5
-6.67805603825806,5.31436891933449,"C-LF","DeltaRM",1
-6.67805603825806,6.67805603825806,"C-LF","DeltaRM",1.5
-6.67805603825806,6.67805603825806,"C-LF","DeltaRM",2
