"lb","ub","method","Delta","Mbar"
-1.83715608467922,1.31689949432758,"C-LF","DeltaRM",0
-8.08023516889889,8.43791157476564,"C-LF","DeltaRM",0.5
-16.0141481717614,16.2417604300402,"C-LF","DeltaRM",1
-16.2417604300402,16.2417604300402,"C-LF","DeltaRM",1.5
-16.2417604300402,16.2417604300402,"C-LF","DeltaRM",2
