"lb","ub","method","Delta","Mbar"
-0.0830239736916628,0.0225429332540276,"C-LF","DeltaRM",0
-0.32934675656494,0.290858821740991,"C-LF","DeltaRM",0.5
-0.549277812701795,0.549277812701795,"C-LF","DeltaRM",1
-0.549277812701795,0.549277812701795,"C-LF","DeltaRM",1.5
-0.549277812701795,0.549277812701795,"C-LF","DeltaRM",2
