"lb","ub","method","Delta","Mbar"
-1.83789423330294,1.31742860971273,"C-LF","DeltaRM",0
-7.95336531048797,8.31118542670624,"C-LF","DeltaRM",0.5
-15.7928787658156,16.1832279835082,"C-LF","DeltaRM",1
-16.248286186457,16.248286186457,"C-LF","DeltaRM",1.5
-16.248286186457,16.248286186457,"C-LF","DeltaRM",2
