"lb","ub","method","Delta","Mbar"
-1.10937801849579,0.320156072451806,"C-LF","DeltaRM",0
-3.67062659811024,1.7496901633994,"C-LF","DeltaRM",0.5
-6.33611203852295,4.40028462369808,"C-LF","DeltaRM",1
-7.43804456696172,7.06577006411079,"C-LF","DeltaRM",1.5
-7.43804456696172,7.43804456696172,"C-LF","DeltaRM",2
