"lb","ub","method","Delta","Mbar"
-0.275691206969503,0.0198010259149366,"C-LF","DeltaRM",0
-0.851444114342276,0.525488764665627,"C-LF","DeltaRM",0.5
-1.51249374873324,1.17739946401893,"C-LF","DeltaRM",1
-1.5216326837709,1.5216326837709,"C-LF","DeltaRM",1.5
-1.5216326837709,1.5216326837709,"C-LF","DeltaRM",2
