"rel","coef","beta","se","crv1_p","wcr_p"
-6,"rel::-6:treated",0.00374879260034607,0.133423767451102,0.977590460106817,0.975951903807615
-5,"rel::-5:treated",0.192155541937041,0.0933114566130742,0.0397237043448053,0.0380761523046092
-4,"rel::-4:treated",0.0757430605877857,0.0957149715056724,0.428932667692638,0.374749498997996
-3,"rel::-3:treated",-0.100632706570935,0.109635905453856,0.358901648698631,0.372745490981964
-2,"rel::-2:treated",0.0581369218709642,0.0968460769244549,0.548440262773256,0.527054108216433
0,"rel::0:treated",-0.124222185256737,0.0895412054116011,0.165652478436266,0.198396793587174
1,"rel::1:treated",-0.259228847361188,0.0975973744431423,0.00803021672150815,0.00601202404809619
2,"rel::2:treated",-0.308300138433845,0.100316408742232,0.00217434890208077,0.00200400801603206
3,"rel::3:treated",-0.112444723196008,0.0983564912242705,0.253212966644135,0.270541082164329
4,"rel::4:treated",-0.130825618104369,0.0978199860633437,0.181391102096115,0.124248496993988
5,"rel::5:treated",-0.032351915183004,0.110057750859565,0.768853817410396,0.765531062124248
6,"rel::6:treated",0.0669373502679153,0.107085707253442,0.532059265450301,0.51503006012024
