"rel","coef","beta","se","crv1_p","wcr_p"
-6,"rel::-6:treated",0.110282540637003,0.219991959222878,0.616268070884041,0.625250501002004
-5,"rel::-5:treated",0.483011535054724,0.289735027160684,0.0958103277972083,0.0821643286573146
-4,"rel::-4:treated",0.173394120961085,0.213225031675657,0.416297472099535,0.428857715430862
-3,"rel::-3:treated",0.328015572533114,0.279911005972984,0.24153261952953,0.298597194388778
-2,"rel::-2:treated",-0.0829130574818108,0.163220447600608,0.611577512831548,0.627254509018036
0,"rel::0:treated",-0.0991549796097843,0.195445775010402,0.612036593537574,0.603206412825651
1,"rel::1:treated",-0.0480944528149211,0.301708289103056,0.873380182033664,0.879759519038076
2,"rel::2:treated",-0.483490535494035,0.213841037656623,0.0239737940481895,0.0280561122244489
3,"rel::3:treated",0.114010373240939,0.277193137959398,0.680938138100822,0.741482965931864
4,"rel::4:treated",0.0418923696815986,0.286905720960691,0.883939322753769,0.897795591182365
5,"rel::5:treated",0.136989557132162,0.28738362458567,0.633694895345057,0.717434869739479
6,"rel::6:treated",-0.0317722537562245,0.220834366191792,0.885629088737956,0.881763527054108
