"lb","ub","method","Delta","Mbar"
-2.05183882584263,1.08246615221619,"C-LF","DeltaRM",0
-7.38338853078804,7.25413884097118,"C-LF","DeltaRM",0.5
-14.3305593584442,14.29824693599,"C-LF","DeltaRM",1
-16.1400550158802,16.1400550158802,"C-LF","DeltaRM",1.5
-16.1400550158802,16.1400550158802,"C-LF","DeltaRM",2
