"lb","ub","method","Delta","Mbar"
-0.425092519767647,0.317861974240673,"C-LF","DeltaRM",0
-1.78079298821582,1.93397948182578,"C-LF","DeltaRM",0.5
-3.55775631409139,3.71094280770135,"C-LF","DeltaRM",1
-3.82583267790882,3.82583267790882,"C-LF","DeltaRM",1.5
-3.82583267790882,3.82583267790882,"C-LF","DeltaRM",2
