"lb","ub","method","Delta","Mbar"
-2.08861415841186,1.0524024829207,"C-LF","DeltaRM",0
-7.20490930614944,7.04300123185395,"C-LF","DeltaRM",0.5
-13.9402851968419,13.8431403522647,"C-LF","DeltaRM",1
-16.1746166221197,16.1746166221197,"C-LF","DeltaRM",1.5
-16.1746166221197,16.1746166221197,"C-LF","DeltaRM",2
