"lb","ub","method","Delta","Mbar"
-0.0880016234408585,0.00854872913425486,"C-LF","DeltaRM",0
-0.47621449941996,0.40983613202457,"C-LF","DeltaRM",0.5
-0.502363553242387,0.502363553242387,"C-LF","DeltaRM",1
-0.502363553242387,0.502363553242387,"C-LF","DeltaRM",1.5
-0.502363553242387,0.502363553242387,"C-LF","DeltaRM",2
