"lb","ub","method","Delta","Mbar"
-0.0881789071713293,0.301448822190358,"C-LF","DeltaRM",0
-2.04862158753856,2.04862158753856,"C-LF","DeltaRM",0.5
-2.04862158753856,2.04862158753856,"C-LF","DeltaRM",1
-2.04862158753856,2.04862158753856,"C-LF","DeltaRM",1.5
-2.04862158753856,2.04862158753856,"C-LF","DeltaRM",2
