"lb","ub","method","Delta","Mbar"
-1.79053104866274,1.28347800833346,"C-LF","DeltaRM",0
-12.6604806007215,13.072461195989,"C-LF","DeltaRM",0.5
-15.8295621027794,15.8295621027794,"C-LF","DeltaRM",1
-15.8295621027794,15.8295621027794,"C-LF","DeltaRM",1.5
-15.8295621027794,15.8295621027794,"C-LF","DeltaRM",2
