"lb","ub","method","Delta","Mbar"
-0.158427665853133,0.0724591650025959,"C-LF","DeltaRM",0
-0.959162845203853,0.860913129946096,"C-LF","DeltaRM",0.5
-1.22689331928124,1.22689331928124,"C-LF","DeltaRM",1
-1.22689331928124,1.22689331928124,"C-LF","DeltaRM",1.5
-1.22689331928124,1.22689331928124,"C-LF","DeltaRM",2
