"lb","ub","method","Delta","Mbar"
-1.82801396492382,1.25576611503462,"C-LF","DeltaRM",0
-12.5735569239542,12.8914723961149,"C-LF","DeltaRM",0.5
-15.8798778344251,15.8798778344251,"C-LF","DeltaRM",1
-15.8798778344251,15.8798778344251,"C-LF","DeltaRM",1.5
-15.8798778344251,15.8798778344251,"C-LF","DeltaRM",2
