"rel","coef","beta","se","crv1_p","wcr_p"
-12,"rel::-12:treated",-0.682671171653123,0.264157570359284,0.00989341148899302,0.012012012012012
-11,"rel::-11:treated",-0.499929814379104,0.26853339595731,0.0629294233169186,0.0620620620620621
-10,"rel::-10:treated",-0.0797386733009924,0.235627897903785,0.735123730565539,0.726726726726727
-9,"rel::-9:treated",-0.102494138689658,0.237604278555111,0.666293357099412,0.673673673673674
-8,"rel::-8:treated",0.0442707901060918,0.208305522554089,0.831737060115055,0.837837837837838
-7,"rel::-7:treated",-0.0904985555472718,0.189774052500818,0.63355208755582,0.648648648648649
-6,"rel::-6:treated",0.0764838262239237,0.201202806348827,0.703925062658587,0.716716716716717
-5,"rel::-5:treated",0.311059860380569,0.149962950729666,0.0383045520135164,0.031031031031031
-4,"rel::-4:treated",0.162177443431706,0.150707282873168,0.282130560746429,0.32032032032032
-3,"rel::-3:treated",-0.0803876439584653,0.156772763183691,0.608225402468753,0.610610610610611
-2,"rel::-2:treated",0.116512352829779,0.147857815080394,0.430876452145755,0.431431431431431
0,"rel::0:treated",-0.121146624555482,0.137533881337197,0.378604872303858,0.37037037037037
1,"rel::1:treated",-0.327519161809444,0.161213592916931,0.0424519663516115,0.034034034034034
2,"rel::2:treated",-0.427982005410655,0.173935733547705,0.0140346574150653,0.022022022022022
3,"rel::3:treated",0.136279289194785,0.218506043365745,0.53297152241462,0.561561561561562
4,"rel::4:treated",-0.163327226465424,0.154212972120533,0.289801752135872,0.291291291291291
5,"rel::5:treated",0.0152091048989438,0.170255889441013,0.92883633637474,0.926926926926927
6,"rel::6:treated",0.0942697661938003,0.172783967240647,0.585463698100685,0.587587587587588
7,"rel::7:treated",0.00502050076316582,0.174394107017765,0.977039050714548,0.973973973973974
8,"rel::8:treated",0.0571423111125213,0.21806360710674,0.793339734200416,0.796796796796797
9,"rel::9:treated",-0.065409857699255,0.214184769277874,0.760130944214359,0.752752752752753
10,"rel::10:treated",-0.0580326800244572,0.196276204343026,0.767542892365222,0.765765765765766
11,"rel::11:treated",-0.0352553212218945,0.197850249937425,0.858607273459286,0.856856856856857
12,"rel::12:treated",0.0355869928096742,0.213300143397726,0.867528702569361,0.865865865865866
