"lb","ub","method","Delta","Mbar"
-0.102329677528283,0.0285409304670723,"C-LF","DeltaRM",0
-0.597967299297929,0.526963033257895,"C-LF","DeltaRM",0.5
-0.695424135039151,0.695424135039151,"C-LF","DeltaRM",1
-0.695424135039151,0.695424135039151,"C-LF","DeltaRM",1.5
-0.695424135039151,0.695424135039151,"C-LF","DeltaRM",2
