"lb","ub","method","Delta","Mbar"
-4.8783566104101,2.86250677139766,"C-LF","DeltaRM",0
-40.2766797834685,36.0837121183226,"C-LF","DeltaRM",0.5
-40.2766797834685,40.2766797834685,"C-LF","DeltaRM",1
-40.2766797834685,40.2766797834685,"C-LF","DeltaRM",1.5
-40.2766797834685,40.2766797834685,"C-LF","DeltaRM",2
