"rel","coef","beta","se","crv1_p","wcr_p"
-12,"rel::-12:treated",-3.57118817075085,1.11871027088424,0.00145450301078536,0
-11,"rel::-11:treated",-1.84364591201347,1.06282222245769,0.0830984105093898,0.0800800800800801
-10,"rel::-10:treated",0.0720361790741467,1.2605929370438,0.954441029028553,0.951951951951952
-9,"rel::-9:treated",-1.12053583473242,0.956332618786817,0.241588102680854,0.249249249249249
-8,"rel::-8:treated",-0.299108214691651,1.07815947569565,0.781509584097315,0.805805805805806
-7,"rel::-7:treated",-1.30763408353371,0.994025942523731,0.188637042081788,0.178178178178178
-6,"rel::-6:treated",-1.26246641164893,0.941612091521725,0.180297248059862,0.201201201201201
-5,"rel::-5:treated",0.56351454424793,1.19539445997746,0.637451605416335,0.628628628628629
-4,"rel::-4:treated",-0.0919944762590494,1.01012029148422,0.92745245858733,0.942942942942943
-3,"rel::-3:treated",-0.236341874042102,1.15827030598467,0.838356881387828,0.860860860860861
-2,"rel::-2:treated",-0.922943233745,0.730633482194132,0.206799724640969,0.2002002002002
0,"rel::0:treated",-1.03363966161069,0.885925625340765,0.243587810557823,0.26026026026026
1,"rel::1:treated",0.684481236979177,1.29901774923226,0.598361105209109,0.604604604604605
2,"rel::2:treated",-1.65047723421448,0.94725302740823,0.0817399769221949,0.0850850850850851
3,"rel::3:treated",0.556911271301627,1.06428048779904,0.600895514079272,0.608608608608609
4,"rel::4:treated",0.0989680720280154,1.28658365440295,0.938699617326449,0.934934934934935
5,"rel::5:treated",-1.11395833682066,1.03960268777575,0.284185275995358,0.293293293293293
6,"rel::6:treated",-0.964979383126151,0.842971439426848,0.252584649011198,0.259259259259259
7,"rel::7:treated",0.122240849924261,1.23572349285772,0.92121905694986,0.933933933933934
8,"rel::8:treated",0.256594570529839,1.20268573411467,0.831095180495217,0.840840840840841
9,"rel::9:treated",1.00451479620735,1.17072828206955,0.391077958153797,0.432432432432432
10,"rel::10:treated",0.855507580535423,1.17697437388154,0.467470645225368,0.482482482482482
11,"rel::11:treated",-0.997774785583377,0.938667308635831,0.288044900060144,0.278278278278278
12,"rel::12:treated",-0.973349657685721,0.97755972445745,0.319633044106206,0.317317317317317
