"lb","ub","method","Delta","Mbar"
-1.39525302762787,1.89956135086686,"C-LF","DeltaRM",0
-5.96764849166137,5.73230460748318,"C-LF","DeltaRM",0.5
-11.3469372728773,10.8762495045209,"C-LF","DeltaRM",1
-16.7598466089757,16.2555382857367,"C-LF","DeltaRM",1.5
-16.7934671638583,16.7934671638583,"C-LF","DeltaRM",2
