"lb","ub","method","Delta","Mbar"
-1.36169196816065,1.89964435064388,"C-LF","DeltaRM",0
-5.96790924317323,5.86704317145763,"C-LF","DeltaRM",0.5
-11.3138110441002,10.8767247333326,"C-LF","DeltaRM",1
-16.6933348689324,16.2562485581648,"C-LF","DeltaRM",1.5
-16.7942009406481,16.7942009406481,"C-LF","DeltaRM",2
