pool,unit_role,week,swaps,vol0,vol1,twl_active_liquidity,depth_1pct,depth_2pct,depth_5pct,lp_entry_count,lp_exit_count,unique_lp_count,jit_share_same_block,lp_fee_income_native1,lp_fee_income_per_active_liquidity,collect_amount1_native,position_duration_days,net_liq
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-26,0,0,0,39209051491.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-27,1,0.001578,0.001574,39209051491.0,13069684215.67,13069684215.67,13069684215.67,0,0,0,0.0,5e-06,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-28,3,0.068368,0.06821,39209051491.0,13069684215.67,13069684215.67,13069684215.67,0,0,0,0.0,0.000205,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-29,0,0,0,39209051491.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-30,0,0,0,39209051491.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-31,22,2.133981,2.141744,39209051491.0,13069684215.67,13069684215.67,13069684215.67,0,0,0,0.0,0.006425,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-32,8,0.386421,0.386961,39209051491.0,13069684215.67,13069684215.67,13069684215.67,0,0,0,0.0,0.001161,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-33,0,0,0,39209051491.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-34,88,2.630108,2.642033,39236143935.96,13124851870.67,13106462652.33,13106462652.33,1,0,1,0.0,0.007926,0.0,0,0.0,55167655
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-35,75,5.813934,5.845339,90557984054.07,40511234217.67,40511234217.67,40511234217.67,5,4,1,0.0,0.017536,0.0,0.005701,3.49,82269482351
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-36,80,8.709371,8.740314,147048464363.05,64099874826.0,64099874826.0,64099874826.0,2,0,1,0.0,0.026221,0.0,0,0.0,70765921825
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-37,25,3.296764,3.30341,155855725138.11,46408254400.67,46408254400.67,46408254400.67,2,5,1,0.0,0.00991,0.0,0.833494,3.14,-53074861276
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-38,48,2.134373,2.143784,139224762046.0,46408254400.67,46408254400.67,46408254400.67,0,0,0,0.0,0.006431,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-39,14,0.61245,0.612541,139224762046.0,46408254400.67,46408254400.67,46408254400.67,0,1,1,0.0,0.001838,0.0,0.013633,14.31,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-40,25,0.190121,0.190045,168152460590.46,57116130067.67,57116130067.67,57116130067.67,1,1,1,0.0,0.00057,0.0,0.009835,5.29,32123627001
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-41,7,1.000126,0.999032,148590224147.1,48955614182.0,48955614182.0,48955614182.0,0,2,1,0.0,0.002997,0.0,0.163594,0.0,-24481547657
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-42,3,0.042798,0.042979,146866841390.0,48955614182.0,48955614182.0,48955614182.0,0,1,1,0.0,0.000129,0.0,0.718495,0.0,-103337516782
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-43,3,0.001449,0.001447,56456595081.23,14509775254.67,14509775254.67,14509775254.67,0,0,0,0.0,4e-06,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-44,19,0.431077,0.431422,43529324608.0,14509775254.67,14509775254.67,14509775254.67,0,0,0,0.0,0.001294,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-45,8,0.038021,0.037943,43529324608.0,14509775254.67,14509775254.67,14509775254.67,0,0,0,0.0,0.000114,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-46,7,0.190051,0.189649,26097658450.44,578.0,578.0,578.0,0,0,0,0.0,0.000569,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-47,6,0.000917,0.000916,32662555279.02,18433.0,18433.0,18433.0,1,0,1,0.0,3e-06,0.0,0,0.0,17855
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-48,2,0.006957,0.006978,16714832627.37,14509793109.67,14509793109.67,14509793109.67,0,0,0,0.0,2.1e-05,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-49,2,0.001558,0.001554,43529342463.0,14509793109.67,14509793109.67,14509793109.67,0,0,0,0.0,5e-06,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-50,29,0.093081,0.093186,43529342463.0,14509793109.67,14509793109.67,14509793109.67,0,0,0,0.0,0.00028,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-51,20,0.008966,0.008944,95434158775.61,93309210011.33,93309210011.33,93309210011.33,2,0,1,0.0,2.7e-05,0.0,0,0.0,236398250705
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2025-52,18,0.018875,0.018875,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,5.7e-05,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-00,13,0.010557,0.010528,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,3.2e-05,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-01,16,0.083856,0.083658,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,1,1,0.0,0.000251,0.0,0.027175,12.9,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-02,10,0.09912,0.098826,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,0.000296,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-03,18,1.092411,1.092611,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,0.003278,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-04,26,1.954105,1.954435,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,0.005863,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-05,22,2.143207,2.143706,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,0.006431,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-06,24,1.632444,1.635226,279927593168.0,93309210011.33,93309210011.33,93309210011.33,0,0,0,0.0,0.004906,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-07,24,0.898256,0.895498,127524240903.78,5421608436.0,5421608436.0,5421608436.0,1,2,1,0.0,0.002686,0.0,3.3e-05,87.19,16264805719
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-08,35,5.737038,5.743468,74941452788.89,93318973507.33,93318973507.33,93318973507.33,2,4,1,0.0,0.01723,0.0,0.293566,0.87,-16235479521
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-09,28,0.560339,0.559354,205035830219.23,18599146.0,18599146.0,18599146.0,1,2,1,0.0,0.001678,0.0,0.000881,0.0,26451651
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-10,30,0.72449,0.725735,222245149249.16,93309192156.33,93309192156.33,93309192156.33,0,2,1,0.0,0.002177,0.0,0.001782,5.95,-55795704
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-11,7,1.155164,1.157444,279927575313.0,93309192156.33,93309192156.33,93309192156.33,0,0,0,0.0,0.003472,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-12,7,1.413578,1.415527,279927575313.0,93309192156.33,93309192156.33,93309192156.33,0,0,0,0.0,0.004247,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-13,3,0.004151,0.004143,279927575313.0,93309192156.33,93309192156.33,93309192156.33,0,0,0,0.0,1.2e-05,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-14,8,1.264239,1.261015,279927575313.0,93309192156.33,93309192156.33,93309192156.33,0,0,0,0.0,0.003783,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-15,1,0.000118,0.000117,279927575313.0,93309192156.33,93309192156.33,93309192156.33,0,0,0,0.0,0.0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-16,2,0.027819,0.027822,279927575313.0,93309192156.33,93309192156.33,93309192156.33,0,0,0,0.0,8.3e-05,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-17,0,0,0,279927575313.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-18,1,1e-06,1e-06,242019458602.04,71644525012.67,71644525012.67,71644525012.67,0,2,1,0.0,0.0,0.0,0.02308,0.0,-64994001431
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-19,3,0.000747,0.000741,214933573882.0,71644525012.67,71644525012.67,71644525012.67,0,0,0,0.0,2e-06,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-20,0,0,0,214933573882.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-21,1,1.4e-05,1.4e-05,214933573882.0,71644525012.67,71644525012.67,71644525012.67,0,0,0,0.0,0.0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-22,2,0.033361,0.033462,214933573882.0,71644525012.67,71644525012.67,71644525012.67,0,0,0,0.0,0.0001,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-23,5,0.24237,0.243134,214933573882.0,71644525012.67,71644525012.67,71644525012.67,0,0,0,0.0,0.000729,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-24,0,0,0,214933573882.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0x83b486a0ca1c32f642e54b6f031ad346067f82b9,matched_control,2026-25,5,0.882613,0.88586,214933573882.0,71644525012.67,71644525012.67,71644525012.67,0,0,0,0.0,0.002658,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-18,104,8269066.235463,96.556784,4.9759889306382584e+16,4.975988930638257e+16,4.975988930638257e+16,4.975988930638257e+16,5,1,3,0.6158,0.965568,0.0,2.918013,0.0,55030364007402694
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-19,26,735594.386396,9.074076,4.975988930638257e+16,4.975988930638257e+16,4.975988930638257e+16,4.975988930638257e+16,0,0,0,0.0,0.090741,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-20,20,507331.100241,6.609402,3.561192124911309e+16,1.0570117883249222e+16,2.0268848707462444e+16,2.0268848707462444e+16,2,4,1,0.0,0.066094,0.0,38.454164,15.41,-4912890676221405
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-21,13,322853.653189,3.805692,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,0,0,0,0.0,0.038057,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-22,8,30288.663791,0.340842,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,0,0,0,0.0,0.003408,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-23,10,62830.299958,0.724607,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,0,0,0,0.0,0.007246,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-24,14,174140.33154,2.107064,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,0,0,0,0.0,0.021071,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-25,7,111868.241775,1.384945,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,0,0,0,0.0,0.013849,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-26,18,92974.843913,1.1814,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,1.0570117883249222e+16,0,0,0,0.0,0.011814,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-27,28,682133.85857,8.920689,6.1514808259857416e+16,8.644909028452835e+16,8.644909028452835e+16,6.858561729749187e+16,2,4,1,0.0,0.089207,0.0,37.145082,45.74,69071333368809159
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-28,20,437422.12368,5.709473,8.644909028452837e+16,8.644909028452835e+16,6.858561729749187e+16,6.858561729749187e+16,0,0,0,0.0,0.057095,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-29,12,303813.587829,3.822001,4.005820030987578e+16,3.2858671323418924e+16,3.2858671323418924e+16,5.07221443104554e+16,0,0,0,0.0,0.03822,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-30,20,569217.311124,7.345681,6.579134834587385e+16,8.644909028452835e+16,6.858561729749187e+16,6.858561729749187e+16,1,1,1,1.0,0.073457,0.0,1.697583,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-31,37,884693.972397,11.816391,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.118164,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-32,50,2337733.335257,33.054487,8.644909028452834e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.330545,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-33,34,428632.634421,5.916369,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.059164,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-34,18,274493.374796,3.774458,8.644909028452837e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.037745,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-35,30,607504.925902,8.579488,8.644909028452838e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.085795,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-36,37,703850.196699,10.196601,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.101966,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-37,16,312527.829717,4.514811,8.644909028452834e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.045148,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-38,18,439641.681809,6.276691,8.644909028452837e+16,8.644909028452835e+16,8.644909028452835e+16,8.644909028452835e+16,0,0,0,0.0,0.062767,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-39,16,3796283.271215,43.359957,7.014622962633324e+16,5.385356737632829e+16,5.385356737632829e+16,5.385403893206205e+16,2,4,1,0.0,0.4336,0.0,53.345934,85.94,-42140380293316555
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-40,16,773936.342169,8.178135,5.385356737632829e+16,5.385356737632829e+16,5.385356737632829e+16,5.385403893206205e+16,0,0,0,0.0,0.081781,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-41,6,224931.741033,2.376551,5.385356737632829e+16,5.385356737632829e+16,5.385356737632829e+16,5.385403893206205e+16,0,0,0,0.0,0.023766,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-42,8,585465.610273,5.915512,5.385428560295994e+16,5.385498204352956e+16,5.385498204352956e+16,5.385451048779581e+16,0,0,0,0.0,0.059155,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-43,14,668962.715022,6.681003,5.385498204352956e+16,5.385498204352956e+16,5.385498204352956e+16,5.385451048779581e+16,0,0,0,0.0,0.06681,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-44,13,1244427.100299,11.920643,5.385498204352957e+16,5.385498204352956e+16,5.385498204352956e+16,5.385498204352956e+16,0,0,0,0.0,0.119206,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-45,21,1917363.560136,16.767082,5.3854982043529544e+16,5.385498204352956e+16,5.385498204352956e+16,5.385498204352956e+16,0,0,0,0.0,0.167671,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-46,16,1227001.907905,9.985569,6.8550720536384536e+16,7.523733829448571e+16,7.523733829448571e+16,5.1507213880682456e+16,3,5,2,0.1991,0.099856,0.0,5.231164,31.85,2114092698528387
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-47,16,875637.22491,7.086941,7.268634992000187e+16,5.1507213880682456e+16,5.1507213880682456e+16,5.1507213880682456e+16,0,0,0,0.0,0.070869,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-48,12,544643.31394,4.338272,2.0492671067334484e+16,4046965053075941.5,4046965053075941.5,4046965053075941.5,0,0,0,0.0,0.043383,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-49,3,121076.933282,0.901327,4046965053075940.5,4046965053075941.5,4046965053075941.5,4046965053075941.5,0,0,0,0.0,0.009013,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-50,6,113474.089968,0.837927,4046965053075940.5,4046965053075941.5,4046965053075941.5,4046965053075941.5,0,0,0,0.0,0.008379,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-51,11,597402.389662,4.733532,9839657923373986.0,4046965053075941.5,4046965053075941.5,4046965053075941.5,0,0,0,0.0,0.047335,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-52,8,265352.135631,1.740431,4046768739932971.0,4046965053075941.5,4046965053075941.5,4046965053075941.5,0,0,0,0.0,0.017404,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2024-53,0,0,0,4046965053075941.5,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-00,8,159196.042585,1.108737,4046965053075940.5,4046965053075941.5,4046965053075941.5,4046965053075941.5,0,0,0,0.0,0.011087,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-01,4,81309.376253,0.641371,3.6204226357540984e+16,5.1507213880682456e+16,5.1507213880682456e+16,5.1507213880682456e+16,0,0,0,0.0,0.006414,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-02,23,1126321.499894,7.084385,2.7106796486538256e+16,4046965053075941.5,4046493497342184.0,4046493497342184.0,0,0,0,0.0,0.070844,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-03,12,572561.31028,4.377556,8204577171121253.0,7.523733829448571e+16,7.523733829448571e+16,5.1507213880682456e+16,0,0,0,0.0,0.043776,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-04,34,1745647.44421,14.398847,2.6618627843030932e+16,8594151286948635.0,8594151286948635.0,8058910540442011.0,2,10,1,0.0,0.143988,0.0,8.076569,40.01,-63701723013184254
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-05,24,783633.311203,6.783863,7168401093477593.0,6988429047428763.0,6988429047428763.0,7523669793935387.0,0,0,0,0.0,0.067839,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-06,16,157698.864633,1.250851,6988429047428762.0,6988429047428763.0,6988429047428763.0,6988429047428763.0,0,0,0,0.0,0.012509,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-07,23,382950.490498,2.800225,6987369222411311.0,6975732559946245.0,6975732559946245.0,6975732559946245.0,1,3,2,1.0,0.028002,0.0,0.282205,0.0,-28361969706019
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-08,45,570152.123016,5.02918,8263184914661395.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.050292,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-09,48,455068.45606,4.263484,8578485804725132.0,8578485804725133.0,8578485804725133.0,8578014248991376.0,0,0,0,0.0,0.042635,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-10,21,244884.979338,2.396401,8578485804725133.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.023964,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-11,12,85784.80822,0.802059,8578485804725133.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.008021,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-12,20,186181.223081,1.846825,8578370608056819.0,8577071137523861.0,8577071137523861.0,8577542693257619.0,1,1,1,1.0,0.018468,0.0,0.327109,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-13,39,790812.896319,7.404697,8578208431245091.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,1,1,1,1.0,0.074047,0.0,0.207148,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-14,53,650824.317833,6.062925,8578485804725135.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.060629,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-15,22,498058.941187,4.64016,8578322947245159.0,8577071137523861.0,8577071137523861.0,8577542693257619.0,0,0,0,0.0,0.046402,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-16,30,426544.172263,4.243774,8577816141784677.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.042438,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-17,9,65190.21467,0.627671,8578485804725133.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.006277,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-18,23,386075.04768,3.566739,8578485804725132.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.035667,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-19,30,547067.064779,4.938278,8578485804725135.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.049383,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-20,31,446442.164184,3.887755,8421167941591777.0,8578485804725133.0,8044234723132171.0,8044234723132171.0,1,1,1,1.0,0.038878,0.0,0.663736,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-21,15,279129.82555,2.184976,7125447415375781.0,6975732559946245.0,6975732559946245.0,6975732559946245.0,0,0,0,0.0,0.02185,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-22,12,165409.045584,1.368745,7078960151123283.0,8044234723132171.0,8044234723132171.0,8044234723132171.0,0,0,0,0.0,0.013687,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-23,15,174900.605762,1.494846,7925745465393161.0,8578485804725133.0,8578485804725133.0,8578485804725133.0,0,0,0,0.0,0.014948,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-24,10,50465.554463,0.464116,5472092876821775.0,331853161372021.0,331853161372021.0,331381605638263.7,2,8,1,0.0,0.004641,0.0,9.613252,0.0,-13920064199270048
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-25,4,26073.788163,0.234976,705477185371536.2,1302301004029309.0,1302301004029309.0,978818389810213.0,0,0,0,0.0,0.00235,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-26,5,11962.721394,0.108945,1006909709885281.1,655335775591117.0,655335775591117.0,655335775591117.0,0,0,0,0.0,0.001089,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-27,5,26406.553591,0.233776,902185422684767.6,1302301004029309.0,1302301004029309.0,978818389810213.0,0,0,0,0.0,0.002338,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-28,6,35640.312546,0.308753,1302301004029309.0,1302301004029309.0,1302301004029309.0,1302301004029309.0,0,0,0,0.0,0.003088,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-29,7,19425.205047,0.174259,1103242062203027.4,331853161372021.0,655335775591117.0,655335775591117.0,0,0,0,0.0,0.001743,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-30,6,21698.174277,0.193357,1115529908729266.5,1302301004029309.0,1302301004029309.0,978818389810213.0,0,0,0,0.0,0.001934,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-31,16,50421.075687,0.401519,1302301004029309.2,1302301004029309.0,1302301004029309.0,1302301004029309.0,0,0,0,0.0,0.004015,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-32,8,35301.548037,0.239151,1302301004029309.0,1302301004029309.0,1302301004029309.0,1302301004029309.0,0,0,0,0.0,0.002392,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-33,17,118361.569161,0.713593,1301521559358653.0,1300886336828037.0,1300886336828037.0,1300886336828037.0,0,0,0,0.0,0.007136,0.0,0,0.0,0
0xc526429c000df97ac0782384b90698b352d13d20,matched_treated,2025-34,13,39273.765605,0.220731,1300886336828037.2,1300886336828037.0,1300886336828037.0,1300886336828037.0,0,0,0,0.0,0.002207,0.0,0,0.0,0
