pool,treated,tier,class,fr12_usd,fr4_usd,sw12,old,covered
0x93d584b2bb21d04d6d038295bf7725364b6a44a4,1,10000,other,0.0,0.0,169,0,0
0x94981f69f7483af3ae218cbfe65233cc3c60d93a,1,10000,weth-pair,351.3,30.65,516,1,1
0xf34bb48c19fd0a9e19680a82e60c13249584bae3,1,10000,other,191.57,157.26,332,0,1
0xe898fcd56d1a2d9182dfee7b92c162cbb14b01ad,0,3000,other,2.85,0.83,81,1,1
0x03494856e127663af7a5226855ec3841d0d0b57e,1,10000,weth-pair,402.93,152.14,76,1,1
0x42b94788fb96fb3f39425188a2c24d2b2f03b843,0,10000,other,3.34,0.44,66,0,1
0xaed9261caa6a795178a4ab4d3be62f2d01b2c214,1,3000,weth-pair,994.46,365.59,252,0,1
0xf18c97261e4152c173779f749bbebc9e856d1838,1,10000,weth-pair,147.34,13.49,75,1,1
0xb797bbfadc3f32c6bd1f74c4806ca663a00c0141,0,3000,weth-pair,0.49,0.0,14,1,1
0x641ed0ec245c0e2d62ef5433fa821303005550e4,1,10000,other,24.01,9.6,119,0,1
0x04ecd3c4563ef7491919e6c7aa330eb89e0c8284,1,10000,weth-pair,564.04,312.74,179,1,1
0xe68a55fc8a7a677b3d9df62c7a0f2f2564384230,0,3000,weth-pair,5.93,0.0,22,0,1
0x098e0b9de8ed064006d9dda99b4e3d1604801cea,0,3000,weth-pair,29.15,0.33,48,1,1
0xf4e7cad3dbb171e5fd7b646955b561bf68020edb,0,10000,weth-pair,35.26,1.17,96,1,1
0x6acdb45dde7515f3cff418a4b1b2c4e1c4db9f66,0,10000,other,0.0,0.0,53,1,0
0xccb26c02cc2949e3508d452b4278d1e83fc3980e,0,10000,weth-pair,3.86,0.75,42,1,1
0x7ecee76ce0c89cebb85addccbb4b39ed9b1a6370,1,10000,weth-pair,26.07,9.8,162,1,1
0xc6fa8c21c36225dc91f54f89bf16574b50ce2444,1,3000,weth-pair,2.95,0.34,80,1,1
0xecbfe82e3bdf799a52d5273fd3926457fe397671,1,3000,other,26.22,3.41,87,0,1
0xf48e31aa21f10162c77a1f2b048dfca9294e63ea,0,10000,weth-pair,13.78,0.0,11,0,1
0xbdc4766210146049edb80072a6f814bc15d1bb74,0,3000,other,3.37,0.88,89,1,1
0x300b7537063a62fbd8b2445760abf89beec83940,1,500,other,26.23,5.03,240,1,1
0xa2dc33a5eaf022b6904644a142ce19c5a1ab72d9,0,10000,weth-pair,16.42,0.0,11,0,1
0xf60afed42d276507b6bcae93157c66bee2cf332b,1,10000,other,148.34,17.55,218,1,1
0x1b6190049221b99a6aae9b79fd3ab43402d85e45,1,10000,weth-pair,419.72,408.64,80,1,1
0xfa45c879fd120d6cc493113ae212a853531f3d91,0,3000,weth-pair,1999.58,0.0,1520,1,1
0xf9f5e6f7a44ee10c72e67bded6654afaf4d0c85d,1,10000,other,0.0,0.0,692,0,0
0x2d031b02708882e7947454de2b1b690e19085149,1,10000,weth-pair,318.79,77.61,238,0,1
0xef912d765680b7f11f5fb62ef05ead026a010943,1,10000,other,12.16,4.78,90,1,1
0x6981449ddaa030f83bc5ac9fde1c19544521906e,0,10000,weth-pair,166.36,6.71,375,1,1
0x00ffeed50dd3adc636fa2f955ce76135215a0218,1,10000,weth-pair,760.63,174.72,83,1,1
0x342fe18f5f82cca84b6feb360ab1ea75c1374978,0,3000,other,0.0,0.0,31,0,0
0xa520c05a94895054d87df3e1abc19c6613a7d34b,0,1000,weth-pair,0.28,0.11,75,0,1
0xc1e5d537bfcb3b305b2cd9ae9dea09d9c85e9338,0,100,btc-pair,0.07,0.04,104,0,1
0x8b6a6f5b828f086a2a9d8a3150b958e79e91a82f,1,10000,weth-pair,104.86,42.78,246,1,1
0x8fe536c7dc019455cce34746755c64bbe2aa163b,0,10000,other,0.0,0.0,147,1,0
0x552b1e7afe112e80d919d738e702a0abd55e105c,0,3000,weth-pair,8.67,1.93,68,1,1
0xbceddb085b0da17097a3baa0edd1ec1954488e9a,0,10000,other,10.08,4.53,132,1,1
0x3e2d416ea6c66d75f52e97ef42296ed4aa28ce94,0,3000,other,0.0,0.0,189,0,0
0x5a2abdc02ecc86fa3d015f498ec2f2c190c11700,0,3000,btc-pair,241.1,1.27,129,0,1
0x149651b136322840bb9228099c5d277c4fcd4317,1,10000,weth-pair,102.46,42.84,158,0,1
0xb5bc2a4acb16cb18bfc5f6c74f6b605ece8686e3,1,10000,weth-pair,22.6,9.6,87,1,1
0x34ba7e89d1949f7e9f0785a51757b6170c0b5f94,1,3000,other,6.09,5.08,122,0,1
0xf98cf0d979cfbb780774f318e3da4f7317af50d7,1,100,btc-pair,6.66,0.7,1518,1,1
0x9359c87b38dd25192c5f2b07b351ac91c90e6ca7,1,3000,weth-pair,92.5,34.72,373,1,1
0x2c72e4c8f2601f71769de5bbf7ca252be910e7a6,0,500,other,0.51,0.26,127,0,1
0xa501a9f0f6f1eacf372dda86da686726416f9f65,1,10000,weth-pair,178.33,34.28,102,0,1
0x9663f2ca0454accad3e094448ea6f77443880454,1,3000,weth-pair,51.0,47.62,233,1,1
0x1174213c6396faadf47877c76262fa0eca7ea47d,0,10000,other,0.0,0.0,88,1,0
0xb421bc68f0173ac5e2171029077aebb867c7df8f,1,10000,weth-pair,336.53,14.06,28,0,1
0x487475d8ba65efaf3caffc32c6c3373cd7e1968f,1,3000,other,65.91,20.72,152,1,1
0x8a896a495690abf9c8394b18780a821699f5f52c,0,500,other,0.0,0.0,29,0,0
0x8ecfe3ca5eae0023541458759b1cb57b74bec4c4,0,100,other,1.47,0.09,30,0,1
0xdd2e0d86a45e4ef9bd490c2809e6405720cc357c,0,3000,stable-stable,3536.39,1091.75,246,1,1
0xbcbf2feb9a8dfdbfdf4f45bf98d016de44c0bef4,0,3000,other,7.61,0.01,106,0,1
0x24dbedb4699eb996a8ceb2baef4a4ae057cf0294,0,10000,weth-pair,8.44,1.84,83,1,1
0xf4e43a4a17d2820c7cf724e46844943931a47894,1,10000,other,373.38,2.3,63,1,1
0xfee78b7a20c3b0262d446613828d319bfbe1c595,0,3000,weth-pair,3.56,1.28,56,1,1
0x88ae68a99ffc68afd6a97b9fae334e1333c546d2,0,10000,other,0.0,0.0,99,1,0
0x5461ad1a2d82f7a9c99d3709c646f0f8ab6d2395,0,10000,weth-pair,11.21,0.36,73,1,1
0xc4fdcfaa5cd383e54e014f638d9dd79092c03db9,0,3000,other,0.0,0.0,108,0,0
0xfa5ef636c36a553a37ff1e5dac75417b8831d4d7,0,10000,weth-pair,14.52,0.04,102,1,1
0xb4f9110a57de8a156f1a7c9bfbe273d097493a02,0,10000,weth-pair,1.0,0.12,57,0,1
0xbac80af55ecd6edc3961fc43b6459eed92489ab0,0,3000,weth-pair,13.48,10.44,62,0,1
0x367896e3b7e09c7d14e0cc19bb76a509ddb638b3,0,10000,weth-pair,9.63,0.04,11,0,1
0x357e242ef0f46421838f0fbf8ce83c3e08787a31,0,100,other,0.0,0.0,36,0,0
0xadd4fb9a6a6c8de11567597bc80901825178eeeb,1,10000,other,65.6,28.24,138,1,1
0xefd11b9f2e345ec9dc588f8d9d1cf0612ab5e452,0,3000,weth-pair,47.47,0.32,188,0,1
0xe0397c1c28e587b55ad18c126cdcc5cdeeaffe41,0,10000,weth-pair,990.4,46.06,883,1,1
0x33109a4529fbb39ffad0aecb9b3a416c23fb6c20,0,10000,weth-pair,761.44,0.13,465,0,1
0xe5e8458c944df87c5bb8a607fe50ca135632b866,0,100,btc-pair,0.29,0.1,127,0,1
0x19a573b228468f3bf917389f4e2d4f2997610f71,1,10000,weth-pair,263.42,89.0,343,1,1
0xbf9760b95639f23202425b9feede894224a5a7ed,0,3000,weth-pair,2.01,1.21,131,0,1
0xa0f19f307f8ce59b09d04fa70a162486e1f5d4f0,0,10000,other,0.0,0.0,65,0,0
0x6182765a907242e974f9baf784279766d52a2b5c,0,10000,other,0.0,0.0,68,1,0
0x3445bd0f362a2ac93a376a97695421bc7eeb0030,1,10000,other,0.0,0.0,172,1,0
0xda093756d2e296018ae9a4acb9b4c708de9c6385,0,3000,other,45.38,5.44,168,1,1
0x79464b7809be3f476f5846c7a772ade345572afa,1,10000,weth-pair,238.99,62.8,146,1,1
0xefa7ef905545d91424b6f4d810800205f971d702,0,100,other,0.0,0.0,80,1,0
0xe5eec7c76033a6fc9546b799e7dc93f071b45fc6,0,10000,weth-pair,20.48,1.31,115,1,1
0x2dd35b4da6534230ff53048f7477f17f7f4e7a70,0,10000,weth-pair,81.41,60.02,240,1,1
0x27848b0c260961826c4135e69e6cdd45cfba8257,0,100,other,406.68,308.34,333,0,1
0x9a599caa30032e55f05f38772c6d0ed36afdde07,1,10000,weth-pair,575.01,168.71,219,1,1
0x4ec7d47cfd3f35e47b86f9eaa31cb9d3ee1e801a,0,3000,weth-pair,10.1,0.33,42,1,1
0xe084de7589d068c8ddb16250edf91ab0e9730644,1,10000,weth-pair,43.37,11.88,131,0,1
0xb643f09a55d39b46366ad5fbbbf965f73882f479,1,3000,other,10.93,2.68,97,1,1
0xc5c7c21f4e60770ca5991a8832127a40f5236f73,1,3000,weth-pair,0.54,0.03,75,0,1
0x6f6521d89e127d72e53c89be7d745bc4b194757c,0,10000,weth-pair,8.01,6.3,71,0,1
0x912909c375205ce1b56e5d4cb54c666241f30828,1,10000,weth-pair,29.32,13.67,98,1,1
0xdd7c65f46ce1a36ef5ce68e6fe71c82277136f03,0,3000,other,0.0,0.0,94,1,0
0xa8d0517ebcb1ecbb4745a4298d75e0592c463396,1,3000,other,32.03,17.18,154,1,1
0x78dd1bce5dd5dad50a82ffe3da9f88328fd5b0ea,0,10000,other,0.97,0.38,25,0,1
0x16f11700d16642f6288934e113fba29a97323af6,0,3000,weth-pair,0.6,0.39,25,0,1
0x017bded2b983fffaf963c7ca4736a3f63a2886ab,0,500,other,2.07,1.3,110,1,1
0xb06e7ed37cfa8f0f2888355dd1913e45412798c5,0,3000,other,6.15,0.24,135,1,1
0xd9e2c2721a30dabf283fe5e6942dda631dd4820a,0,10000,weth-pair,138.12,6.93,94,0,1
0xcbbe436425a115dd0d38c576f4cc78bc2a3fb740,1,10000,weth-pair,72.09,31.52,138,1,1
0xaee71cde204ff575e51e6bf7ef15e454136099fd,1,10000,weth-pair,23.82,10.99,122,0,1
0x2e58018e6d1358dff4db26b122cfbd4745bdb8e1,0,500,btc-pair,2.89,0.92,80,1,1
0x8e794abe66a4f65c0b6369ceb91af9d50d78fbfa,0,10000,weth-pair,4.25,0.39,92,1,1
0x8cebd80e872c20131c6e045cbb8394940d18aae1,0,10000,weth-pair,18.57,4.75,45,1,1
0x7b42bea4583e845dbb31f63b392455e5922917a6,1,10000,weth-pair,70.32,63.28,134,0,1
0x8da41d45c183e63d5eb2ecacd30ed6dd4a640cc2,0,10000,weth-pair,36.85,12.52,283,1,1
0xbf5105658f22bb6f88ddfd62bd41e113dc74a023,1,3000,weth-pair,98.49,77.35,149,0,1
0x602cb3931406c9b98cc328ab406e50d6a32e559c,1,10000,weth-pair,71.8,40.7,172,1,1
0x7a6afca7d92f457d8b01061c816f7d5babaa4a03,0,10000,other,3.11,0.88,65,1,1
0x02976320ef83e1413a9307b34c463a19ab484b5e,1,10000,weth-pair,134.89,134.53,161,0,1
0x1803b7d43a17fe47b2ea70707e9ec8f4d4e5d7b7,0,10000,weth-pair,0.5,0.07,21,0,1
0x1249c7d6203bf9316173d12af7cb9f9208c9c4c1,1,10000,weth-pair,102.01,48.68,110,1,1
0x117b0cc559275177925ad10b4161c0804b63ff3b,0,10000,weth-pair,6.04,4.79,16,0,1
0xfcf9f1278b8cc951e53e5c33dff80a0c7d485541,0,3000,other,2.06,0.36,57,0,1
0xb76726b4befe761a1859c1c02e7d157142e077c0,1,3000,weth-pair,953.47,240.71,231,0,1
0xf8e346b1904d38c0fdd01c906f26de9f68fe830e,1,10000,weth-pair,540.29,153.44,119,1,1
0x14ef04b8b85fea35c7344825f08d98ef553850be,0,10000,weth-pair,25.38,0.0,9,0,1
0x103a061a439cc7fe943e705b54aa25004feae741,0,3000,weth-pair,0.53,0.07,79,1,1
0x9cd56c4ce09ce2422007173ff345b011a1278491,0,10000,weth-pair,11.33,0.0,60,1,1
0xe0fca1c1f2e6b07a9096723ceac992e721a54e7c,1,3000,other,63.65,15.71,81,1,1
0x92eda77ba708c2ef6564701efec6dd9cffcc9382,0,500,weth-pair,0.17,0.16,141,0,1
0xa101da31889bbec6c42fab23e6b5b0762ea23682,0,3000,weth-pair,10.82,0.64,50,0,1
0x67c0f6c452831efa354c0ed379392b42eeff246d,0,3000,other,740.39,0.02,702,0,1
0x34a14b6f05bd4365f2d159fa0ed46201f2eb4665,1,10000,weth-pair,17.24,9.7,126,1,1
0xfd4084f7584f10f893e8b01ffcdd06046baaf91e,0,500,weth-pair,2.02,0.0,64,0,1
0x1be74b31d7c59a2d1c07e89748b6589a8dd882a4,0,10000,other,14.57,1.66,50,0,1
0x874f903003dec4639e22cbebff6e8295c80842a7,1,10000,weth-pair,347.67,91.93,146,1,1
0xf022c5cefe89cb26c5ee21ca8b3fe5e3e44932e8,0,10000,weth-pair,10.8,0.0,9,0,1
0x021f7542293a4f720c033c60637d8d90423277d5,0,3000,other,0.0,0.0,92,1,0
0x473313134f6d46935d67a263f637405adfb9bba1,0,10000,weth-pair,8.77,0.0,9,0,1
0x149c2fcbe7c87da8ece81449b1e9c0594eaf3ad8,0,3000,weth-pair,2.17,0.0,17,0,1
0x655cff474985a9af8e4e337fe395998bf41f2871,0,10000,weth-pair,8.13,0.0,9,0,1
0x4ef3e2178a464a49bf35058b47801fffb7322d8e,0,10000,weth-pair,3.93,0.54,27,1,1
0x60af81acfb11accb75254c2c14731d25fa664d65,0,100,other,0.38,0.04,30,0,1
0xc895060fbeb818f9c828c6cba30bf5fb574bcf75,0,100,other,0.14,0.06,100,0,1
0x0750b0bc0898ae80ceaa8ac8087dd9193693d102,0,10000,other,7.05,2.24,42,1,1
0x0318170609141bfdb38d20d1f1c5b5197670ecee,0,10000,weth-pair,32.66,3.08,80,1,1
0xb78a10166295cec4cbcf2891f635c8f42068ce35,1,10000,other,31.6,3.08,121,1,1
0x15a1902069499fa225ca9bb3b5fdedf7d331e939,0,10000,other,0.0,0.0,125,1,0
0xda6e0d2359e6865b3ec130cdbbd18ed6407651bf,1,10000,weth-pair,36.36,12.06,256,0,1
0xb82d251b7e92832dccb7f3c6f03ae20f2d7ee597,1,10000,weth-pair,20.22,15.02,176,1,1
0x474606d38de10caea89018d7e1973128c5dc1302,0,10000,other,0.0,0.0,60,0,0
0x2caabe1f8a8fefab02d55bdea95553837b94bf10,0,10000,other,0.27,0.04,30,0,1
0x2120de613149c9dc9452dd2314c8f30a6c04c6b5,0,10000,weth-pair,8.91,0.0,21,0,1
0x7fd9ae9f1269c39419472b6ccbdb20bd5f4ab845,1,10000,weth-pair,85.05,26.77,69,1,1
0x4fc81c84a732b4eb5fc739673d328ce7ffe37539,0,3000,weth-pair,2.78,0.0,15,1,1
0x0c1fcb34a27feeb32eff8452f1dfa4e1eb16111c,1,10000,weth-pair,101.75,20.84,116,0,1
0xe07bcfa74b17e3b1b4048fd14dc21c876930f521,1,3000,other,0.0,0.0,222,1,0
0xf3e53d80c29e3cc5fbcdede2a41cc6a19a6d1118,0,10000,weth-pair,10.75,2.69,89,1,1
0xec200461b7501bb4e55c7f4a6f73425e57bce692,0,3000,other,0.0,0.0,75,1,0
0xfab26cfa923360ffc8ffc40827faee5500988e9c,1,10000,weth-pair,122.66,32.85,124,1,1
0xd0078d1d600c096174cd0fd697e4e4a7262de419,1,3000,weth-pair,13.79,5.89,166,1,1
0x98459d59d59056bc7bdb9e954e8be6a8346c15a4,0,10000,weth-pair,4.09,0.86,119,0,1
0xd4acb4b634990f95a794cc123fa86176408f3dd2,1,10000,weth-pair,145.21,62.27,251,1,1
0x67f9808238b92d228f3d7152b96e6f95c223d5af,0,10000,other,0.0,0.0,66,1,0
0x7a1986b263be2e50a33a93a583afeb8eb884304b,0,3000,weth-pair,13.26,8.43,78,1,1
0x632817ce0af5fcdfc97d72520ddc2ae0a8374301,1,10000,other,0.0,0.0,93,0,0
0x3f162bf9cf4174f4ca3888bd5e642d7d58c96b68,0,500,other,3.96,0.66,136,0,1
0xc859ed6e85b201010eafad848b797b78f4893354,0,10000,weth-pair,8.71,0.21,48,1,1
0x79a6683d82f25535ff3fd2753e03e0961060e882,1,10000,weth-pair,1.03,0.71,60,1,1
0x7d52545d5bba8ec66740e6c9d674dca7ff3ffc36,0,10000,weth-pair,31.41,2.46,36,0,1
0x3940a5899b3e4cd540f10cc239c39c4ede119f83,0,10000,weth-pair,392.34,141.03,70,1,1
0xc2925eb8a5f7ee69d250fc7fce1997584d0fe67b,1,10000,weth-pair,178.46,33.0,153,1,1
0x35593881b7723b39a5bdbcb421e55c1ff1953f4b,0,3000,other,48.98,3.06,34,1,1
0x2b43fe4f41d871fbc75af6e0ce85bce38ff1edc7,1,10000,weth-pair,27.81,5.63,59,1,1
0x84a456959c7ab94065df42722d2450025e4fa23d,0,3000,weth-pair,3.75,0.0,14,0,1
0xdceb026bdbeabef09b823de8cb76aacb899cf576,0,3000,weth-pair,18.23,0.0,13,1,1
0x01be9965be02bebd9fb249a8c44f71c8f1f89b81,0,10000,other,0.0,0.0,42,0,0
0x77aa13b4614caf041342dcae858860cf47d8a0c2,0,3000,weth-pair,21.98,5.23,64,0,1
0xe21a3d4b5eb12444554f504a8f17cc0a78fc6d55,0,3000,weth-pair,214.08,2.91,550,0,1
0xe162c8d8bf355aef31fe4122193d1533d383b1f7,0,10000,weth-pair,3.73,0.0,9,0,1
0xd16d30d8138bde21359ee6204e82ad8c37475f51,1,10000,other,0.0,0.0,461,0,0
0xf8ec9ca83c00a6a3c6b99dc35b1a7f1a83cd54ac,1,3000,weth-pair,20.12,1.04,252,0,1
0xdf71525e5c7435ef860909547d1589e53c004f03,0,3000,weth-pair,18.31,4.13,112,1,1
0x49d7d9e55a6aa3e02a8e7761860c09251ad64cb4,0,10000,weth-pair,13.61,0.0,8,0,1
0x354ecf8efb2782cdf4f67998351a9163866f8a58,0,10000,weth-pair,15.33,4.36,77,1,1
0x468bf440a6c8b1bd5840b8f552fa89c32f53e699,1,10000,other,0.0,0.0,130,1,0
0xb74734c0fedfabe4dad2cfb63428dcbeaef57791,0,3000,other,0.0,0.0,184,0,0
0x3aaf77ba7da262e34dffb9b10fc6777bfda79ab7,0,10000,other,18.41,4.85,136,1,1
0x666ed8c2151f00e7e58b4d941f65a9df68d2245b,1,10000,weth-pair,221.9,81.06,118,1,1
0x4981139acaf3362fa31e7d12f81ff4b65f881a2c,1,10000,other,150.02,100.82,158,1,1
0x4bf55bdc41186c67759d87d0d0a5112f1a700ac4,0,10000,other,5.24,0.0,13,0,1
0x89960fc58d1ba4da5e29539aab1d9b3d2abab573,1,10000,other,401.97,75.17,221,1,1
0x49bd1fa4c7286c2754ec7607f6f2e835f3ca6ddd,0,10000,weth-pair,71.34,0.17,179,1,1
0xe4e368cc5f45c09c3451f0731bc942a830ae2f90,1,10000,other,0.0,0.0,194,0,0
0xe5d028350093a743a9769e6fd7f5546eeddaa320,0,500,weth-pair,19.33,5.09,33,1,1
0xece8bb57cad9729029c7a5dafc1eb427911f9e66,1,10000,other,0.0,0.0,106,1,0
0x0cfbed8f2248d2735203f602be0cae5a3131ec68,0,3000,weth-pair,17.68,10.23,151,1,1
0x3ec16bac81797ca1de6d630d2fb8d2572bb8a9da,0,10000,weth-pair,20.37,0.0,24,0,1
0x8f9a5dbcd942d9ab4f1ce751c9177879e5366366,0,10000,weth-pair,105.92,3.72,319,0,1
0xd8dec118e1215f02e10db846dcbbfe27d477ac19,1,100,weth-pair,0.01,0.0,141,0,1
0x9081b403b02282acf28b59a950de98d091de940d,1,10000,other,10.34,5.22,133,1,1
0x04fb90ec59dbb111d1af293d9812c3a57f92fa55,0,10000,weth-pair,2.64,0.93,47,1,1
0x84b54635a43441ee7748658660f79fe05c03ba7c,0,10000,weth-pair,14.45,0.42,62,1,1
0x51361f31c83b458f356b294e5d059a6df4651a40,0,10000,weth-pair,7.99,0.0,8,0,1
0x3071a019db4a875ce78fe47e0ba9ddf84157372e,0,3000,weth-pair,0.02,0.0,8,0,1
0x4385dacb8c34cc7014b2e363f0820be2fa8624d5,0,10000,other,9685.81,0.13,572,0,1
0xadc50b28d1b7dacacb6b93c960b708a2a90e1325,0,100,stable-stable,0.01,0.0,55,0,1
0x813fe598f4d39ff8bd786a8140ff79e29cec98a2,1,10000,other,179.08,0.0,8,0,1
0x672f44b428cea2f7227fbf5e018316528ad5a57a,0,10000,weth-pair,6.76,0.0,8,0,1
0x1ee3201633de7b1900bd7d76a3ac86201fbdb62e,0,10000,weth-pair,6.65,0.0,8,0,1
0x86d257cdb7bc9c0df10e84c8709697f92770b335,0,3000,weth-pair,107.15,0.0,146,1,1
0x2b20aaa660421e2236ba2d1be1003ae9b4af96aa,0,3000,other,2.16,0.85,77,0,1
0xcebd7638eadad05f0bdb5ff556ec8d6a865789ae,0,100,other,15.45,0.0,162,0,1
0x32121e0d11ecc79035045bc7466ede30816c5674,0,10000,weth-pair,72.54,1.78,133,1,1
0xafcf371240db12466cf9a36754607f64df1bba59,0,10000,weth-pair,6.49,0.69,66,1,1
0x4b9d0663acb7a774c327b679d423993c2a11a263,0,10000,weth-pair,2.91,1.71,34,1,1
0x2efa111cefad1bdb117b03824716758bb7720932,0,10000,other,0.0,0.0,71,1,0
0xd7a29e0b4d5d4a38c6a0d8b4abfc9bf14e8d1000,0,100,weth-pair,0.33,0.01,35,1,1
0xffe91de50e87b19a622b15adfc9a8589c9532b8c,0,10000,other,0.0,0.0,82,1,0
0x8a15b2dc9c4f295dcebb0e7887dd25980088fdcb,0,500,weth-pair,0.91,0.12,66,1,1
0x0623b2271c62de6df89e1c8d0738900945350752,1,10000,weth-pair,580.68,145.74,105,1,1
0xde0400e9311a874d53f3922bd6c02e327a5dff09,1,10000,weth-pair,145.27,28.0,95,1,1
0xab2f2689cde4ee1a44100bc4ff9bf292d811e1eb,0,10000,weth-pair,17.29,2.96,94,1,1
0x9c3e0e151a495c4921a5412241d29520eb5786c0,1,10000,other,0.0,0.0,76,0,0
0xae8614d6ec9fc54970d45a099f4cdebeb7f7b245,0,3000,other,0.0,0.0,19,1,0
0x61bb05569d769c0e8fa5fceb53042cb1714b6a46,0,10000,other,0.0,0.0,42,1,0
0x8c8521fa2ed1b465832431c1dcb52be8d855c20e,0,10000,weth-pair,1.07,0.58,37,1,1
0x833998f17fb8d6b99ed79f44a010ac3cd4ae047f,0,3000,weth-pair,11.16,0.78,144,0,1
0x14bce2f206553028d870393bc47de22b0ad9b1b7,1,3000,weth-pair,57.56,20.38,182,0,1
0xc95e84c566e9dbbdacf0df533eaeab5a36a27194,1,10000,other,0.0,0.0,92,1,0
0x0bddd19cec6b6e614b7b8bff380ce830d9b85ba6,0,100,stable-stable,0.37,0.14,90,1,1
0xdf12f1c62b24eb92302d89d96c343b90f77a67a2,1,10000,weth-pair,178.18,10.32,127,0,1
0x42e1174aceba0bf3b266b2afbf9c0cb2d8036052,1,3000,other,18.49,7.11,160,1,1
0xd2a9f2b88d6df8830522d624db491445362a2797,0,3000,other,0.0,0.0,121,1,0
0x677f26e74bb2a45a159d092964c3d4d0506b850c,0,3000,weth-pair,3.93,1.86,117,1,1
0xc270a81bea4917170c9ffbdbd57410c078178435,0,100,other,0.12,0.05,97,0,1
0x5356511dcde88e38484b8cb8c5acf916b9945521,0,3000,other,1.32,0.46,51,1,1
0xd251dff33e31bb98d5587e5b1004ff01a5a41289,0,3000,other,0.0,0.0,112,0,0
0x5647abe2709db113291635ba341ef992b988927c,0,3000,other,0.0,0.0,45,1,0
0x9e8810286fe2f78a6eeaa37fc682181a6dd31aea,0,3000,weth-pair,14.57,1.8,70,1,1
0x48598ff1cee7b4d31f8f9050c2bbae98e17e6b17,1,10000,weth-pair,59.09,10.63,162,1,1
0xbc5170190da3d67defb591d993a4a1fa8fabd743,1,10000,other,466.62,62.82,159,0,1
0x6208e69d3253420d995592c32e2d5a3918f8654f,0,10000,weth-pair,267.63,0.05,313,1,1
0x526bb791d8dd3d39e6a1c690674bfd121c70b9ef,0,10000,weth-pair,9.41,0.31,16,1,1
0xe081eeab0adde30588ba8d5b3f6ae5284790f54a,1,10000,other,65.17,24.78,179,1,1
0xd54392f39506dac19bc86906eaeba49a08a4b968,0,3000,weth-pair,130.15,0.0,323,0,1
0xe16be1798f860bc1eb0feb64cd67ca00ae9b6e58,0,3000,weth-pair,11.56,1.15,214,1,1
0x08680f0135e41314f3d7c1ac16343cb3ec69d445,0,500,weth-pair,0.12,0.05,94,1,1
0xa7600c4fbddb57e44018bee74a5f6b636cb68352,1,10000,other,219.92,61.75,330,1,1
0x90fed54925a16e8366643ea53a91d229904e3cf4,0,3000,weth-pair,0.2,0.04,14,1,1
0x548bc97964033adba2dd55681f602329f0832cc1,0,10000,weth-pair,231.6,4.4,165,0,1
0x1dffea339637b90ad81b63292ced73613f270c37,0,3000,weth-pair,31.15,5.65,26,0,1
0x3311bf503b5cd93fdb37776cb22dd47b75bf5a28,0,10000,other,0.0,0.0,29,1,0
0x122b47683c7809a818b95ee9ff0da8e003f4e310,0,500,other,3.99,0.57,142,0,1
0xc34322097f48f2a42b471e0e892e8cf0c7e35ebb,0,10000,weth-pair,9.73,3.94,42,1,1
0xecd0e4b01c8e8ffe9a41b3700e99f374b6bbe21f,1,10000,weth-pair,74.19,6.64,76,1,1
0xcd5b850a5718d2a3506f1dc485030cda5a795ee8,1,10000,weth-pair,28.83,10.8,140,0,1
0xfa58011a8de1ddbcbcc1a62a0b020c6fec65cc7f,1,500,other,38.93,22.95,410,0,1
0x8646047a7ea7fef0836a81e797ffab816c308c72,0,10000,weth-pair,3.12,0.67,134,1,1
0x7327325e5f41d4c1922a9dfc87d8a3b3f1ae5c1f,1,10000,other,0.0,0.0,81,1,0
0xc407253720f3a3797d5d98cb7c6515950bd7866f,1,10000,other,0.0,0.0,114,1,0
0x2097892ad844caa3fb2dff0b3013fdb63b917753,1,10000,other,0.0,0.0,57,1,0
0xa46c10e51e9d5e56c2b3db598a35de7063455a4b,0,3000,other,0.0,0.0,64,1,0
0x2c7e8bcf7be78448421f99a524d3dcf5cb289fe0,0,3000,weth-pair,1.31,0.76,19,0,1
0xe39687bc93e0dfdf8b22eda19e86eebce0c56069,0,10000,other,0.0,0.0,18,0,0
0xdfde79f36d2a76a1e096504d241c7d82c5cd22fe,1,10000,weth-pair,138.29,25.35,140,1,1
0xb388f880ed2b4ee377da6d5a6af4f33161787526,0,10000,weth-pair,3.6,2.03,42,1,1
0x3b3e0fc92cc9db86bf6beebc6d510f4f106790e2,0,10000,other,0.77,0.56,56,0,1
0xb6b6273b413c23ee78e79deab07606c5aac0f74b,0,10000,other,0.0,0.0,132,1,0
0xc8efec712f1fd78136005f957ac79a0e009dd85d,0,3000,weth-pair,35.04,0.93,39,0,1
0x51ae2719f5d1e986d713e033df8bbc848be74e33,0,3000,other,0.19,0.11,25,0,1
0x0d444a8a3c4be3abf3b8c0ec8c7a1d0a8a1adcbd,0,3000,other,17.05,0.41,128,1,1
0x643ea0885875a77bf8dc3e0f3ead866a125276b1,0,10000,weth-pair,3.37,1.54,189,1,1
0xc6b97d30bfad6a27c02d907f3887edcc6115f506,0,10000,weth-pair,6.31,0.0,7,0,1
0x1dc24c15909cc2267e99a990653cf30d4498f0af,0,3000,btc-pair,7.34,3.18,69,1,1
0x4049d923034964d2479719142ffc5926514b2c53,0,10000,other,0.0,0.0,700,0,0
0x6882a7ae00b334935610e42daa1fc3f039dbde7d,0,10000,btc-pair,26.22,7.7,66,1,1
