pool,treated,tier,class,fr12_usd,fr4_usd,sw12,old,covered
0x5f7f44c304d016fe8cad589aaadba366528f0ad0,1,3000,other,33.32,12.47,325,0,1
0x1474c1fa8078edeeeb9753d76526c142158f3236,1,10000,weth-pair,32.35,7.0,238,1,1
0x4e4a4c4c46d3488ff35ff05a0233785a30f03ec4,1,10000,weth-pair,2285.41,350.74,1940,1,1
0xbfed41ccaf1ea8695028f2a358a2a69c5f883483,0,10000,other,774.9,0.0,142,0,1
0x3dd160879f299948f2d98f17a000a588bdde7c44,1,10000,other,0.0,0.0,250,1,0
0x6e22bae87f74af92ca62419e649fe9ac076b3193,1,10000,other,0.0,0.0,872,1,0
0x7d5435b2e974e1b2e03e71ff489edcd0a1c7b46e,1,10000,weth-pair,920.08,186.51,683,1,1
0x53bbdf4ea397d17a6f904dc882b3fb78a6875a66,1,10000,weth-pair,13232.01,4142.14,1209,1,1
0xa80964c5bbd1a0e95777094420555fead1a26c1e,1,10000,weth-pair,126.35,81.83,655,1,1
0x800071f18053659c23c59f26237142010064ba65,1,3000,other,0.0,0.0,329,0,0
0xd2624380a006220574c9e75083490b042e71ee42,1,10000,weth-pair,850.02,277.28,368,1,1
0x7bc5c9de2dfe90cfe1e01967096915ba8ea1bc53,1,10000,weth-pair,1744.4,395.84,759,1,1
0x6a8d68af345bd213c1bfe1f815b5488d253d1bed,1,3000,weth-pair,341.44,123.71,369,0,1
0x49a48e6684b73904f8c7394edac5296e5e12a463,1,3000,weth-pair,68.61,21.7,346,1,1
0x7464a4b6553ef9bd2ebb5a35a96d90c221313189,0,3000,other,0.0,0.0,172,0,0
0x240990856afb47ef12924d3cab6dccccbbc607dd,0,3000,weth-pair,28.48,0.0,268,0,1
0x05def6d34631bbdd35e212cb749cacaebf8c963d,0,500,weth-pair,33.05,10.5,470,1,1
0x053da4662ab98f78254437580105b37aa999749c,1,3000,weth-pair,38.28,10.97,255,1,1
0x0c4da691477e7db05a28724ee362d99c7c5d62e9,1,10000,other,0.0,0.0,460,1,0
0x1e1fbb2ad02f8b2a8223811d6a1c1f3f746f5949,1,10000,weth-pair,1310.77,501.3,2485,0,1
0x048556e323c6171fa7c9f201f7c7994a998824de,0,100,other,0.0,0.0,415,1,0
0xefe4a010ad0fad70154116cb0c43cf47a1062b3b,1,10000,weth-pair,3504.63,193.12,1345,1,1
0xa1532d04697ccb522e4efc8fba5daa75a412f7b8,1,10000,other,125.28,120.15,425,1,1
0xe950877d5e89417e6083f6c973dbf4682eae8f2a,1,10000,weth-pair,349.17,51.04,484,1,1
0x758a5f59b3ebe8a5cb9e6a09b5b876d2414042cd,1,10000,weth-pair,431.59,171.14,709,1,1
0xa5f43b0ebaefbed5b1f1bfc809af15254ea1e9c4,0,3000,weth-pair,60.32,16.8,595,0,1
0x10628fca51c80ba1fdba46fc068c8f57a1ec5941,0,500,other,3.35,1.35,1127,0,1
0xfe0df74636bc25c7f2400f22fe7dae32d39443d2,0,3000,other,3053.02,0.22,670,1,1
0x16439c7007b9267cf1557f50f37497fcaa69a0dc,1,10000,other,453.87,223.6,547,0,1
0x84383fb05f610222430f69727aa638f8fdbf5cc1,1,10000,other,879.43,161.08,417,1,1
0x9263a956c4186d0527c317cedbea6f8925297db0,0,10000,other,0.0,0.0,716,1,0
0x961ec3bb28c9e98a040c4bded38917aa96b791be,1,10000,weth-pair,88.18,23.01,290,1,1
0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77,0,500,stable-stable,1630.77,224.96,600,1,1
0x9d87494b184286986b4358ce9217f98645ed3418,1,3000,weth-pair,94.6,12.65,572,1,1
0x1a76f6b9b3d9c532e0b56990944a31a705933fbd,1,3000,other,0.0,0.0,740,1,0
0x4e0f19d310c31be732bae1a53b465087fdbdeab8,0,500,stable-stable,23.35,0.0,417,0,1
0x95a946309f5a309511f0ccf1ca0ff4a39c4131f7,1,10000,other,673.06,353.29,344,0,1
0xc716b1253853ce051514091b7ab1e706405fd231,1,10000,other,315.24,57.76,597,0,1
0x0583cb555429ec3f56dad4320bb51c4779c16e07,1,10000,other,146.57,39.45,538,0,1
0x09848d115e085942e6fa9d85b6b6c73fb0e63cb1,0,10000,other,0.0,0.0,530,1,0
0x49228c8a08fe69bd34228491e4ae712dfd6c3e4e,1,10000,weth-pair,2048.04,738.5,449,1,1
0x5696c2c2fcb7e304a5b9faaec9cd37d369c9d067,1,10000,weth-pair,2796.04,1672.7,901,1,1
0x166b5fd1d06c65689f0867807962e0059598db9f,1,3000,weth-pair,309.28,137.0,407,1,1
0xd980690840c4b4c5abce4b282bedb276acab98a0,1,10000,weth-pair,34.65,8.15,231,1,1
0xb62599a17c424740375481209607ca9440fdece0,1,10000,other,0.0,0.0,287,1,0
0x7379e81228514a1d2a6cf7559203998e20598346,0,3000,weth-pair,1029.02,361.29,361,1,1
0x2e0386c6a42e1fa01cacfca54bfa12a50a90ee3d,1,10000,weth-pair,12.75,4.72,365,1,1
0xe257e8ee384ab69150c2839a79a6cf9e9382b9a4,1,10000,other,0.0,0.0,561,0,0
0xf89980f60e55633d05e72881ceb866dbb7f50580,0,10000,other,0.0,0.0,374,1,0
0x6b14940cf02f63d13caab9f478622aeb6dc55697,1,10000,weth-pair,829.03,305.66,650,0,1
0xf46dad9ebd66200dcca3b49a4cb0088a2306cf45,1,10000,weth-pair,141.61,15.98,576,1,1
0x1d9e7dd1cb89f53e2f1b15c19b4f66f0f28d8cbe,1,3000,weth-pair,87.55,10.8,389,0,1
0x1f123bd9e55f7ef7d3653688cf2248ef4d7f8394,0,10000,weth-pair,17.78,1.26,129,1,1
0x45393a85bc48798c48d19eaa61ff6b0b3aadb490,1,10000,other,0.0,0.0,467,1,0
0xa3bc069ce794103e68974b5dc38074fb112eea71,1,10000,weth-pair,128.39,36.94,622,1,1
0x3944765dcd3542bc3624b1ccc5b4b5110d48edbb,1,3000,other,0.0,0.0,568,1,0
0x126057c719542b9c370c60f568b1abb0517e3052,1,10000,weth-pair,173.29,57.4,359,1,1
0x3cf3d5b9061fac75fc66bc33035803fb067cb4f8,0,10000,weth-pair,770.02,236.29,915,1,1
0x102c78a76a86d9246b2f1074dabbee63c1f66b01,1,10000,other,595.43,166.89,612,0,1
0xec215dfc360c2cfe3447467e8966336498dfac35,1,10000,weth-pair,1556.7,220.16,809,0,1
0xe6c9774f18c11ebe7b993093da432bcc422bec26,1,3000,weth-pair,351.97,111.93,449,1,1
0xec64a72f36445621e040a99bc15a7500fb36ef8a,1,3000,weth-pair,463.22,185.16,432,1,1
0x5d811a9d059ddab0c18b385ad3b752f734f011cb,0,500,weth-pair,1165.16,703.3,773,1,1
0xba47e2c1077aafe544302c532f84e91205cc9bdb,1,10000,other,0.0,0.0,549,1,0
0x9d723b08fdc5e15cc8196746541003bdbf5d12b8,0,10000,weth-pair,54.77,0.0,38,0,1
0xf5d2c4209452c567705fe7dcc93ddcf61a63a100,0,100,weth-pair,0.96,0.46,550,0,1
0x766658180726600dc5e723cf85bbf2dcd470b2ad,1,10000,weth-pair,1242.69,475.23,596,1,1
0x54eb9b9b4ae5febaea277d93d11fc1b93eb503df,1,3000,weth-pair,139.8,44.37,337,1,1
0xaff587846a44aa086a6555ff69055d3380fd379a,1,10000,weth-pair,135.96,49.59,260,1,1
0xa1dda6f6768d39b3037dc41c26bdb34e9065071b,0,10000,other,0.0,0.0,381,0,0
0x935239fb9ab50a18321c051af96b5bec80f755a5,0,3000,other,0.91,0.01,55,0,1
0x757d8d585ee1488097305bcb0fcec1ac4a55e9d6,1,10000,weth-pair,350.06,66.06,226,1,1
0xd94fdb60194fefa7ef8b416f8ba99278ab3e00dc,1,10000,weth-pair,35.43,7.69,167,1,1
0x70d36bae167cdbe699c17ca80c7d7548a0d0bea9,0,10000,weth-pair,31.84,0.0,37,0,1
0xcf09602ec54f7791662c7b3788702cabca981251,0,10000,weth-pair,39.76,0.0,38,0,1
0x063de93c2181d690c5eb0649e9616492a80156d4,1,10000,weth-pair,3015.31,229.09,673,0,1
0xe764b1febc0179a634e1c554625d0b82355c6000,1,3000,other,102.5,39.46,281,1,1
0x04eb5b4c9d8becfc1f10a7e7c541b1169dc3adc9,1,10000,weth-pair,1037.11,203.34,440,1,1
0xecf678bf1850ac206f42c9e959f72a0ab0e86f77,0,3000,weth-pair,4.35,1.25,356,1,1
0xf03744a09b37ee59c0d1a38b1f358f77cad53357,1,10000,weth-pair,218.74,60.59,506,1,1
0x87428a53e14d24ab19c6ca4939b4df93b8996ca9,0,500,btc-pair,8148.12,3493.55,609,1,1
0x8f413ad1f9517d82f9eb3a18b2a1f5ee1a68e5a0,0,10000,weth-pair,36.08,11.2,536,1,1
0x4b4dbbff8b96312d651c03e278b96009dbf3dbed,1,3000,weth-pair,248.1,50.59,412,0,1
0x0da6253560822973185297d5f32ff8fa38243afe,0,500,btc-pair,2038.69,300.22,324,1,1
0x1ab3e7bf6c2670c9905e635a95aa84e982c9b1b2,1,3000,other,28.5,7.28,516,0,1
0xab21798d88ee0854f99f1d148c1e59f238e561fe,0,3000,weth-pair,56.54,15.66,458,1,1
0x4a463a52ba92b8818b790316f485299fa4fdc00b,1,3000,other,260.75,77.53,920,0,1
0x543842cbfef3b3f5614b2153c28936967218a0e6,0,10000,other,54.17,5.75,331,1,1
0x1517ba8f1a1b192ac62f824d6e10f88ae99391b3,1,10000,other,1859.37,412.51,1135,1,1
0x8d4fd401990ef8d2eb3d0b284cb6415a387519bd,1,500,other,0.0,0.0,587,1,0
0x694886528668f2bcbaff8270419ab2f4bd7099f0,1,3000,weth-pair,23.73,3.8,358,1,1
0x4d396ccc5b7bf3112f59c35ee4cf22ee44451e66,1,10000,other,60.06,41.8,377,1,1
0x54228fc560b887b401dd6c3eca4f92eaad9e7a3f,0,10000,other,184.82,76.47,310,1,1
0x21fdaf0ff19556356f9aaeb01d6a131f949fc28e,1,3000,weth-pair,204.03,50.3,479,0,1
0x937e2afab37237a83f47b9ec0ecb18a5aaef353a,1,3000,other,247.64,100.11,610,1,1
0xe5fee9f12c35b5eb26350126bac2a006a192a992,1,500,weth-pair,18.43,5.81,459,0,1
0xaa6e758afdb93822bd04b10b4f5a3eb54db6467e,1,10000,weth-pair,17.07,6.95,261,1,1
0xb214f509dfa0cc75bc268149f115a2686063eb2e,0,10000,weth-pair,54.52,0.0,36,0,1
0x4baf786bd59022c942dcee4282b17d1bc681c99f,1,3000,weth-pair,925.04,261.52,237,0,1
0x1622f1bef90233a6993f3bc85759adf5b9d9d7b9,1,3000,btc-pair,392.5,76.54,595,1,1
0x25b96761e765b9ac20db18fa57fa91e3b617ec6f,1,10000,weth-pair,342.29,55.38,505,1,1
0xd51d8844edb3f1ad17a0b738a4ead26ec101e764,1,3000,other,171.13,47.8,276,0,1
0x299653c37a77b3fbb0e87e044e3bde33f64de20f,0,3000,weth-pair,42.63,13.39,809,0,1
0x82de4db279ce9b7d8494af416671ea9b6134ad03,1,10000,other,0.0,0.0,318,1,0
0x479e82b60f5885a3569d618d027ef1ac2020ee82,1,3000,weth-pair,1615.01,562.66,379,0,1
0xadf768402cfa9a755507acc2cb1a7912158f733f,1,3000,weth-pair,190.34,31.01,409,1,1
0x998f67995b996d7c47b965566c1db4e2fe710053,1,10000,weth-pair,1710.16,537.76,972,1,1
0x5c2891e67cba6b5481f89d3701a78a1cfdac117f,1,10000,weth-pair,2233.07,474.27,1187,1,1
0xb61a4da17b87d8761d39b57888b0fcfd9b7bff7d,1,10000,weth-pair,600.76,87.37,498,1,1
0x88395224c3709be9a700624bd9246459585c56b0,1,10000,weth-pair,88.16,27.55,663,1,1
0x3d72d1d57c8f1d17a46c2170872c1118889ff55d,1,3000,weth-pair,12.53,1.05,151,0,1
0x484a009317e8eff6f9d301f044c43b2da1539606,0,10000,weth-pair,29.48,0.0,35,0,1
0x97830d2786fef3c6f40107e9aab5c49801b69db2,0,10000,weth-pair,37.92,0.0,34,0,1
0xd62a2aa4064097680d6f3a3fa1f367602d0e031e,0,10000,weth-pair,45.29,0.0,34,0,1
0x2945284511bee708381655f22036801ada1f2167,0,10000,weth-pair,59.48,0.0,43,0,1
0x590e245f4b927b0f32934d95edc1e619fb204817,0,10000,weth-pair,175.85,2.75,382,1,1
0x122e55503a0b2e5cd528effa44d0b2fea300f24b,0,3000,weth-pair,7.77,1.99,220,1,1
0x58d7e1d45e9ed962d3279b3834dc8f6bb4aa12b3,0,10000,weth-pair,35.12,5.26,195,1,1
0xcf1accc8fd1bd769025347abf1ddac7de559a753,1,10000,weth-pair,708.35,107.59,480,1,1
0x4ff51a652315541f8636ccc169a908ab249ac5e4,0,3000,weth-pair,55.51,24.28,513,1,1
0x97bde121a739046a3f4ff88e4e4d4176af5e8c2d,1,3000,weth-pair,127.05,55.63,286,1,1
0xb6517f4ab1a4fccd002e4cf16af76eae5838c4b1,1,10000,other,0.0,0.0,461,0,0
0x0fe472dc5c1c50b77a93e7f886b542492c761785,0,3000,other,252.99,2.33,809,0,1
0x62f830510fbfe094356c8bc54167113d957f0121,1,3000,weth-pair,64.21,17.37,486,1,1
0xd6eb9af2b8a37f5a7451e2a445cb93661a466a66,1,10000,weth-pair,99.47,27.45,386,1,1
0xee80d462121ccd7afe47d18b0c3e4937c4040c90,1,10000,other,0.0,0.0,292,1,0
0x119f33c3266dd5ed81a9db08d5033d4052e1e145,1,3000,weth-pair,20.65,7.24,214,1,1
0xdbdc09853bed15b8403b663b3875a694a2cd79ce,0,100,weth-pair,1.69,0.79,169,1,1
0x360b9726186c0f62cc719450685ce70280774dc8,1,10000,weth-pair,111.42,6.61,392,1,1
0x619154dbd96b4c1a8112651db9a451e475daf77f,1,3000,other,64.66,36.31,295,1,1
0x48b56ae750819f78b4b6d85c2b074508ac930ca9,0,10000,weth-pair,57.49,0.16,34,0,1
0x5598931bfbb43eec686fa4b5b92b5152ebadc2f6,1,10000,weth-pair,394.29,158.37,510,1,1
0x3cd80800a1403a96c4c8aa28cc291cb8cd6442b3,1,3000,weth-pair,787.33,0.37,1105,1,1
0xd20a94c60e406f2cbac5de7444564bcb7675330f,0,3000,other,0.0,0.0,186,0,0
0xe21876afd4c632b22870df250e5df1754c1875e8,1,10000,weth-pair,743.65,221.34,355,1,1
0x4fb9e71db4230623665077a9cac66b5f66c7ddd6,1,10000,other,545.49,15.01,243,1,1
0xf5dd78b568ad5da03a6b631264f58486e713b53e,1,3000,other,371.67,111.87,561,0,1
0xf8a896d1371dba46d6c3889a56a738f71efd4578,1,10000,other,0.0,0.0,306,0,0
0x80ed1b41476b95fb47830825b65fd3bf59f6a348,1,3000,weth-pair,56.13,4.97,273,1,1
0xbcaa74f7401ff4a2702e4f0dba83b546815299f3,1,3000,weth-pair,345.46,96.33,391,1,1
0x1bc8f4f5c1627f7dad5eab297fec94f5f20c014d,1,3000,weth-pair,48.35,13.62,341,0,1
0x0143b80d682d2b6fb8945f47b7d199841ab8184c,0,10000,other,9294.92,6447.44,943,0,1
0x0a27eaa9d6aa20425c5e211ba5158fc526c4dda7,0,10000,other,0.0,0.0,526,0,0
0x24397ae1430fed4863957a594fe3cb80cfb34e0a,1,3000,other,120.23,35.76,329,1,1
0x842293fa6ee0642bf61ebf8310e7e546039ba7f4,1,10000,weth-pair,136.54,50.05,225,1,1
0x80464c5024253974506e8dd36b8ee49791c1f1ea,1,10000,weth-pair,191.27,35.69,300,1,1
0x751680323dbc5a18e332f6a352c1c95d29e8571d,0,10000,weth-pair,219.02,29.3,1115,0,1
0x5b97b125cf8af96834f2d08c8f1291bd47724939,1,10000,weth-pair,78.35,21.49,347,1,1
0x7486ff76f69872d27b22dada4078bd55b36a5324,0,3000,weth-pair,13.71,1.55,244,1,1
0x57693fbdbc3101d6fb793c2e4beb4d39ac7d89ac,1,10000,weth-pair,1951.17,651.59,194,1,1
0xc486df865374a6530d52986ad0e442410de94a93,0,100,other,0.0,0.0,138,1,0
0xdfce55c1cc365d3cb2fb475a4762d34ef0bf6c0d,0,100,other,11.01,3.13,442,0,1
0x0df407bc6abe9af2093dcb4c974e18d40a6a381a,1,10000,weth-pair,482.01,171.28,428,1,1
0x4185d2952eb74a28ef550a410ba9b8e210ee9391,1,3000,other,196.69,3.98,1245,0,1
0xae790e2a4785298cb18150f3dc4a60bd81fcd274,1,10000,weth-pair,614.32,130.09,356,1,1
0xb09c5dad762df413d5fc677f03400d3a3b9993a1,0,500,weth-pair,87.54,0.19,938,0,1
0xd7933e639d7fffca31ba9cf72fe497dad799db71,0,10000,other,117.45,48.4,266,1,1
0xfb60172e6f7c0fc621b7db9b5ec3a5955be491ca,1,10000,other,126.53,34.93,299,1,1
0x599d0d3d0aaf5bf0041ce1b8210c8ee4eb77a886,0,3000,weth-pair,0.15,0.0,307,0,1
0x68d01efdfbe5c0eebe3b19b571b18ae6d6ee16fc,1,10000,weth-pair,424.04,51.64,351,1,1
0xe066c421d5e204d0d5ab4d5ab9c4d4c929e8f0ea,0,10000,other,0.0,0.0,241,0,0
0x619944b922ddf2562ccd8ee4b00bc0f3ddbf565c,1,10000,other,0.0,0.0,123,1,0
0x8226d741c1a6ebe9c59f3dcb42e94e5dff615b92,0,10000,weth-pair,27.79,0.0,30,0,1
0x96467eae14bf1da07b5fedd07b2a4030b8f1481d,1,3000,other,0.0,0.0,446,1,0
0x2912868c7ac9b14dd3f64ec1713cbd8f44a17dfd,0,3000,btc-pair,883.39,181.74,376,0,1
0x620cd19eae24fb8a02df908bb71b81b6e3aa1ccc,0,3000,other,0.0,0.0,479,1,0
0x5b042a2c72430ecd3d59caf4e1ff12f0888b8636,0,3000,other,0.0,0.0,420,0,0
0xf6ed2390be39c783ae78893c91669eeb635d0429,1,10000,other,0.0,0.0,189,1,0
0x2abb787d458c297ef2849e3b26d88271d42671dc,0,500,other,70.84,20.8,831,0,1
0xeafe159502eb380bf805dedbe2e6c4e0b7dea28b,1,10000,other,0.0,0.0,243,1,0
0xa063432f32611c3e1313eb3c99bc9cb7a6d6d4bf,1,3000,weth-pair,97.22,36.57,382,0,1
0x699b8e3719635117220e4d1d772762739c7d01d9,0,10000,weth-pair,21.05,1.17,184,0,1
0x934f27e9d9c0d8fc9a446ba7b4b850b16d145d6a,1,3000,other,423.67,20.9,548,0,1
0xf1b63cd9d80f922514c04b0fd0a30373316dd75b,1,10000,weth-pair,2036.15,562.93,433,1,1
0xeb3ad6a2913fd55b85513a39465d3c5f555384a3,0,10000,weth-pair,65.12,3.12,53,0,1
0x93fa14aed0371910f5feb3130b1f5bbd0d643770,1,10000,other,95.68,23.03,193,0,1
0x5412be87c36d671358353dffc839ef79cdf79530,1,3000,weth-pair,26.4,5.59,347,1,1
0x27a9ff745cf1dd366d94267cb4ade2350588a187,0,3000,weth-pair,50.66,1.35,337,1,1
0xb9d9bf49e1d61e8f9687706482df66ec42ddf361,1,10000,weth-pair,328.09,182.79,173,1,1
0x781563be135d827d7ea23d918711be2d92f20166,0,1000,weth-pair,2.05,0.54,180,1,1
0x5d343b2d44ef925edfd0f58a7c7947d872e22c8f,1,10000,weth-pair,600.41,152.45,215,0,1
0x1dd86410f15924601c49cd8a43a53b3430ebc53e,0,500,weth-pair,3.42,0.23,320,1,1
0x7685cd3ddd862b8745b1082a6acb19e14eaa74f3,0,3000,weth-pair,189.64,69.86,1206,1,1
0xd35efae4097d005720608eaf37e42a5936c94b44,1,3000,weth-pair,6420.04,6317.3,2592,1,1
0xf93bd55717b426a69badeb6458a07739c1d7a85f,0,500,other,0.0,0.0,283,0,0
0xb722fd570d68d0c2de769a5d7c2fd11e7f1b0ef2,0,10000,weth-pair,219.44,27.84,646,0,1
0x66ba59cbd09e75b209d1d7e8cf97f4ab34da413b,0,10000,weth-pair,38.62,1.72,290,1,1
0x30a9a577ac77cc70a5353cf6d49fe5df4035f713,1,10000,other,689.32,265.75,406,1,1
0xc04d960757b1444bfca6dea218864d1322a33cf7,1,10000,weth-pair,396.78,170.33,295,1,1
0x5576c6b5366af56e2690ed914741d57e22740053,0,3000,other,0.0,0.0,351,0,0
0xb6085156df45d4e1d7d434b5db98aa9c8c208a74,1,10000,weth-pair,582.53,251.66,409,1,1
0x402cb412aa0311cc58a94cd9485413532eaa23dc,0,10000,other,6.77,0.0,116,1,1
0xcc3e3cab9a3bfe8a5196688f223eb97c8b9a1009,0,10000,weth-pair,24.87,0.0,28,0,1
0x1466eb2bcb165df2ee76b6decb61b16923bfb49e,1,10000,weth-pair,671.9,70.94,357,0,1
0x049bfe44c007e2103faf16dda66f50241a9e1de5,0,10000,weth-pair,2892.47,0.1,1202,0,1
0x5d9f6255f85f28e97c5e4acebddb665877bbd168,1,10000,weth-pair,180.05,76.56,281,1,1
0x804bd4f2486bafde756d233797bdb2c62725fffa,0,10000,other,0.0,0.0,185,1,0
0xa08d8ddf045f583e2cb3ef2ea99900ed60897d0b,1,10000,weth-pair,169.01,17.87,298,0,1
0xb01c4614bec9d460c65a4a2a1e4dd9b1365776d4,1,10000,other,0.0,0.0,408,1,0
0x30d7c134a9e7477dac13ded746c23c6e666f22b4,1,10000,weth-pair,1209.24,545.94,401,1,1
0x36fe014abd6f9fd2a922f944411be187bd961447,1,10000,weth-pair,138.16,54.29,195,0,1
0xd60a872163a6a9c7b157da621768c8c065778432,0,500,weth-pair,5.62,0.25,324,1,1
0xe07c687cecb3caf246ded3240d186181d5eae705,1,10000,other,0.0,0.0,397,1,0
0x14b0a63c9f6c38403eb841a674d3e060526fa5dc,1,10000,other,2665.69,152.54,83,0,1
0x62302794f11b4e8f99d5bb0f2616e667b677e8fd,1,3000,other,119.58,16.92,478,1,1
0x78ab16803d92f6db77ef6d4e92fe139affab78cf,1,10000,weth-pair,250.34,49.11,445,1,1
0xe83b9a1305d36dbec04a8f2213b267c1d3ccc308,0,10000,weth-pair,160.78,0.0,429,0,1
0x898adc9aa0c23dce3fed6456c34dbe2b57784325,1,10000,other,8407.62,2688.6,522,1,1
0x53eb222ec7376c8deda557937110014ca2bbffa0,0,10000,weth-pair,24.92,0.0,27,0,1
0x06f171de64205e4dd881c49d57e6e4ada7c37726,1,3000,weth-pair,0.82,0.19,232,0,1
0xe697b7bc261ada9cbd93525f92e1436d75b86468,1,10000,weth-pair,530.67,58.96,412,1,1
0xbc9b75563e8df1dc761589444103342ec582cc29,1,3000,weth-pair,68.1,33.46,584,1,1
0x881b8d0b1ad9d1b1db918342b064d10afb9eaa69,1,3000,weth-pair,282.01,0.15,2635,1,1
0x248823df26180700e56f632dd7fa64a4d63f9db1,1,10000,other,0.0,0.0,292,1,0
0xd1ee73a554e43d985456a303b672c9b3613143c1,1,10000,other,0.0,0.0,205,1,0
0x4ca31d24f3bfb61a4b01786860d3d553efd5ea22,0,10000,weth-pair,2749.31,45.12,1473,0,1
0xa8d08dc16ba94bbdeddfee3fd4b98f79b0703dc9,1,10000,other,321.99,104.42,445,1,1
0x34e52bcb4f6a3b249ff990d613c980c1da97b2f2,1,10000,weth-pair,780.89,105.48,479,1,1
0x96d821ad723ac3fd933e67f151bd781bb8712455,0,100,other,2.35,0.11,255,0,1
0x0e6848bc9ba5194320415b98ab8d2854eaa9f506,1,10000,weth-pair,76.49,12.3,132,1,1
0x541d846ddfa1efc15ca612bd76e2b595056edc8c,1,3000,weth-pair,17.42,7.29,380,1,1
0xff9704a23d4c4f57c69d86e1113c1e9204cd804e,0,3000,weth-pair,518.17,276.09,222,1,1
0x0273d4aac5b0f0c86bbd6ad58cf89710b2ece234,0,3000,btc-pair,94.2,28.75,198,1,1
0x11b7a6bc0259ed6cf9db8f499988f9ecc7167bf5,0,10000,weth-pair,968.62,405.54,421,1,1
0xbb4efb22592590d61463e1f6c8c7a2764a3fa2ce,1,10000,weth-pair,78.57,30.1,229,1,1
0xecb56ba1c0a8922b139df4d6a0de856c978a5abd,0,10000,weth-pair,21.1,0.08,27,0,1
0x13673eb1738347d882866230a9125a76011e5fb8,1,10000,weth-pair,1414.47,182.86,499,0,1
0xdc212b831b9c47f413218355bffc73830e741446,1,3000,other,198.3,114.82,409,1,1
0xa21ed0af81d7cdaebd06d1150c166821cfcd64ff,0,10000,other,133.01,0.5,80,1,1
0x5275b2869d1e6ca7846dc6beccf5c5db5d5a173e,1,10000,other,189.29,52.75,225,0,1
0x72b236b8eb61b15833e514750b65b94a73d74a01,0,10000,weth-pair,298.66,47.29,112,1,1
0xe81940ecdefc9464082b51ace7aded83a1dc1efc,1,3000,weth-pair,111.81,10.29,616,1,1
0x307c4d0a83931c3eebe501f8f0c0b4c249bcf206,1,10000,weth-pair,486.38,166.76,522,0,1
0x8ea48337c6c6677b0973437f2685d17717c0408e,1,10000,weth-pair,55.42,24.31,398,1,1
0x9836de9e4319ceeaa86e0d55125e3bf2f87c523f,0,10000,weth-pair,23.34,0.0,25,0,1
0xee78277b40faba38b4a512faed45d6ab9feb7a46,1,3000,weth-pair,78.71,42.56,575,0,1
0xecc23ee6d7fde5bc09a9fd69d9cca9b00091a432,1,3000,weth-pair,45.84,8.32,104,1,1
0xaccb62372f098a0e2304c1e13f4d2846c81317e4,0,10000,other,0.0,0.0,25,0,0
0x080bdf01261462917c11fa16344c608353d8c20f,1,10000,weth-pair,250.48,6.57,107,0,1
0x69fe5d8833fd13a1c186955485a21d3e8f2c279f,1,10000,weth-pair,5.76,0.82,61,1,1
0x5b7e3e37a1aa6369386e5939053779abd3597508,1,3000,weth-pair,23.72,8.67,741,1,1
0x60b0dad2d7d65b7d6efc0b746687020ccef0a233,1,10000,weth-pair,60.62,4.94,362,1,1
0x82743c07bf3be4d55876f87bca6cce5f84429bd0,1,10000,weth-pair,30.74,10.44,390,1,1
0x71a6dcfd323b294694ed4a4cbdfae765956b1920,0,3000,other,0.0,0.0,370,1,0
0x7c557cb92b0f496c19d40579f5fafbd539472727,1,10000,weth-pair,956.96,47.96,3209,0,1
0xe8cc60f526bec8c663c6eec5a65efae9d89ee6ad,1,10000,other,0.0,0.0,550,0,0
0x3adf646c3ab4a8a2499fb22a65f121be6acc79a9,0,10000,weth-pair,27.58,0.82,90,0,1
0x145657d4fb2f0253108181929c7191cbc30f5934,0,10000,other,0.0,0.0,290,0,0
0x7090cc8dfa04b0bbac6520063c9c1ea677c368a0,1,10000,weth-pair,832.73,269.95,317,0,1
0x098cf31252fed4445ef08851a7a34429b23cbe05,1,100,other,0.0,0.0,299,0,0
0x0301317a80154384e7e3c930e0a85823c2a42c48,0,10000,other,0.0,0.0,97,0,0
0x9febc984504356225405e26833608b17719c82ae,1,10000,other,199.12,26.35,378,1,1
0x4ac5056de171ee09e7afa069dd1a3538d2381565,0,3000,weth-pair,6614.24,698.41,708,0,1
0xf22cc69f5f6c542b781dfa6ee6c40305f713e473,0,10000,other,0.0,0.0,138,1,0
0xbc5a016c88b5db5bb9aa92aa8953f2113497eb92,0,10000,weth-pair,840.83,2.57,276,0,1
0x1353fe67fff8f376762b7034dc9066f0be15a723,1,10000,weth-pair,484.55,169.85,645,1,1
0x4676b75eecf653c0a439b5744f52f70674e8fb07,1,10000,other,0.0,0.0,305,1,0
0x106a1a525e9b404d02db8a21dbe4c30f4c807107,1,10000,other,1035.69,0.0,24,0,1
0xb80946cd2b4b68bedd769a21ca2f096ead6e0ee8,0,10000,weth-pair,553.51,46.1,200,0,1
0x7f2138350650791f9fed3e0dafcc05868df2db2c,1,10000,other,31.71,13.78,413,0,1
0x3b83535b4befea92e2b0d0761081d234e6b871e0,1,3000,other,201.3,22.75,188,0,1
0xda703fd3617535948d651c3c45b4624c2b5f6d5c,1,10000,weth-pair,45.8,9.35,314,0,1
0x2a9377956ba56375957680c2b67c068b1431a757,1,10000,other,168.94,51.38,113,1,1
0x64a078926ad9f9e88016c199017aea196e3899e1,0,3000,weth-pair,5.66,0.0,185,1,1
