train_seed,dqn_mean,la_mean,edge_mean,edge_std_across_seeds,train_seconds
11.0,89.88635602882763,100.86074366666665,-10.974387637839033,16.963254852766458,860.7167053751182
13.0,89.98151251367798,100.86074366666665,-10.87923115298868,21.086011145201855,936.8492007500026
17.0,87.6434025705907,100.86074366666665,-13.217341096075975,14.711225230978629,1001.6055460409261
19.0,87.83643643882769,100.86074366666665,-13.024307227838973,14.356607839704159,603.4527558749542
23.0,87.83736983958215,100.86074366666665,-13.023373827084521,13.145363862753237,605.6436354168691
