"lb","ub","method","Delta","Mbar"
-0.162404754400002,0.0709768926637044,"C-LF","DeltaRM",0
-0.633980041250378,0.585860114020747,"C-LF","DeltaRM",0.5
-1.20179518256001,1.17292322622224,"C-LF","DeltaRM",1
-1.20179518256001,1.20179518256001,"C-LF","DeltaRM",1.5
-1.20179518256001,1.20179518256001,"C-LF","DeltaRM",2
