"lb","ub","method","Delta","Mbar"
-2.37354946164757,1.28956624294238,"C-LF","DeltaRM",0
-9.88667452922492,9.99881072426339,"C-LF","DeltaRM",0.5
-18.6706764739049,18.6706764739049,"C-LF","DeltaRM",1
-18.6706764739049,18.6706764739049,"C-LF","DeltaRM",1.5
-18.6706764739049,18.6706764739049,"C-LF","DeltaRM",2
