"lb","ub","method","Delta","Mbar"
-0.410489676125209,0.445800616006947,"C-LF","DeltaRM",0
-1.9641710309217,2.04362064565561,"C-LF","DeltaRM",0.5
-3.79151216980166,3.92392819435818,"C-LF","DeltaRM",1
-4.40945361773208,4.40945361773208,"C-LF","DeltaRM",1.5
-4.40945361773208,4.40945361773208,"C-LF","DeltaRM",2
