"lb","ub","method","Delta","Mbar"
-0.164372575517396,0.0316493778946538,"C-LF","DeltaRM",0
-0.61767334278276,0.47678256376785,"C-LF","DeltaRM",0.5
-1.01992672634707,0.999507772866649,"C-LF","DeltaRM",1
-1.01992672634707,1.01992672634707,"C-LF","DeltaRM",1.5
-1.01992672634707,1.01992672634707,"C-LF","DeltaRM",2
