"rel","coef","beta","se","crv1_p","wcr_p"
-8,"rel::-8:treated",0.881435448015208,2.50101346489229,0.724595720492089,0.67935871743487
-7,"rel::-7:treated",-0.705576110816857,2.99603846041972,0.813870859391108,0.829659318637275
-6,"rel::-6:treated",-4.8794376732513,3.14185929492769,0.120757900172603,0.132264529058116
-5,"rel::-5:treated",-2.32960057105832,3.23976160768926,0.472283601386882,0.519038076152305
-4,"rel::-4:treated",-0.307687414658606,2.70195700836854,0.909361178644568,0.935871743486974
-3,"rel::-3:treated",-0.121717705487343,2.95765136910556,0.967182472438157,0.961923847695391
-2,"rel::-2:treated",0.128676633951165,2.58596422370502,0.960324758108818,0.953907815631262
0,"rel::0:treated",-1.61304435749822,2.40489521163107,0.502558876108067,0.511022044088176
1,"rel::1:treated",0.152672328531051,2.39586659696262,0.949204489806307,0.939879759519038
2,"rel::2:treated",-0.536758103608308,2.37512047421037,0.821257987624691,0.835671342685371
3,"rel::3:treated",0.95498977629757,2.41427442177824,0.69252174320439,0.685370741482966
4,"rel::4:treated",0.148799912389204,2.07036621554106,0.942719984729045,0.947895791583166
5,"rel::5:treated",-2.48952391285523,2.64500929306836,0.346842008369116,0.374749498997996
6,"rel::6:treated",-2.62719075592927,2.36915652285219,0.267757721182929,0.292585170340681
7,"rel::7:treated",-1.47827432332864,2.40845927720924,0.53950997918224,0.539078156312625
8,"rel::8:treated",-0.205981980253914,2.06250906478053,0.920469646707545,0.915831663326653
