"lb","ub","method","Delta","Mbar"
-0.0935141124637431,0.276725434841689,"C-LF","DeltaRM",0
-1.0973594829929,1.28820461046993,"C-LF","DeltaRM",0.5
-1.9065428234955,1.9065428234955,"C-LF","DeltaRM",1
-1.9065428234955,1.9065428234955,"C-LF","DeltaRM",1.5
-1.9065428234955,1.9065428234955,"C-LF","DeltaRM",2
