"rel","coef","beta","se","crv1_p","wcr_p"
-8,"rel::-8:treated",-0.306393518025305,1.21298346199927,0.800637766018134,0.785571142284569
-7,"rel::-7:treated",-1.56662629203132,1.12543320196949,0.164253273525295,0.180360721442886
-6,"rel::-6:treated",-1.40778046992711,1.06042392425157,0.184652264195674,0.180360721442886
-5,"rel::-5:treated",0.435308151565474,1.37407817119678,0.751467288924161,0.775551102204409
-4,"rel::-4:treated",-0.328792302953975,1.18329494164089,0.781181118021982,0.79559118236473
-3,"rel::-3:treated",-0.438208936995002,1.33377265352018,0.742571947247499,0.771543086172345
-2,"rel::-2:treated",-1.28448889938366,0.804811373958003,0.110830203382995,0.102204408817635
0,"rel::0:treated",-1.26184372061714,0.966649351355658,0.192090907860367,0.228456913827655
1,"rel::1:treated",0.44888596031531,1.49148903132015,0.763509354125955,0.775551102204409
2,"rel::2:treated",-1.92091741621924,1.07765383870674,0.0749982230116828,0.102204408817635
3,"rel::3:treated",0.45834178542674,1.18045705156805,0.697902670177916,0.743486973947896
4,"rel::4:treated",-0.26009202147408,1.41160749710165,0.85385617309498,0.843687374749499
5,"rel::5:treated",-1.37186942404567,1.16611170824455,0.239720994002801,0.270541082164329
6,"rel::6:treated",-1.27970352578986,0.921415529564026,0.165216671931704,0.160320641282565
7,"rel::7:treated",-0.0447520187633279,1.40839752037875,0.974658284399194,0.975951903807615
8,"rel::8:treated",0.127459480845251,1.37038800430238,0.925916089089433,0.94188376753507
