"lb","ub","method","Delta","Mbar"
-4.12894228578904,2.45051046229756,"C-LF","DeltaRM",0
-24.1358496218075,21.7860450689194,"C-LF","DeltaRM",0.5
-33.5350678333597,33.5350678333597,"C-LF","DeltaRM",1
-33.5350678333597,33.5350678333597,"C-LF","DeltaRM",1.5
-33.5350678333597,33.5350678333597,"C-LF","DeltaRM",2
