"lb","ub","method","Delta","Mbar"
-0.106945177597812,0.0300564878216072,"C-LF","DeltaRM",0
-0.407510055813884,0.326427437504432,"C-LF","DeltaRM",0.5
-0.698289100785713,0.675921481941726,"C-LF","DeltaRM",1
-0.698289100785713,0.698289100785713,"C-LF","DeltaRM",1.5
-0.698289100785713,0.698289100785713,"C-LF","DeltaRM",2
