"lb","ub","method","Delta","Mbar"
-1.20503966906304,0.352494597072862,"C-LF","DeltaRM",0
-4.72998563979167,2.66420334996931,"C-LF","DeltaRM",0.5
-8.18935122036721,6.28751990592758,"C-LF","DeltaRM",1
-8.18935122036721,8.18935122036721,"C-LF","DeltaRM",1.5
-8.18935122036721,8.18935122036721,"C-LF","DeltaRM",2
