"lb","ub","method","Delta","Mbar"
-0.404945061854488,0.396764353534196,"C-LF","DeltaRM",0
-2.14743593407683,2.45830285024795,"C-LF","DeltaRM",0.5
-4.0862638059862,4.0862638059862,"C-LF","DeltaRM",1
-4.0862638059862,4.0862638059862,"C-LF","DeltaRM",1.5
-4.0862638059862,4.0862638059862,"C-LF","DeltaRM",2
