"lb","ub","method","Delta","Mbar"
-0.349009130259329,0.154823599137597,"C-LF","DeltaRM",0
-1.34092981625953,1.15199254273568,"C-LF","DeltaRM",0.5
-2.49554648779415,2.32760224466184,"C-LF","DeltaRM",1
-2.62150467014338,2.62150467014338,"C-LF","DeltaRM",1.5
-2.62150467014338,2.62150467014338,"C-LF","DeltaRM",2
