"lb","ub","method","Delta","Mbar"
-4.64696330758736,2.56512374578822,"C-LF","DeltaRM",0
-28.6624696811988,25.1679532738931,"C-LF","DeltaRM",0.5
-37.1385307542381,37.1385307542381,"C-LF","DeltaRM",1
-37.1385307542381,37.1385307542381,"C-LF","DeltaRM",1.5
-37.1385307542381,37.1385307542381,"C-LF","DeltaRM",2
