"lb","ub","method","Delta","Mbar"
-0.167556298637169,0.0805805100316157,"C-LF","DeltaRM",0
-0.643365024538138,0.566621681650885,"C-LF","DeltaRM",0.5
-1.21638198476296,1.14219675330528,"C-LF","DeltaRM",1
-1.27777665907276,1.27777665907276,"C-LF","DeltaRM",1.5
-1.27777665907276,1.27777665907276,"C-LF","DeltaRM",2
