"lb","ub","method","Delta","Mbar"
-0.085745296273464,0.0140310484811123,"C-LF","DeltaRM",0
-0.347658201254227,0.288415996556197,"C-LF","DeltaRM",0.5
-0.519148793801155,0.519148793801155,"C-LF","DeltaRM",1
-0.519148793801155,0.519148793801155,"C-LF","DeltaRM",1.5
-0.519148793801155,0.519148793801155,"C-LF","DeltaRM",2
