"lb","ub","method","Delta","Mbar"
-0.0858148224433903,0.320235800825336,"C-LF","DeltaRM",0
-1.1114066028644,1.36257193684506,"C-LF","DeltaRM",0.5
-2.09095140538896,2.09095140538896,"C-LF","DeltaRM",1
-2.09095140538896,2.09095140538896,"C-LF","DeltaRM",1.5
-2.09095140538896,2.09095140538896,"C-LF","DeltaRM",2
