"lb","ub","method","Delta","Mbar"
-0.104110022506198,0.0332868779441584,"C-LF","DeltaRM",0
-0.435562339056541,0.370405046059465,"C-LF","DeltaRM",0.5
-0.707523214174771,0.707523214174771,"C-LF","DeltaRM",1
-0.707523214174771,0.707523214174771,"C-LF","DeltaRM",1.5
-0.707523214174771,0.707523214174771,"C-LF","DeltaRM",2
